STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,org/apache/catalina/authenticator/AuthenticatorBase.java,invoke,472-472,[                if (decodedRequestURI != null &&],,
STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,org/apache/catalina/authenticator/DigestAuthenticator.java,validate,512-512,[                if (query == null) {],,
MT_CORRECTNESS,VO_VOLATILE_INCREMENT,org/apache/catalina/authenticator/DigestAuthenticator.java,nonceCountValid,662-662,[                count++;],,
STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,org/apache/catalina/authenticator/FormAuthenticator.java,matchRequest,499-499,[        if (decodedRequestURI == null) {],,
STYLE,ICAST_INTEGER_MULTIPLY_CAST_TO_LONG,org/apache/catalina/authenticator/SingleSignOn.java,sessionEvent,228-228,[                session.getMaxInactiveInterval() * 1000))],,
MALICIOUS_CODE,EI_EXPOSE_REP,org/apache/catalina/authenticator/SingleSignOnEntry.java,findSessions,112-112,[        return (this.sessions);],,
BAD_PRACTICE,NM_CONFUSING,org/apache/catalina/authenticator/SingleSignOnSessionKey.java,getHostName,55-55,[],,getHostname,438-447,[        if ( this.hostname != null ) return hostname;,         else {,             try {,                 if (DO_DNS_LOOKUPS),                     this.hostname = java.net.InetAddress.getByAddress(host).getHostName();,                 else,                     this.hostname = org.apache.catalina.tribes.util.Arrays.toString(host,0,host.length,true);,                 return this.hostname;,             }catch ( IOException x ) {,                 throw new RuntimeException("Unable to parse hostname.",x);],,
BAD_PRACTICE,NM_CONFUSING,org/apache/catalina/authenticator/SingleSignOnSessionKey.java,getSessionId,47-47,[],,getSessionID,114-114,[    public String getSessionID(){ return mSessionID; }],,
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,org/apache/catalina/authenticator/SpnegoAuthenticator.java,,232-235,[                new PrivilegedExceptionAction<GSSCredential>() {,                     @Override,                     public GSSCredential run() throws GSSException {,                         return manager.createCredential(null,],,
BAD_PRACTICE,RC_REF_COMPARISON_BAD_PRACTICE_BOOLEAN,org/apache/catalina/connector/CometEventImpl.java,setTimeout,125-125,[        if (request.getAttribute(Globals.COMET_TIMEOUT_SUPPORTED_ATTR) ==],,
MALICIOUS_CODE,MS_MUTABLE_COLLECTION_PKGPROTECT,org/apache/catalina/connector/Connector.java,,241-241,[     protected static final HashMap<String,String> replacements =],,
STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,org/apache/catalina/connector/CoyoteAdapter.java,postParseRequest,843-843,[        if (authtype != null) {],,
STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,org/apache/catalina/connector/CoyoteAdapter.java,postParseRequest,837-837,[        if (principal != null) {],,
STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,org/apache/catalina/connector/CoyoteAdapter.java,postParseRequest,975-975,[            if (query != null) {],,
BAD_PRACTICE,SR_NOT_CHECKED,org/apache/catalina/connector/CoyoteReader.java,skip,201-201,[                skip(skip);],,
PERFORMANCE,SS_SHOULD_BE_STATIC,org/apache/catalina/connector/InputBuffer.java,,67-67,[    public final int BYTE_STATE = 2;],,
PERFORMANCE,SS_SHOULD_BE_STATIC,org/apache/catalina/connector/InputBuffer.java,,66-66,[    public final int CHAR_STATE = 1;],,
PERFORMANCE,SS_SHOULD_BE_STATIC,org/apache/catalina/connector/InputBuffer.java,,65-65,[    public final int INITIAL_STATE = 0;],,
I18N,DM_DEFAULT_ENCODING,org/apache/catalina/connector/Request.java,parseParts,2699-2699,[                                postSize += name.getBytes().length;],,
PERFORMANCE,DM_FP_NUMBER_CTOR,org/apache/catalina/connector/Request.java,parseLocalesHeader,3169-3169,[            Double key = new Double(-acceptLanguage.getQuality());  // Reverse the order],,
MALICIOUS_CODE,EI_EXPOSE_REP,org/apache/catalina/connector/Request.java,getCookies,1922-1922,[        return cookies;],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/catalina/connector/Request.java,readChunkedPostBody,3110-3110,[            return null;],,
STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,org/apache/catalina/connector/Request.java,getPathInfo,2048-2048,[        if (getPathInfo() == null) {],,
STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,org/apache/catalina/connector/Request.java,getPathInfo,1344-1344,[        if (pathInfo == null) {],,
STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,org/apache/catalina/connector/Request.java,convertCookies,2917-2917,[                if (domain!=null)],,
STYLE,UC_USELESS_OBJECT,org/apache/catalina/connector/Request.java,setCharacterEncoding,1579-1579,[        byte buffer[] = new byte[1];],,
STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,org/apache/catalina/connector/Response.java,doIsEncodeable,1534-1534,[            if ((file == null) || !file.startsWith(contextPath)) {],,
STYLE,RV_RETURN_VALUE_IGNORED_NO_SIDE_EFFECT,org/apache/catalina/connector/Response.java,<clinit>,84-84,[        URL.isSchemeChar('c');],,
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,org/apache/catalina/connector/Response.java,,951-954,[            return AccessController.doPrivileged(new PrivilegedAction<String>() {,                 @Override,                 public String run(){,                     return SetCookieSupport.generateHeader(cookie);],,
STYLE,DLS_DEAD_LOCAL_STORE_OF_NULL,org/apache/catalina/core/ApplicationContextFacade.java,doPrivileged,841-841,[            params = null;],,
STYLE,DLS_DEAD_LOCAL_STORE_OF_NULL,org/apache/catalina/core/ApplicationContextFacade.java,invokeMethod,814-814,[            params = null;],,
STYLE,REC_CATCH_EXCEPTION,org/apache/catalina/core/ApplicationContextFacade.java,invokeMethod,810-810,[        } catch (Exception ex){],,
PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,org/apache/catalina/core/ApplicationContextFacade.java,,861-864,[           return AccessController.doPrivileged(new PrivilegedExceptionAction<Object>(){,                 @Override,                 public Object run() throws IllegalAccessException, InvocationTargetException{,                     return method.invoke(context,  params);],,
STYLE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,org/apache/catalina/core/ApplicationDispatcher.java,dispatch,602-602,[                throw (IOException) e;],,
STYLE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,org/apache/catalina/core/ApplicationDispatcher.java,forward,315-315,[                throw (IOException) e;],,
STYLE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,org/apache/catalina/core/ApplicationDispatcher.java,include,520-520,[                throw (IOException) e;],,
BAD_PRACTICE,BIT_SIGNED_CHECK,org/apache/catalina/core/ApplicationFilterFactory.java,matchDispatcher,323-323,[                if ((filterMap.getDispatcherMapping() & FilterMap.FORWARD) > 0) {],,
BAD_PRACTICE,BIT_SIGNED_CHECK,org/apache/catalina/core/ApplicationFilterFactory.java,matchDispatcher,328-328,[                if ((filterMap.getDispatcherMapping() & FilterMap.INCLUDE) > 0) {],,
BAD_PRACTICE,BIT_SIGNED_CHECK,org/apache/catalina/core/ApplicationFilterFactory.java,matchDispatcher,333-333,[                if ((filterMap.getDispatcherMapping() & FilterMap.REQUEST) > 0) {],,
BAD_PRACTICE,BIT_SIGNED_CHECK,org/apache/catalina/core/ApplicationFilterFactory.java,matchDispatcher,338-338,[                if ((filterMap.getDispatcherMapping() & FilterMap.ERROR) > 0) {],,
BAD_PRACTICE,BIT_SIGNED_CHECK,org/apache/catalina/core/ApplicationFilterFactory.java,matchDispatcher,343-343,[                if ((filterMap.getDispatcherMapping() & FilterMap.ASYNC) > 0) {],,
BAD_PRACTICE,DE_MIGHT_IGNORE,org/apache/catalina/core/ApplicationFilterFactory.java,createFilterChain,180-180,[                } catch (Exception e) {],,
MT_CORRECTNESS,LI_LAZY_INIT_STATIC,org/apache/catalina/core/ApplicationFilterFactory.java,getInstance,54-55,[        if (factory == null) {,             factory = new ApplicationFilterFactory();],,
STYLE,REC_CATCH_EXCEPTION,org/apache/catalina/core/ApplicationFilterFactory.java,createFilterChain,180-180,[                } catch (Exception e) {],,
STYLE,BC_VACUOUS_INSTANCEOF,org/apache/catalina/core/ApplicationHttpRequest.java,getParameter,372-372,[        else if (value instanceof String[])],,
STYLE,BC_VACUOUS_INSTANCEOF,org/apache/catalina/core/ApplicationHttpRequest.java,getParameterValues,420-420,[        else if (value instanceof String[])],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/catalina/core/ApplicationHttpRequest.java,getParameterValues,419-419,[            return null;],,
PERFORMANCE,WMI_WRONG_MAP_ITERATOR,org/apache/catalina/core/ApplicationHttpRequest.java,mergeParameters,906-906,[                queryParameters.put(key, parameters.get(key));],,
BAD_PRACTICE,NM_CONFUSING,org/apache/catalina/core/ApplicationPushBuilder.java,getEtag,216-216,[],,getETag,65-77,[        if (weakETag == null) {,             synchronized (this) {,                 if (weakETag == null) {,                     long contentLength = getContentLength();,                     long lastModified = getLastModified();,                     if ((contentLength >= 0) || (lastModified >= 0)) {,                         weakETag = "W/\"" + contentLength + "-" +,                                    lastModified + "\"";,                     },                 },             },         },         return weakETag;],,
MALICIOUS_CODE,MS_PKGPROTECT,org/apache/catalina/core/AprLifecycleListener.java,,76-76,[    protected static String FIPSMode = "off"; // default off, valid only when SSLEngine="on"],,
MALICIOUS_CODE,MS_PKGPROTECT,org/apache/catalina/core/AprLifecycleListener.java,,75-75,[    protected static String SSLEngine = "on"; //default on],,
MALICIOUS_CODE,MS_PKGPROTECT,org/apache/catalina/core/AprLifecycleListener.java,,77-77,[    protected static String SSLRandomSeed = "builtin";],,
MALICIOUS_CODE,MS_PKGPROTECT,org/apache/catalina/core/AprLifecycleListener.java,,80-80,[    protected static boolean aprAvailable = false;],,
MALICIOUS_CODE,MS_PKGPROTECT,org/apache/catalina/core/AprLifecycleListener.java,,79-79,[    protected static boolean aprInitialized = false;],,
MALICIOUS_CODE,MS_PKGPROTECT,org/apache/catalina/core/AprLifecycleListener.java,,81-81,[    protected static boolean fipsModeActive = false;],,
MALICIOUS_CODE,MS_PKGPROTECT,org/apache/catalina/core/AprLifecycleListener.java,,78-78,[    protected static boolean sslInitialized = false;],,
STYLE,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,org/apache/catalina/core/AprLifecycleListener.java,<init>,112-112,[        instanceCreated = true;],,
STYLE,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,org/apache/catalina/core/AprLifecycleListener.java,setFIPSMode,386-386,[            AprLifecycleListener.FIPSMode = FIPSMode;],,
STYLE,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,org/apache/catalina/core/AprLifecycleListener.java,setSSLEngine,354-354,[            AprLifecycleListener.SSLEngine = SSLEngine;],,
STYLE,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,org/apache/catalina/core/AprLifecycleListener.java,setSSLRandomSeed,370-370,[            AprLifecycleListener.SSLRandomSeed = SSLRandomSeed;],,
STYLE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,org/apache/catalina/core/AsyncContextImpl.java,doInternalDispatch,373-373,[                throw (IOException)x.getCause();],,
STYLE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,org/apache/catalina/core/AsyncContextImpl.java,doInternalDispatch,370-370,[                throw (ServletException)x.getCause();],,
STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,org/apache/catalina/core/AsyncContextImpl.java,logDebug,476-476,[            if (request.getQueryString() != null) {],,
STYLE,DLS_DEAD_LOCAL_STORE,org/apache/catalina/core/ContainerBase.java,getMBeanKeyProperties,1254-1254,[                keyProperties.append(containerCount++);],,
MALICIOUS_CODE,DP_DO_INSIDE_DO_PRIVILEGED,org/apache/catalina/core/DefaultInstanceManager.java,lookupFieldResource,579-579,[            field.setAccessible(true);],,lookupFieldResource,581-581,[            field.setAccessible(accessibility);],,
MALICIOUS_CODE,DP_DO_INSIDE_DO_PRIVILEGED,org/apache/catalina/core/DefaultInstanceManager.java,lookupMethodResource,621-621,[            method.setAccessible(true);],,lookupMethodResource,623-623,[            method.setAccessible(accessibility);],,
MALICIOUS_CODE,DP_DO_INSIDE_DO_PRIVILEGED,org/apache/catalina/core/DefaultInstanceManager.java,postConstruct,204-204,[                    postConstruct.setAccessible(true);],,postConstruct,206-206,[                    postConstruct.setAccessible(accessibility);],,
MALICIOUS_CODE,DP_DO_INSIDE_DO_PRIVILEGED,org/apache/catalina/core/DefaultInstanceManager.java,preDestroy,245-245,[                    preDestroy.setAccessible(true);],,preDestroy,247-247,[                    preDestroy.setAccessible(accessibility);],,
PERFORMANCE,DM_STRING_TOSTRING,org/apache/catalina/core/NamingContextListener.java,addResourceLink,1132-1132,[            String key = i.next().toString();],,
STYLE,REC_CATCH_EXCEPTION,org/apache/catalina/core/NamingContextListener.java,constructEnvEntry,906-906,[        } catch (Exception e) {],,
STYLE,REC_CATCH_EXCEPTION,org/apache/catalina/core/NamingContextListener.java,constructEnvEntry,887-909,[            Class<?> clazz = Class.forName(type);,             Constructor<?> c = null;,             try {,                  c = clazz.getConstructor(String.class);,                  return c.newInstance(value);,             } catch (NoSuchMethodException e) {,                 // Ignore,             }, ,             if (value.length() != 1) {,                 return null;,             }, ,             try {,                 c = clazz.getConstructor(char.class);,                 return c.newInstance(Character.valueOf(value.charAt(0)));,             } catch (NoSuchMethodException e) {,                 // Ignore,             },         } catch (Exception e) {,             // Ignore,         },         return null;],,
I18N,DM_DEFAULT_ENCODING,org/apache/catalina/core/StandardContext.java,getDeploymentDescriptor,6197-6197,[        try (BufferedReader br = new BufferedReader(new InputStreamReader(stream))) {],,
MALICIOUS_CODE,EI_EXPOSE_REP,org/apache/catalina/core/StandardContext.java,findApplicationListeners,3311-3311,[        return applicationListeners;],,
MALICIOUS_CODE,EI_EXPOSE_REP,org/apache/catalina/core/StandardContext.java,findConstraints,3335-3335,[        return (constraints);],,
MALICIOUS_CODE,EI_EXPOSE_REP,org/apache/catalina/core/StandardContext.java,getApplicationEventListeners,1175-1175,[        return (applicationEventListenersObjects);],,
MALICIOUS_CODE,EI_EXPOSE_REP,org/apache/catalina/core/StandardContext.java,getApplicationLifecycleListeners,1215-1215,[        return (applicationLifecycleListenersObjects);],,
MALICIOUS_CODE,EI_EXPOSE_REP,org/apache/catalina/core/StandardContext.java,getJavaVMs,6452-6452,[        return javaVMs;],,
MALICIOUS_CODE,EI_EXPOSE_REP,org/apache/catalina/core/StandardContext.java,getNotificationInfo,6341-6341,[        return notificationInfo;],,
MALICIOUS_CODE,EI_EXPOSE_REP2,org/apache/catalina/core/StandardContext.java,setApplicationEventListeners,1188-1188,[        applicationEventListenersObjects = listeners;],,
MALICIOUS_CODE,EI_EXPOSE_REP2,org/apache/catalina/core/StandardContext.java,setApplicationLifecycleListeners,1228-1228,[        applicationLifecycleListenersObjects = listeners;],,
MALICIOUS_CODE,EI_EXPOSE_REP2,org/apache/catalina/core/StandardContext.java,setJavaVMs,6456-6456,[        return this.javaVMs = javaVMs;],,
MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,org/apache/catalina/core/StandardContext.java,,6466-6466,[        return startTime;],,,5592-5592,[        startTime = 0;],,,5251-5251,[        startTime=System.currentTimeMillis();],,
MALICIOUS_CODE,MS_SHOULD_BE_FINAL,org/apache/catalina/core/StandardContext.java,,184-184,[        urlEncoder = new URLEncoder();],,
BAD_PRACTICE,NM_CONFUSING,org/apache/catalina/core/StandardContext.java,getBaseName,931-931,[        return new ContextName(path, webappVersion).getBaseName();],,getBasename,70-70,[        return basename;],,
BAD_PRACTICE,NM_CONFUSING,org/apache/catalina/core/StandardContext.java,setDisplayName,1653-1657,[        String oldDisplayName = this.displayName;,         this.displayName = displayName;,         support.firePropertyChange("displayName", oldDisplayName,,                                    this.displayName);,     }],,setDisplayname,48-49,[        this.displayname = displayname;,     }],,
STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,org/apache/catalina/core/StandardContext.java,postWorkDirectory,6094-6094,[                log.warn(sm.getString("standardContext.workCreateException",],,
PERFORMANCE,WMI_WRONG_MAP_ITERATOR,org/apache/catalina/core/StandardContext.java,filterStop,4649-4649,[                ApplicationFilterConfig filterConfig = filterConfigs.get(name);],,
PERFORMANCE,DM_GC,org/apache/catalina/core/StandardHost.java,findReloadedContextMemoryLeaks,745-745,[        System.gc();],,
PERFORMANCE,DM_NUMBER_CTOR,org/apache/catalina/core/StandardHostValve.java,throwable,361-361,[                request.setAttribute(RequestDispatcher.ERROR_STATUS_CODE,],,
MALICIOUS_CODE,EI_EXPOSE_REP,org/apache/catalina/core/StandardServer.java,findServices,555-555,[        return services;],,
MALICIOUS_CODE,EI_EXPOSE_REP,org/apache/catalina/core/StandardService.java,findConnectors,278-278,[        return connectors;],,
MALICIOUS_CODE,EI_EXPOSE_REP,org/apache/catalina/core/StandardWrapper.java,getNotificationInfo,1928-1928,[        return notificationInfo;],,
MALICIOUS_CODE,EI_EXPOSE_REP,org/apache/catalina/core/StandardWrapper.java,getServletMethods,608-608,[            return DEFAULT_SERVLET_METHODS;],,
MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,org/apache/catalina/core/StandardWrapper.java,,1634-1634,[        this.multipartConfigElement = multipartConfigElement;],,,1628-1628,[        return multipartConfigElement;],,,1127-1127,[            if (multipartConfigElement == null) {],,,1131-1131,[                    multipartConfigElement =],,
MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,org/apache/catalina/core/StandardWrapper.java,,514-514,[        String oldServletClass = this.servletClass;],,,515-515,[        this.servletClass = servletClass;],,,516-516,[        support.firePropertyChange("servletClass", oldServletClass,],,,501-501,[        return (this.servletClass);],,,1097-1097,[            if (servletClass == null) {],,,1105-1105,[                servlet = (Servlet) instanceManager.newInstance(servletClass);],,,1109-1109,[                throw new ServletException],,,1139-1139,[            if ((servlet instanceof ContainerServlet) &&],,,1123-1123,[                throw new ServletException],,,1119-1119,[                    log.debug(sm.getString("standardWrapper.instantiate", servletClass), e);],,
MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,org/apache/catalina/core/StandardWrapper.java,,461-461,[            swallowOutput = ((StandardContext)container).getSwallowOutput();],,,1089-1089,[        if (swallowOutput) {],,,1160-1160,[            if (swallowOutput) {],,,1426-1426,[            if (swallowOutput) {],,,1469-1469,[                if (swallowOutput) {],,
MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,org/apache/catalina/core/StandardWrapper.java,,462-462,[            unloadDelay = ((StandardContext)container).getUnloadDelay();],,,1408-1408,[            long delay = unloadDelay / 20;],,
MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,org/apache/catalina/core/StandardWrapper.java,,1623-1623,[        return classLoadTime;],,,1145-1145,[            classLoadTime=(int) (System.currentTimeMillis() -t1);],,
MT_CORRECTNESS,IS2_INCONSISTENT_SYNC,org/apache/catalina/core/StandardWrapper.java,,1619-1619,[        return loadTime;],,,1158-1158,[            loadTime=System.currentTimeMillis() -t1;],,
MALICIOUS_CODE,MS_FINAL_PKGPROTECT,org/apache/catalina/core/StandardWrapper.java,,275-275,[    protected static Class<?>[] classType = new Class[]{ServletConfig.class};],,
MALICIOUS_CODE,MS_PKGPROTECT,org/apache/catalina/core/StandardWrapper.java,,85-85,[    protected static final String[] DEFAULT_SERVLET_METHODS = new String[] {],,
MT_CORRECTNESS,NO_NOTIFY_NOT_NOTIFYALL,org/apache/catalina/core/StandardWrapper.java,deallocate,926-926,[            instancePool.notify();],,
STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,org/apache/catalina/core/StandardWrapper.java,getAllDeclaredMethods,1690-1690,[            return null;],,
STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,org/apache/catalina/core/StandardWrapper.java,getAllDeclaredMethods,1696-1696,[        if (thisMethods == null) {],,
MT_CORRECTNESS,SWL_SLEEP_WITH_LOCK_HELD,org/apache/catalina/core/StandardWrapper.java,unload,1416-1416,[                    Thread.sleep(delay);],,
BAD_PRACTICE,RC_REF_COMPARISON_BAD_PRACTICE_BOOLEAN,org/apache/catalina/core/StandardWrapperValve.java,invoke,168-168,[        if (servlet instanceof CometProcessor && request.getAttribute(],,
STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,org/apache/catalina/deploy/NamingResourcesImpl.java,cleanUp,1043-1043,[        if (m != null) {],,
STYLE,DB_DUPLICATE_SWITCH_CLAUSES,org/apache/catalina/filters/CorsFilter.java,decorateCORSProperties,520-528,[            request.setAttribute(,                     CorsFilter.HTTP_REQUEST_ATTRIBUTE_IS_CORS_REQUEST,,                     Boolean.TRUE);,             request.setAttribute(CorsFilter.HTTP_REQUEST_ATTRIBUTE_ORIGIN,,                     request.getHeader(CorsFilter.REQUEST_HEADER_ORIGIN));,             request.setAttribute(,                     CorsFilter.HTTP_REQUEST_ATTRIBUTE_REQUEST_TYPE,,                     corsRequestType.name().toLowerCase());,             break;],,decorateCORSProperties,530-538,[            request.setAttribute(,                     CorsFilter.HTTP_REQUEST_ATTRIBUTE_IS_CORS_REQUEST,,                     Boolean.TRUE);,             request.setAttribute(CorsFilter.HTTP_REQUEST_ATTRIBUTE_ORIGIN,,                     request.getHeader(CorsFilter.REQUEST_HEADER_ORIGIN));,             request.setAttribute(,                     CorsFilter.HTTP_REQUEST_ATTRIBUTE_REQUEST_TYPE,,                     corsRequestType.name().toLowerCase());,             break;],,
STYLE,DB_DUPLICATE_SWITCH_CLAUSES,org/apache/catalina/filters/CorsFilter.java,doFilter,166-167,[            this.handleSimpleCORS(request, response, filterChain);,             break;],,doFilter,170-171,[            this.handleSimpleCORS(request, response, filterChain);,             break;],,
I18N,DM_CONVERT_CASE,org/apache/catalina/filters/CorsFilter.java,checkRequestType,645-645,[                            contentType = contentType.toLowerCase().trim();],,
I18N,DM_CONVERT_CASE,org/apache/catalina/filters/CorsFilter.java,decorateCORSProperties,527-527,[                    corsRequestType.name().toLowerCase());],,decorateCORSProperties,537-537,[                    corsRequestType.name().toLowerCase());],,decorateCORSProperties,547-547,[                    corsRequestType.name().toLowerCase());],,
I18N,DM_CONVERT_CASE,org/apache/catalina/filters/CorsFilter.java,handlePreflightCORS,326-326,[                            CORSRequestType.PRE_FLIGHT.name().toLowerCase()));],,handlePreflightCORS,358-358,[                accessControlRequestHeaders.add(header.trim().toLowerCase());],,
I18N,DM_CONVERT_CASE,org/apache/catalina/filters/CorsFilter.java,parseAndStore,734-734,[                String lowerCase = header.toLowerCase();],,
SECURITY,HRS_REQUEST_PARAMETER_TO_HTTP_HEADER,org/apache/catalina/filters/CorsFilter.java,handlePreflightCORS,406-406,[        response.addHeader(],,
SECURITY,HRS_REQUEST_PARAMETER_TO_HTTP_HEADER,org/apache/catalina/filters/CorsFilter.java,handlePreflightCORS,380-380,[            response.addHeader(],,handlePreflightCORS,392-392,[                response.addHeader(],,
SECURITY,HRS_REQUEST_PARAMETER_TO_HTTP_HEADER,org/apache/catalina/filters/CorsFilter.java,handleSimpleCORS,275-275,[            response.addHeader(],,
MALICIOUS_CODE,MS_MUTABLE_COLLECTION_PKGPROTECT,org/apache/catalina/filters/CorsFilter.java,,1039-1039,[            new HashSet<>(Arrays.asList("PUT", "DELETE", "TRACE", "CONNECT"));],,
MALICIOUS_CODE,MS_MUTABLE_COLLECTION_PKGPROTECT,org/apache/catalina/filters/CorsFilter.java,,1033-1033,[            new HashSet<>(Arrays.asList("OPTIONS", "GET", "HEAD", "POST", "PUT",],,
MALICIOUS_CODE,MS_MUTABLE_COLLECTION_PKGPROTECT,org/apache/catalina/filters/CorsFilter.java,,1076-1076,[            new HashSet<>(Arrays.asList("application/x-www-form-urlencoded",],,
MALICIOUS_CODE,MS_MUTABLE_COLLECTION_PKGPROTECT,org/apache/catalina/filters/CorsFilter.java,,1047-1047,[            new HashSet<>(Arrays.asList("GET", "POST", "HEAD"));],,
MALICIOUS_CODE,MS_MUTABLE_COLLECTION_PKGPROTECT,org/apache/catalina/filters/CorsFilter.java,,1056-1056,[            new HashSet<>(Arrays.asList("Accept", "Accept-Language",],,
