F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-ByteBuffer,F16-long[],F16-long,F16-Boolean,F16-ByteBuffer[][],F16-Token,F16-AbstractType,F16-Object,F16-NA,F16-void,F16-int,F16-boolean,F16-Double,F16-String,F16-Integer,F16-Pair,F16-Long,F16-MessageOut,F16-CommitLogSegment,F16-byte[][],F3-NA,F3-Class,F3-EncryptionOptions,F3-PrintStream,F3-SSTableReader,F3-byte[],F3-DecoratedKey,F3-boolean,F3-arg0.name().toByteBuffer(),F3-char,F3-String,F3-long,F3-InetAddress,F3-int,F3-ByteBuffer,F3-String[],F3-Thread,F3-BitSet,F3-ListenableFutureTask,F3-input,F7-^,F7-++,F7---,F7-%,F7-&,F7-*,F7-+,F7-^=,F7--,F7-/,F7--=,F7-+=,F7-NA,F7-*=,F12-long,F12-int,F12-FixedValueComparator,F12-List<ByteBuffer>,F12-NA,F12-Map<Pair MapType>,F12-TField,F12-Logger,F12-Map<AbstractType SetType>,F12-String,F12-OptionSimple,F12-double,F12-Pattern,F12-DistributionFactory,F12-List<AbstractType>,F12-TStruct,F12-List<ColumnInfo>,F12-UUID,F12-InetAddress,F12-Map<Class<? extends IScheme> SchemeFactory>,F17-abstract,F17-static,F17-final,F17-NA,F2-Class,F2-StringBuilder,F2-NA,F2-Random,F2-TreeSet<CellName>,F2-ArrayList<ReadCommand>,F2-Integer,F2-SSLFactory,F2-Math,F2-List<ByteBuffer>,F2-CqlLexer,F2-PrintStream,F2-String,F2-ByteBuffer,F2-Long,F2-System,F2-Cql_Lexer,F2-Boolean,F2-ThreadPoolExecutor,F2-File,F6-java.util.Random,F6-org.apache.cassandra.io.util.DataOutputStreamAndChannel,F6-NA,F6-org.apache.cassandra.db.BufferCell,F6-java.io.FileOutputStream,F6-org.apache.cassandra.cli.MismatchedSetException,F6-java.util.HashMap<java.lang.Class<? extends org.apache.cassandra.thrift.IScheme> org.apache.cassandra.thrift.SchemeFactory>,F6-java.io.PrintStream,F6-org.apache.cassandra.cli.RewriteRuleSubtreeStream,F6-java.io.DataInputStream,F6-org.apache.thrift.protocol.TStruct,F6-java.io.FileReader,F6-java.io.File,F6-java.lang.String,F6-java.lang.StringBuilder,F6-org.apache.cassandra.hadoop.pig.ResourceFieldSchema,F6-org.apache.cassandra.stress.settings.OptionSimple,F6-org.apache.thrift.protocol.TField,F6-java.io.BufferedReader,F6-org.apache.cassandra.db.marshal.DynamicCompositeType.FixedValueComparator,F13-private,F13-NA,F13-public,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-final-final,F14-NA,F14-final,F1-size,F1-registerQuery,F1-NA,F1-add,F1-close,F1-compare,F1-pushFollow,F1-write,F1-assertEquals,F1-get,F1-getSSTables,F1-equals,F1-compareTo,F1-predict,F1-value,F1-getLogger,F1-match,F1-count,F1-max,F1-exit,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.OutputStreamWriter,F5-org.apache.cassandra.stress.settings.SettingsCommand$Options,F5-AbstractType,F5-OpDistributionFactory,F5-java.io.FilterOutputStream,F5-java.io.FilterInputStream,F5-java.io.InputStreamReader,F5-java.util.EventObject,F5-java.lang.Number,F5-java.lang.RuntimeException,F5-java.io.Reader,F5-java.lang.AbstractStringBuilder,F5-java.io.BufferedReader,F5-java.io.OutputStream,F5-java.text.DateFormat,F9-id,F9-dataDir,F9-displayPrefix,F9-max,F9-tries,F9-options,F9-firstInsertedKey,F9-wrapped,F9-key_cache_size,F9-delta,F9-planId,F9-keyspaceName,F9-min,F9-identityDistributions,F9-dclocal_read_repair_chance,F9-NA,F9-truncate,F9-generate,F9-delegate,F9-batchsize,F10-NA,F19-NA,F19-abstract,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-CommonTree,F4-String[],F4-boolean,F4-InputStream,F4-ByteBuffer,F4-long,F4-SSLContext,F4-byte[],F4-File,F4-void,F4-Buffer,F4-StringBuilder,F4-int,F4-String,F4-Field,F4-BigInteger,F4-long[],F4-OutputStream,F4-byte,F8-DistributionBoundApache,F8-ColumnFamilyMetricNameFactory,F8-SettingsErrors,F8-NoSpamLogStatement,F8-StressSettings,F8-DistributionOffsetApache,F8-GeneratorConfig,F8-OptionSimple,F8-DistributionInverted,F8-SettingsTransport,F8-SamplerResult<S>,F8-DistributionQuantized,F8-NA,F8-SettingsPopulation,F8-StreamState,F8-SettingsInsert,F8-WriterThread,F8-SeedManager,F8-CfDef,F8-DataOutputStreamPlus,F11-SUPER_COLUMN_FIELD_DESC,F11-IRE_FIELD_DESC,F11-COMPRESSION_FIELD_DESC,F11-NA,F11-NAME_FIELD_DESC,F11-SUCCESS_FIELD_DESC,F11-KEY_FIELD_DESC,F11-schemes,F11-KEYSPACE_FIELD_DESC,F11-logger,F11-START_TOKEN_FIELD_DESC,F11-WHY_FIELD_DESC,F11-COLUMN_PARENT_FIELD_DESC,F11-STRUCT_DESC,F11-COLUMN_FAMILY_FIELD_DESC,F11-COLUMNS_FIELD_DESC,F11-instance,F11-QUERY_FIELD_DESC,F11-UE_FIELD_DESC,F11-ITEM_ID_FIELD_DESC,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-xedin@apache.org,F71-jmckenzie@apache.org,F71-povel.y@gmail.com,F71-sylvain@datastax.com,F71-yukim@apache.org,F71-brandonwilliams@apache.org,F71-dbrosius@mebigfatguy.com,F71-johan@apache.org,F71-benedict@apache.org,F71-jakers@gmail.com,F71-marcuse@apache.org,F71-jbellis@apache.org,F71-gdusbabek@apache.org,F71-vijay2win@gmail.com,F71-dbrosius@apache.org,F71-aleksey@apache.org,F71-jake@apache.org,F71-eevans@apache.org,F71-tyler@datastax.com,F71-slebresne@apache.org,F74,F73,F84,F146,category
11242,org/apache/cassandra/cql,org/apache/cassandra/cql/WhereClause.java,1693,true,3,18,5383,1,8,367,1,32,0.59375,121,46,0.38016528925619836,0.6666666666666666,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2,I18N,0.03127354935945742,DM_CONVERT_CASE,20,3,1,0.0031315775963858513,1.026746752913394E-4,5.13373376456697E-5,-1.0,0.10843373493975904,0.04833793003338656,0.13440860215053763,1.589727162699383E-4,-0.7831325301204819,0.0018839487565938207,0.007912584777694047,1.589727162699383E-4,-1.0,-1.0,18,7500,1483,9743,0,0.0,0,0,0,0,0.0,94,174,23,291,0,-80,0,0.044397509644763904,0,3057,0,10170,292,0,13519,-7113,0.07489309435914684,2466,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,4708,13775,1084,3325,open
5258,org/apache/cassandra/cql/hooks,org/apache/cassandra/cql/hooks/ExecutionContext.java,613,true,0,1,35,1,8,4,1,4,0.9375,17,26,1.5294117647058822,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,STYLE,0.01733232856066315,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,20,3,0,2.053493505826788E-4,5.13373376456697E-5,0.0,0.0,0.0,0.0,0.06143344709897611,0.089737984519044,-0.6521739130434783,0.003014318010550113,0.024491333835719668,0.089737984519044,-1.0,-1.0,1,3015,613,5258,0,0.0,0,0,0,0,0.0,0,33,0,33,0,-33,0,0.006126995915336057,0,0,0,124,0,0,124,-124,0.005683526076072453,2466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4708,13775,2466,4708,open
5258,org/apache/cassandra/cql/hooks,org/apache/cassandra/cql/hooks/PreparationContext.java,613,true,0,1,35,1,8,4,1,4,0.8974358974358975,15,21,1.4,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,STYLE,0.01733232856066315,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,20,3,0,2.053493505826788E-4,1.5401201293700908E-4,0.0,0.0,0.0,0.0,0.06143344709897611,0.089737984519044,-0.6521739130434783,0.003014318010550113,0.024491333835719668,0.089737984519044,-1.0,-1.0,1,3015,613,5258,0,0.0,0,0,0,0,0.0,0,28,0,28,0,-28,0,0.005066039442735661,0,0,0,124,0,0,124,-124,0.005683526076072453,2466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4708,13775,2466,4708,open
5258,org/apache/cassandra/cql/hooks,org/apache/cassandra/cql/hooks/PreparationContext.java,613,true,0,1,35,1,8,4,1,4,0.9230769230769231,15,21,1.4,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,STYLE,0.01733232856066315,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,20,3,0,2.053493505826788E-4,1.5401201293700908E-4,0.0,0.0,0.0,0.0,0.06143344709897611,0.089737984519044,-0.6521739130434783,0.003014318010550113,0.024491333835719668,0.089737984519044,-1.0,-1.0,1,3015,613,5258,0,0.0,0,0,0,0,0.0,0,28,0,28,0,-28,0,0.005066039442735661,0,0,0,124,0,0,124,-124,0.005683526076072453,2466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4708,13775,2466,4708,open
5258,org/apache/cassandra/cql/hooks,org/apache/cassandra/cql/hooks/PreparationContext.java,613,true,0,1,35,1,8,4,1,4,0.9487179487179487,15,21,1.4,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,STYLE,0.01733232856066315,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,20,3,0,2.053493505826788E-4,1.5401201293700908E-4,0.0,0.0,0.0,0.0,0.06143344709897611,0.089737984519044,-0.6521739130434783,0.003014318010550113,0.024491333835719668,0.089737984519044,-1.0,-1.0,1,3015,613,5258,0,0.0,0,0,0,0,0.0,0,28,0,28,0,-28,0,0.005066039442735661,0,0,0,124,0,0,124,-124,0.005683526076072453,2466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4708,13775,2466,4708,open
4351,org/apache/cassandra/cql3,org/apache/cassandra/cql3/BatchQueryOptions.java,428,true,0,8,9325,5,4,1081,1,325,0.2767857142857143,78,17,0.21794871794871795,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,2,MALICIOUS_CODE,0.010173323285606632,MS_SHOULD_BE_FINAL,20,3,0,0.024641922069921454,1.026746752913394E-4,0.0,0.0,0.25925925925925924,0.017458535977054494,0.14583333333333334,0.14152420532439902,-0.48148148148148145,3.7678975131876413E-4,0.0048982667671439335,0.14152420532439902,-0.9666666666666667,-1.0,1,2108,428,4351,1629,0.0,59,532,1097,2220,0.03780507886413316,39,0,0,39,0,39,0,0.26,0,8740,0,2209,226,0,11175,6531,0.07080046191456932,1878,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4117,13775,4,2255,open
4351,org/apache/cassandra/cql3,org/apache/cassandra/cql3/BatchQueryOptions.java,428,true,0,8,9325,5,4,1081,1,325,0.2767857142857143,78,17,0.21794871794871795,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,2,STYLE,0.01733232856066315,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,20,3,0,0.024641922069921454,1.026746752913394E-4,0.0,0.0,0.0,0.0,0.06143344709897611,0.089737984519044,-0.6521739130434783,0.003014318010550113,0.024491333835719668,0.089737984519044,-0.9666666666666667,-1.0,1,2108,428,4351,1629,0.0,59,532,1097,2220,0.03780507886413316,39,0,0,39,0,39,0,0.26,0,8740,0,2209,226,0,11175,6531,0.07080046191456932,1878,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4117,13775,4,2255,open
4979,org/apache/cassandra/cql3,org/apache/cassandra/cql3/CQL3Type.java,541,true,3,6,9325,12,12,1081,1,325,0.13356164383561644,470,22,0.04680851063829787,0.6666666666666666,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,1,I18N,0.03127354935945742,DM_CONVERT_CASE,20,3,1,0.024641922069921454,5.13373376456697E-5,5.13373376456697E-5,-1.0,0.10843373493975904,0.04833793003338656,0.13440860215053763,1.589727162699383E-4,-0.7831325301204819,0.0018839487565938207,0.007912584777694047,1.589727162699383E-4,-0.9666666666666667,-1.0,20,4425,882,6668,1629,0.09370337963102648,59,532,1097,2220,0.03780507886413316,418,61,11,490,1,357,15,0.15153356154067565,16,8740,0,2209,226,14,11175,6531,0.07080046191456932,30,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2271,13775,4,2255,open
2379,org/apache/cassandra/cql3,org/apache/cassandra/cql3/CQLTester.java,28,true,33,53,9325,9,16,1081,14,325,0.4279877425944842,791,63,0.07964601769911504,0.45454545454545453,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,7,STYLE,0.05199698568198945,DLS_DEAD_LOCAL_STORE,20,3,1,0.024641922069921454,3.5936136351968787E-4,5.13373376456697E-5,1.0,0.08695652173913043,0.002737761554005606,0.06143344709897611,0.089737984519044,-0.8188405797101449,0.003014318010550113,0.024491333835719668,0.089737984519044,-0.9666666666666667,-0.42857142857142855,40,1908,400,4151,1629,0.0580737880901937,59,532,1097,2220,0.03780507886413316,814,57,14,885,20,757,251,0.09528480022332995,282,8740,11,2209,226,231,11175,6531,0.07080046191456932,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2282,190,4,2255,close
2379,org/apache/cassandra/cql3,org/apache/cassandra/cql3/CQLTester.java,28,true,0,53,9325,9,0,1081,1,325,0.35444330949948927,791,63,0.07964601769911504,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,7,CORRECTNESS,0.0048982667671439335,RV_RETURN_VALUE_IGNORED,5,2,2,0.024641922069921454,3.5936136351968787E-4,1.026746752913394E-4,0.0,0.15384615384615385,0.009298393913778529,0.13414634146341464,0.2730755432892253,-0.6153846153846154,3.7678975131876413E-4,0.0037678975131876413,0.2730755432892253,-0.9666666666666667,-0.42857142857142855,40,1908,400,4151,1629,0.0580737880901937,59,532,1097,2220,0.03780507886413316,814,57,14,885,20,757,251,0.09528480022332995,282,8740,11,2209,226,231,11175,6531,0.07080046191456932,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2282,190,4,2255,close
3274,org/apache/cassandra/cql3,org/apache/cassandra/cql3/ColumnCondition.java,230,true,0,9,9325,11,16,1081,1,325,0.25679012345679014,660,62,0.09393939393939393,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,1,PERFORMANCE,0.09080633006782216,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.024641922069921454,5.13373376456697E-5,0.0,0.0,0.3651452282157676,0.01545427936846817,0.2564102564102564,0.10286561401825511,-0.16597510373443983,0.006782215523737754,0.04672192916352675,0.10286561401825511,-0.9666666666666667,-1.0,21,2469,498,4712,1629,0.04844689213795164,59,532,1097,2220,0.03780507886413316,635,278,22,935,85,357,74,0.17891893335712303,165,8740,6,2209,226,-11,11175,6531,0.07080046191456932,44,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2282,13775,4,2255,open
3641,org/apache/cassandra/cql3,org/apache/cassandra/cql3/ColumnConditionTest.java,310,true,8,12,9325,1,0,1081,1,325,0.11265164644714037,461,43,0.09327548806941431,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,6,BAD_PRACTICE,0.003391107761868877,DE_MIGHT_IGNORE,16,2,1,0.024641922069921454,3.0802402587401816E-4,5.13373376456697E-5,1.0,0.2222222222222222,0.006172839506172839,0.20898100172711573,0.23149093143732255,-0.5555555555555556,0.0026375282592313487,0.04333082140165787,0.23149093143732255,-0.9666666666666667,1.0,4,1398,310,3641,1629,7.390310734142098E-4,59,532,1097,2220,0.03780507886413316,543,34,0,577,20,509,45,0.10147339466110326,65,8740,0,2209,226,25,11175,6531,0.07080046191456932,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2282,13775,4,2255,close
