F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-InvocationHandler,F16-String,F16-List<String>,F16-Integer,F16-StrBuilder,F16-StringBuffer,F16-Boolean,F16-Object,F16-NA,F16-void,F16-int,F16-BigInteger,F3-NA,F3-ArrayUtils.isSameLength(nullArray nullArray),F3-new ToStringBuilder(base).append(array).toString(),F3-Integer,F3-ArrayUtils.toObject(b),F3-Throwable,F3-ArrayUtils.toPrimitive(b),F3-!new EqualsBuilder().append(obj1 obj2).isEquals(),F3-null,F3-byte[],F3-boolean,F3-new EqualsBuilder().append(obj1 obj2).isEquals(),F3-char,F3-String,F3-boolean[],F3-int,F3-char[],F3-ArrayUtils.nullToEmpty(original),F3-long[],F3-ArrayUtils.EMPTY_CHAR_ARRAY,F7--,F7-++,F7--=,F7-+=,F7-&,F7-NA,F7-*,F7-+,F12-long,F12-Integer,F12-Random,F12-int,F12-Object,F12-NA,F12-String,F17-final,F17-static-final,F17-NA,F2-Class,F2-StringBuilder,F2-List<Integer>,F2-NA,F2-Integer,F2-ByteArrayOutputStream,F2-ExecutorService,F2-String,F2-DurationFormatUtils,F2-ExceptionUtilsTest,F2-Collections,F2-List<VetoableChangeListener>,F2-AccessibleObject,F2-Reader,F2-Class<>,F2-ToStringBuilderTest,F2-BooleanUtils,F2-Calendar,F2-TestSubObject,F6-java.io.ByteArrayOutputStream,F6-org.apache.commons.lang3.text.translate.NumericEntityUnescaper,F6-java.util.Random,F6-NA,F6-java.io.PrintStream,F6-java.lang.Character,F6-java.lang.Integer,F6-org.apache.commons.lang3.builder.HashCodeBuilder,F6-java.lang.Object,F6-org.apache.commons.lang3.builder.EqualsBuilder,F6-org.apache.commons.lang3.builder.ToStringBuilderTest.SelfInstanceTwoVarsReflectionTestFixture,F6-java.lang.String,F6-org.apache.commons.lang3.mutable.MutableLong,F6-org.apache.commons.lang3.builder.ToStringBuilder,F6-java.lang.Thread,F6-java.util.Date,F6-org.apache.commons.lang3.tuple.ImmutableTriple,F6-org.apache.commons.lang3.text.StrBuilder,F6-java.lang.CloneNotSupportedException,F6-java.io.IOException,F13-private,F13-NA,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-NA,F1-assertSame,F1-getDeclaredField,F1-assertEquals,F1-getFraction,F1-assertReflectionArray,F1-setAccessible,F1-assertArrayEquals,F1-get,F1-asReader,F1-reverse,F1-compareTo,F1-charAt,F1-assertFalse,F1-valueOf,F1-toCharArray,F1-read,F1-toString,F1-toCharacterObject,F1-assertTrue,F5-java.lang.Object,F5-NA,F5-java.lang.Number,F5-java.io.OutputStream,F5-java.io.FilterOutputStream,F5-java.lang.Exception,F9-testFixture,F9-NA,F9-length,F10-NA,F19-NA,F15-NA,F15-protected,F15-public,F0-NA,F4-NA,F4-Integer,F4-boolean,F4-Future,F4-Token[],F4-Date,F4-Throwable,F4-char,F4-Boolean,F4-byte[],F4-void,F4-StringBuilder,F4-char[],F4-int,F4-String,F4-Field,F8-MutatingClient,F8-NA,F8-InspectingClient,F11-i,F11-secretField,F11-NA,F11-N,F11-object,F11-serialVersionUID,F11-random,F11-showField,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-jcarman@apache.org,F71-pbenedict@apache.org,F71-britter@apache.org,F71-niallp@apache.org,F71-chas@apache.org,F71-oheger@apache.org,F71-julius@apache.org,F71-brentworden@apache.org,F71-mcucchiara@apache.org,F71-ggregory@apache.org,F71-bayard@apache.org,F71-joehni@apache.org,F71-psteitz@apache.org,F71-scolebourne@apache.org,F71-mbenson@apache.org,F71-tn@apache.org,F71-sebb@apache.org,F74,F73,F84,F146,category
1329,org/apache/commons/lang3,org/apache/commons/lang3/BooleanUtils.java,343,true,12,40,18600,1,12,1850,5,120,0.3062730627306273,359,679,1.8913649025069639,0.75,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,342,10,BAD_PRACTICE,0.008438818565400843,NP_BOOLEAN_RETURN_NULL,14,2,6,0.4609164420485175,0.013477088948787063,0.008086253369272238,-1.0,0.0,0.0,0.07407407407407407,0.3625971650663009,-1.0,0.0,0.008438818565400843,0.3625971650663009,-0.847953216374269,-1.0,32,1469,1482,2562,918,0.520113371798765,0,302,616,1220,0.0676561804927366,1056,1127,6,2189,109,-71,17,0.2597021363036307,126,40269,0,25736,1072,-92,67077,14533,0.1408477990385716,75,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1167,4805,3,1095,open
1329,org/apache/commons/lang3,org/apache/commons/lang3/BooleanUtils.java,343,true,6,40,18600,1,12,1850,2,120,0.22140221402214022,359,679,1.8913649025069639,0.5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,342,10,BAD_PRACTICE,0.008438818565400843,NP_BOOLEAN_RETURN_NULL,14,2,6,0.4609164420485175,0.013477088948787063,0.008086253369272238,-1.0,0.0,0.0,0.07407407407407407,0.3625971650663009,-1.0,0.0,0.008438818565400843,0.3625971650663009,-0.847953216374269,-1.0,32,1469,1482,2562,918,0.520113371798765,0,302,616,1220,0.0676561804927366,1056,1127,6,2189,109,-71,17,0.2597021363036307,126,40269,0,25736,1072,-92,67077,14533,0.1408477990385716,75,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1167,4805,3,1095,open
1329,org/apache/commons/lang3,org/apache/commons/lang3/BooleanUtils.java,343,true,46,40,18600,1,14,1850,17,120,0.33994464944649444,359,679,1.8913649025069639,0.32608695652173914,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,342,10,BAD_PRACTICE,0.008438818565400843,NP_BOOLEAN_RETURN_NULL,14,2,6,0.4609164420485175,0.013477088948787063,0.008086253369272238,-1.0,0.0,0.0,0.07407407407407407,0.3625971650663009,-1.0,0.0,0.008438818565400843,0.3625971650663009,-0.847953216374269,-1.0,32,1469,1482,2562,918,0.520113371798765,0,302,616,1220,0.0676561804927366,1056,1127,6,2189,109,-71,17,0.2597021363036307,126,40269,0,25736,1072,-92,67077,14533,0.1408477990385716,75,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1167,4805,3,1095,open
1329,org/apache/commons/lang3,org/apache/commons/lang3/BooleanUtils.java,343,true,140,40,18600,1,10,1850,31,120,0.5470479704797048,359,679,1.8913649025069639,0.26785714285714285,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,342,10,BAD_PRACTICE,0.008438818565400843,NP_BOOLEAN_RETURN_NULL,14,2,6,0.4609164420485175,0.013477088948787063,0.008086253369272238,-1.0,0.0,0.0,0.07407407407407407,0.3625971650663009,-1.0,0.0,0.008438818565400843,0.3625971650663009,-0.847953216374269,-1.0,32,1469,1482,2562,918,0.520113371798765,0,302,616,1220,0.0676561804927366,1056,1127,6,2189,109,-71,17,0.2597021363036307,126,40269,0,25736,1072,-92,67077,14533,0.1408477990385716,75,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1167,4805,3,1095,open
1329,org/apache/commons/lang3,org/apache/commons/lang3/BooleanUtils.java,343,true,46,40,18600,1,14,1850,17,120,0.6130073800738007,359,679,1.8913649025069639,0.32608695652173914,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,342,10,BAD_PRACTICE,0.008438818565400843,NP_BOOLEAN_RETURN_NULL,14,2,6,0.4609164420485175,0.013477088948787063,0.008086253369272238,-1.0,0.0,0.0,0.07407407407407407,0.3625971650663009,-1.0,0.0,0.008438818565400843,0.3625971650663009,-0.847953216374269,-1.0,32,1469,1482,2562,918,0.520113371798765,0,302,616,1220,0.0676561804927366,1056,1127,6,2189,109,-71,17,0.2597021363036307,126,40269,0,25736,1072,-92,67077,14533,0.1408477990385716,75,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1167,4805,3,1095,open
1329,org/apache/commons/lang3,org/apache/commons/lang3/BooleanUtils.java,343,true,3,40,18600,1,8,1850,1,120,0.6512915129151291,359,679,1.8913649025069639,0.6666666666666666,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,342,10,BAD_PRACTICE,0.005625879043600563,RC_REF_COMPARISON_BAD_PRACTICE_BOOLEAN,16,2,3,0.4609164420485175,0.013477088948787063,0.004043126684636119,-1.0,0.0,0.0,0.07407407407407407,0.3625971650663009,-1.0,0.0,0.008438818565400843,0.3625971650663009,-0.847953216374269,-1.0,25,1235,1260,2328,918,0.520113371798765,0,302,616,1220,0.0676561804927366,1056,1127,6,2189,109,-71,17,0.2597021363036307,126,40269,0,25736,1072,-92,67077,14533,0.1408477990385716,75,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1167,4805,3,1095,open
2532,org/apache/commons/lang3,org/apache/commons/lang3/BooleanUtilsTest.java,1474,true,24,71,18600,1,0,1850,1,120,0.5391865079365079,821,43,0.05237515225334957,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,342,6,PERFORMANCE,0.004219409282700422,BX_UNBOXING_IMMEDIATELY_REBOXED,18,2,1,0.4609164420485175,0.008086253369272238,0.0013477088948787063,-1.0,0.0,0.0,0.16428571428571428,0.14518395986866972,-0.6666666666666666,0.007032348804500703,0.02812939521800281,0.14518395986866972,-0.847953216374269,-1.0,21,1469,1482,2562,918,0.5441696113074205,0,302,616,1220,0.0676561804927366,723,263,9,995,154,460,154,0.21276922676291668,308,40269,0,25736,1072,0,67077,14533,0.1408477990385716,75,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1167,4805,3,1095,open
2532,org/apache/commons/lang3,org/apache/commons/lang3/BooleanUtilsTest.java,1474,true,80,71,18600,1,0,1850,1,120,0.5961061507936508,821,43,0.05237515225334957,1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,342,6,PERFORMANCE,0.004219409282700422,BX_UNBOXING_IMMEDIATELY_REBOXED,18,2,1,0.4609164420485175,0.008086253369272238,0.0013477088948787063,-1.0,0.0,0.0,0.16428571428571428,0.14518395986866972,-0.6666666666666666,0.007032348804500703,0.02812939521800281,0.14518395986866972,-0.847953216374269,-1.0,21,1469,1482,2562,918,0.5441696113074205,0,302,616,1220,0.0676561804927366,723,263,9,995,154,460,154,0.21276922676291668,308,40269,0,25736,1072,0,67077,14533,0.1408477990385716,75,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1167,4805,3,1095,open
2532,org/apache/commons/lang3,org/apache/commons/lang3/BooleanUtilsTest.java,1474,true,33,71,18600,1,8,1850,1,120,0.36243386243386244,821,43,0.05237515225334957,0.2222222222222222,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,342,6,PERFORMANCE,0.007032348804500703,DM_STRING_CTOR,18,2,1,0.4609164420485175,0.008086253369272238,0.0013477088948787063,-1.0,0.0,0.0,0.16428571428571428,0.14518395986866972,-1.0,0.007032348804500703,0.02812939521800281,0.14518395986866972,-0.847953216374269,-1.0,7,500,783,1593,918,0.5441696113074205,0,302,616,1220,0.0676561804927366,723,263,9,995,154,460,154,0.21276922676291668,308,40269,0,25736,1072,0,67077,14533,0.1408477990385716,75,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1167,4805,3,1095,open
2532,org/apache/commons/lang3,org/apache/commons/lang3/BooleanUtilsTest.java,1474,true,8,71,18600,1,8,1850,4,120,0.03968253968253968,821,43,0.05237515225334957,0.25,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,342,6,BAD_PRACTICE,0.04360056258790436,ISC_INSTANTIATE_STATIC_CLASS,19,3,1,0.4609164420485175,0.008086253369272238,0.0013477088948787063,-1.0,0.0,0.0,0.07407407407407407,0.3625971650663009,-1.0,0.0,0.008438818565400843,0.3625971650663009,-0.847953216374269,-1.0,21,1469,1482,2562,918,0.5441696113074205,0,302,616,1220,0.0676561804927366,723,263,9,995,154,460,154,0.21276922676291668,308,40269,0,25736,1072,0,67077,14533,0.1408477990385716,75,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1167,4805,3,1095,open
2532,org/apache/commons/lang3,org/apache/commons/lang3/BooleanUtilsTest.java,1474,true,5,71,18600,1,8,1850,1,120,0.05257936507936508,821,43,0.05237515225334957,0.8,7,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,342,6,BAD_PRACTICE,0.005625879043600563,RC_REF_COMPARISON_BAD_PRACTICE_BOOLEAN,19,3,2,0.4609164420485175,0.008086253369272238,0.0026954177897574125,-1.0,0.0,0.0,0.07407407407407407,0.3625971650663009,-1.0,0.0,0.008438818565400843,0.3625971650663009,-0.847953216374269,-1.0,21,1469,1482,2562,918,0.5441696113074205,0,302,616,1220,0.0676561804927366,723,263,9,995,154,460,154,0.21276922676291668,308,40269,0,25736,1072,0,67077,14533,0.1408477990385716,75,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1167,4805,3,1095,open
2532,org/apache/commons/lang3,org/apache/commons/lang3/BooleanUtilsTest.java,1474,true,5,71,18600,1,8,1850,1,120,0.051587301587301584,821,43,0.05237515225334957,0.6,7,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,342,6,BAD_PRACTICE,0.005625879043600563,RC_REF_COMPARISON_BAD_PRACTICE_BOOLEAN,19,3,2,0.4609164420485175,0.008086253369272238,0.0026954177897574125,-1.0,0.0,0.0,0.07407407407407407,0.3625971650663009,-1.0,0.0,0.008438818565400843,0.3625971650663009,-0.847953216374269,-1.0,21,1469,1482,2562,918,0.5441696113074205,0,302,616,1220,0.0676561804927366,723,263,9,995,154,460,154,0.21276922676291668,308,40269,0,25736,1072,0,67077,14533,0.1408477990385716,75,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1167,4805,3,1095,open
1468,org/apache/commons/lang3,org/apache/commons/lang3/CharEncodingTest.java,475,true,3,8,18600,1,8,1850,1,120,0.4017857142857143,67,33,0.4925373134328358,0.6666666666666666,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,342,2,BAD_PRACTICE,0.04360056258790436,ISC_INSTANTIATE_STATIC_CLASS,19,3,2,0.4609164420485175,0.0026954177897574125,0.0026954177897574125,-1.0,0.0,0.0,0.07407407407407407,0.3625971650663009,-1.0,0.0,0.008438818565400843,0.3625971650663009,-0.847953216374269,-1.0,9,1469,1482,2562,918,0.0,0,302,616,1220,0.0676561804927366,87,9,0,96,0,78,0,0.007875169234503326,0,40269,0,25736,1072,0,67077,14533,0.1408477990385716,237,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1329,4805,3,1095,open
1468,org/apache/commons/lang3,org/apache/commons/lang3/CharEncodingTest.java,475,true,3,8,18600,1,8,1850,1,120,0.4017857142857143,67,33,0.4925373134328358,0.6666666666666666,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,342,2,STYLE,0.04219409282700422,RV_RETURN_VALUE_IGNORED_NO_SIDE_EFFECT,17,2,2,0.4609164420485175,0.0026954177897574125,0.0026954177897574125,-1.0,0.0,0.0,0.08854166666666667,0.36762249369644556,-1.0,0.008438818565400843,0.046413502109704644,0.36762249369644556,-0.847953216374269,-1.0,9,1469,1482,2562,918,0.0,0,302,616,1220,0.0676561804927366,87,9,0,96,0,78,0,0.007875169234503326,0,40269,0,25736,1072,0,67077,14533,0.1408477990385716,237,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1329,4805,3,1095,open
1328,org/apache/commons/lang3,org/apache/commons/lang3/CharRangeTest.java,343,true,9,16,18600,1,0,1850,1,120,0.7910447761194029,319,34,0.10658307210031348,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,342,2,STYLE,0.07876230661040788,DLS_DEAD_LOCAL_STORE,17,2,1,0.4609164420485175,0.0026954177897574125,0.0013477088948787063,-1.0,0.19642857142857142,0.006862799467613132,0.08854166666666667,0.36762249369644556,-0.6071428571428571,0.008438818565400843,0.046413502109704644,0.36762249369644556,-0.847953216374269,-1.0,14,1469,1482,2562,918,0.0,0,302,616,1220,0.0676561804927366,790,181,0,971,0,609,0,0.11018442610545098,0,40269,0,25736,1072,0,67077,14533,0.1408477990385716,236,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1328,4805,3,1095,open
1328,org/apache/commons/lang3,org/apache/commons/lang3/CharRangeTest.java,343,true,24,16,18600,1,7,1850,1,120,1.7263681592039801,319,34,0.10658307210031348,0.4787037037037037,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,342,2,BAD_PRACTICE,0.008438818565400843,NM_CONFUSING,19,3,0,0.4609164420485175,0.0026954177897574125,6.738544474393531E-4,-0.5,0.6666666666666666,0.009661835748792272,0.07407407407407407,0.3625971650663009,0.3333333333333333,0.0,0.008438818565400843,0.3625971650663009,-0.847953216374269,-1.0,14,1469,1482,2562,918,0.0,0,302,616,1220,0.0676561804927366,790,181,0,971,0,609,0,0.11018442610545098,0,40269,0,25736,1072,0,67077,14533,0.1408477990385716,236,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1328,4805,3,1095,open
