F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-float,F16-Thread,F16-JMeterProperty,F16-X509Certificate[],F16-AssertionResult,F16-long,F16-NA,F16-CollectionProperty,F16-void,F16-int,F16-GuiPackage,F16-boolean,F16-PasswordAuthentication,F16-String,F16-Integer,F16-ReportPage,F16-ParamMask,F16-Class<?>,F16-CookieManager,F16-List<HTTPSamplerBase>,F3-NA,F3-((ThroughputController)el).getMaxThroughput(),F3-JMeterTreeNode,F3-StringProperty,F3-CollectionProperty,F3-TextMessage,F3-TestElementProperty,F3-GenericController,F3-HashTree,F3-byte[],F3-boolean,F3-JMeterFileFilter,F3-String,F3-InterleaveControl.IGNORE_SUB_CONTROLLERS,F3-int,F3-URL,F3-Node,F3-String[],F3-Date,F3-Locale,F7--,F7-++,F7-+=,F7-NA,F7-+,F12-long,F12-int,F12-Object,F12-LinkedList<LoopIterationListener>,F12-NA,F12-ThreadLocal<Long>,F12-boolean,F12-JTextField,F12-Logger,F12-String[],F12-String,F12-SamplingStatCalculator,F12-JTree,F12-double,F12-Random,F12-JTextArea,F12-JMeterEngine,F12-RemoteSampleListener,F12-Set<String>,F12-BeanInfo,F17-static,F17-final,F17-NA,F2-StringBuilder,F2-NA,F2-Integer,F2-JTextComponent,F2-JTree,F2-InputStream,F2-DateFormat,F2-Entry<Object Object>,F2-AbstractButton,F2-JFileChooser,F2-Header,F2-ExecutorService,F2-Connection,F2-String,F2-HashTree,F2-MailerModel,F2-Long,F2-System,F2-Authorization,F2-File,F6-java.util.Random,F6-java.util.zip.GZIPInputStream,F6-java.io.ByteArrayOutputStream,F6-NA,F6-java.io.FileWriter,F6-org.apache.jmeter.config.StringProperty,F6-java.io.InputStreamReader,F6-org.apache.jmeter.protocol.http.modifier.TestElementProperty,F6-java.io.PrintWriter,F6-org.apache.jmeter.gui.action.ActionRouter,F6-java.io.File,F6-java.lang.String,F6-java.lang.StringBuilder,F6-org.apache.jmeter.protocol.http.util.CollectionProperty,F6-org.apache.jmeter.protocol.http.sampler.DefaultHttpRequestRetryHandler,F6-java.util.Date,F6-org.apache.jmeter.testelement.property.StringProperty,F6-org.apache.jmeter.config.CollectionProperty,F6-java.io.BufferedReader,F6-org.apache.jmeter.gui.ReportGuiPackage,F13-private,F13-NA,F13-public,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-cloneTree,F1-setResponseData,F1-NA,F1-setStyle,F1-setProperty,F1-trim,F1-getMailerModel,F1-getText,F1-getPropDefault,F1-getLoggerForClass,F1-addComponent,F1-getSelectedFile,F1-debug,F1-get,F1-setSelected,F1-exit,F1-getKey,F1-toString,F1-length,F1-setText,F5-java.util.AbstractMap,F5-java.util.zip.InflaterInputStream,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-java.io.OutputStreamWriter,F5-AbstractTestElement,F5-java.util.AbstractSequentialList,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-javax.swing.JToggleButton,F5-java.io.Reader,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-java.util.AbstractSet,F9-factory,F9-label,F9-data,F9-xAxisLabels,F9-startTime,F9-samplerLabel,F9-time,F9-backColor,F9-chkBox,F9-barrier,F9-NA,F9-lineColor,F9-random,F9-md5HexInput,F9-length,F10-NA,F10-true,F19-NA,F19-abstract,F19-interface,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-String[],F4-Container,F4-boolean,F4-File[],F4-Future,F4-long,F4-Map<String PreparedStatement>,F4-PreparedStatement,F4-JMeterProperty,F4-Node,F4-Object,F4-File,F4-TreePath,F4-void,F4-List,F4-StringBuilder,F4-String,F4-int,F4-JButton,F8-RespTimeGraphLineBean,F8-BarGraph,F8-RespTimeGraphChart,F8-RespTimeGraphDataBean,F8-RandomTimer,F8-NA,F8-MD5HexAssertionGUI,F8-AxisGraph,F8-LineGraph,F8-HC4TrustAllSSLSocketFactory,F8-BarrierWrapper,F11-ALWAYS_ENCODE,F11-APPLIABLE_CONFIG_CLASSES,F11-compareContent,F11-NA,F11-log,F11-firstTime,F11-ZERO,F11-LOCK,F11-maxThroughput,F11-CONDITION,F11-serialVersionUID,F11-listener,F11-TEXT_HTML,F11-COLUMN_RESOURCE_NAMES,F11-sumOfSquares,F11-CLEAR,F11-NORMAL_CHARACTER_REGEX,F11-rand,F11-CONNECTOR_PREFIX_DEFAULT,F11-loopCount,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-dev-null@apache.org,F71-mblankestijn@apache.org,F71-jsalvata@apache.org,F71-dims@apache.org,F71-jeremy_a@apache.org,F71-seade@apache.org,F71-oros@apache.org,F71-woolfel@apache.org,F71-pmouawad@apache.org,F71-alf@apache.org,F71-milamber@apache.org,F71-thads@apache.org,F71-sebb@apache.org,F71-mstover1@apache.org,F74,F73,F84,F146,category
6169,org/apache/jmeter/functions,org/apache/jmeter/functions/AbstractHostIPName.java,387,true,26,5,2032,1,16,227,7,49,0.6964285714285714,43,25,0.5813953488372093,0.23076923076923078,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,STYLE,0.09364548494983277,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.047619047619047616,0.0013605442176870747,0.0013605442176870747,-1.0,0.21428571428571427,0.008017492711370262,0.5025906735751295,0.35183188315354696,-0.5357142857142857,0.2040133779264214,0.23745819397993312,0.35183188315354696,-0.7142857142857143,-1.0,1,1411,387,6169,121,0.07142857142857142,0,0,121,121,0.013150287048063583,1,0,0,1,0,1,1,0.07142857142857142,1,5115,0,2378,162,1,7655,2737,0.06612913333396657,114,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4871,14044,92,4849,open
12591,org/apache/jmeter/functions,org/apache/jmeter/functions/BeanShell.java,3272,true,38,6,2032,1,8,227,7,49,0.4838709677419355,90,32,0.35555555555555557,0.18421052631578946,22,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,STYLE,0.09364548494983277,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.047619047619047616,0.0013605442176870747,0.0013605442176870747,-1.0,0.21428571428571427,0.008017492711370262,0.5025906735751295,0.35183188315354696,-0.5357142857142857,0.2040133779264214,0.23745819397993312,0.35183188315354696,-0.7142857142857143,-1.0,7,3707,1639,8465,121,0.038461538461538464,0,0,121,121,0.013150287048063583,157,39,0,196,0,118,1,0.06313848895866829,1,5115,0,2378,162,1,7655,2737,0.06612913333396657,114,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4871,14044,92,4849,open
13384,org/apache/jmeter/functions,org/apache/jmeter/functions/CSVRead.java,3527,true,26,5,2032,1,8,227,3,49,0.4810126582278481,70,62,0.8857142857142857,0.11538461538461539,30,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,STYLE,0.09364548494983277,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.047619047619047616,0.0013605442176870747,0.0013605442176870747,-1.0,0.21428571428571427,0.008017492711370262,0.5025906735751295,0.35183188315354696,-0.5357142857142857,0.2040133779264214,0.23745819397993312,0.35183188315354696,-0.7142857142857143,-1.0,6,3707,1639,8465,121,0.02631578947368421,0,0,121,121,0.013150287048063583,200,112,7,319,0,88,1,0.1304129916339152,1,5115,0,2378,162,1,7655,2737,0.06612913333396657,114,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4871,14044,92,4849,open
7485,org/apache/jmeter/functions,org/apache/jmeter/functions/CharFunction.java,1042,true,15,5,2032,1,8,227,2,49,0.6373626373626373,50,25,0.5,0.13333333333333333,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,STYLE,0.09364548494983277,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.047619047619047616,0.0013605442176870747,0.0013605442176870747,-1.0,0.21428571428571427,0.008017492711370262,0.5025906735751295,0.35183188315354696,-0.5357142857142857,0.2040133779264214,0.23745819397993312,0.35183188315354696,-0.7142857142857143,-1.0,3,1612,411,6370,121,0.02,0,0,121,121,0.013150287048063583,5,9,3,17,0,-4,1,0.08687970873521432,1,5115,0,2378,162,1,7655,2737,0.06612913333396657,114,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4871,14044,92,4849,open
8455,org/apache/jmeter/functions,org/apache/jmeter/functions/EscapeHtml.java,1626,true,4,5,2032,1,8,227,1,49,0.7526881720430108,38,40,1.0526315789473684,0.5,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,STYLE,0.09364548494983277,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.047619047619047616,0.0013605442176870747,0.0013605442176870747,-1.0,0.21428571428571427,0.008017492711370262,0.5025906735751295,0.35183188315354696,-0.5357142857142857,0.2040133779264214,0.23745819397993312,0.35183188315354696,-0.7142857142857143,-1.0,8,3697,1626,8455,121,0.016129032258064516,0,0,121,121,0.013150287048063583,68,4,0,72,0,64,1,0.11232207731561243,1,5115,0,2378,162,1,7655,2737,0.06612913333396657,114,0,0,0,0,0,0,0,0,1,0,1,0,1,0,4871,14044,92,4849,open
4881,org/apache/jmeter/functions,org/apache/jmeter/functions/EscapeOroRegexpChars.java,40,true,19,5,2032,1,8,227,5,49,0.6194690265486725,63,28,0.4444444444444444,0.10526315789473684,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,STYLE,0.09364548494983277,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.047619047619047616,0.0013605442176870747,0.0013605442176870747,1.0,0.21428571428571427,0.008017492711370262,0.5025906735751295,0.35183188315354696,-0.5357142857142857,0.2040133779264214,0.23745819397993312,0.35183188315354696,-0.7142857142857143,1.0,1,121,39,4879,121,0.2714626391096979,0,0,121,121,0.013150287048063583,82,0,0,82,0,82,82,0.2714626391096979,82,5115,0,2378,162,82,7655,2737,0.06612913333396657,114,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4871,14044,92,4849,close
9344,org/apache/jmeter/functions,org/apache/jmeter/functions/EvalFunction.java,1923,true,5,5,2032,1,8,227,1,49,0.7241379310344828,40,31,0.775,0.4,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,STYLE,0.09364548494983277,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.047619047619047616,0.0013605442176870747,0.0013605442176870747,-1.0,0.21428571428571427,0.008017492711370262,0.5025906735751295,0.35183188315354696,-0.5357142857142857,0.2040133779264214,0.23745819397993312,0.35183188315354696,-0.7142857142857143,-1.0,6,3707,1639,8465,121,0.011627906976744186,0,0,121,121,0.013150287048063583,62,4,5,71,0,58,1,0.0554378780437849,1,5115,0,2378,162,1,7655,2737,0.06612913333396657,114,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4871,14044,92,4849,open
8465,org/apache/jmeter/functions,org/apache/jmeter/functions/EvalVarFunction.java,1639,true,11,5,2032,1,8,227,2,49,0.6938775510204082,50,31,0.62,0.18181818181818182,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,STYLE,0.09364548494983277,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.047619047619047616,0.0013605442176870747,0.0013605442176870747,-1.0,0.21428571428571427,0.008017492711370262,0.5025906735751295,0.35183188315354696,-0.5357142857142857,0.2040133779264214,0.23745819397993312,0.35183188315354696,-0.7142857142857143,-1.0,6,3707,1639,8465,121,0.01020408163265306,0,0,121,121,0.013150287048063583,44,4,5,53,0,40,1,0.008703588160830581,1,5115,0,2378,162,1,7655,2737,0.06612913333396657,114,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4871,14044,92,4849,open
12557,org/apache/jmeter/functions,org/apache/jmeter/functions/FileRowColContainer.java,3265,true,27,9,2032,1,12,227,3,49,0.40625,108,64,0.5925925925925926,0.14814814814814814,11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,I18N,0.08695652173913043,DM_DEFAULT_ENCODING,19,1,1,0.047619047619047616,0.0013605442176870747,0.0013605442176870747,1.0,0.6538461538461539,0.11316568047337278,0.6551724137931034,1.6734601821037333E-5,0.3269230769230769,0.033444816053511704,0.03177257525083612,1.6734601821037333E-5,-0.7142857142857143,1.0,3,3707,1639,8465,121,0.0,0,0,121,121,0.013150287048063583,169,42,8,219,0,127,0,0.0847163544368757,0,5115,0,2378,162,0,7655,2737,0.06612913333396657,369,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5126,14044,92,4849,close
9736,org/apache/jmeter/functions,org/apache/jmeter/functions/IntSum.java,2067,true,19,5,2032,1,8,227,3,49,0.6037735849056604,54,33,0.6111111111111112,0.21052631578947367,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,STYLE,0.09364548494983277,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.047619047619047616,0.0013605442176870747,0.0013605442176870747,1.0,0.21428571428571427,0.008017492711370262,0.5025906735751295,0.35183188315354696,-0.5357142857142857,0.2040133779264214,0.23745819397993312,0.35183188315354696,-0.7142857142857143,1.0,10,3707,1639,8465,121,0.00819672131147541,0,0,121,121,0.013150287048063583,220,132,7,359,0,88,1,0.07665549348801708,1,5115,0,2378,162,1,7655,2737,0.06612913333396657,114,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4871,14044,92,4849,close
7064,org/apache/jmeter/functions,org/apache/jmeter/functions/IterationCounter.java,752,true,0,6,2032,2,11,227,1,49,0.4297520661157025,71,27,0.38028169014084506,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,PERFORMANCE,0.05016722408026756,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.047619047619047616,0.0013605442176870747,0.0,0.0,0.7333333333333333,0.0325925925925926,0.7674418604651163,0.050743344750916415,0.4666666666666667,0.03678929765886288,0.04180602006688963,0.050743344750916415,-0.7142857142857143,-1.0,8,3104,1235,7862,121,0.007462686567164179,0,0,121,121,0.013150287048063583,162,44,6,212,0,118,1,0.04209174724070241,1,5115,0,2378,162,1,7655,2737,0.06612913333396657,114,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4871,14044,92,4849,open
9736,org/apache/jmeter/functions,org/apache/jmeter/functions/JavaScript.java,2067,true,31,5,2032,2,8,227,2,49,0.544,72,28,0.3888888888888889,0.12903225806451613,23,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,STYLE,0.09364548494983277,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.047619047619047616,0.0013605442176870747,0.0013605442176870747,-1.0,0.21428571428571427,0.008017492711370262,0.5025906735751295,0.35183188315354696,-0.5357142857142857,0.2040133779264214,0.23745819397993312,0.35183188315354696,-0.7142857142857143,-1.0,30,8470,3425,13228,121,0.00684931506849315,0,0,121,121,0.013150287048063583,94,48,1,143,0,46,1,0.04468596229516949,1,5115,0,2378,162,1,7655,2737,0.06612913333396657,114,0,0,0,0,1,0,0,0,1,0,0,0,1,1,4871,14044,92,4849,open
6590,org/apache/jmeter/functions,org/apache/jmeter/functions/Jexl2Function.java,446,true,34,4,2032,1,8,227,5,49,0.5323741007194245,91,28,0.3076923076923077,0.08823529411764706,24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,STYLE,0.09364548494983277,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.047619047619047616,0.0013605442176870747,0.0013605442176870747,-1.0,0.21428571428571427,0.008017492711370262,0.5025906735751295,0.35183188315354696,-0.5357142857142857,0.2040133779264214,0.23745819397993312,0.35183188315354696,-0.7142857142857143,-1.0,2,1832,446,6590,121,0.006329113924050633,0,0,121,121,0.013150287048063583,96,0,0,96,0,96,1,0.25448730828477667,1,5115,0,2378,162,1,7655,2737,0.06612913333396657,114,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4871,14044,92,4849,open
