F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-float,F16-JMeterProperty,F16-X509Certificate[],F16-AssertionResult,F16-long,F16-NA,F16-CollectionProperty,F16-void,F16-int,F16-boolean,F16-PasswordAuthentication,F16-String,F16-Subject,F16-ReportPage,F16-ParamMask,F16-HttpResponse,F16-Class<?>,F16-ReportGuiPackage,F16-CookieManager,F16-List<HTTPSamplerBase>,F3-NA,F3-HttpRequestBase,F3-((ThroughputController)el).getMaxThroughput(),F3-JMeterTreeNode,F3-StringProperty,F3-CollectionProperty,F3-TestElementProperty,F3-PrintStream,F3-GenericController,F3-byte[],F3-boolean,F3-Object,F3-MenuIcon,F3-JMeterFileFilter,F3-String,F3-long,F3-InterleaveControl.IGNORE_SUB_CONTROLLERS,F3-int,F3-String[],F3-Date,F7--,F7-++,F7-+=,F7-NA,F7-+,F12-long,F12-Integer,F12-int,F12-RemoteThreadsListener,F12-Object,F12-LinkedList<LoopIterationListener>,F12-NA,F12-ThreadLocal<Long>,F12-boolean,F12-JTextField,F12-Logger,F12-String,F12-SamplingStatCalculator,F12-JTree,F12-double,F12-Random,F12-JTextArea,F12-RemoteSampleListener,F12-Set<String>,F12-BeanInfo,F17-static,F17-final,F17-NA,F2-StringBuilder,F2-NA,F2-Integer,F2-JTextComponent,F2-DateFormat,F2-Entry<Object Object>,F2-AbstractButton,F2-JFileChooser,F2-ReportGuiPackage,F2-Connection,F2-String,F2-HashTree,F2-MailerModel,F2-Long,F2-SaveService,F2-System,F2-Authorization,F2-Statement,F2-File,F2-Throwable,F6-java.util.Random,F6-java.io.ByteArrayOutputStream,F6-NA,F6-org.apache.jmeter.protocol.jms.sampler.CollectionProperty,F6-java.io.FileWriter,F6-org.apache.jmeter.config.StringProperty,F6-java.io.InputStreamReader,F6-org.apache.jmeter.protocol.http.modifier.TestElementProperty,F6-org.apache.jmeter.protocol.http.sampler.HTTPSamplerBase.CleanerThread,F6-java.io.PrintWriter,F6-java.io.PrintStream,F6-java.io.File,F6-java.lang.String,F6-java.lang.StringBuilder,F6-org.apache.jmeter.protocol.http.util.CollectionProperty,F6-org.apache.jmeter.protocol.http.sampler.DefaultHttpRequestRetryHandler,F6-java.util.Date,F6-org.apache.jmeter.testelement.property.StringProperty,F6-org.apache.jmeter.config.CollectionProperty,F6-java.io.BufferedReader,F13-private,F13-NA,F13-public,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-cloneTree,F1-setResponseData,F1-NA,F1-setStyle,F1-setProperty,F1-trim,F1-getInstance,F1-getPropDefault,F1-getLoggerForClass,F1-addComponent,F1-debug,F1-execute,F1-getSelectedFile,F1-printStackTrace,F1-valueOf,F1-setSelected,F1-exit,F1-getKey,F1-setText,F1-length,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-java.io.OutputStreamWriter,F5-AbstractTestElement,F5-java.util.AbstractSequentialList,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-javax.swing.JToggleButton,F5-javax.swing.Timer,F5-java.io.InputStreamReader,F5-java.io.Reader,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-java.util.AbstractSet,F9-label,F9-xAxisLabels,F9-startTime,F9-samplerLabel,F9-color,F9-time,F9-backColor,F9-chkBox,F9-yAxisLabel,F9-NA,F9-lineColor,F9-random,F9-keyStore,F9-md5HexInput,F9-length,F10-NA,F10-true,F19-NA,F19-abstract,F19-interface,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-HashTree,F4-String[],F4-Integer,F4-Container,F4-boolean,F4-File[],F4-long,F4-PreparedStatement,F4-JMeterProperty,F4-Node,F4-JTextField,F4-Object,F4-File,F4-void,F4-StringBuilder,F4-Long,F4-String,F4-int,F4-JButton,F8-SSLManager,F8-RespTimeGraphLineBean,F8-BarGraph,F8-RespTimeGraphChart,F8-RespTimeGraphDataBean,F8-RandomTimer,F8-NA,F8-MD5HexAssertionGUI,F8-AxisGraph,F8-LineGraph,F11-ALWAYS_ENCODE,F11-APPLIABLE_CONFIG_CLASSES,F11-compareContent,F11-NA,F11-log,F11-firstTime,F11-ZERO,F11-LOCK,F11-maxThroughput,F11-CONDITION,F11-USE_GROUP_NAME,F11-pct2Label,F11-serialVersionUID,F11-listener,F11-TEXT_HTML,F11-sumOfSquares,F11-CLEAR,F11-rand,F11-CONNECTOR_PREFIX_DEFAULT,F11-loopCount,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-dev-null@apache.org,F71-mblankestijn@apache.org,F71-fschumacher@apache.org,F71-jsalvata@apache.org,F71-dims@apache.org,F71-jeremy_a@apache.org,F71-seade@apache.org,F71-oros@apache.org,F71-woolfel@apache.org,F71-pmouawad@apache.org,F71-alf@apache.org,F71-fschumacher@unknown,F71-milamber@apache.org,F71-thads@apache.org,F71-rjung@apache.org,F71-sebb@apache.org,F71-mstover1@apache.org,F71-pmouawad@unknown,F74,F73,F84,F146,category
9398,org/apache/jmeter/gui/action,org/apache/jmeter/gui/action/LoadRecentProject.java,2664,true,26,11,2446,1,16,194,5,60,0.6538461538461539,157,82,0.5222929936305732,0.34615384615384615,14,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,STYLE,0.004601226993865031,UC_USELESS_CONDITION,19,3,1,0.02051983584131327,0.0013679890560875513,0.0013679890560875513,-1.0,0.6666666666666666,0.010582010582010583,0.42992874109263657,0.3732106040129017,0.3333333333333333,0.17638036809815952,0.20245398773006135,0.3732106040129017,-0.06666666666666667,-1.0,8,5488,2457,8720,50,0.02631578947368421,12,19,31,81,0.019996127527954752,231,22,0,253,0,209,2,0.16539977305234638,2,4946,0,2335,201,2,7482,2611,0.061567924579119145,111,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3342,14044,38,3269,open
5918,org/apache/jmeter/gui/action,org/apache/jmeter/gui/action/LoggerPanelEnableDisable.java,1071,true,18,3,2446,1,8,194,4,60,0.8170731707317073,37,35,0.9459459459459459,0.16666666666666666,26,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,STYLE,0.018404907975460124,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,20,3,1,0.02051983584131327,0.0013679890560875513,0.0013679890560875513,1.0,0.16666666666666666,0.006613756613756614,0.42992874109263657,0.3732106040129017,-0.6666666666666666,0.17638036809815952,0.20245398773006135,0.3732106040129017,-0.06666666666666667,1.0,3,2686,1071,5918,50,0.0,12,19,31,81,0.019996127527954752,4,0,2,6,0,4,0,0.04136217805899652,0,4946,0,2335,201,0,7482,2611,0.061567924579119145,1618,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4849,14044,38,3269,close
6455,org/apache/jmeter/gui/action,org/apache/jmeter/gui/action/RawTextSearcher.java,1153,true,10,3,2446,1,12,194,3,60,0.5432098765432098,39,34,0.8717948717948718,0.8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,I18N,0.012269938650306749,DM_CONVERT_CASE,20,3,1,0.02051983584131327,0.004103967168262654,0.0013679890560875513,-1.0,0.5,0.125,0.5645161290322581,5.317106523411692E-4,0.0,0.027607361963190184,0.02607361963190184,5.317106523411692E-4,-0.06666666666666667,0.3333333333333333,2,1369,654,4601,50,0.06060606060606061,12,19,31,81,0.019996127527954752,67,2,0,69,2,65,2,0.05021761783150097,4,4946,0,2335,201,0,7482,2611,0.061567924579119145,113,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3344,14044,38,3269,open
6455,org/apache/jmeter/gui/action,org/apache/jmeter/gui/action/RawTextSearcher.java,1153,true,17,3,2446,1,20,194,6,60,0.7283950617283951,39,34,0.8717948717948718,0.5294117647058824,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,I18N,0.012269938650306749,DM_CONVERT_CASE,20,3,1,0.02051983584131327,0.004103967168262654,0.0013679890560875513,1.0,0.5,0.125,0.5645161290322581,5.317106523411692E-4,0.0,0.027607361963190184,0.02607361963190184,5.317106523411692E-4,-0.06666666666666667,0.3333333333333333,2,1369,654,4601,50,0.06060606060606061,12,19,31,81,0.019996127527954752,67,2,0,69,2,65,2,0.05021761783150097,4,4946,0,2335,201,0,7482,2611,0.061567924579119145,113,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3344,14044,38,3269,close
6455,org/apache/jmeter/gui/action,org/apache/jmeter/gui/action/RawTextSearcher.java,1153,true,6,3,2446,1,12,194,2,60,0.9506172839506173,39,34,0.8717948717948718,0.5,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,I18N,0.012269938650306749,DM_CONVERT_CASE,20,3,1,0.02051983584131327,0.004103967168262654,0.0013679890560875513,1.0,0.5,0.125,0.5645161290322581,5.317106523411692E-4,0.0,0.027607361963190184,0.02607361963190184,5.317106523411692E-4,-0.06666666666666667,0.3333333333333333,6,3223,1153,6455,50,0.06060606060606061,12,19,31,81,0.019996127527954752,67,2,0,69,2,65,2,0.05021761783150097,4,4946,0,2335,201,0,7482,2611,0.061567924579119145,113,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3344,14044,38,3269,close
6455,org/apache/jmeter/gui/action,org/apache/jmeter/gui/action/RegexpSearcher.java,1153,true,11,2,2446,1,12,194,3,60,0.6527777777777778,36,28,0.7777777777777778,0.8181818181818182,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,I18N,0.012269938650306749,DM_CONVERT_CASE,20,3,1,0.02051983584131327,0.0027359781121751026,0.0013679890560875513,1.0,0.5,0.125,0.5645161290322581,5.317106523411692E-4,0.0,0.027607361963190184,0.02607361963190184,5.317106523411692E-4,-0.06666666666666667,1.0,1,1369,654,4601,50,0.0,12,19,31,81,0.019996127527954752,19,0,0,19,0,19,0,0.01441869300911854,0,4946,0,2335,201,0,7482,2611,0.061567924579119145,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3629,14044,38,3269,close
6455,org/apache/jmeter/gui/action,org/apache/jmeter/gui/action/RegexpSearcher.java,1153,true,17,2,2446,1,20,194,6,60,0.875,36,28,0.7777777777777778,0.5294117647058824,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,I18N,0.012269938650306749,DM_CONVERT_CASE,20,3,1,0.02051983584131327,0.0027359781121751026,0.0013679890560875513,1.0,0.5,0.125,0.5645161290322581,5.317106523411692E-4,0.0,0.027607361963190184,0.02607361963190184,5.317106523411692E-4,-0.06666666666666667,1.0,1,1369,654,4601,50,0.0,12,19,31,81,0.019996127527954752,19,0,0,19,0,19,0,0.01441869300911854,0,4946,0,2335,201,0,7482,2611,0.061567924579119145,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3629,14044,38,3269,close
13569,org/apache/jmeter/gui/action,org/apache/jmeter/gui/action/RemoteStart.java,4348,true,19,9,2446,1,0,194,3,60,0.8504672897196262,144,50,0.3472222222222222,1.0,8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,STYLE,0.08895705521472393,REC_CATCH_EXCEPTION,20,3,1,0.02051983584131327,0.0013679890560875513,0.0013679890560875513,1.0,0.27586206896551724,0.009512485136741975,0.42992874109263657,0.3732106040129017,-0.43103448275862066,0.17638036809815952,0.20245398773006135,0.3732106040129017,-0.06666666666666667,1.0,8,5233,2369,8465,50,0.0,12,19,31,81,0.019996127527954752,377,40,3,420,0,337,0,0.04207280625673737,0,4946,0,2335,201,0,7482,2611,0.061567924579119145,692,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3923,14044,38,3269,close
13761,org/apache/jmeter/gui/tree,org/apache/jmeter/gui/tree/JMeterTreeListener.java,4525,true,6,21,518,1,0,68,1,8,0.6477732793522267,149,65,0.436241610738255,1.0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,STYLE,0.09815950920245399,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,2,0.009575923392612859,0.006839945280437756,0.0027359781121751026,-1.0,0.109375,0.004638671875,0.42992874109263657,0.3732106040129017,-0.765625,0.17638036809815952,0.20245398773006135,0.3732106040129017,-1.0,-1.0,3,1308,610,4540,52,0.06622516556291391,0,1,51,53,0.03755447006820827,580,180,4,764,0,400,10,0.06821997771676243,10,1096,0,593,28,10,1717,503,0.07486446446155555,76,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3307,14044,76,3307,open
13761,org/apache/jmeter/gui/tree,org/apache/jmeter/gui/tree/JMeterTreeListener.java,4525,true,4,21,518,1,8,68,1,8,0.5951417004048583,149,65,0.436241610738255,0.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,STYLE,0.09815950920245399,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.009575923392612859,0.006839945280437756,0.0013679890560875513,-1.0,0.109375,0.004638671875,0.42992874109263657,0.3732106040129017,-0.765625,0.17638036809815952,0.20245398773006135,0.3732106040129017,-1.0,-1.0,34,10041,4205,13273,52,0.06622516556291391,0,1,51,53,0.03755447006820827,580,180,4,764,0,400,10,0.06821997771676243,10,1096,0,593,28,10,1717,503,0.07486446446155555,76,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,3307,14044,76,3307,open
13761,org/apache/jmeter/gui/tree,org/apache/jmeter/gui/tree/JMeterTreeListener.java,4525,true,11,21,518,1,8,68,3,8,0.5425101214574899,149,65,0.436241610738255,0.18181818181818182,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,STYLE,0.09815950920245399,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.009575923392612859,0.006839945280437756,0.0013679890560875513,-1.0,0.109375,0.004638671875,0.42992874109263657,0.3732106040129017,-0.765625,0.17638036809815952,0.20245398773006135,0.3732106040129017,-1.0,-1.0,34,10041,4205,13273,52,0.06622516556291391,0,1,51,53,0.03755447006820827,580,180,4,764,0,400,10,0.06821997771676243,10,1096,0,593,28,10,1717,503,0.07486446446155555,76,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,3307,14044,76,3307,open
13761,org/apache/jmeter/gui/tree,org/apache/jmeter/gui/tree/JMeterTreeListener.java,4525,true,18,21,518,1,8,68,5,8,0.7368421052631579,149,65,0.436241610738255,0.2222222222222222,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,STYLE,0.09815950920245399,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.009575923392612859,0.006839945280437756,0.0013679890560875513,-1.0,0.109375,0.004638671875,0.42992874109263657,0.3732106040129017,-0.765625,0.17638036809815952,0.20245398773006135,0.3732106040129017,-1.0,-1.0,34,10041,4205,13273,52,0.06622516556291391,0,1,51,53,0.03755447006820827,580,180,4,764,0,400,10,0.06821997771676243,10,1096,0,593,28,10,1717,503,0.07486446446155555,76,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,3307,14044,76,3307,open
13761,org/apache/jmeter/gui/tree,org/apache/jmeter/gui/tree/JMeterTreeListener.java,4525,true,6,21,518,1,8,68,1,8,0.6437246963562753,149,65,0.436241610738255,0.6666666666666666,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,STYLE,0.09815950920245399,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,2,0.009575923392612859,0.006839945280437756,0.0027359781121751026,-1.0,0.109375,0.004638671875,0.42992874109263657,0.3732106040129017,-0.765625,0.17638036809815952,0.20245398773006135,0.3732106040129017,-1.0,-1.0,2,916,497,4148,52,0.06622516556291391,0,1,51,53,0.03755447006820827,580,180,4,764,0,400,10,0.06821997771676243,10,1096,0,593,28,10,1717,503,0.07486446446155555,76,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3307,14044,76,3307,open
