F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-ByteBuffer,F16-long[],F16-long,F16-ByteBuffer[][],F16-Token,F16-Boolean,F16-Object,F16-NA,F16-void,F16-int,F16-boolean,F16-Double,F16-String,F16-Integer,F16-Pair,F16-Long,F16-MessageOut,F16-File,F16-CommitLogSegment,F16-byte[][],F3-NA,F3-CFMetaData,F3-Class,F3-EncryptionOptions,F3-Composites.EMPTY,F3-SSTableReader,F3-byte[],F3-DecoratedKey,F3-type.toString().toLowerCase(),F3-boolean,F3-e.getKey().toLowerCase(),F3-arg0.name().toByteBuffer(),F3-char,F3-String,F3-long,F3-InetAddress,F3-int,F3-ByteBuffer,F3-BitSet,F3-input,F7-^,F7-++,F7---,F7-%,F7-&,F7-*,F7-+,F7-^=,F7--,F7--=,F7-+=,F7-NA,F7-*=,F12-long,F12-int,F12-FixedValueComparator,F12-List<ByteBuffer>,F12-NA,F12-TField,F12-Logger,F12-String,F12-OptionSimple,F12-TimeUUIDType,F12-double,F12-Histogram,F12-Pattern,F12-DistributionFactory,F12-List<AbstractType>,F12-TStruct,F12-List<ColumnInfo>,F12-UUID,F12-ColumnToCollectionType,F12-Map<Class<? extends IScheme> SchemeFactory>,F17-static,F17-final,F17-NA,F2-Class,F2-NA,F2-Random,F2-TreeSet<CellName>,F2-ArrayList<ReadCommand>,F2-Integer,F2-SSLFactory,F2-Math,F2-StandardTokenizerImpl,F2-CqlLexer,F2-PrintStream,F2-String,F2-ByteBuffer,F2-System,F2-Cql_Lexer,F2-Boolean,F2-SocketFactory,F2-OrderPreservingPartitioner,F2-ThreadPoolExecutor,F2-File,F6-java.util.Random,F6-org.apache.cassandra.io.util.DataOutputStreamAndChannel,F6-java.io.RandomAccessFile,F6-NA,F6-org.apache.cassandra.db.marshal.LexicalUUIDType,F6-org.apache.cassandra.db.BufferCell,F6-java.io.FileOutputStream,F6-org.apache.cassandra.db.marshal.InetAddressType,F6-java.util.HashMap<java.lang.Class<? extends org.apache.cassandra.thrift.IScheme> org.apache.cassandra.thrift.SchemeFactory>,F6-java.util.zip.Inflater,F6-java.io.DataInputStream,F6-org.apache.thrift.protocol.TStruct,F6-org.apache.cassandra.db.marshal.LongType,F6-java.io.FileReader,F6-java.io.File,F6-java.lang.String,F6-org.apache.cassandra.hadoop.pig.ResourceFieldSchema,F6-org.apache.cassandra.stress.settings.OptionSimple,F6-org.apache.thrift.protocol.TField,F6-org.apache.cassandra.db.marshal.DynamicCompositeType.FixedValueComparator,F13-private,F13-NA,F13-public,F13-protected,F18-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-final-final,F14-NA,F14-final,F1-size,F1-registerQuery,F1-NA,F1-add,F1-getDeclaredField,F1-pushFollow,F1-assertEquals,F1-string,F1-get,F1-getSSTables,F1-compareTo,F1-predict,F1-value,F1-getLogger,F1-put,F1-match,F1-count,F1-createTempFile,F1-max,F1-exit,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.OutputStreamWriter,F5-AbstractType,F5-OpDistributionFactory,F5-java.io.FilterOutputStream,F5-java.io.FilterInputStream,F5-java.io.InputStreamReader,F5-java.util.EventObject,F5-java.lang.Number,F5-java.util.AbstractList,F5-java.lang.RuntimeException,F5-java.io.Reader,F5-org.apache.cassandra.db.commitlog.CommitLogReplayer$ReplayFilter,F5-java.lang.AbstractStringBuilder,F5-java.io.BufferedReader,F5-java.io.OutputStream,F5-java.text.DateFormat,F9-description,F9-bloom_filter_fp_chance,F9-displayPrefix,F9-max,F9-tries,F9-visits,F9-string,F9-key_cache_size,F9-delta,F9-distribution,F9-keyspaceName,F9-insert,F9-min,F9-dclocal_read_repair_chance,F9-mem,F9-NA,F9-userTypes,F9-out,F9-delegate,F9-batchsize,F10-NA,F19-NA,F19-abstract,F19-interface,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-String[],F4-boolean,F4-ByteBuffer,F4-long,F4-SSLContext,F4-Socket,F4-Prepared,F4-byte[],F4-CachingOptions,F4-File,F4-void,F4-StringBuilder,F4-T,F4-int,F4-String,F4-Field,F4-BigInteger,F4-OutputStream,F4-byte,F8-DistributionBoundApache,F8-ColumnFamilyMetricNameFactory,F8-FunctionName,F8-SettingsErrors,F8-StreamException,F8-StressSettings,F8-DistributionOffsetApache,F8-GeneratorConfig,F8-OptionSimple,F8-DistributionInverted,F8-SettingsTransport,F8-DistributionQuantized,F8-KeyspaceMetricNameFactory,F8-NA,F8-SettingsPopulation,F8-UTMetaData,F8-StreamState,F8-SettingsInsert,F8-CfDef,F8-DataOutputStreamPlus,F11-SUPER_COLUMN_FIELD_DESC,F11-IRE_FIELD_DESC,F11-COMPRESSION_FIELD_DESC,F11-NA,F11-NAME_FIELD_DESC,F11-SUCCESS_FIELD_DESC,F11-KEY_FIELD_DESC,F11-schemes,F11-KEYSPACE_FIELD_DESC,F11-logger,F11-START_TOKEN_FIELD_DESC,F11-WHY_FIELD_DESC,F11-COLUMN_PARENT_FIELD_DESC,F11-STRUCT_DESC,F11-COLUMN_FAMILY_FIELD_DESC,F11-COLUMNS_FIELD_DESC,F11-instance,F11-QUERY_FIELD_DESC,F11-UE_FIELD_DESC,F11-ITEM_ID_FIELD_DESC,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-xedin@apache.org,F71-povel.y@gmail.com,F71-sylvain@datastax.com,F71-yukim@apache.org,F71-brandonwilliams@apache.org,F71-dbrosius@mebigfatguy.com,F71-johan@apache.org,F71-jakers@gmail.com,F71-benedict@apache.org,F71-marcuse@apache.org,F71-marcuse@spotify.com,F71-jbellis@apache.org,F71-gdusbabek@apache.org,F71-vijay2win@gmail.com,F71-dbrosius@apache.org,F71-aleksey@apache.org,F71-jake@apache.org,F71-eevans@apache.org,F71-tyler@datastax.com,F71-slebresne@apache.org,F74,F73,F84,F146,category
3483,org/apache/cassandra/cql3,org/apache/cassandra/cql3/Cql_Parser.java,0,true,170,186,9484,25,0,1239,96,341,0.5590033860615555,16339,1576,0.09645633147683456,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,292,STYLE,0.08224543080939947,SF_SWITCH_NO_DEFAULT,19,2,1,0.02451082431307244,0.015195670274771023,5.203996669442132E-5,-1.0,0.037037037037037035,0.0012298377560191098,0.2035490605427975,0.7759481653230883,-0.9259259259259259,0.009138381201044387,0.07658833768494343,0.7759481653230883,-0.9320594479830149,-1.0,0,10292,2038,13775,1950,0.0,31,275,1675,2256,0.06093752369331605,0,0,0,0,0,0,0,0.0,0,6195,0,1982,246,0,8423,4213,0.08518667195478115,10292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13775,1,3483,open
3483,org/apache/cassandra/cql3,org/apache/cassandra/cql3/Cql_Parser.java,0,true,99,186,9484,25,0,1239,26,341,0.4793045939253045,16339,1576,0.09645633147683456,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,292,STYLE,0.08224543080939947,SF_SWITCH_NO_DEFAULT,19,2,1,0.02451082431307244,0.015195670274771023,5.203996669442132E-5,-1.0,0.037037037037037035,0.0012298377560191098,0.2035490605427975,0.7759481653230883,-0.9259259259259259,0.009138381201044387,0.07658833768494343,0.7759481653230883,-0.9320594479830149,-1.0,0,10292,2038,13775,1950,0.0,31,275,1675,2256,0.06093752369331605,0,0,0,0,0,0,0,0.0,0,6195,0,1982,246,0,8423,4213,0.08518667195478115,10292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13775,1,3483,open
3483,org/apache/cassandra/cql3,org/apache/cassandra/cql3/Cql_Parser.java,0,true,55,186,9484,25,0,1239,13,341,0.4360944054176985,16339,1576,0.09645633147683456,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,292,STYLE,0.08224543080939947,SF_SWITCH_NO_DEFAULT,19,2,2,0.02451082431307244,0.015195670274771023,1.0407993338884263E-4,-1.0,0.037037037037037035,0.0012298377560191098,0.2035490605427975,0.7759481653230883,-0.9259259259259259,0.009138381201044387,0.07658833768494343,0.7759481653230883,-0.9320594479830149,-1.0,0,10292,2038,13775,1950,0.0,31,275,1675,2256,0.06093752369331605,0,0,0,0,0,0,0,0.0,0,6195,0,1982,246,0,8423,4213,0.08518667195478115,10292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13775,1,3483,open
3483,org/apache/cassandra/cql3,org/apache/cassandra/cql3/Cql_Parser.java,0,true,45,186,9484,25,0,1239,8,341,0.061353413857583264,16339,1576,0.09645633147683456,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,292,STYLE,0.08224543080939947,SF_SWITCH_NO_DEFAULT,19,2,2,0.02451082431307244,0.015195670274771023,1.0407993338884263E-4,-1.0,0.037037037037037035,0.0012298377560191098,0.2035490605427975,0.7759481653230883,-0.9259259259259259,0.009138381201044387,0.07658833768494343,0.7759481653230883,-0.9320594479830149,-1.0,0,10292,2038,13775,1950,0.0,31,275,1675,2256,0.06093752369331605,0,0,0,0,0,0,0,0.0,0,6195,0,1982,246,0,8423,4213,0.08518667195478115,10292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13775,1,3483,open
3483,org/apache/cassandra/cql3,org/apache/cassandra/cql3/Cql_Parser.java,0,true,852,186,9484,25,0,1239,197,341,0.05542780613534139,16339,1576,0.09645633147683456,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,292,STYLE,0.08224543080939947,SF_SWITCH_NO_DEFAULT,19,2,2,0.02451082431307244,0.015195670274771023,1.0407993338884263E-4,-1.0,0.037037037037037035,0.0012298377560191098,0.2035490605427975,0.7759481653230883,-0.9259259259259259,0.009138381201044387,0.07658833768494343,0.7759481653230883,-0.9320594479830149,-1.0,0,10292,2038,13775,1950,0.0,31,275,1675,2256,0.06093752369331605,0,0,0,0,0,0,0,0.0,0,6195,0,1982,246,0,8423,4213,0.08518667195478115,10292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13775,1,3483,open
3483,org/apache/cassandra/cql3,org/apache/cassandra/cql3/Cql_Parser.java,0,true,108,186,9484,25,0,1239,31,341,0.11755192803355739,16339,1576,0.09645633147683456,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,292,STYLE,0.08224543080939947,SF_SWITCH_NO_DEFAULT,19,2,2,0.02451082431307244,0.015195670274771023,1.0407993338884263E-4,-1.0,0.037037037037037035,0.0012298377560191098,0.2035490605427975,0.7759481653230883,-0.9259259259259259,0.009138381201044387,0.07658833768494343,0.7759481653230883,-0.9320594479830149,-1.0,0,10292,2038,13775,1950,0.0,31,275,1675,2256,0.06093752369331605,0,0,0,0,0,0,0,0.0,0,6195,0,1982,246,0,8423,4213,0.08518667195478115,10292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13775,1,3483,open
3483,org/apache/cassandra/cql3,org/apache/cassandra/cql3/Cql_Parser.java,0,true,53,186,9484,25,0,1239,11,341,0.0815687067266387,16339,1576,0.09645633147683456,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,292,STYLE,0.08224543080939947,SF_SWITCH_NO_DEFAULT,19,2,2,0.02451082431307244,0.015195670274771023,1.0407993338884263E-4,-1.0,0.037037037037037035,0.0012298377560191098,0.2035490605427975,0.7759481653230883,-0.9259259259259259,0.009138381201044387,0.07658833768494343,0.7759481653230883,-0.9320594479830149,-1.0,0,10292,2038,13775,1950,0.0,31,275,1675,2256,0.06093752369331605,0,0,0,0,0,0,0,0.0,0,6195,0,1982,246,0,8423,4213,0.08518667195478115,10292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13775,1,3483,open
3483,org/apache/cassandra/cql3,org/apache/cassandra/cql3/Cql_Parser.java,0,true,80,186,9484,25,0,1239,17,341,0.08829029160559963,16339,1576,0.09645633147683456,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,292,STYLE,0.08224543080939947,SF_SWITCH_NO_DEFAULT,19,2,2,0.02451082431307244,0.015195670274771023,1.0407993338884263E-4,-1.0,0.037037037037037035,0.0012298377560191098,0.2035490605427975,0.7759481653230883,-0.9259259259259259,0.009138381201044387,0.07658833768494343,0.7759481653230883,-0.9320594479830149,-1.0,0,10292,2038,13775,1950,0.0,31,275,1675,2256,0.06093752369331605,0,0,0,0,0,0,0,0.0,0,6195,0,1982,246,0,8423,4213,0.08518667195478115,10292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13775,1,3483,open
3483,org/apache/cassandra/cql3,org/apache/cassandra/cql3/Cql_Parser.java,0,true,98,186,9484,25,0,1239,30,341,0.12432405114469096,16339,1576,0.09645633147683456,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,292,STYLE,0.08224543080939947,SF_SWITCH_NO_DEFAULT,19,2,2,0.02451082431307244,0.015195670274771023,1.0407993338884263E-4,-1.0,0.037037037037037035,0.0012298377560191098,0.2035490605427975,0.7759481653230883,-0.9259259259259259,0.009138381201044387,0.07658833768494343,0.7759481653230883,-0.9320594479830149,-1.0,0,10292,2038,13775,1950,0.0,31,275,1675,2256,0.06093752369331605,0,0,0,0,0,0,0,0.0,0,6195,0,1982,246,0,8423,4213,0.08518667195478115,10292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13775,1,3483,open
3483,org/apache/cassandra/cql3,org/apache/cassandra/cql3/Cql_Parser.java,0,true,228,186,9484,25,0,1239,51,341,0.10072269672006873,16339,1576,0.09645633147683456,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,292,STYLE,0.08224543080939947,SF_SWITCH_NO_DEFAULT,19,2,2,0.02451082431307244,0.015195670274771023,1.0407993338884263E-4,-1.0,0.037037037037037035,0.0012298377560191098,0.2035490605427975,0.7759481653230883,-0.9259259259259259,0.009138381201044387,0.07658833768494343,0.7759481653230883,-0.9320594479830149,-1.0,0,10292,2038,13775,1950,0.0,31,275,1675,2256,0.06093752369331605,0,0,0,0,0,0,0,0.0,0,6195,0,1982,246,0,8423,4213,0.08518667195478115,10292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13775,1,3483,open
3483,org/apache/cassandra/cql3,org/apache/cassandra/cql3/Cql_Parser.java,0,true,86,186,9484,25,0,1239,19,341,0.07722241875979179,16339,1576,0.09645633147683456,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,292,STYLE,0.08224543080939947,SF_SWITCH_NO_DEFAULT,19,2,2,0.02451082431307244,0.015195670274771023,1.0407993338884263E-4,-1.0,0.037037037037037035,0.0012298377560191098,0.2035490605427975,0.7759481653230883,-0.9259259259259259,0.009138381201044387,0.07658833768494343,0.7759481653230883,-0.9320594479830149,-1.0,0,10292,2038,13775,1950,0.0,31,275,1675,2256,0.06093752369331605,0,0,0,0,0,0,0,0.0,0,6195,0,1982,246,0,8423,4213,0.08518667195478115,10292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13775,1,3483,open
