F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-ByteBuffer,F16-long,F16-Boolean,F16-ByteBuffer[][],F16-Token,F16-AbstractType,F16-Object,F16-NA,F16-void,F16-int,F16-boolean,F16-Double,F16-String,F16-Integer,F16-Pair,F16-Long,F16-MessageOut,F16-File,F16-CommitLogSegment,F16-byte[][],F3-NA,F3-Class,F3-EncryptionOptions,F3-Composites.EMPTY,F3-PrintStream,F3-SSTableReader,F3-byte[],F3-DecoratedKey,F3-boolean,F3-arg0.name().toByteBuffer(),F3-char,F3-String,F3-long,F3-InetAddress,F3-int,F3-ByteBuffer,F3-String[],F3-Thread,F3-BitSet,F3-input,F7-^,F7---,F7-++,F7-%,F7-&,F7-*,F7-+,F7-^=,F7--,F7--=,F7-+=,F7-NA,F7-*=,F12-long,F12-int,F12-FixedValueComparator,F12-List<ByteBuffer>,F12-NA,F12-Map<Pair MapType>,F12-TField,F12-Logger,F12-Map<AbstractType SetType>,F12-String,F12-OptionSimple,F12-double,F12-Pattern,F12-DistributionFactory,F12-List<AbstractType>,F12-TStruct,F12-List<ColumnInfo>,F12-UUID,F12-InetAddress,F12-Map<Class<? extends IScheme> SchemeFactory>,F17-static,F17-final,F17-NA,F2-Class,F2-Process,F2-NA,F2-Random,F2-TreeSet<CellName>,F2-ArrayList<ReadCommand>,F2-Integer,F2-SSLFactory,F2-Math,F2-List<ByteBuffer>,F2-StandardTokenizerImpl,F2-CqlLexer,F2-PrintStream,F2-String,F2-ByteBuffer,F2-System,F2-Cql_Lexer,F2-Boolean,F2-ThreadPoolExecutor,F2-File,F6-java.util.Random,F6-org.apache.cassandra.io.util.DataOutputStreamAndChannel,F6-NA,F6-org.apache.cassandra.db.BufferCell,F6-java.io.FileOutputStream,F6-org.apache.cassandra.cli.MismatchedSetException,F6-org.apache.cassandra.db.marshal.InetAddressType,F6-java.util.HashMap<java.lang.Class<? extends org.apache.cassandra.thrift.IScheme> org.apache.cassandra.thrift.SchemeFactory>,F6-java.io.PrintStream,F6-java.lang.IllegalStateException,F6-org.apache.cassandra.cli.RewriteRuleSubtreeStream,F6-java.io.DataInputStream,F6-org.apache.thrift.protocol.TStruct,F6-java.io.File,F6-java.lang.String,F6-java.lang.StringBuilder,F6-org.apache.cassandra.stress.settings.OptionSimple,F6-org.apache.thrift.protocol.TField,F6-java.io.BufferedReader,F6-org.apache.cassandra.db.marshal.DynamicCompositeType.FixedValueComparator,F13-private,F13-NA,F13-public,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-final-final,F14-NA,F14-final,F1-size,F1-registerQuery,F1-NA,F1-add,F1-close,F1-pushFollow,F1-assertEquals,F1-write,F1-get,F1-getSSTables,F1-equals,F1-compareTo,F1-predict,F1-value,F1-getLogger,F1-match,F1-createTempFile,F1-count,F1-max,F1-exit,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.OutputStreamWriter,F5-AbstractType,F5-OpDistributionFactory,F5-java.io.FilterOutputStream,F5-java.io.FilterInputStream,F5-java.util.EventObject,F5-java.lang.Number,F5-java.lang.RuntimeException,F5-java.io.Reader,F5-java.lang.AbstractStringBuilder,F5-org.apache.cassandra.db.commitlog.CommitLogReplayer$ReplayFilter,F5-java.io.BufferedReader,F5-java.io.OutputStream,F9-dataDir,F9-description,F9-bloom_filter_fp_chance,F9-displayPrefix,F9-max,F9-tries,F9-visits,F9-string,F9-key_cache_size,F9-delta,F9-distribution,F9-keyspaceName,F9-insert,F9-min,F9-dclocal_read_repair_chance,F9-NA,F9-userTypes,F9-out,F9-delegate,F9-batchsize,F10-NA,F10-true,F19-NA,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-CommonTree,F4-String[],F4-boolean,F4-InputStream,F4-ByteBuffer,F4-long,F4-SSLContext,F4-Raw,F4-byte[],F4-File,F4-void,F4-StringBuilder,F4-int,F4-String,F4-Field,F4-BigInteger,F4-long[],F4-OutputStream,F4-byte,F8-DistributionBoundApache,F8-ColumnFamilyMetricNameFactory,F8-SettingsErrors,F8-StressSettings,F8-DistributionOffsetApache,F8-GeneratorConfig,F8-OptionSimple,F8-DistributionInverted,F8-SettingsTransport,F8-DistributionQuantized,F8-KeyspaceMetricNameFactory,F8-NA,F8-SettingsPopulation,F8-UTMetaData,F8-StreamState,F8-SettingsInsert,F8-WriterThread,F8-SeedManager,F8-CfDef,F8-DataOutputStreamPlus,F11-SUPER_COLUMN_FIELD_DESC,F11-IRE_FIELD_DESC,F11-COMPRESSION_FIELD_DESC,F11-NA,F11-NAME_FIELD_DESC,F11-SUCCESS_FIELD_DESC,F11-KEY_FIELD_DESC,F11-schemes,F11-KEYSPACE_FIELD_DESC,F11-logger,F11-START_TOKEN_FIELD_DESC,F11-WHY_FIELD_DESC,F11-COLUMN_PARENT_FIELD_DESC,F11-STRUCT_DESC,F11-COLUMN_FAMILY_FIELD_DESC,F11-COLUMNS_FIELD_DESC,F11-instance,F11-QUERY_FIELD_DESC,F11-UE_FIELD_DESC,F11-ITEM_ID_FIELD_DESC,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-xedin@apache.org,F71-jmckenzie@apache.org,F71-povel.y@gmail.com,F71-sylvain@datastax.com,F71-yukim@apache.org,F71-brandonwilliams@apache.org,F71-dbrosius@mebigfatguy.com,F71-johan@apache.org,F71-benedict@apache.org,F71-jakers@gmail.com,F71-marcuse@apache.org,F71-jbellis@apache.org,F71-gdusbabek@apache.org,F71-vijay2win@gmail.com,F71-dbrosius@apache.org,F71-aleksey@apache.org,F71-jake@apache.org,F71-eevans@apache.org,F71-tyler@datastax.com,F71-slebresne@apache.org,F74,F73,F84,F146,category
13775,org/apache/cassandra/cli,org/apache/cassandra/cli/CliParser.java,2130,true,114,81,9486,74,0,302,22,97,0.42747274143302183,7258,1348,0.18572609534306972,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,113,STYLE,0.09439071566731141,SF_SWITCH_NO_DEFAULT,19,2,1,0.008057893656333403,0.005799630466023404,5.1324163416136314E-5,-1.0,0.02459016393442623,8.270857852449749E-4,0.16608996539792387,0.7658131194859842,-0.9467213114754098,0.007736943907156673,0.06769825918762089,0.7658131194859842,-1.0,-1.0,3,10625,2130,13775,3,0.0,0,0,3,3,0.003056094232564821,11,7167,0,7178,0,-7156,0,0.43145562464669307,0,5655,0,13148,583,0,19386,-7493,0.15031403601806823,6344,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9493,13775,211,3360,open
13775,org/apache/cassandra/cli,org/apache/cassandra/cli/CliParser.java,2130,true,542,81,9486,74,0,302,124,97,0.05724299065420561,7258,1348,0.18572609534306972,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,113,STYLE,0.09439071566731141,SF_SWITCH_NO_DEFAULT,19,2,2,0.008057893656333403,0.005799630466023404,1.0264832683227263E-4,-1.0,0.02459016393442623,8.270857852449749E-4,0.16608996539792387,0.7658131194859842,-0.9467213114754098,0.007736943907156673,0.06769825918762089,0.7658131194859842,-1.0,-1.0,3,10625,2130,13775,3,0.0,0,0,3,3,0.003056094232564821,11,7167,0,7178,0,-7156,0,0.43145562464669307,0,5655,0,13148,583,0,19386,-7493,0.15031403601806823,6344,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9493,13775,211,3360,open
13775,org/apache/cassandra/cli,org/apache/cassandra/cli/CliParser.java,2130,true,186,81,9486,74,0,302,33,97,0.6018302180685359,7258,1348,0.18572609534306972,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,113,STYLE,0.09439071566731141,SF_SWITCH_NO_DEFAULT,19,2,2,0.008057893656333403,0.005799630466023404,1.0264832683227263E-4,-1.0,0.02459016393442623,8.270857852449749E-4,0.16608996539792387,0.7658131194859842,-0.9467213114754098,0.007736943907156673,0.06769825918762089,0.7658131194859842,-1.0,-1.0,3,10625,2130,13775,3,0.0,0,0,3,3,0.003056094232564821,11,7167,0,7178,0,-7156,0,0.43145562464669307,0,5655,0,13148,583,0,19386,-7493,0.15031403601806823,6344,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9493,13775,211,3360,open
13775,org/apache/cassandra/cli,org/apache/cassandra/cli/CliParser.java,2130,true,134,81,9486,74,0,302,31,97,0.8819119937694704,7258,1348,0.18572609534306972,1.0,49,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,113,STYLE,0.09439071566731141,SF_SWITCH_NO_DEFAULT,19,2,2,0.008057893656333403,0.005799630466023404,1.0264832683227263E-4,-1.0,0.02459016393442623,8.270857852449749E-4,0.16608996539792387,0.7658131194859842,-0.9467213114754098,0.007736943907156673,0.06769825918762089,0.7658131194859842,-1.0,-1.0,3,10625,2130,13775,3,0.0,0,0,3,3,0.003056094232564821,11,7167,0,7178,0,-7156,0,0.43145562464669307,0,5655,0,13148,583,0,19386,-7493,0.15031403601806823,6344,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9493,13775,211,3360,open
8190,org/apache/cassandra/cli,org/apache/cassandra/cli/CliSessionState.java,1038,true,0,5,9486,1,8,302,1,97,0.625,62,23,0.3709677419354839,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,1,STYLE,0.018955512572533847,URF_UNREAD_PUBLIC_OR_PROTECTED_FIELD,18,2,0,0.008057893656333403,5.1324163416136314E-5,0.0,0.0,0.3673469387755102,0.00801390225337144,0.16608996539792387,0.7658131194859842,0.061224489795918366,0.007736943907156673,0.06769825918762089,0.7658131194859842,-1.0,-1.0,29,10625,2130,13775,3,0.009523809523809525,0,0,3,3,0.003056094232564821,53,5,3,61,0,48,1,0.019981282751385117,1,5655,0,13148,583,1,19386,-7493,0.15031403601806823,211,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,3360,13775,211,3360,open
7372,org/apache/cassandra/cli,org/apache/cassandra/cli/CliTest.java,847,true,2,2,9486,1,0,302,1,97,0.7492260061919505,281,28,0.099644128113879,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,4,BAD_PRACTICE,0.0027079303675048355,DE_MIGHT_IGNORE,19,3,4,0.008057893656333403,2.0529665366454526E-4,2.0529665366454526E-4,-1.0,0.42857142857142855,0.009070294784580497,0.40463458110516937,0.33075167183567217,-0.14285714285714285,0.00425531914893617,0.08471953578336557,0.33075167183567217,-1.0,-1.0,32,6229,1235,9379,3,0.0,0,0,3,3,0.003056094232564821,230,344,6,580,0,-114,0,0.054873130418483664,0,5655,0,13148,583,0,19386,-7493,0.15031403601806823,343,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,3492,13775,211,3360,open
7372,org/apache/cassandra/cli,org/apache/cassandra/cli/CliTest.java,847,true,8,2,9486,1,0,302,1,97,0.7964396284829721,281,28,0.099644128113879,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,4,I18N,0.039458413926499035,DM_DEFAULT_ENCODING,19,1,4,0.008057893656333403,2.0529665366454526E-4,2.0529665366454526E-4,-1.0,0.5294117647058824,0.1245674740484429,0.3770491803278688,0.008575164250065576,0.13725490196078433,0.0027079303675048355,0.025145067698259187,0.008575164250065576,-1.0,-1.0,62,8073,1507,11223,3,0.0,0,0,3,3,0.003056094232564821,230,344,6,580,0,-114,0,0.054873130418483664,0,5655,0,13148,583,0,19386,-7493,0.15031403601806823,343,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,3492,13775,211,3360,open
7372,org/apache/cassandra/cli,org/apache/cassandra/cli/CliTest.java,847,true,4,2,9486,1,0,302,1,97,0.7229102167182663,281,28,0.099644128113879,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,4,I18N,0.039458413926499035,DM_DEFAULT_ENCODING,19,1,4,0.008057893656333403,2.0529665366454526E-4,2.0529665366454526E-4,-1.0,0.5294117647058824,0.1245674740484429,0.3770491803278688,0.008575164250065576,0.13725490196078433,0.0027079303675048355,0.025145067698259187,0.008575164250065576,-1.0,-1.0,70,8231,1534,11381,3,0.0,0,0,3,3,0.003056094232564821,230,344,6,580,0,-114,0,0.054873130418483664,0,5655,0,13148,583,0,19386,-7493,0.15031403601806823,343,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,3492,13775,211,3360,open
7372,org/apache/cassandra/cli,org/apache/cassandra/cli/CliTest.java,847,true,2,2,9486,1,0,302,1,97,0.7492260061919505,281,28,0.099644128113879,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,4,STYLE,0.02127659574468085,REC_CATCH_EXCEPTION,20,3,4,0.008057893656333403,2.0529665366454526E-4,2.0529665366454526E-4,-1.0,0.38181818181818183,0.008139070960387575,0.16608996539792387,0.7658131194859842,-0.2,0.007736943907156673,0.06769825918762089,0.7658131194859842,-1.0,-1.0,32,6229,1235,9379,3,0.0,0,0,3,3,0.003056094232564821,230,344,6,580,0,-114,0,0.054873130418483664,0,5655,0,13148,583,0,19386,-7493,0.15031403601806823,343,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,3492,13775,211,3360,open
13246,org/apache/cassandra/cli,org/apache/cassandra/cli/CliUtils.java,1969,true,14,7,9486,1,8,302,5,97,0.8984375,72,42,0.5833333333333334,0.14285714285714285,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,1,I18N,0.031334622823984526,DM_CONVERT_CASE,20,3,1,0.008057893656333403,5.1324163416136314E-5,5.1324163416136314E-5,-1.0,0.18518518518518517,0.07544581618655694,0.3770491803278688,0.008575164250065576,-0.6296296296296297,0.0027079303675048355,0.025145067698259187,0.008575164250065576,-1.0,-1.0,7,6157,1221,9307,3,0.0,0,0,3,3,0.003056094232564821,125,179,9,313,0,-54,0,0.12562454899742734,0,5655,0,13148,583,0,19386,-7493,0.15031403601806823,343,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3492,13775,211,3360,open
11801,org/apache/cassandra/client,org/apache/cassandra/client/RingCache.java,1602,true,3,5,63,1,8,8,1,2,0.8524590163934426,84,24,0.2857142857142857,0.6666666666666666,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,STYLE,0.0046421663442940036,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,20,3,1,2.0529665366454526E-4,5.1324163416136314E-5,5.1324163416136314E-5,1.0,0.4166666666666667,0.008381226053639846,0.16608996539792387,0.7658131194859842,-0.08333333333333333,0.007736943907156673,0.06769825918762089,0.7658131194859842,1.0,1.0,21,8361,1556,11511,1,0.13333333333333333,0,1,0,2,0.06666666666666667,96,84,29,209,1,12,1,0.06689575837846555,2,200,0,123,30,0,353,77,0.04555501959393195,109,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,3258,13775,109,3258,close
8459,org/apache/cassandra/client,org/apache/cassandra/client/TestRingCache.java,1087,true,62,3,63,1,12,8,13,2,0.9297520661157025,78,29,0.3717948717948718,0.45161290322580644,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,I18N,0.039458413926499035,DM_DEFAULT_ENCODING,19,1,2,2.0529665366454526E-4,1.5397249024840895E-4,1.0264832683227263E-4,1.0,0.5294117647058824,0.1245674740484429,0.3770491803278688,0.008575164250065576,0.13725490196078433,0.0027079303675048355,0.025145067698259187,0.008575164250065576,1.0,1.0,14,8209,1532,11359,1,0.0,0,1,0,2,0.06666666666666667,104,39,1,144,0,65,0,0.024214280809398345,0,200,0,123,30,0,353,77,0.04555501959393195,2451,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,5600,13775,109,3258,close
