F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-DependencyManagement,F16-RepositoryBase,F16-RepositoryPolicy,F16-Plugin,F16-Object,F16-char,F16-ActivationFile,F16-NA,F16-void,F16-int,F16-Artifact,F16-boolean,F16-Repository,F16-String,F16-Date,F16-Resource,F16-Activation,F16-Model,F16-Settings,F16-Notifier,F3-NA,F3-Model,F3-VersionRange,F3-localRepository(),F3-problems.getModel(),F3-DefaultBeanConfigurationRequest,F3-File,F3-InputStream,F3-null,F3-boolean,F3-settingsSource.getInputStream(),F3-ProjectSegment,F3-XmlPullParser,F3-String,F3-int,F3-ModelBuildingRequest,F3-MavenSession,F3-Artifact,F3-SimpleProblemCollector,F3-Map<String >,F7--,F7-+=,F7-NA,F7-*,F7-+,F12-File,F12-NA,F12-boolean,F12-String,F12-ThreadOutputMuxer,F12-List<TransferEvent>,F12-List<String>,F17-final,F17-NA,F2-Class,F2-NA,F2-Map<String String>,F2-Integer,F2-Byte,F2-ByteArrayOutputStream,F2-StringTokenizer,F2-Short,F2-SettingsXpp3Reader,F2-HashMap<String Artifact>,F2-String,F2-MavenRepositorySystem,F2-Collections,F2-Double,F2-Long,F2-Float,F2-DefaultInheritanceAssemblerTest,F2-DefaultModelValidatorTest,F2-MavenToolchainsXpp3Reader,F2-File,F6-java.io.ByteArrayOutputStream,F6-NA,F6-org.apache.maven.model.io.xpp3.RepositoryBase,F6-java.util.ArrayList,F6-java.util.Properties,F6-java.io.PrintStream,F6-org.apache.maven.model.io.xpp3.InputLocation,F6-org.apache.maven.model.io.xpp3.PatternSet,F6-org.apache.maven.model.io.xpp3.ModelBase,F6-org.apache.maven.model.building.FileModelSource,F6-java.io.File,F6-org.apache.maven.project.DefaultProjectBuildingRequest,F6-org.apache.maven.repository.internal.VersionRequest,F6-java.util.HashMap<java.lang.String java.lang.String>,F6-org.apache.maven.model.io.xpp3.FileSet,F6-org.apache.maven.model.io.xpp3.XmlPullParserException,F6-org.apache.maven.model.validation.SimpleProblemCollector,F6-org.apache.maven.settings.DefaultProjectBuildingRequest,F6-org.apache.maven.model.io.xpp3.PluginContainer,F6-org.apache.maven.model.io.xpp3.PluginConfiguration,F13-private,F13-NA,F13-public,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-shortValue,F1-getProject,F1-doubleValue,F1-startTag,F1-getAttributeValue,F1-getAttributeCount,F1-delete,F1-NA,F1-getBasedir,F1-getPluginRepositories,F1-getBooleanValue,F1-longValue,F1-floatValue,F1-charAt,F1-getPlugins,F1-getTouchfile,F1-read,F1-getName,F1-mkdirs,F1-byteValue,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.util.AbstractList,F5-java.lang.AbstractStringBuilder,F5-java.util.HashSet,F5-java.io.OutputStream,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F9-request,F9-slf4jBinding,F9-artifacts,F9-buildStartTime,F9-modelPool,F9-dependency,F9-startTime,F9-project,F9-remoteRepositories,F9-dependant,F9-supported,F9-cpc,F9-graph,F9-pomArtifact,F9-originatingArtifact,F9-NA,F9-relocatedArtifact,F9-pomFile,F9-dataBuffer,F10-NA,F19-NA,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-Integer,F4-boolean,F4-InputStream,F4-long,F4-Artifact,F4-Date,F4-float,F4-char,F4-byte[],F4-File,F4-void,F4-double,F4-List,F4-String,F4-int,F4-Build,F4-short,F4-Model,F4-byte,F8-Dependency,F8-DefaultMavenExecutionRequest,F8-MetadataResolutionResult,F8-DefaultProjectBuilderConfiguration,F8-ArtifactTransferEvent,F8-UnsupportedSlf4jBindingConfiguration,F8-CacheRecord,F8-SettingsAdapter,F8-ClasspathGraphVisitor,F8-NA,F8-DefaultModelBuildingRequest,F8-InternalConfig,F8-ProjectBuilder,F11-lifecyclePhase,F11-artifactExists,F11-NA,F11-artifactUri,F11-messages,F11-events,F11-threadOutputMuxer,F11-userMavenConfigurationHome,F11-EMPTY_PROJECT_GROUP_ID,F11-alias,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-stephen.alan.connolly@gmail.com,F71-ogusakov@apache.org,F71-brett@apache.org,F71-hboutemy@apache.org,F71-kenney@apache.org,F71-sisbell@apache.org,F71-aheritier@apache.org,F71-mkleint@apache.org,F71-carlos@apache.org,F71-olamy@apache.org,F71-jvanzyl@apache.org,F71-rfscholte@codehaus.org,F71-brianf@apache.org,F71-ifedorenko@apache.org,F71-igor@ifedorenko.com,F71-bentmann@apache.org,F71-jason@tesla.io,F71-krosenvold@apache.org,F71-michaelo@apache.org,F71-jdcasey@apache.org,F74,F73,F84,F146,category
3585,org/apache/maven/artifact/resolver,org/apache/maven/artifact/resolver/ArtifactResolverTest.java,2225,true,0,12,1266,2,21,225,1,28,0.6855123674911661,195,28,0.14358974358974358,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,PERFORMANCE,0.031322505800464036,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.010297482837528604,0.0011441647597254005,0.0,0.0,0.14814814814814814,0.012620027434842248,0.031914893617021274,0.01098086330820055,-0.6666666666666666,0.0,0.0069605568445475635,0.01098086330820055,-1.0,-1.0,46,9518,3796,9785,0,0.0,28,0,0,28,0.0011110892069519519,411,531,18,960,0,-120,0,0.09196446662593166,0,4227,0,4547,369,0,9143,-320,0.0948622782082887,41,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,307,10178,41,307,open
3585,org/apache/maven/artifact/resolver,org/apache/maven/artifact/resolver/DefaultArtifactResolver.java,2225,true,112,18,1266,4,0,225,55,28,0.7729393468118196,499,49,0.09819639278557114,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9,2,STYLE,0.14733178654292342,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,1,0.010297482837528604,0.002288329519450801,0.0011441647597254005,-1.0,0.007874015748031496,4.34000868001736E-4,0.022004889975550123,0.02920999031035995,-0.8661417322834646,0.0034802784222737818,0.0069605568445475635,0.02920999031035995,-1.0,-1.0,28,1677,1937,1944,0,0.012302284710017574,28,0,0,28,0.0011110892069519519,1040,1225,181,2446,0,-185,0,0.11262719789064056,7,4227,7,4547,369,0,9143,-320,0.0948622782082887,41,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,307,10178,41,307,open
3585,org/apache/maven/artifact/resolver,org/apache/maven/artifact/resolver/DefaultArtifactResolver.java,2225,true,0,18,1266,4,16,225,1,28,0.16951788491446346,499,49,0.09819639278557114,1.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9,2,PERFORMANCE,0.031322505800464036,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.010297482837528604,0.002288329519450801,0.0,0.0,0.14814814814814814,0.012620027434842248,0.031914893617021274,0.01098086330820055,-0.6666666666666666,0.0,0.0069605568445475635,0.01098086330820055,-1.0,-1.0,176,9518,3796,9785,0,0.012302284710017574,28,0,0,28,0.0011110892069519519,1040,1225,181,2446,0,-185,0,0.11262719789064056,7,4227,7,4547,369,0,9143,-320,0.0948622782082887,41,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,307,10178,41,307,open
3585,org/apache/maven/artifact/resolver,org/apache/maven/artifact/resolver/DefaultArtifactResolverTest.java,2225,true,3,5,1266,1,8,225,2,28,0.9819819819819819,71,19,0.2676056338028169,0.6666666666666666,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9,2,STYLE,0.16821345707656613,DLS_DEAD_LOCAL_STORE,17,2,1,0.010297482837528604,0.002288329519450801,0.0011441647597254005,-1.0,0.0,0.0,0.022004889975550123,0.02920999031035995,-0.9862068965517241,0.0034802784222737818,0.0069605568445475635,0.02920999031035995,-1.0,-1.0,5,2867,2130,3134,0,0.0,28,0,0,28,0.0011110892069519519,26,3,0,29,0,23,0,0.14603661640262133,0,4227,0,4547,369,0,9143,-320,0.0948622782082887,244,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,510,10178,41,307,open
3585,org/apache/maven/artifact/resolver,org/apache/maven/artifact/resolver/DefaultArtifactResolverTest.java,2225,true,27,5,1266,1,0,225,8,28,0.5945945945945946,71,19,0.2676056338028169,1.0,18,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9,2,STYLE,0.08004640371229699,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.010297482837528604,0.002288329519450801,0.0011441647597254005,-1.0,0.043478260869565216,0.0023104389834068474,0.022004889975550123,0.02920999031035995,-0.855072463768116,0.0034802784222737818,0.0069605568445475635,0.02920999031035995,-1.0,-1.0,3,1178,1621,1445,0,0.0,28,0,0,28,0.0011110892069519519,26,3,0,29,0,23,0,0.14603661640262133,0,4227,0,4547,369,0,9143,-320,0.0948622782082887,244,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,510,10178,41,307,open
4371,org/apache/maven/artifact/resolver,org/apache/maven/artifact/resolver/WarningResolutionListener.java,2694,true,0,12,1266,1,8,225,1,28,0.4222222222222222,52,23,0.4423076923076923,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9,1,PERFORMANCE,0.009280742459396751,URF_UNREAD_FIELD,18,2,0,0.010297482837528604,0.0011441647597254005,0.0,0.0,0.125,0.0109375,0.031914893617021274,0.01098086330820055,-0.75,0.0,0.0069605568445475635,0.01098086330820055,-1.0,-1.0,12,7473,3443,7740,0,0.0,28,0,0,28,0.0011110892069519519,130,72,0,202,0,58,0,0.09890652034618763,0,4227,0,4547,369,0,9143,-320,0.0948622782082887,902,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1168,10178,41,307,open
2065,org/apache/maven/artifact/resolver/filter,org/apache/maven/artifact/resolver/filter/AndArtifactFilterTest.java,1962,true,0,2,371,2,12,59,1,17,0.6451612903225806,28,23,0.8214285714285714,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,PERFORMANCE,0.031322505800464036,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.003432494279176201,0.0011441647597254005,0.0,0.0,0.14814814814814814,0.012620027434842248,0.031914893617021274,0.01098086330820055,-0.6666666666666666,0.0,0.0069605568445475635,0.01098086330820055,-1.0,-1.0,1,1798,1962,2065,0,8.312551953449709E-4,10,0,0,10,3.984676435229228E-4,0,0,1,1,0,0,0,8.312551953449709E-4,1,614,1,757,12,0,1383,-143,0.04523833656395534,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,307,10178,41,307,open
4371,org/apache/maven/artifact/resolver/filter,org/apache/maven/artifact/resolver/filter/IncludesArtifactFilter.java,2694,true,10,5,371,1,0,59,4,17,0.5376344086021505,54,25,0.46296296296296297,1.0,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,STYLE,0.001160092807424594,NS_DANGEROUS_NON_SHORT_CIRCUIT,15,1,1,0.003432494279176201,0.0011441647597254005,0.0011441647597254005,-1.0,0.0,0.0,0.022004889975550123,0.02920999031035995,-1.0,0.0034802784222737818,0.0069605568445475635,0.02920999031035995,-1.0,-1.0,8,3318,2225,3585,0,6.337135614702154E-4,10,0,0,10,3.984676435229228E-4,85,82,2,169,0,3,0,0.030416348893756467,2,614,2,757,12,0,1383,-143,0.04523833656395534,41,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,307,10178,41,307,open
2065,org/apache/maven/artifact/resolver/filter,org/apache/maven/artifact/resolver/filter/OrArtifactFilterTest.java,1962,true,0,2,371,2,12,59,1,17,0.6451612903225806,28,23,0.8214285714285714,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,PERFORMANCE,0.031322505800464036,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.003432494279176201,0.0011441647597254005,0.0,0.0,0.14814814814814814,0.012620027434842248,0.031914893617021274,0.01098086330820055,-0.6666666666666666,0.0,0.0069605568445475635,0.01098086330820055,-1.0,-1.0,1,1798,1962,2065,0,8.136696501220504E-4,10,0,0,10,3.984676435229228E-4,0,0,1,1,0,0,0,8.136696501220504E-4,1,614,1,757,12,0,1383,-143,0.04523833656395534,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,307,10178,41,307,open
2658,org/apache/maven/artifact/testutils,org/apache/maven/artifact/testutils/TestFileManager.java,2071,true,15,13,80,2,20,13,5,2,0.6830357142857143,138,37,0.26811594202898553,0.6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,BAD_PRACTICE,0.03944315545243619,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,1,0.004576659038901602,0.004576659038901602,0.0011441647597254005,-1.0,0.029411764705882353,0.0019031141868512112,0.018072289156626505,0.1430467995178398,-0.9411764705882353,0.002320185614849188,0.002320185614849188,0.1430467995178398,-1.0,-1.0,7,5141,3046,5408,0,0.0,0,0,0,0,0.0,0,386,0,386,0,-386,0,0.012229269072708956,0,0,0,386,0,0,386,-386,0.012229269072708956,2391,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2658,10178,2391,2658,open
2658,org/apache/maven/artifact/testutils,org/apache/maven/artifact/testutils/TestFileManager.java,2071,true,7,13,80,2,8,13,1,2,0.8660714285714286,138,37,0.26811594202898553,0.42857142857142855,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,BAD_PRACTICE,0.03944315545243619,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,1,0.004576659038901602,0.004576659038901602,0.0011441647597254005,-1.0,0.029411764705882353,0.0019031141868512112,0.018072289156626505,0.1430467995178398,-0.9411764705882353,0.002320185614849188,0.002320185614849188,0.1430467995178398,-1.0,-1.0,7,5141,3046,5408,0,0.0,0,0,0,0,0.0,0,386,0,386,0,-386,0,0.012229269072708956,0,0,0,386,0,0,386,-386,0.012229269072708956,2391,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2658,10178,2391,2658,open
2658,org/apache/maven/artifact/testutils,org/apache/maven/artifact/testutils/TestFileManager.java,2071,true,11,13,80,2,8,13,1,2,0.5446428571428571,138,37,0.26811594202898553,0.7272727272727273,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,BAD_PRACTICE,0.03944315545243619,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,2,0.004576659038901602,0.004576659038901602,0.002288329519450801,-1.0,0.029411764705882353,0.0019031141868512112,0.018072289156626505,0.1430467995178398,-0.9411764705882353,0.002320185614849188,0.002320185614849188,0.1430467995178398,-1.0,-1.0,7,5141,3046,5408,0,0.0,0,0,0,0,0.0,0,386,0,386,0,-386,0,0.012229269072708956,0,0,0,386,0,0,386,-386,0.012229269072708956,2391,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2658,10178,2391,2658,open
2658,org/apache/maven/artifact/testutils,org/apache/maven/artifact/testutils/TestFileManager.java,2071,true,11,13,80,2,12,13,1,2,0.5044642857142857,138,37,0.26811594202898553,0.2727272727272727,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,MT_CORRECTNESS,0.001160092807424594,SWL_SLEEP_WITH_LOCK_HELD,14,2,2,0.004576659038901602,0.004576659038901602,0.002288329519450801,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,7,5141,3046,5408,0,0.0,0,0,0,0,0.0,0,386,0,386,0,-386,0,0.012229269072708956,0,0,0,386,0,0,386,-386,0.012229269072708956,2391,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2658,10178,2391,2658,open
3585,org/apache/maven/artifact/versioning,org/apache/maven/artifact/versioning/ComparableVersion.java,2225,true,3,9,1498,6,0,91,1,16,0.6282306163021869,341,83,0.2434017595307918,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3,STYLE,0.00580046403712297,NP_LOAD_OF_KNOWN_NULL_VALUE,16,2,1,0.005720823798627002,0.003432494279176201,0.0011441647597254005,-1.0,0.0,0.0,0.022004889975550123,0.02920999031035995,-0.8,0.0034802784222737818,0.0069605568445475635,0.02920999031035995,-0.6,-1.0,5,236,359,503,61,0.20707070707070707,0,14,47,75,0.039294206362237676,798,9,2,809,5,789,36,0.11645363657393233,41,4195,0,1903,23,31,6121,2292,0.1383513906671716,31,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,297,10178,31,297,open
