F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-Comparable<String>,F16-String[],F16-Comparable<Boolean>,F16-Map<String String>,F16-List<ObjectName>,F16-long,F16-Object,F16-PreparedStatement,F16-NA,F16-void,F16-SSLSupport,F16-int,F16-boolean,F16-Comparable<Date>,F16-ELContextImpl,F16-String,F16-Method,F16-JspApplicationContext,F16-Void,F16-WebResource,F3-NA,F3-Session,F3-Integer,F3-PooledConnectionAndInfo,F3-Class<?>[],F3-InputStream,F3-ELContext,F3-byte[],F3-MappedHost[],F3-boolean,F3-Object,F3-Object[],F3-key.getSql(),F3-String,F3-long,F3-Reader,F3-int,F3-String[],F3-ObjectName,F3-Level,F7--,F7-/,F7-&=,F7-++,F7-|=,F7-+=,F7-NA,F7-+,F12-long,F12-int,F12-HashMap<String Method>,F12-NA,F12-AtomicInteger,F12-TemplatePathMatchComparator,F12-boolean,F12-byte[],F12-String,F12-Comparator<Session>,F17-static,F17-final,F17-static-final,F17-NA,F2-StringBuilder,F2-InstanceKeyDataSource,F2-ELParser,F2-Thread,F2-NA,F2-ReentrantLock,F2-SimpleCharStream,F2-MBeanServer,F2-Buffer,F2-Properties,F2-Object,F2-Connection,F2-String,F2-JDBCStore,F2-AccessibleObject,F2-Class<>,F2-System,F2-Map<String LockRecord>,F2-Statement,F2-File,F6-java.io.ByteArrayOutputStream,F6-NA,F6-java.lang.Long,F6-org.apache.jasper.compiler.JspConfig.JspProperty,F6-java.io.InputStreamReader,F6-java.io.FileInputStream,F6-org.apache.el.parser.Token,F6-java.io.PrintStream,F6-java.net.URL,F6-java.lang.Float,F6-java.lang.Integer,F6-java.io.File,F6-java.lang.String,F6-java.lang.StringBuilder,F6-org.apache.tomcat.jni.Library,F6-java.util.Date,F6-java.lang.Double,F6-org.apache.catalina.ha.context.ReplicatedContext.ReplApplContext,F6-java.io.BufferedReader,F6-org.apache.el.parser.PropertyNotFoundException,F13-private,F13-NA,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-invoke,F1-ReInit,F1-delete,F1-NA,F1-jj_ntk,F1-close,F1-prepareStatement,F1-jj_consume_token,F1-getString,F1-getBytes,F1-get,F1-execute,F1-append,F1-getConnection,F1-openNodeScope,F1-getProperty,F1-put,F1-currentTimeMillis,F1-toString,F1-list,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-java.util.logging.Logger,F5-ApplicationContext,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.lang.Number,F5-java.io.Reader,F5-java.lang.AbstractStringBuilder,F5-javax.management.MBeanFeatureInfo,F5-java.io.OutputStream,F5-java.lang.Exception,F9-cluster,F9-encoding,F9-displayName,F9-accessed,F9-sessionIdCol,F9-sessionAppCol,F9-locks,F9-lastAccess,F9-size,F9-attributes,F9-servletClass,F9-jaasConfiguration,F9-view,F9-payload,F9-NA,F9-wrapper,F9-channel,F9-uniqueId,F9-membershipService,F9-message,F10-NA,F10-true,F19-NA,F19-interface,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-String[],F4-Integer,F4-boolean,F4-Constructor,F4-InputStream,F4-long,F4-E,F4-PreparedStatement,F4-LockRecord,F4-Token,F4-Connection,F4-Object,F4-byte[],F4-File,F4-void,F4-StringBuilder,F4-String,F4-int,F4-Method,F8-AccessLogValve,F8-StandardContext,F8-LambdaExpressionComparator,F8-JarInputStreamWrapper,F8-StandardWrapper,F8-ResultSetProxy,F8-GatherState<A>,F8-McastService,F8-MapMessage,F8-JAASRealm,F8-HostManagerServlet,F8-ContextService,F8-ChannelData,F8-AbstractReplicatedMap<K V>,F8-CoordinationEvent,F8-JDBCStore,F8-NA,F8-FaultyMember,F8-ObjectReader,F8-ChannelCoordinator,F11-START_DATA,F11-INSTANCE,F11-type,F11-fnmap,F11-class_name,F11-NA,F11-serialVersionUID,F11-comparator,F11-submittedCount,F11-hasHashCode,F11-hashCode,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-mturk@apache.org,F71-jboynes@apache.org,F71-remm@apache.org,F71-fhanik@apache.org,F71-kfujino@apache.org,F71-funkman@apache.org,F71-costin@apache.org,F71-kkolinko@apache.org,F71-jhook@apache.org,F71-schultz@apache.org =  schultz = Christopher Schultz schultz@apache.org@apache.org,F71-markt@apache.org,F71-timw@apache.org,F71-billbarker@apache.org,F71-jfclere@apache.org,F71-rjung@apache.org,F71-pero@apache.org,F71-schultz@apache.org,F71-violetagg@apache.org,F71-markt@apache.org =  markt = Mark Emlyn David Thomas markt@apache.org@apache.org,F71-slaurent@apache.org,F74,F73,F84,F146,category
7732,org/apache/catalina/filters,org/apache/catalina/filters/CorsFilter.java,0,true,0,22,449,3,12,110,1,45,0.9010327022375215,569,456,0.8014059753954306,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,15,MALICIOUS_CODE,0.009333333333333334,MS_MUTABLE_COLLECTION_PKGPROTECT,20,3,0,0.011481683980317113,0.008201202843083653,0.0,0.0,0.5,0.019230769230769232,0.25170068027210885,0.16423947318398255,0.0,0.0026666666666666666,0.04666666666666667,0.16423947318398255,0.047619047619047616,0.2,1,2518,0,7732,2396,0.13333333333333333,36,300,2096,2732,0.12608272498688708,1,1,0,2,1,0,1,0.13333333333333333,2,2396,0,300,36,0,2732,2096,0.12608272498688708,2343,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7731,17995,686,6073,close
7732,org/apache/catalina/filters,org/apache/catalina/filters/CorsFilter.java,0,true,0,22,449,3,12,110,1,45,0.9087779690189329,569,456,0.8014059753954306,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,15,MALICIOUS_CODE,0.009333333333333334,MS_MUTABLE_COLLECTION_PKGPROTECT,20,3,0,0.011481683980317113,0.008201202843083653,0.0,0.0,0.5,0.019230769230769232,0.25170068027210885,0.16423947318398255,0.0,0.0026666666666666666,0.04666666666666667,0.16423947318398255,0.047619047619047616,0.2,1,2518,0,7732,2396,0.13333333333333333,36,300,2096,2732,0.12608272498688708,1,1,0,2,1,0,1,0.13333333333333333,2,2396,0,300,36,0,2732,2096,0.12608272498688708,2343,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7731,17995,686,6073,close
7732,org/apache/catalina/filters,org/apache/catalina/filters/CorsFilter.java,0,true,0,22,449,3,12,110,1,45,0.9173838209982789,569,456,0.8014059753954306,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,15,MALICIOUS_CODE,0.009333333333333334,MS_MUTABLE_COLLECTION_PKGPROTECT,20,3,0,0.011481683980317113,0.008201202843083653,0.0,0.0,0.5,0.019230769230769232,0.25170068027210885,0.16423947318398255,0.0,0.0026666666666666666,0.04666666666666667,0.16423947318398255,0.047619047619047616,0.2,1,2518,0,7732,2396,0.13333333333333333,36,300,2096,2732,0.12608272498688708,1,1,0,2,1,0,1,0.13333333333333333,2,2396,0,300,36,0,2732,2096,0.12608272498688708,2343,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7731,17995,686,6073,close
13745,org/apache/catalina/filters,org/apache/catalina/filters/CsrfPreventionFilter.java,0,true,0,10,449,4,18,110,1,45,0.9333333333333333,225,77,0.3422222222222222,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,21,1,BAD_PRACTICE,6.666666666666666E-4,SE_INNER_CLASS,19,3,0,0.011481683980317113,5.467468562055768E-4,0.0,0.0,0.0,0.0,0.2600732600732601,0.4950614421935408,-1.0,0.013333333333333334,0.034,0.4950614421935408,0.047619047619047616,-1.0,17,8531,0,13745,2396,0.2337374282566735,36,300,2096,2732,0.12608272498688708,102,24,11,137,24,78,102,0.2337374282566735,137,2396,11,300,36,78,2732,2096,0.12608272498688708,1763,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7151,17995,686,6073,open
13393,org/apache/catalina/filters,org/apache/catalina/filters/ExpiresFilter.java,0,true,0,2,449,9,0,110,1,45,0.7532387415175817,874,566,0.6475972540045767,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,2,MALICIOUS_CODE,0.056,EI_EXPOSE_REP,18,2,1,0.011481683980317113,0.0010934937124111536,5.467468562055768E-4,-1.0,0.2261904761904762,0.013463718820861678,0.25170068027210885,0.16423947318398255,-0.5476190476190477,0.0026666666666666666,0.04666666666666667,0.16423947318398255,0.047619047619047616,-1.0,16,8179,0,13393,2396,0.22607433885274034,36,300,2096,2732,0.12608272498688708,1497,63,0,1560,63,1434,1497,0.22607433885274034,1560,2396,0,300,36,1434,2732,2096,0.12608272498688708,3085,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8473,17995,686,6073,open
13393,org/apache/catalina/filters,org/apache/catalina/filters/ExpiresFilter.java,0,true,0,2,449,9,0,110,1,45,0.9907464528069093,874,566,0.6475972540045767,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,2,MALICIOUS_CODE,0.042,EI_EXPOSE_REP2,18,2,1,0.011481683980317113,0.0010934937124111536,5.467468562055768E-4,-1.0,0.23809523809523808,0.013954299668585381,0.25170068027210885,0.16423947318398255,-0.5238095238095238,0.0026666666666666666,0.04666666666666667,0.16423947318398255,0.047619047619047616,-1.0,16,8179,0,13393,2396,0.22607433885274034,36,300,2096,2732,0.12608272498688708,1497,63,0,1560,63,1434,1497,0.22607433885274034,1560,2396,0,300,36,1434,2732,2096,0.12608272498688708,3085,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8473,17995,686,6073,open
10625,org/apache/catalina/filters,org/apache/catalina/filters/FailedRequestFilter.java,0,true,7,5,449,2,0,110,2,45,0.6276595744680851,53,30,0.5660377358490566,1.0,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,1,STYLE,0.02666666666666667,BC_UNCONFIRMED_CAST,20,3,1,0.011481683980317113,5.467468562055768E-4,5.467468562055768E-4,1.0,0.575,0.007883064516129032,0.318359375,0.3384864865075027,0.15,0.014666666666666666,0.09466666666666666,0.3384864865075027,0.047619047619047616,1.0,1,5411,0,10625,2396,0.21875,36,300,2096,2732,0.12608272498688708,4,3,0,7,3,1,4,0.21875,7,2396,0,300,36,1,2732,2096,0.12608272498688708,5234,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10624,17995,686,6073,close
14871,org/apache/catalina/filters,org/apache/catalina/filters/RemoteIpFilter.java,0,true,0,28,449,4,0,110,1,45,0.43679163034001744,459,582,1.2679738562091503,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,1,BAD_PRACTICE,0.038,DE_MIGHT_IGNORE,19,3,1,0.011481683980317113,5.467468562055768E-4,5.467468562055768E-4,-1.0,0.47368421052631576,0.007554772097708387,0.2600732600732601,0.4950614421935408,-0.05263157894736842,0.013333333333333334,0.034,0.4950614421935408,0.047619047619047616,-1.0,21,9657,0,14871,2396,0.2600993366968996,36,300,2096,2732,0.12608272498688708,186,81,7,274,81,105,186,0.2600993366968996,274,2396,7,300,36,105,2732,2096,0.12608272498688708,760,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6147,17995,686,6073,open
15147,org/apache/catalina/filters,org/apache/catalina/filters/RequestDumperFilter.java,0,true,405,5,449,3,0,110,100,45,0.6270396270396271,198,48,0.24242424242424243,1.0,55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,1,PERFORMANCE,0.0013333333333333333,DM_BOXED_PRIMITIVE_TOSTRING,16,1,1,0.011481683980317113,5.467468562055768E-4,5.467468562055768E-4,1.0,1.0,0.0,0.64375,0.2883886904580449,1.0,0.05,0.019333333333333334,0.2883886904580449,0.047619047619047616,1.0,7,9933,0,15147,2396,0.04965471937454696,36,300,2096,2732,0.12608272498688708,11,7,0,18,7,4,11,0.04965471937454696,18,2396,0,300,36,4,2732,2096,0.12608272498688708,5318,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10708,17995,686,6073,close
17488,org/apache/catalina/ha/authenticator,org/apache/catalina/ha/authenticator/ClusterSingleSignOnListener.java,0,true,38,4,294,1,15,41,14,3,0.43558282208588955,102,41,0.4019607843137255,0.6367481203007519,40,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,STYLE,0.014,SF_SWITCH_NO_DEFAULT,19,2,1,0.0010934937124111536,5.467468562055768E-4,5.467468562055768E-4,1.0,0.19047619047619047,0.004974032623802209,0.318359375,0.3384864865075027,-0.6190476190476191,0.014666666666666666,0.09466666666666666,0.3384864865075027,0.0,1.0,13,12274,0,17488,265,0.06814326044769421,11,56,209,332,0.07157914093473063,76,10,8,94,10,66,76,0.06814326044769421,94,265,8,56,11,66,332,209,0.07157914093473063,4139,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9528,17995,3139,8527,close
15673,org/apache/catalina/ha/backend,org/apache/catalina/ha/backend/CollectedInfo.java,0,true,50,3,283,1,0,18,11,6,0.7641509433962265,56,32,0.5714285714285714,1.0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,CORRECTNESS,0.002,NP_NULL_PARAM_DEREF,8,2,1,0.002733734281027884,5.467468562055768E-4,5.467468562055768E-4,-1.0,0.0,0.0,0.4482758620689655,0.2843599303078346,-1.0,0.0013333333333333333,0.007333333333333333,0.2843599303078346,-1.0,-1.0,5,9812,0,15026,216,0.002179711948120499,14,51,165,281,0.06701850789348986,1,1,2,4,1,0,1,0.002179711948120499,4,216,2,51,14,0,281,165,0.06701850789348986,5357,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,10747,17995,1823,7211,open
15661,org/apache/catalina/ha/backend,org/apache/catalina/ha/backend/MultiCastSender.java,0,true,33,2,283,1,0,18,4,6,0.75,51,20,0.39215686274509803,1.0,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,1,STYLE,0.054,REC_CATCH_EXCEPTION,20,3,1,0.002733734281027884,5.467468562055768E-4,5.467468562055768E-4,-1.0,0.18518518518518517,0.004867472012035932,0.318359375,0.3384864865075027,-0.6296296296296297,0.014666666666666666,0.09466666666666666,0.3384864865075027,-1.0,-1.0,9,10447,0,15661,216,0.020771904455261794,14,51,165,281,0.06701850789348986,5,4,3,12,4,1,5,0.020771904455261794,12,216,3,51,14,1,281,165,0.06701850789348986,1823,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7211,17995,1823,7211,open
15655,org/apache/catalina/ha/backend,org/apache/catalina/ha/backend/TcpSender.java,0,true,89,3,283,1,20,18,17,6,0.5120772946859904,156,30,0.19230769230769232,0.2247191011235955,51,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,3,I18N,0.034666666666666665,DM_DEFAULT_ENCODING,19,1,3,0.002733734281027884,0.0016402405686167304,0.0016402405686167304,-1.0,0.23076923076923078,0.08875739644970414,0.3220338983050847,0.05849590932347876,-0.5384615384615384,0.002,0.010666666666666666,0.05849590932347876,-1.0,-1.0,8,10441,0,15655,216,0.11033169529611035,14,51,165,281,0.06701850789348986,163,3,0,166,3,160,163,0.11033169529611035,166,216,0,51,14,160,281,165,0.06701850789348986,4138,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,9527,17995,1823,7211,open
