F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-Object,F16-NA,F16-void,F16-int,F16-URL,F16-boolean,F16-URL[],F16-String,F16-Manifest,F16-Reader,F16-PrintStream,F16-File,F16-DateFormat,F3-NA,F3-Class,F3-Long,F3-PrintStream,F3-File,F3-Project,F3-byte[],F3-null,F3-boolean,F3-Object,F3-FileInputStream,F3-FileOutputStream,F3-char,F3-nestedTask.getTaskName(),F3-String,F3-long,F3-int,F3-Project.MSG_DEBUG,F3-Path,F3-Locale,F7--,F7-/,F7-&=,F7-++,F7-+=,F7-NA,F7-*,F7-+,F12-long,F12-int,F12-Object,F12-NA,F12-boolean,F12-Vector,F12-Method,F12-String,F12-AssertionFailedError,F12-HandlerType,F12-URL,F12-Reference,F12-File,F12-FileUtils,F12-ArrayList,F12-UnparseableExtraFieldData,F12-Union,F12-Path,F12-LinkedHashMap,F12-MailMessage,F17-final,F17-static,F17-static-final,F17-NA,F2-AbstractFileSetTest,F2-Document,F2-Process,F2-NA,F2-StringBuffer,F2-DateFormatFactory,F2-Vector,F2-Properties,F2-Math,F2-Object,F2-String,F2-Iterator,F2-Map,F2-Hashtable,F2-System,F2-List,F2-MockProject,F2-OutputStream,F2-Enumeration,F2-File,F6-java.io.ByteArrayOutputStream,F6-java.io.BufferedWriter,F6-org.apache.tools.zip.ZipLong,F6-NA,F6-java.lang.Long,F6-java.io.InputStreamReader,F6-java.util.Vector,F6-java.io.FileInputStream,F6-java.util.Properties,F6-java.io.PrintStream,F6-java.io.ByteArrayInputStream,F6-org.apache.tools.ant.util.LayoutPreservingProperties,F6-java.lang.Integer,F6-org.apache.tools.ant.types.PatternSet,F6-java.io.FileReader,F6-java.io.File,F6-java.lang.String,F6-java.lang.StringBuffer,F6-org.apache.tools.ant.types.Path,F6-java.io.BufferedReader,F13-private,F13-NA,F13-protected,F13-public,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-NA,F1-delete,F1-NA,F1-next,F1-iterator,F1-assertEquals,F1-getInstance,F1-get,F1-indexOf,F1-listFiles,F1-equals,F1-toLowerCase,F1-getProperty,F1-resolveFile,F1-load,F1-createTempFile,F1-log,F1-mkdirs,F1-list,F1-getInputStream,F1-assertTrue,F5-java.util.AbstractMap,F5-DataType,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-Task,F5-java.io.OutputStreamWriter,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.io.FilterInputStream,F5-java.io.InputStreamReader,F5-java.lang.Number,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.RuntimeException,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-EnumeratedAttribute,F5-java.util.HashMap,F9-anonymousSchema,F9-ignoreSystemclasses,F9-uname,F9-forceOverwrite,F9-replyto,F9-extDirs,F9-key,F9-keys,F9-method,F9-todir,F9-genericJarSuffix,F9-dateTime,F9-trim,F9-NA,F9-out,F9-className,F9-path,F9-nowarn,F9-buildfile,F9-dir,F10-NA,F10-true,F19-NA,F19-abstract,F19-interface,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-String[],F4-boolean,F4-InputStream,F4-File[],F4-long,F4-StringBuffer,F4-AbstractFileSet,F4-Enumeration,F4-DateFormat,F4-Node,F4-Object,F4-byte[],F4-File,F4-Element,F4-void,F4-String,F4-int,F4-Iterator,F4-SecurityManager,F8-PropertyChecker,F8-ManifestClassPath,F8-AbstractCvsTask,F8-BFT,F8-Checksum,F8-Touch,F8-Execute,F8-EjbJar,F8-JDBCTask,F8-DirectoryScanner,F8-SchemaValidate,F8-MailMessage,F8-MethodAndObject,F8-Rmic,F8-Available,F8-NA,F8-ReferenceChecker,F8-AbstractFileSet,F8-AntTypeDefinition,F8-Javac,F11-msg,F11-description,F11-nested,F11-NA,F11-refid,F11-classname,F11-FILE_UTILS,F11-type,F11-error,F11-externalAttributes,F11-unparseableExtra,F11-extraFields,F11-ref,F11-platform,F11-unlessCond,F11-from,F11-name,F11-dir,F11-to,F11-selectorsList,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-kevj@apache.org,F71-dev-null@apache.org,F71-jskeet@apache.org,F71-donaldp@apache.org,F71-antoine@apache.org,F71-jkf@apache.org,F71-stevel@apache.org,F71-jglick@apache.org,F71-bodewig@apache.org,F71-stefano@apache.org,F71-umagesh@apache.org,F71-sbailliez@apache.org,F71-ehatcher@apache.org,F71-costin@apache.org,F71-rubys@apache.org,F71-peterreilly@apache.org,F71-hibou@apache.org,F71-conor@apache.org,F71-mbenson@apache.org,F71-jhm@apache.org,F74,F73,F84,F146,category
9785,org/apache/tools/ant/taskdefs,org/apache/tools/ant/taskdefs/LoadProperties.java,3233,true,0,13,23220,1,10,3173,1,407,0.834630956088446,125,99,0.792,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,2,MT_CORRECTNESS,0.03436714165968147,IS2_INCONSISTENT_SYNC,17,2,0,0.3069387755102041,0.0016326530612244899,0.0,0.0,0.24390243902439024,0.026344862751763405,0.29310344827586204,0.13181455733663147,-0.5121951219512195,0.003352891869237217,0.010896898575020955,0.13181455733663147,-0.35106382978723405,0.0,10,3293,1858,4327,128,0.0,22,164,-36,314,0.0105474459844397,298,360,17,675,0,-62,0,0.09173653702514714,0,74661,0,51711,5511,0,131883,22950,0.07884531227428834,177,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1211,13497,20,1054,close
1744,org/apache/tools/ant/taskdefs,org/apache/tools/ant/taskdefs/LoadResource.java,513,true,80,7,23220,1,16,3173,18,407,0.7008547008547008,128,84,0.65625,0.4,28,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,1,I18N,0.134953897736798,DM_DEFAULT_ENCODING,19,1,1,0.3069387755102041,8.163265306122449E-4,8.163265306122449E-4,-1.0,0.2360248447204969,0.09015855869758112,0.20652173913043478,0.0054402077466147135,-0.5279503105590062,8.382229673093043E-4,0.03101424979044426,0.0054402077466147135,-0.35106382978723405,-1.0,9,3303,1862,4337,128,0.0,22,164,-36,314,0.0105474459844397,32,8,1,41,0,24,0,0.07193604969944974,0,74661,0,51711,5511,0,131883,22950,0.07884531227428834,709,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1744,13497,20,1054,open
6363,org/apache/tools/ant/taskdefs,org/apache/tools/ant/taskdefs/MacroDef.java,2517,true,13,19,23220,6,8,3173,2,407,0.22650602409638554,436,318,0.7293577981651376,0.5384615384615384,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,4,STYLE,0.09052808046940486,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.3069387755102041,0.0032653061224489797,8.163265306122449E-4,1.0,0.12962962962962962,0.003760859625057156,0.2532981530343008,0.4487656916173399,-0.7407407407407407,0.00586756077116513,0.07795473595976529,0.4487656916173399,-0.35106382978723405,-0.5,33,5568,2608,6602,128,0.0,22,164,-36,314,0.0105474459844397,712,193,59,964,0,519,0,0.22060652813931075,0,74661,0,51711,5511,0,131883,22950,0.07884531227428834,382,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1416,13497,20,1054,close
6363,org/apache/tools/ant/taskdefs,org/apache/tools/ant/taskdefs/MacroDef.java,2517,true,51,19,23220,6,8,3173,18,407,0.8746987951807229,436,318,0.7293577981651376,0.803921568627451,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,4,STYLE,0.09052808046940486,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.3069387755102041,0.0032653061224489797,8.163265306122449E-4,-1.0,0.12962962962962962,0.003760859625057156,0.2532981530343008,0.4487656916173399,-0.7407407407407407,0.00586756077116513,0.07795473595976529,0.4487656916173399,-0.35106382978723405,-0.5,33,5568,2608,6602,128,0.0,22,164,-36,314,0.0105474459844397,712,193,59,964,0,519,0,0.22060652813931075,0,74661,0,51711,5511,0,131883,22950,0.07884531227428834,382,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1416,13497,20,1054,open
6363,org/apache/tools/ant/taskdefs,org/apache/tools/ant/taskdefs/MacroDef.java,2517,true,3,19,23220,6,0,3173,1,407,0.9650602409638555,436,318,0.7293577981651376,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,4,STYLE,0.006705783738474434,BC_UNCONFIRMED_CAST,20,3,1,0.3069387755102041,0.0032653061224489797,8.163265306122449E-4,-1.0,0.125,0.0036458333333333334,0.2532981530343008,0.4487656916173399,-0.75,0.00586756077116513,0.07795473595976529,0.4487656916173399,-0.35106382978723405,-0.5,41,5922,2695,6956,128,0.0,22,164,-36,314,0.0105474459844397,712,193,59,964,0,519,0,0.22060652813931075,0,74661,0,51711,5511,0,131883,22950,0.07884531227428834,382,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1416,13497,20,1054,open
6363,org/apache/tools/ant/taskdefs,org/apache/tools/ant/taskdefs/MacroDef.java,2517,true,0,19,23220,6,0,3173,1,407,0.9843373493975903,436,318,0.7293577981651376,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,4,STYLE,0.006705783738474434,BC_UNCONFIRMED_CAST,20,3,1,0.3069387755102041,0.0032653061224489797,8.163265306122449E-4,-1.0,0.125,0.0036458333333333334,0.2532981530343008,0.4487656916173399,-0.75,0.00586756077116513,0.07795473595976529,0.4487656916173399,-0.35106382978723405,-0.5,41,5922,2695,6956,128,0.0,22,164,-36,314,0.0105474459844397,712,193,59,964,0,519,0,0.22060652813931075,0,74661,0,51711,5511,0,131883,22950,0.07884531227428834,382,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1416,13497,20,1054,open
6363,org/apache/tools/ant/taskdefs,org/apache/tools/ant/taskdefs/MacroInstance.java,2517,true,72,11,23220,2,0,3173,17,407,0.7360774818401937,317,72,0.22712933753943218,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,2,STYLE,0.09052808046940486,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.3069387755102041,0.0016326530612244899,8.163265306122449E-4,-1.0,0.12962962962962962,0.003760859625057156,0.2532981530343008,0.4487656916173399,-0.7407407407407407,0.00586756077116513,0.07795473595976529,0.4487656916173399,-0.35106382978723405,-1.0,6,2727,1580,3761,128,0.0,22,164,-36,314,0.0105474459844397,423,84,15,522,0,339,0,0.11100400386384508,0,74661,0,51711,5511,0,131883,22950,0.07884531227428834,382,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1416,13497,20,1054,open
6363,org/apache/tools/ant/taskdefs,org/apache/tools/ant/taskdefs/MacroInstance.java,2517,true,16,11,23220,2,12,3173,5,407,0.324455205811138,317,72,0.22712933753943218,0.6875,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,2,STYLE,0.09052808046940486,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.3069387755102041,0.0016326530612244899,8.163265306122449E-4,-1.0,0.12962962962962962,0.003760859625057156,0.2532981530343008,0.4487656916173399,-0.7407407407407407,0.00586756077116513,0.07795473595976529,0.4487656916173399,-0.35106382978723405,-1.0,37,5563,2601,6597,128,0.0,22,164,-36,314,0.0105474459844397,423,84,15,522,0,339,0,0.11100400386384508,0,74661,0,51711,5511,0,131883,22950,0.07884531227428834,382,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1416,13497,20,1054,open
4528,org/apache/tools/ant/taskdefs,org/apache/tools/ant/taskdefs/MakeUrlTest.java,1957,true,5,16,23220,1,7,3173,1,407,2.261029411764706,75,40,0.5333333333333333,0.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,1,BAD_PRACTICE,0.050293378038558254,NM_CONFUSING,19,3,0,0.3069387755102041,8.163265306122449E-4,4.0816326530612246E-4,0.5,0.36666666666666664,0.009288888888888888,0.308300395256917,0.4577366600004116,-0.26666666666666666,0.00586756077116513,0.06286672254819782,0.4577366600004116,-0.35106382978723405,1.0,5,3494,1957,4528,128,0.0022727272727272726,22,164,-36,314,0.0105474459844397,109,2,0,111,1,107,0,0.04808478765877869,1,74661,0,51711,5511,-1,131883,22950,0.07884531227428834,34,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1068,13497,20,1054,close
1416,org/apache/tools/ant/taskdefs,org/apache/tools/ant/taskdefs/Manifest.java,317,true,36,18,23220,3,16,3173,13,407,0.6988973706530959,614,456,0.742671009771987,0.6111111111111112,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,4,I18N,0.134953897736798,DM_DEFAULT_ENCODING,19,1,1,0.3069387755102041,0.0032653061224489797,8.163265306122449E-4,-1.0,0.2360248447204969,0.09015855869758112,0.20652173913043478,0.0054402077466147135,-0.5279503105590062,8.382229673093043E-4,0.03101424979044426,0.0054402077466147135,-0.35106382978723405,0.0,14,2921,1660,3955,128,0.0,22,164,-36,314,0.0105474459844397,1451,1188,99,2738,0,263,0,0.14158632524037315,0,74661,0,51711,5511,0,131883,22950,0.07884531227428834,377,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1411,13497,20,1054,open
1416,org/apache/tools/ant/taskdefs,org/apache/tools/ant/taskdefs/Manifest.java,317,true,10,18,23220,3,12,3173,1,407,0.9033078880407125,614,456,0.742671009771987,0.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,4,BAD_PRACTICE,0.0016764459346186086,NP_TOSTRING_COULD_RETURN_NULL,14,2,1,0.3069387755102041,0.0032653061224489797,8.163265306122449E-4,1.0,0.5,0.01,0.308300395256917,0.4577366600004116,0.0,0.00586756077116513,0.06286672254819782,0.4577366600004116,-0.35106382978723405,0.0,99,10729,3444,11763,128,0.0,22,164,-36,314,0.0105474459844397,1451,1188,99,2738,0,263,0,0.14158632524037315,0,74661,0,51711,5511,0,131883,22950,0.07884531227428834,377,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1411,13497,20,1054,close
1416,org/apache/tools/ant/taskdefs,org/apache/tools/ant/taskdefs/Manifest.java,317,true,0,18,23220,3,0,3173,1,407,0.2383375742154368,614,456,0.742671009771987,1.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,4,PERFORMANCE,0.006705783738474434,SBSC_USE_STRINGBUFFER_CONCATENATION,18,2,1,0.3069387755102041,0.0032653061224489797,8.163265306122449E-4,-1.0,0.0,0.0,0.33884297520661155,0.22097046702634518,-1.0,0.002514668901927913,0.03436714165968147,0.22097046702634518,-0.35106382978723405,0.0,49,8349,3208,9383,128,0.0,22,164,-36,314,0.0105474459844397,1451,1188,99,2738,0,263,0,0.14158632524037315,0,74661,0,51711,5511,0,131883,22950,0.07884531227428834,377,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1411,13497,20,1054,open
