F61,F77,F88,F70,
22,6030,2711,7064,
150,11582,3640,12616,
213,12460,4005,13494,
213,12460,4005,13494,
150,11582,3640,12616,
146,10591,3423,11625,
192,12233,3822,13267,
213,12460,4005,13494,
213,12460,4005,13494,
11,855,688,1889,
213,12460,4005,13494,
87,7850,3184,8884,
80,7685,3171,8719,
19,2401,1521,3435,
160,11509,3628,12543,
87,7850,3184,8884,
193,12302,3837,13336,
19,2401,1521,3435,
153,11087,3509,12121,
19,2401,1521,3435,
202,12453,3995,13487,
202,12453,3995,13487,
202,12453,3995,13487,
202,12453,3995,13487,
202,12453,3995,13487,
202,12453,3995,13487,
1,774,539,1808,
25,11788,3688,12822,
27,12129,3801,13163,
32,12460,4005,13494,
32,12460,4005,13494,
32,12460,4005,13494,
10,3679,2048,4713,
10,3679,2048,4713,
10,3679,2048,4713,
19,4489,2187,5523,
10,3679,2048,4713,
11,3843,2094,4877,
19,4489,2187,5523,
46,9893,3294,10927,
22,9893,3294,10927,
51,8751,3233,9785,
10,3293,1858,4327,
9,3303,1862,4337,
33,5568,2608,6602,
33,5568,2608,6602,
41,5922,2695,6956,
41,5922,2695,6956,
6,2727,1580,3761,
37,5563,2601,6597,
5,3494,1957,4528,
14,2921,1660,3955,
99,10729,3444,11763,
49,8349,3208,9383,
99,10729,3444,11763,
11,3316,1864,4350,
0,333,304,1367,
10,4594,2215,5628,
7,2850,1635,3884,
24,10354,3334,11388,
7,2850,1635,3884,
87,12415,3978,13449,
87,12415,3978,13449,
13,11999,3754,13033,
70,10655,3434,11689,
66,10185,3312,11219,
21,6096,2717,7130,
21,6096,2717,7130,
21,8592,3226,9626,
8,6096,2717,7130,
5,5576,2615,6610,
0,997,774,2031,
7,3334,1872,4368,
30,7835,3182,8869,
48,10762,3449,11796,
18,6082,2717,7116,
6,1646,1202,2680,
4,4530,2206,5564,
33,7835,3182,8869,
4,2529,1546,3563,
87,10917,3480,11951,
3,4534,2207,5568,
3,4534,2207,5568,
163,12460,4005,13494,
163,12460,4005,13494,
18,1779,1263,2813,
4,1804,1272,2838,
4,5108,2443,6142,
9,4473,2185,5507,
9,4714,2250,5748,
8,4708,2247,5742,
41,6883,2884,7917,
41,6883,2884,7917,
41,6883,2884,7917,
41,6883,2884,7917,
41,6883,2884,7917,
22,4563,2210,5597,
103,12460,4005,13494,
22,4563,2210,5597,
103,12460,4005,13494,
22,4563,2210,5597,
8,944,756,1978,
6,942,756,1976,
6,942,756,1976,
19,11999,3754,13033,
12,6061,2714,7095,
5,3679,2048,4713,
5,3679,2048,4713,
6,1895,1324,2929,
6,1895,1324,2929,
126,12234,3822,13268,
18,4608,2219,5642,
112,10901,3475,11935,
134,12460,4005,13494,
134,12460,4005,13494,
134,12460,4005,13494,
12,4887,2340,5921,
12,4887,2340,5921,
12,4887,2340,5921,
12,4887,2340,5921,
12,4887,2340,5921,
14,7828,3182,8862,
14,7828,3182,8862,
14,7828,3182,8862,
14,7828,3182,8862,
11,1321,898,2355,
21,1363,903,2397,
21,1363,903,2397,
60,6722,2850,7756,
25,1823,1284,2857,
24,7154,2930,8188,
6,3398,1912,4432,
35,10113,3303,11147,
0,1028,785,2062,
27,6000,2705,7034,
27,6000,2705,7034,
12,6416,2781,7450,
31,6159,2722,7193,
36,6684,2838,7718,
36,6684,2838,7718,
4,927,743,1961,
36,6684,2838,7718,
23,4701,2247,5735,
23,4701,2247,5735,
11,4701,2247,5735,
20,3377,1899,4411,
114,11446,3617,12480,
118,11832,3697,12866,
20,3377,1899,4411,
114,11446,3617,12480,
105,10195,3314,11229,
19,11999,3754,13033,
8,10149,3307,11183,
73,10113,3303,11147,
21,4548,2208,5582,
21,4548,2208,5582,
81,11235,3564,12269,
7,1543,1151,2577,
87,12307,3839,13341,
13,5435,2550,6469,
13,5435,2550,6469,
14,6316,2747,7350,
14,6316,2747,7350,
7,2056,1400,3090,
7,2056,1400,3090,
65,10195,3314,11229,
5,3589,2012,4623,
7,6298,2746,7332,
7,6298,2746,7332,
7,6298,2746,7332,
3,3347,1889,4381,
3,3347,1889,4381,
16,10288,3327,11322,
25,11999,3754,13033,
25,11999,3754,13033,
9,4574,2212,5608,
9,4574,2212,5608,
4,3288,1858,4322,
15,3969,2118,5003,
10,7916,3186,8950,
91,8523,3223,9557,
45,5147,2450,6181,
134,11788,3688,12822,
42,4678,2240,5712,
0,997,774,2031,
0,997,774,2031,
0,997,774,2031,
19,7310,2979,8344,
19,7310,2979,8344,
19,7310,2979,8344,
20,7741,3178,8775,
19,7310,2979,8344,
19,7310,2979,8344,
79,6265,2738,7299,
228,12460,4005,13494,
13,756,534,1790,
11,754,534,1788,
86,6728,2851,7762,
0,458,348,1492,
0,458,348,1492,
35,11999,3754,13033,
28,8569,3225,9603,
7,4751,2275,5785,
5,4751,2275,5785,
4,774,539,1808,
149,11582,3640,12616,
32,11582,3640,12616,
12,8823,3236,9857,
3,700,501,1734,
3,700,501,1734,
2,2389,1517,3423,
3,4011,2122,5045,
10,4651,2230,5685,
4,2594,1558,3628,
4,4126,2135,5160,
4,4126,2135,5160,
5,1905,1327,2939,
7,1916,1329,2950,
7,1916,1329,2950,
7,1916,1329,2950,
7,1916,1329,2950,
4,1903,1327,2937,
0,663,497,1697,
2,4603,2216,5637,
2,4603,2216,5637,
7,3540,1976,4574,
9,4603,2216,5637,
13,4602,2216,5636,
13,4602,2216,5636,
43,8193,3200,9227,
13,4602,2216,5636,
2,3941,2117,4975,
2,3941,2117,4975,
4,4692,2241,5726,
4,4692,2241,5726,
34,7839,3182,8873,
34,7839,3182,8873,
2,4601,2216,5635,
10,5378,2529,6412,
47,9119,3251,10153,
37,7850,3184,8884,
11,6380,2774,7414,
13,6392,2775,7426,
13,6392,2775,7426,
16,7850,3184,8884,
9,5910,2689,6944,
18,7850,3184,8884,
3,439,334,1473,
18,7850,3184,8884,
0,312,289,1346,
16,7850,3184,8884,
11,10591,3423,11625,
11,10591,3423,11625,
11,10591,3423,11625,
1,439,334,1473,
103,11870,3707,12904,
105,12134,3802,13168,
103,11870,3707,12904,
18,6162,2724,7196,
30,7614,3138,8648,
7,3934,2117,4968,
30,7614,3138,8648,
12,4931,2362,5965,
19,7614,3138,8648,
20,8760,3234,9794,
20,8760,3234,9794,
20,8760,3234,9794,
95,11764,3685,12798,
5,4247,2156,5281,
14,8461,3219,9495,
4,4269,2160,5303,
64,10451,3356,11485,
36,8764,3235,9798,
58,10113,3303,11147,
36,8764,3235,9798,
18,6162,2724,7196,
18,10465,3361,11499,
17,10464,3361,11498,
11,6207,2730,7241,
11,6207,2730,7241,
5,4594,2215,5628,
5,4594,2215,5628,
5,4594,2215,5628,
18,10465,3361,11499,
10,5833,2673,6867,
74,10446,3354,11480,
74,10446,3354,11480,
74,10446,3354,11480,
19,10444,3353,11478,
20,6162,2724,7196,
4,3911,2111,4945,
13,4151,2138,5185,
13,4151,2138,5185,
24,5817,2669,6851,
36,7835,3182,8869,
36,7835,3182,8869,
11,2963,1681,3997,
0,342,308,1376,
14,9051,3249,10085,
14,9051,3249,10085,
16,9644,3279,10678,
18,10591,3423,11625,
18,10591,3423,11625,
18,10591,3423,11625,
42,7835,3182,8869,
64,11201,3552,12235,
64,11201,3552,12235,
9,7227,2950,8261,
3,5033,2403,6067,
18,7845,3182,8879,
48,10734,3444,11768,
48,10734,3444,11768,
9,6564,2818,7598,
5,5393,2536,6427,
6,5393,2536,6427,
10,6564,2818,7598,
9,5393,2536,6427,
28,11889,3717,12923,
92,11889,3717,12923,
0,774,539,1808,
92,11889,3717,12923,
92,11889,3717,12923,
86,10749,3447,11783,
92,11889,3717,12923,
92,11889,3717,12923,
15,4750,2275,5784,
35,7918,3187,8952,
55,9627,3279,10661,
36,7954,3188,8988,
19,8051,3193,9085,
20,11889,3717,12923,
19,11889,3717,12923,
19,11889,3717,12923,
19,11889,3717,12923,
74,10848,3464,11882,
74,10848,3464,11882,
80,11241,3566,12275,
46,12149,3803,13183,
42,11503,3627,12537,
70,12231,3822,13265,
74,10848,3464,11882,
3,2352,1511,3386,
29,8412,3213,9446,
96,12149,3803,13183,
96,12149,3803,13183,
96,12149,3803,13183,
77,10903,3475,11937,
91,11852,3702,12886,
28,10911,3479,11945,
28,10911,3479,11945,
28,10235,3321,11269,
16,7850,3184,8884,
30,11142,3531,12176,
28,10235,3321,11269,
28,10235,3321,11269,
28,10235,3321,11269,
28,10235,3321,11269,
28,10235,3321,11269,
28,10235,3321,11269,
28,10235,3321,11269,
30,11142,3531,12176,
28,10235,3321,11269,
14,6989,2898,8023,
19,7850,3184,8884,
21,9198,3254,10232,
14,6989,2898,8023,
14,6989,2898,8023,
21,9198,3254,10232,
21,9198,3254,10232,
18,7592,3116,8626,
80,11309,3580,12343,
80,11309,3580,12343,
80,11309,3580,12343,
24,7645,3167,8679,
85,11503,3627,12537,
85,11503,3627,12537,
85,11503,3627,12537,
29,7850,3184,8884,
29,7850,3184,8884,
74,10842,3464,11876,
94,11852,3702,12886,
99,12149,3803,13183,
99,12149,3803,13183,
74,10113,3303,11147,
74,10113,3303,11147,
76,10148,3307,11182,
13,7768,3179,8802,
12,6253,2737,7287,
12,6253,2737,7287,
11,6227,2733,7261,
11,6227,2733,7261,
5,6242,2737,7276,
0,1797,1263,2831,
18,7765,3179,8799,
15,6250,2737,7284,
3,4578,2213,5612,
3,4578,2213,5612,
81,10406,3346,11440,
33,7850,3184,8884,
81,10406,3346,11440,
81,10406,3346,11440,
20,6223,2732,7257,
17,6159,2722,7193,
8,6286,2743,7320,
8,6286,2743,7320,
8,6286,2743,7320,
8,6286,2743,7320,
13,8215,3201,9249,
13,8215,3201,9249,
5,5758,2659,6792,
17,8160,3198,9194,
17,8215,3201,9249,
18,6611,2828,7645,
14,6106,2718,7140,
26,11788,3688,12822,
15,7850,3184,8884,
15,7850,3184,8884,
15,7850,3184,8884,
15,7850,3184,8884,
31,12035,3763,13069,
25,10113,3303,11147,
31,12035,3763,13069,
41,8425,3214,9459,
13,6160,2723,7194,
8,6087,2717,7121,
18,8473,3220,9507,
68,10113,3303,11147,
72,12032,3762,13066,
72,12032,3762,13066,
22,8039,3192,9073,
19,7835,3182,8869,
6,2884,1645,3918,
59,11465,3619,12499,
22,8039,3192,9073,
6,2884,1645,3918,
28,12027,3760,13061,
28,12027,3760,13061,
0,208,203,1242,
0,208,203,1242,
0,208,203,1242,
2,774,539,1808,
3,2373,1514,3407,
4,774,539,1808,
11,3598,2026,4632,
20,7393,3018,8427,
36,2148,1463,3182,
18,772,536,1806,
21,1228,857,2262,
46,2632,1563,3666,
257,10819,3460,11853,
22,1230,857,2264,
36,2148,1463,3182,
276,12211,3816,13245,
276,12211,3816,13245,
8,3117,1768,4151,
8,3117,1768,4151,
12,4767,2277,5801,
13,4781,2283,5815,
12,4767,2277,5801,
5,3875,2103,4909,
11,1714,1233,2748,
11,1714,1233,2748,
38,5150,2452,6184,
22,2860,1637,3894,
22,2860,1637,3894,
100,11123,3529,12157,
11,1714,1233,2748,
65,7835,3182,8869,
0,169,178,1203,
107,12211,3816,13245,
14,10816,3460,11850,
13,6159,2722,7193,
8,5610,2627,6644,
47,12113,3796,13147,
47,12113,3796,13147,
39,10432,3350,11466,
32,12113,3796,13147,
32,12113,3796,13147,
7,5744,2656,6778,
7,5744,2656,6778,
7,5744,2656,6778,
52,10432,3350,11466,
60,11470,3620,12504,
64,12113,3796,13147,
64,12113,3796,13147,
64,12113,3796,13147,
23,7835,3182,8869,
64,12113,3796,13147,
23,7592,3116,8626,
23,7592,3116,8626,
23,7592,3116,8626,
87,11151,3535,12185,
25,9246,3256,10280,
25,9246,3256,10280,
13,9246,3256,10280,
12,9235,3255,10269,
34,10113,3303,11147,
34,10113,3303,11147,
13,7835,3182,8869,
0,734,527,1768,
0,734,527,1768,
0,734,527,1768,
0,734,527,1768,
22,8325,3207,9359,
27,4255,2158,5289,
49,7299,2977,8333,
16,7299,2977,8333,
14,6878,2882,7912,
14,6878,2882,7912,
14,6878,2882,7912,
14,6878,2882,7912,
84,11280,3577,12314,
65,7974,3189,9008,
65,7974,3189,9008,
65,7974,3189,9008,
11,7974,3189,9008,
11,7974,3189,9008,
11,7974,3189,9008,
11,6381,2774,7415,
11,6381,2774,7415,
20,8897,3241,9931,
23,3388,1908,4422,
23,3388,1908,4422,
10,2062,1400,3096,
1,988,770,2022,
18,6349,2758,7383,
11,5743,2656,6777,
81,12218,3817,13252,
80,12135,3802,13169,
117,12218,3817,13252,
0,1404,924,2438,
26,11420,3611,12454,
14,5634,2635,6668,
16,6454,2790,7488,
22,12218,3817,13252,
3,3679,2048,4713,
57,12044,3768,13078,
30,7521,3081,8555,
51,10113,3303,11147,
12,6205,2727,7239,
12,6205,2727,7239,
12,10561,3410,11595,
3,2620,1562,3654,
5,2821,1621,3855,
16,12185,3811,13219,
16,12185,3811,13219,
31,12218,3817,13252,
31,12218,3817,13252,
31,12218,3817,13252,
30,8678,3229,9712,
76,10674,3436,11708,
23,5952,2697,6986,
76,10674,3436,11708,
11,3223,1830,4257,
19,10591,3423,11625,
19,10591,3423,11625,
19,10591,3423,11625,
19,10591,3423,11625,
7,7750,3178,8784,
2,2114,1451,3148,
59,11823,3697,12857,
19,11823,3697,12857,
19,11823,3697,12857,
19,11823,3697,12857,
32,5486,2576,6520,
140,12189,3812,13223,
56,7827,3182,8861,
140,12189,3812,13223,
139,12153,3804,13187,
14,6188,2725,7222,
31,12153,3804,13187,
29,12055,3769,13089,
29,12055,3769,13089,
29,12055,3769,13089,
18,8089,3194,9123,
32,12185,3811,13219,
5,1798,1263,2832,
73,10113,3303,11147,
89,12215,3817,13249,
89,12215,3817,13249,
17,12044,3768,13078,
17,12044,3768,13078,
14,5879,2683,6913,
14,5879,2683,6913,
3,1977,1348,3011,
14,5879,2683,6913,
9,5879,2683,6913,
5,2515,1543,3549,
11,5194,2471,6228,
15,3679,2048,4713,
27,7011,2900,8045,
3,3681,2048,4715,
52,8455,3217,9489,
12,7592,3116,8626,
18,7607,3136,8641,
18,7607,3136,8641,
18,7607,3136,8641,
18,7607,3136,8641,
18,7607,3136,8641,
18,7607,3136,8641,
18,7607,3136,8641,
18,7607,3136,8641,
18,7607,3136,8641,
17,7289,2975,8323,
1,109,106,1143,
5,4514,2205,5548,
5,3729,2055,4763,
5,3729,2055,4763,
1,2387,1517,3421,
5,4049,2125,5083,
15,7835,3182,8869,
30,10113,3303,11147,
30,10113,3303,11147,
30,10113,3303,11147,
30,10113,3303,11147,
15,7835,3182,8869,
16,7976,3189,9010,
9,1502,1085,2536,
1,180,190,1214,
8,3388,1908,4422,
3,972,763,2006,
15,3679,2048,4713,
17,3679,2048,4713,
17,3679,2048,4713,
17,3679,2048,4713,
0,180,190,1214,
0,180,190,1214,
27,7011,2900,8045,
0,280,256,1314,
0,280,256,1314,
4,999,774,2033,
4,999,774,2033,
4,999,774,2033,
8,3679,2048,4713,
0,352,309,1386,
3,994,773,2028,
1,496,373,1530,
1,496,373,1530,
0,495,371,1529,
2,667,497,1701,
0,906,714,1940,
11,3679,2048,4713,
1,1927,1331,2961,
27,7011,2900,8045,
11,3679,2048,4713,
11,3679,2048,4713,
4,1966,1344,3000,
5,3388,1908,4422,
1,966,763,2000,
5,2566,1556,3600,
13,3679,2048,4713,
13,3679,2048,4713,
13,3679,2048,4713,
4,759,534,1793,
4,3679,2048,4713,
3,3679,2048,4713,
3,2517,1543,3551,
3,2517,1543,3551,
2,3679,2048,4713,
5,3460,1934,4494,
2,3679,2048,4713,
1,964,760,1998,
5,3679,2048,4713,
2,3679,2048,4713,
2,3679,2048,4713,
2,3679,2048,4713,
4,3679,2048,4713,
4,4630,2221,5664,
4,4630,2221,5664,
11,7638,3167,8672,
18,7638,3167,8672,
14,7607,3136,8641,
14,7607,3136,8641,
14,7607,3136,8641,
6,2606,1561,3640,
7,6513,2810,7547,
7,6513,2810,7547,
7,6513,2810,7547,
18,7607,3136,8641,
4,2607,1561,3641,
4,4939,2365,5973,
28,5794,2666,6828,
28,5794,2666,6828,
28,5794,2666,6828,
28,5794,2666,6828,
28,5794,2666,6828,
28,5794,2666,6828,
28,5794,2666,6828,
28,5794,2666,6828,
28,5794,2666,6828,
21,4939,2365,5973,
27,5783,2662,6817,
28,5794,2666,6828,
28,5794,2666,6828,
27,5783,2662,6817,
15,3557,1990,4591,
28,5794,2666,6828,
28,5794,2666,6828,
28,5794,2666,6828,
4,4938,2365,5972,
4,4938,2365,5972,
12,5794,2666,6828,
12,5794,2666,6828,
12,5794,2666,6828,
7,5794,2666,6828,
0,505,389,1539,
8,5794,2666,6828,
13,3558,1994,4592,
29,5794,2666,6828,
13,3558,1994,4592,
8,5794,2666,6828,
8,5794,2666,6828,
8,5794,2666,6828,
8,5794,2666,6828,
8,5794,2666,6828,
5,2719,1578,3753,
5,2719,1578,3753,
4,4576,2212,5610,
10,5194,2471,6228,
4,1624,1194,2658,
6,503,387,1537,
41,2714,1576,3748,
12,1104,813,2138,
207,10655,3434,11689,
85,4763,2277,5797,
195,10113,3303,11147,
16,4105,2131,5139,
18,4477,2185,5511,
18,4477,2185,5511,
18,4477,2185,5511,
16,4105,2131,5139,
16,4105,2131,5139,
18,4477,2185,5511,
18,4477,2185,5511,
18,4477,2185,5511,
16,4105,2131,5139,
18,4477,2185,5511,
18,4477,2185,5511,
18,4477,2185,5511,
18,4477,2185,5511,
18,4477,2185,5511,
18,4477,2185,5511,
18,4477,2185,5511,
18,4477,2185,5511,
14,3255,1841,4289,
14,3255,1841,4289,
14,3255,1841,4289,
14,3255,1841,4289,
14,3255,1841,4289,
44,10407,3346,11441,
46,10591,3423,11625,
5,2016,1379,3050,
48,10619,3433,11653,
48,10619,3433,11653,
16,4105,2131,5139,
4,1658,1208,2692,
4,1658,1208,2692,
16,4105,2131,5139,
2,1123,826,2157,
10,4516,2205,5550,
30,11831,3697,12865,
9,7313,2983,8347,
9,7313,2983,8347,
6,774,539,1808,
43,7592,3116,8626,
42,7580,3097,8614,
47,8199,3200,9233,
47,8199,3200,9233,
0,915,724,1949,
9,1264,863,2298,
9,1264,863,2298,
9,1264,863,2298,
9,1264,863,2298,
1,1260,862,2294,
3,1264,863,2298,
3,1264,863,2298,
3,1264,863,2298,
3,1264,863,2298,
3,1264,863,2298,
3,1264,863,2298,
3,1264,863,2298,
3,1264,863,2298,
3,1264,863,2298,
1,1260,862,2294,
3,1264,863,2298,
6,5872,2681,6906,
11,7215,2947,8249,
3,4178,2145,5212,
4,4178,2145,5212,
4,4178,2145,5212,
4,4178,2145,5212,
0,22,32,1056,
22,11832,3697,12866,
5,5194,2471,6228,
3,3679,2048,4713,
4,2708,1573,3742,
4,2708,1573,3742,
3,2692,1572,3726,
10,2260,1489,3294,
10,2260,1489,3294,
10,2260,1489,3294,
2,2260,1489,3294,
36,11768,3685,12802,
26,3418,1919,4452,
13,1020,780,2054,
26,3418,1919,4452,
22,2231,1484,3265,
26,3418,1919,4452,
4,1965,1344,2999,
4,1965,1344,2999,
8,2279,1499,3313,
8,2279,1499,3313,
6,2254,1489,3288,
4,2254,1489,3288,
1,1821,1283,2855,
41,10113,3303,11147,
0,638,491,1672,
0,283,259,1317,
7,2455,1531,3489,
5,1158,834,2192,
4,1557,1159,2591,
7,9360,3261,10394,
0,1318,898,2352,
38,12128,3801,13162,
7,5909,2689,6943,
7,5909,2689,6943,
7,5909,2689,6943,
7,5909,2689,6943,
7,5909,2689,6943,
7,5909,2689,6943,
38,12128,3801,13162,
26,11746,3683,12780,
26,12414,3978,13448,
39,12414,3978,13448,
39,12414,3978,13448,
6,6698,2844,7732,
12,4678,2240,5712,
33,11472,3620,12506,
35,12414,3978,13448,
3,850,681,1884,
3,850,681,1884,
1,838,673,1872,
24,11173,3539,12207,
24,11173,3539,12207,
24,11173,3539,12207,
0,390,318,1424,
1,835,671,1869,
1,835,671,1869,
2,835,671,1869,
3,848,681,1882,
3,848,681,1882,
27,11173,3539,12207,
53,11173,3539,12207,
53,11173,3539,12207,
53,11173,3539,12207,
10,10452,3356,11486,
10,10452,3356,11486,
21,4606,2219,5640,
