F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-StringBuffer,F16-Boolean,F16-Object,F16-NA,F16-void,F16-int,F16-URL,F16-boolean,F16-Enumeration,F16-URL[],F16-String,F16-InputStream,F16-Resource,F16-Reader,F16-PrintStream,F16-Iterator<Resource>,F16-File,F16-Map<URL Location>,F16-DateFormat,F3-NA,F3-Class,F3-Integer,F3-Long,F3-PrintStream,F3-File,F3-InputStream,F3-Project,F3-byte[],F3-null,F3-boolean,F3-Object,F3-FileInputStream,F3-FileOutputStream,F3-char,F3-String,F3-long,F3-int,F3-String[],F3-Project.MSG_DEBUG,F7--,F7-/,F7-++,F7-+=,F7-NA,F7-*,F7-+,F12-long,F12-int,F12-List<ResourceComparator>,F12-Object,F12-NA,F12-List<NameEntry>,F12-boolean,F12-String,F12-AssertionFailedError,F12-Vector<Object>,F12-URL,F12-File,F12-Feature,F12-Mapper,F12-Vector<FileSelector>,F12-FileUtils,F12-ArrayList,F12-Collection<Resource>,F12-Union,F12-Path,F17-final,F17-static,F17-static-final,F17-NA,F2-AbstractFileSetTest,F2-Process,F2-Document,F2-Thread,F2-NA,F2-Vector<String>,F2-ByteArrayOutputStream,F2-StringBuffer,F2-DateFormatFactory,F2-Properties,F2-Math,F2-Object,F2-String,F2-Iterator,F2-Map,F2-Hashtable,F2-System,F2-MockProject,F2-OutputStream,F2-File,F6-java.io.ByteArrayOutputStream,F6-java.io.BufferedWriter,F6-NA,F6-java.lang.Long,F6-org.apache.tools.ant.taskdefs.FileResource,F6-java.io.InputStreamReader,F6-java.io.FileOutputStream,F6-java.io.FileInputStream,F6-java.util.Properties,F6-java.io.PrintStream,F6-java.io.ByteArrayInputStream,F6-java.lang.Integer,F6-org.apache.tools.ant.util.LayoutPreservingProperties,F6-java.io.FileReader,F6-java.io.File,F6-java.util.ArrayList<org.apache.tools.ant.types.PatternSet.NameEntry>,F6-java.lang.String,F6-java.lang.StringBuffer,F6-org.apache.tools.ant.types.Path,F6-java.io.BufferedReader,F13-private,F13-NA,F13-protected,F13-public,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F1-delete,F1-NA,F1-close,F1-next,F1-assertEquals,F1-write,F1-getInstance,F1-get,F1-listFiles,F1-equals,F1-getProperty,F1-resolveFile,F1-put,F1-load,F1-createTempFile,F1-log,F1-toString,F1-list,F1-getInputStream,F1-assertTrue,F5-java.util.AbstractMap,F5-DataType,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-Task,F5-java.io.OutputStreamWriter,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.io.FilterInputStream,F5-java.io.InputStreamReader,F5-java.lang.Number,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.RuntimeException,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-EnumeratedAttribute,F5-java.text.DateFormat,F9-srcDir,F9-anonymousSchema,F9-failOnError,F9-ignoreSystemclasses,F9-uname,F9-replyto,F9-extDirs,F9-keys,F9-lastmodified,F9-dateTime,F9-trim,F9-NA,F9-out,F9-className,F9-path,F9-nowarn,F9-port,F9-buildfile,F9-length,F9-dir,F10-NA,F10-true,F19-NA,F19-abstract,F19-interface,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-String[],F4-boolean,F4-InputStream,F4-File[],F4-long,F4-Process,F4-Set,F4-StringBuffer,F4-AbstractFileSet,F4-Enumeration,F4-DateFormat,F4-Object,F4-byte[],F4-File,F4-Element,F4-void,F4-String,F4-int,F4-SecurityManager,F8-PropertyChecker,F8-ManifestClassPath,F8-Length,F8-GenerateKey,F8-Get,F8-BFT,F8-Checksum,F8-Touch,F8-Resource,F8-SchemaValidate,F8-MailMessage,F8-Rmic,F8-Available,F8-NA,F8-ReferenceChecker,F8-AbstractFileSet,F8-FixCRLF,F8-AntTypeDefinition,F8-EmailTask,F8-Javac,F11-msg,F11-nested,F11-NA,F11-refid,F11-WEBLOGIC_DEPLOY_CLASS_NAME,F11-classname,F11-FILE_UTILS,F11-excludesFileList,F11-type,F11-error,F11-ref,F11-unlessCond,F11-cache,F11-size,F11-from,F11-name,F11-dir,F11-to,F11-selectorsList,F11-resourceComparators,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-kevj@apache.org,F71-dev-null@apache.org,F71-jskeet@apache.org,F71-donaldp@apache.org,F71-antoine@apache.org,F71-jkf@apache.org,F71-stevel@apache.org,F71-jglick@apache.org,F71-bodewig@apache.org,F71-stefano@apache.org,F71-umagesh@apache.org,F71-sbailliez@apache.org,F71-ehatcher@apache.org,F71-costin@apache.org,F71-rubys@apache.org,F71-peterreilly@apache.org,F71-hibou@apache.org,F71-conor@apache.org,F71-mbenson@apache.org,F71-jhm@apache.org,F74,F73,F84,F146,category
1683,org/apache/tools/ant/filters,org/apache/tools/ant/filters/SortFilter.java,1223,true,0,11,2239,2,22,276,1,61,0.968,137,215,1.5693430656934306,1.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2,PERFORMANCE,0.03286770747740345,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.018638573743922204,0.0016207455429497568,0.0,0.0,0.475,0.015585937499999999,0.2625,0.1484261621315192,-0.05,8.216926869350862E-4,0.03368940016433854,0.1484261621315192,0.4782608695652174,1.0,0,19,132,732,0,0.0,0,0,0,0,0.0,17,17,24,58,0,0,0,0.11186306329466456,0,6401,0,4183,181,0,10765,2218,0.09271121220355973,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,732,13497,20,732,close
7706,org/apache/tools/ant/filters,org/apache/tools/ant/filters/StripJavaCommentsTest.java,3567,true,3,4,2239,1,4,276,1,61,0.8269230769230769,23,19,0.8260869565217391,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,CORRECTNESS,0.06984387838948233,IJU_TEARDOWN_NO_SUPER,7,2,1,0.018638573743922204,8.103727714748784E-4,8.103727714748784E-4,1.0,0.7647058823529411,0.014994232987312575,0.6875,0.30950160395040366,0.5294117647058824,0.0,0.06327033689400165,0.30950160395040366,0.4782608695652174,1.0,9,6993,3567,7706,0,0.0,0,0,0,0,0.0,20,89,1,110,0,-69,0,0.003055167598401458,0,6401,0,4183,181,0,10765,2218,0.09271121220355973,2938,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3653,13497,20,732,close
7600,org/apache/tools/ant/filters,org/apache/tools/ant/filters/TokenFilterTest.java,3549,true,10,34,2239,2,12,276,1,61,0.8513513513513513,228,23,0.10087719298245613,0.4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,I18N,0.13640098603122433,DM_DEFAULT_ENCODING,19,1,1,0.018638573743922204,0.0024311183144246355,8.103727714748784E-4,1.0,0.18674698795180722,0.0759362752213674,0.164021164021164,0.003427425665023023,-0.6265060240963856,8.216926869350862E-4,0.024650780608052588,0.003427425665023023,0.4782608695652174,0.3333333333333333,3,3262,2401,3975,0,0.0,0,0,0,0,0.0,19,298,1,318,0,-279,0,0.0158367305254461,0,6401,0,4183,181,0,10765,2218,0.09271121220355973,2938,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3653,13497,20,732,close
7600,org/apache/tools/ant/filters,org/apache/tools/ant/filters/TokenFilterTest.java,3549,true,3,34,2239,2,4,276,1,61,0.15202702702702703,228,23,0.10087719298245613,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,CORRECTNESS,0.06984387838948233,IJU_TEARDOWN_NO_SUPER,7,2,1,0.018638573743922204,0.0024311183144246355,8.103727714748784E-4,1.0,0.7647058823529411,0.014994232987312575,0.6875,0.30950160395040366,0.5294117647058824,0.0,0.06327033689400165,0.30950160395040366,0.4782608695652174,0.3333333333333333,15,6887,3549,7600,0,0.0,0,0,0,0,0.0,19,298,1,318,0,-279,0,0.0158367305254461,0,6401,0,4183,181,0,10765,2218,0.09271121220355973,2938,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,3653,13497,20,732,close
7600,org/apache/tools/ant/filters,org/apache/tools/ant/filters/TokenFilterTest.java,3549,true,0,34,2239,2,0,276,1,61,0.9831081081081081,228,23,0.10087719298245613,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,I18N,0.018898931799506986,DM_CONVERT_CASE,20,3,1,0.018638573743922204,0.0024311183144246355,8.103727714748784E-4,-1.0,0.0,0.0,0.164021164021164,0.003427425665023023,-1.0,8.216926869350862E-4,0.024650780608052588,0.003427425665023023,0.4782608695652174,0.3333333333333333,15,6887,3549,7600,0,0.0,0,0,0,0,0.0,19,298,1,318,0,-279,0,0.0158367305254461,0,6401,0,4183,181,0,10765,2218,0.09271121220355973,2938,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,3653,13497,20,732,open
6259,org/apache/tools/ant/filters/util,org/apache/tools/ant/filters/util/ChainReaderHelper.java,3219,true,0,10,128,2,22,10,1,2,0.578397212543554,179,86,0.48044692737430167,1.0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,PERFORMANCE,0.03286770747740345,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,8.103727714748784E-4,8.103727714748784E-4,0.0,0.0,0.475,0.015585937499999999,0.2625,0.1484261621315192,-0.05,8.216926869350862E-4,0.03368940016433854,0.1484261621315192,-1.0,-1.0,40,8983,3959,9696,0,0.0,0,0,0,0,0.0,551,146,46,743,0,405,0,0.10819663282770209,0,551,0,146,46,0,743,405,0.10819663282770209,20,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,732,13497,20,732,open
6259,org/apache/tools/ant/helper,org/apache/tools/ant/helper/ProjectHelper2.java,3219,true,107,13,1004,7,12,54,18,20,0.21422797089733225,679,463,0.6818851251840943,0.5981308411214953,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,STYLE,0.02875924404272802,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,1,0.0024311183144246355,8.103727714748784E-4,8.103727714748784E-4,-1.0,0.2,0.005517241379310346,0.1912568306010929,0.32134206603592236,-0.6,0.0024650780608052587,0.05505341002465078,0.32134206603592236,-1.0,-1.0,71,6410,3448,7123,0,0.0,0,0,0,0,0.0,653,588,57,1298,0,65,0,0.14050197810693624,0,1263,0,822,67,0,2152,441,0.13610799306757534,20,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,732,13497,20,732,open
6259,org/apache/tools/ant/helper,org/apache/tools/ant/helper/ProjectHelperImpl.java,3219,true,6,4,1004,9,12,54,2,20,0.9970731707317073,444,490,1.1036036036036037,0.6666666666666666,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,STYLE,0.08134757600657354,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.0024311183144246355,0.0016207455429497568,8.103727714748784E-4,-1.0,0.0707070707070707,0.0022657786503136553,0.1912568306010929,0.32134206603592236,-0.8585858585858586,0.0024650780608052587,0.05505341002465078,0.32134206603592236,-1.0,-1.0,41,8808,3953,9521,0,0.0,0,0,0,0,0.0,137,197,9,343,0,-60,0,0.07902879442735146,0,1263,0,822,67,0,2152,441,0.13610799306757534,20,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,732,13497,20,732,open
6259,org/apache/tools/ant/helper,org/apache/tools/ant/helper/ProjectHelperImpl.java,3219,true,11,4,1004,9,0,54,4,20,0.5882926829268292,444,490,1.1036036036036037,1.0,7,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,STYLE,0.08134757600657354,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.0024311183144246355,0.0016207455429497568,8.103727714748784E-4,-1.0,0.0707070707070707,0.0022657786503136553,0.1912568306010929,0.32134206603592236,-0.8585858585858586,0.0024650780608052587,0.05505341002465078,0.32134206603592236,-1.0,-1.0,4,2107,1994,2820,0,0.0,0,0,0,0,0.0,137,197,9,343,0,-60,0,0.07902879442735146,0,1263,0,822,67,0,2152,441,0.13610799306757534,20,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,732,13497,20,732,open
9755,org/apache/tools/ant/input,org/apache/tools/ant/input/DefaultInputHandler.java,3962,true,29,4,156,1,12,22,3,7,0.42857142857142855,67,45,0.6716417910447762,0.1724137931034483,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,I18N,0.13640098603122433,DM_DEFAULT_ENCODING,19,1,1,0.005672609400324149,8.103727714748784E-4,8.103727714748784E-4,-1.0,0.18674698795180722,0.0759362752213674,0.164021164021164,0.003427425665023023,-0.6265060240963856,8.216926869350862E-4,0.024650780608052588,0.003427425665023023,-1.0,-1.0,5,3139,2349,3852,0,0.0,0,0,0,0,0.0,241,22,19,282,0,219,0,0.12936902075972145,0,837,0,341,72,0,1250,496,0.10605571495178408,20,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,732,13497,20,732,open
4431,org/apache/tools/ant/input,org/apache/tools/ant/input/GreedyInputHandler.java,2643,true,33,2,156,1,12,22,3,7,0.8354430379746836,42,32,0.7619047619047619,0.6666666666666666,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,I18N,0.13640098603122433,DM_DEFAULT_ENCODING,19,1,1,0.005672609400324149,8.103727714748784E-4,8.103727714748784E-4,-1.0,0.18674698795180722,0.0759362752213674,0.164021164021164,0.003427425665023023,-0.6265060240963856,8.216926869350862E-4,0.024650780608052588,0.003427425665023023,-1.0,-1.0,4,3718,2643,4431,0,0.0,0,0,0,0,0.0,69,6,0,75,0,63,0,0.24519277949888987,0,837,0,341,72,0,1250,496,0.10605571495178408,354,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1068,13497,20,732,open
9755,org/apache/tools/ant/input,org/apache/tools/ant/input/InputRequest.java,3962,true,3,7,156,1,6,22,1,7,1.489247311827957,30,52,1.7333333333333334,0.8333333333333334,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,BAD_PRACTICE,0.05012325390304026,NM_CONFUSING,19,3,0,0.005672609400324149,8.103727714748784E-4,4.051863857374392E-4,-0.5,0.3114754098360656,0.008578339156140823,0.2589641434262948,0.31733725633408433,-0.3770491803278688,0.0024650780608052587,0.05094494658997535,0.31733725633408433,-1.0,-1.0,19,9042,3962,9755,0,0.0,0,0,0,0,0.0,171,9,1,181,0,162,0,0.037837633291674645,0,837,0,341,72,0,1250,496,0.10605571495178408,703,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1417,13497,20,732,open
