F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-ByteBuffer,F16-long[],F16-long,F16-Boolean,F16-Object,F16-NA,F16-void,F16-int,F16-SSLSocket,F16-boolean,F16-Double,F16-String,F16-Integer,F16-Set<String>,F16-SSTableWriter,F16-CompositeData,F16-Long,F16-MessageOut,F16-Collection<ColumnFamily>,F16-File,F3-NA,F3-Class,F3-EncryptionOptions,F3-PrintStream,F3-SSTableReader,F3-TCompactProtocol,F3-rows.size(),F3-Row,F3-byte[],F3-boolean,F3-char,F3-pager.isExhausted(),F3-String,F3-long,F3-InetAddress,F3-int,F3-ByteBuffer,F3-String[],F3-BitSet,F3-input,F7--,F7-/,F7---,F7-++,F7-%,F7-+=,F7-&,F7-NA,F7-*=,F7-*,F7-+,F7-^=,F12-long,F12-int,F12-FixedValueComparator,F12-Map<AbstractType ReversedType>,F12-NA,F12-boolean,F12-TField,F12-Logger,F12-UTF8Type,F12-String,F12-TimeUUIDType,F12-double,F12-Histogram,F12-FloatType,F12-List<AbstractType>,F12-TStruct,F12-UUID,F12-InetAddress,F12-Map<Class<? extends IScheme> SchemeFactory>,F12-Comparator<IndexInfo>,F17-static,F17-final,F17-NA,F2-Class,F2-NA,F2-Map<String String>,F2-Random,F2-Integer,F2-SSLFactory,F2-Math,F2-CqlLexer,F2-PrintStream,F2-CliLexer,F2-Object,F2-String,F2-TreeSet<ByteBuffer>,F2-ByteBuffer,F2-Long,F2-System,F2-Cql_Lexer,F2-CqlParser,F2-Boolean,F2-File,F6-java.util.Random,F6-java.io.RandomAccessFile,F6-NA,F6-java.lang.Long,F6-java.io.FileOutputStream,F6-org.apache.cassandra.db.marshal.InetAddressType,F6-java.util.HashMap<java.lang.Class<? extends org.apache.cassandra.thrift.IScheme> org.apache.cassandra.thrift.SchemeFactory>,F6-org.apache.cassandra.io.compress.CompressedSequentialWriter,F6-java.io.PrintStream,F6-org.apache.thrift.protocol.TCompactProtocol,F6-java.lang.IllegalStateException,F6-org.apache.cassandra.cli.RewriteRuleSubtreeStream,F6-org.apache.thrift.protocol.TStruct,F6-java.io.File,F6-java.lang.String,F6-org.apache.cassandra.hadoop.pig.ResourceFieldSchema,F6-org.apache.thrift.protocol.TField,F6-java.io.BufferedReader,F6-org.apache.cassandra.db.Column,F6-org.apache.cassandra.db.marshal.DynamicCompositeType.FixedValueComparator,F13-private,F13-NA,F13-public,F13-protected,F18-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-final-final,F14-NA,F14-final,F1-registerQuery,F1-size,F1-NA,F1-add,F1-getDeclaredField,F1-pushFollow,F1-write,F1-assertEquals,F1-println,F1-get,F1-getSSTables,F1-equals,F1-compareTo,F1-predict,F1-value,F1-match,F1-count,F1-createTempFile,F1-max,F1-exit,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.OutputStreamWriter,F5-java.util.concurrent.FutureTask,F5-AbstractType,F5-java.io.FilterOutputStream,F5-java.util.EventObject,F5-java.lang.Number,F5-AbstractCommutativeType,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.RuntimeException,F5-java.lang.AbstractStringBuilder,F5-java.io.BufferedReader,F5-java.io.OutputStream,F5-java.lang.Exception,F5-java.text.DateFormat,F9-meter,F9-id,F9-row_cache_size,F9-dataDir,F9-poolName,F9-description,F9-bloom_filter_fp_chance,F9-string,F9-key_cache_size,F9-bytes,F9-planId,F9-finalState,F9-keyspaceName,F9-dclocal_read_repair_chance,F9-NA,F9-path,F9-sessions,F9-keySpace,F9-columnFamilyName,F10-NA,F19-NA,F19-abstract,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-String[],F4-boolean,F4-InputStream,F4-ByteBuffer,F4-long,F4-SSLContext,F4-List<ColumnDef>,F4-Raw,F4-byte[],F4-File,F4-void,F4-List,F4-int,F4-String,F4-Field,F4-BigInteger,F4-Class,F4-InetAddress,F4-byte,F8-ColumnFamilyMetricNameFactory,F8-CliClient,F8-MD5Digest,F8-StreamException,F8-KeyspaceMetricNameFactory,F8-NA,F8-StreamState,F8-ThreadPoolMetricNameFactory,F8-DifferencingCounter,F8-WriterThread,F8-MeasureableString,F8-CfDef,F11-SUPER_COLUMN_FIELD_DESC,F11-IRE_FIELD_DESC,F11-COMPRESSION_FIELD_DESC,F11-NA,F11-NAME_FIELD_DESC,F11-instances,F11-SUCCESS_FIELD_DESC,F11-KEY_FIELD_DESC,F11-schemes,F11-KEYSPACE_FIELD_DESC,F11-START_TOKEN_FIELD_DESC,F11-WHY_FIELD_DESC,F11-COLUMN_PARENT_FIELD_DESC,F11-STRUCT_DESC,F11-COLUMN_FAMILY_FIELD_DESC,F11-COLUMNS_FIELD_DESC,F11-instance,F11-QUERY_FIELD_DESC,F11-UE_FIELD_DESC,F11-ITEM_ID_FIELD_DESC,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-xedin@apache.org,F71-jmckenzie@apache.org,F71-povel.y@gmail.com,F71-sylvain@datastax.com,F71-yukim@apache.org,F71-brandonwilliams@apache.org,F71-dbrosius@mebigfatguy.com,F71-johan@apache.org,F71-benedict@apache.org,F71-jakers@gmail.com,F71-marcuse@apache.org,F71-jbellis@apache.org,F71-gdusbabek@apache.org,F71-vijay2win@gmail.com,F71-dbrosius@apache.org,F71-aleksey@apache.org,F71-jake@apache.org,F71-eevans@apache.org,F71-tyler@datastax.com,F71-slebresne@apache.org,F74,F73,F84,F146,category
2742,org/apache/cassandra/cql3,org/apache/cassandra/cql3/Cql_Parser.java,0,true,162,186,16869,25,0,2160,31,336,0.6855005811896699,16339,1576,0.09645633147683456,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,292,STYLE,0.06610526315789474,NP_LOAD_OF_KNOWN_NULL_VALUE,19,3,2,0.023963133640552997,0.014951356886840758,1.0240655401945725E-4,-1.0,0.012738853503184714,4.336750039520384E-4,0.09855334538878843,0.47946243541598527,-0.9745222929936306,0.00631578947368421,0.042105263157894736,0.47946243541598527,-0.9786324786324786,-1.0,0,11033,2220,13775,885,0.0,36,254,631,1175,0.04378337398070414,0,0,0,0,0,0,0,0.0,0,8583,0,1894,804,0,11281,6689,0.07690562537555556,11033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13775,14,2750,open
2742,org/apache/cassandra/cql3,org/apache/cassandra/cql3/Cql_Parser.java,0,true,756,186,16869,25,0,2160,176,336,0.6902872737511642,16339,1576,0.09645633147683456,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,292,STYLE,0.06610526315789474,NP_LOAD_OF_KNOWN_NULL_VALUE,19,3,2,0.023963133640552997,0.014951356886840758,1.0240655401945725E-4,-1.0,0.012738853503184714,4.336750039520384E-4,0.09855334538878843,0.47946243541598527,-0.9745222929936306,0.00631578947368421,0.042105263157894736,0.47946243541598527,-0.9786324786324786,-1.0,0,11033,2220,13775,885,0.0,36,254,631,1175,0.04378337398070414,0,0,0,0,0,0,0,0.0,0,8583,0,1894,804,0,11281,6689,0.07690562537555556,11033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13775,14,2750,open
2742,org/apache/cassandra/cql3,org/apache/cassandra/cql3/Cql_Parser.java,0,true,2056,186,16869,25,0,2160,913,336,0.4171615201900237,16339,1576,0.09645633147683456,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,292,STYLE,0.06610526315789474,NP_LOAD_OF_KNOWN_NULL_VALUE,19,3,2,0.023963133640552997,0.014951356886840758,1.0240655401945725E-4,-1.0,0.012738853503184714,4.336750039520384E-4,0.09855334538878843,0.47946243541598527,-0.9745222929936306,0.00631578947368421,0.042105263157894736,0.47946243541598527,-0.9786324786324786,-1.0,0,11033,2220,13775,885,0.0,36,254,631,1175,0.04378337398070414,0,0,0,0,0,0,0,0.0,0,8583,0,1894,804,0,11281,6689,0.07690562537555556,11033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13775,14,2750,open
2742,org/apache/cassandra/cql3,org/apache/cassandra/cql3/Cql_Parser.java,0,true,228,186,16869,25,0,2160,43,336,0.39101430231970485,16339,1576,0.09645633147683456,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,292,STYLE,0.06610526315789474,NP_LOAD_OF_KNOWN_NULL_VALUE,19,3,1,0.023963133640552997,0.014951356886840758,5.120327700972862E-5,-1.0,0.012738853503184714,4.336750039520384E-4,0.09855334538878843,0.47946243541598527,-0.9745222929936306,0.00631578947368421,0.042105263157894736,0.47946243541598527,-0.9786324786324786,-1.0,0,11033,2220,13775,885,0.0,36,254,631,1175,0.04378337398070414,0,0,0,0,0,0,0,0.0,0,8583,0,1894,804,0,11281,6689,0.07690562537555556,11033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13775,14,2750,open
2742,org/apache/cassandra/cql3,org/apache/cassandra/cql3/Cql_Parser.java,0,true,124,186,16869,25,0,2160,21,336,0.3951837064739475,16339,1576,0.09645633147683456,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,292,STYLE,0.06610526315789474,NP_LOAD_OF_KNOWN_NULL_VALUE,19,3,1,0.023963133640552997,0.014951356886840758,5.120327700972862E-5,-1.0,0.012738853503184714,4.336750039520384E-4,0.09855334538878843,0.47946243541598527,-0.9745222929936306,0.00631578947368421,0.042105263157894736,0.47946243541598527,-0.9786324786324786,-1.0,0,11033,2220,13775,885,0.0,36,254,631,1175,0.04378337398070414,0,0,0,0,0,0,0,0.0,0,8583,0,1894,804,0,11281,6689,0.07690562537555556,11033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13775,14,2750,open
2742,org/apache/cassandra/cql3,org/apache/cassandra/cql3/Cql_Parser.java,0,true,275,186,16869,25,0,2160,61,336,0.4364077424571689,16339,1576,0.09645633147683456,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,292,STYLE,0.06610526315789474,NP_LOAD_OF_KNOWN_NULL_VALUE,19,3,2,0.023963133640552997,0.014951356886840758,1.0240655401945725E-4,-1.0,0.012738853503184714,4.336750039520384E-4,0.09855334538878843,0.47946243541598527,-0.9745222929936306,0.00631578947368421,0.042105263157894736,0.47946243541598527,-0.9786324786324786,-1.0,0,11033,2220,13775,885,0.0,36,254,631,1175,0.04378337398070414,0,0,0,0,0,0,0,0.0,0,8583,0,1894,804,0,11281,6689,0.07690562537555556,11033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13775,14,2750,open
2742,org/apache/cassandra/cql3,org/apache/cassandra/cql3/Cql_Parser.java,0,true,5325,186,16869,25,0,2160,1226,336,0.05380906655885177,16339,1576,0.09645633147683456,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,292,STYLE,0.06610526315789474,NP_LOAD_OF_KNOWN_NULL_VALUE,19,3,2,0.023963133640552997,0.014951356886840758,1.0240655401945725E-4,-1.0,0.012738853503184714,4.336750039520384E-4,0.09855334538878843,0.47946243541598527,-0.9745222929936306,0.00631578947368421,0.042105263157894736,0.47946243541598527,-0.9786324786324786,-1.0,0,11033,2220,13775,885,0.0,36,254,631,1175,0.04378337398070414,0,0,0,0,0,0,0,0.0,0,8583,0,1894,804,0,11281,6689,0.07690562537555556,11033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13775,14,2750,open
2742,org/apache/cassandra/cql3,org/apache/cassandra/cql3/Cql_Parser.java,0,true,63,186,16869,25,0,2160,14,336,0.07312882195380806,16339,1576,0.09645633147683456,1.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,292,STYLE,0.06610526315789474,NP_LOAD_OF_KNOWN_NULL_VALUE,19,3,1,0.023963133640552997,0.014951356886840758,5.120327700972862E-5,-1.0,0.012738853503184714,4.336750039520384E-4,0.09855334538878843,0.47946243541598527,-0.9745222929936306,0.00631578947368421,0.042105263157894736,0.47946243541598527,-0.9786324786324786,-1.0,0,11033,2220,13775,885,0.0,36,254,631,1175,0.04378337398070414,0,0,0,0,0,0,0,0.0,0,8583,0,1894,804,0,11281,6689,0.07690562537555556,11033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13775,14,2750,open
2742,org/apache/cassandra/cql3,org/apache/cassandra/cql3/Cql_Parser.java,0,true,2160,186,16869,25,0,2160,601,336,0.11909081720321422,16339,1576,0.09645633147683456,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,292,STYLE,0.06610526315789474,NP_LOAD_OF_KNOWN_NULL_VALUE,19,3,2,0.023963133640552997,0.014951356886840758,1.0240655401945725E-4,-1.0,0.012738853503184714,4.336750039520384E-4,0.09855334538878843,0.47946243541598527,-0.9745222929936306,0.00631578947368421,0.042105263157894736,0.47946243541598527,-0.9786324786324786,-1.0,0,11033,2220,13775,885,0.0,36,254,631,1175,0.04378337398070414,0,0,0,0,0,0,0,0.0,0,8583,0,1894,804,0,11281,6689,0.07690562537555556,11033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13775,14,2750,open
2742,org/apache/cassandra/cql3,org/apache/cassandra/cql3/Cql_Parser.java,0,true,212,186,16869,25,0,2160,41,336,0.08252893313791884,16339,1576,0.09645633147683456,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,292,STYLE,0.06610526315789474,NP_LOAD_OF_KNOWN_NULL_VALUE,19,3,2,0.023963133640552997,0.014951356886840758,1.0240655401945725E-4,-1.0,0.012738853503184714,4.336750039520384E-4,0.09855334538878843,0.47946243541598527,-0.9745222929936306,0.00631578947368421,0.042105263157894736,0.47946243541598527,-0.9786324786324786,-1.0,0,11033,2220,13775,885,0.0,36,254,631,1175,0.04378337398070414,0,0,0,0,0,0,0,0.0,0,8583,0,1894,804,0,11281,6689,0.07690562537555556,11033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13775,14,2750,open
2742,org/apache/cassandra/cql3,org/apache/cassandra/cql3/Cql_Parser.java,0,true,236,186,16869,25,0,2160,49,336,0.08564966897457926,16339,1576,0.09645633147683456,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,292,STYLE,0.06610526315789474,NP_LOAD_OF_KNOWN_NULL_VALUE,19,3,1,0.023963133640552997,0.014951356886840758,5.120327700972862E-5,-1.0,0.012738853503184714,4.336750039520384E-4,0.09855334538878843,0.47946243541598527,-0.9745222929936306,0.00631578947368421,0.042105263157894736,0.47946243541598527,-0.9786324786324786,-1.0,0,11033,2220,13775,885,0.0,36,254,631,1175,0.04378337398070414,0,0,0,0,0,0,0,0.0,0,8583,0,1894,804,0,11281,6689,0.07690562537555556,11033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13775,14,2750,open
2742,org/apache/cassandra/cql3,org/apache/cassandra/cql3/Cql_Parser.java,0,true,400,186,16869,25,0,2160,81,336,0.08965482387426088,16339,1576,0.09645633147683456,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,468,292,STYLE,0.06610526315789474,NP_LOAD_OF_KNOWN_NULL_VALUE,19,3,2,0.023963133640552997,0.014951356886840758,1.0240655401945725E-4,-1.0,0.012738853503184714,4.336750039520384E-4,0.09855334538878843,0.47946243541598527,-0.9745222929936306,0.00631578947368421,0.042105263157894736,0.47946243541598527,-0.9786324786324786,-1.0,0,11033,2220,13775,885,0.0,36,254,631,1175,0.04378337398070414,0,0,0,0,0,0,0,0.0,0,8583,0,1894,804,0,11281,6689,0.07690562537555556,11033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13775,14,2750,open
