F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-PluginContainer,F16-RepositoryBase,F16-Profile,F16-RepositoryPolicy,F16-Object,F16-char,F16-ActivationFile,F16-NA,F16-void,F16-int,F16-ActivationOS,F16-boolean,F16-String,F16-Date,F16-ActivationProperty,F16-ConfigurationContainer,F16-FileSet,F16-Activation,F16-Model,F16-Settings,F3-NA,F3-planItemIterator.next(),F3-Model,F3-Class,F3-localRepository(),F3-DefaultBeanConfigurationRequest,F3-ArtifactRepository,F3-File,F3-RepositoryMetadata,F3-InputStream,F3-null,F3-boolean,F3-ProjectSegment,F3-XmlPullParser,F3-String,F3-int,F3-MavenSession,F3-Artifact,F3-SimpleProblemCollector,F3-MavenProject,F7--,F7-+=,F7-NA,F7-+,F12-File,F12-NA,F12-boolean,F12-String,F12-ThreadOutputMuxer,F12-List<TransferEvent>,F12-List<String>,F17-static,F17-NA,F2-MetadataXpp3Reader,F2-NA,F2-Map<String String>,F2-Integer,F2-Byte,F2-ByteArrayOutputStream,F2-Short,F2-HashMap<String Artifact>,F2-MavenXpp3Reader,F2-String,F2-Collections,F2-ParamdocXpp3Reader,F2-Double,F2-Long,F2-Float,F2-DefaultInheritanceAssemblerTest,F2-List,F2-MavenProject,F2-MavenToolchainsXpp3Reader,F2-File,F6-java.io.ByteArrayOutputStream,F6-NA,F6-org.apache.maven.model.io.xpp3.RepositoryBase,F6-java.util.Properties,F6-java.util.HashMap,F6-java.io.PrintStream,F6-org.apache.maven.model.io.xpp3.InputLocation,F6-org.apache.maven.model.io.xpp3.PatternSet,F6-org.apache.maven.model.io.xpp3.ModelBase,F6-java.io.File,F6-org.apache.maven.project.DefaultProjectBuildingRequest,F6-java.util.HashMap<java.lang.String java.lang.String>,F6-org.apache.maven.lifecycle.internal.ConcurrentBuildLogger,F6-org.apache.maven.model.io.xpp3.FileSet,F6-java.lang.StringBuilder,F6-org.apache.maven.model.io.xpp3.XmlPullParserException,F6-org.apache.maven.model.validation.SimpleProblemCollector,F6-org.apache.maven.settings.DefaultProjectBuildingRequest,F6-org.apache.maven.model.io.xpp3.PluginContainer,F6-org.apache.maven.model.io.xpp3.PluginConfiguration,F13-private,F13-NA,F13-public,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-shortValue,F1-getProject,F1-doubleValue,F1-startTag,F1-getAttributeValue,F1-getAttributeCount,F1-delete,F1-NA,F1-getId,F1-getBasedir,F1-getPluginRepositories,F1-getBooleanValue,F1-longValue,F1-equals,F1-floatValue,F1-charAt,F1-getPlugins,F1-getName,F1-mkdirs,F1-byteValue,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-java.lang.Number,F5-java.util.AbstractList,F5-java.lang.AbstractStringBuilder,F5-java.util.HashSet,F5-java.io.OutputStream,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.text.DateFormat,F9-request,F9-start,F9-buildStartTime,F9-username,F9-modelPool,F9-dependency,F9-startTime,F9-project,F9-executionPlanItem,F9-upstreamProject,F9-remoteRepositories,F9-dependant,F9-cpc,F9-graph,F9-stop,F9-plugin,F9-pomArtifact,F9-NA,F9-relocatedArtifact,F9-dataBuffer,F10-NA,F19-NA,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-DependencyManagement,F4-boolean,F4-InputStream,F4-long,F4-Date,F4-float,F4-char,F4-Object,F4-File,F4-void,F4-double,F4-List,F4-StringBuilder,F4-String,F4-int,F4-Build,F4-short,F4-Model,F4-byte,F8-Dependency,F8-DefaultMavenExecutionRequest,F8-MetadataResolutionResult,F8-DefaultProjectBuilderConfiguration,F8-Authentication,F8-ArtifactTransferEvent,F8-DependencyLogEntry,F8-CacheRecord,F8-SettingsAdapter,F8-ClasspathGraphVisitor,F8-MojoExecution,F8-NA,F8-InternalConfig,F8-ProjectBuilder,F11-artifactExists,F11-NA,F11-artifactUri,F11-DEFAULT_USER_SETTINGS_FILE,F11-messages,F11-events,F11-threadOutputMuxer,F11-userMavenConfigurationHome,F11-EMPTY_PROJECT_GROUP_ID,F11-alias,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-bimargulies@apache.org,F71-ogusakov@apache.org,F71-vsiveton@apache.org,F71-brett@apache.org,F71-hboutemy@apache.org,F71-kenney@apache.org,F71-sisbell@apache.org,F71-mkleint@apache.org,F71-carlos@apache.org,F71-evenisse@apache.org,F71-olamy@apache.org,F71-jvanzyl@apache.org,F71-brianf@apache.org,F71-ifedorenko@apache.org,F71-stephenc@apache.org,F71-bentmann@apache.org,F71-krosenvold@apache.org,F71-joakime@apache.org,F71-trygvis@apache.org,F71-jdcasey@apache.org,F74,F73,F84,F146,category
1575,org/apache/maven/lifecycle,org/apache/maven/lifecycle/DefaultLifecycles.java,998,true,10,6,768,1,8,125,7,21,0.6071428571428571,81,36,0.4444444444444444,0.5444444444444445,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,13,2,BAD_PRACTICE,0.0035169988276670576,NM_CONFUSING,19,3,0,0.015046296296296295,0.0023148148148148147,5.787037037037037E-4,-0.5,0.0,0.0,0.06172839506172839,0.14862722363751169,-1.0,0.0023446658851113715,0.010550996483001172,0.14862722363751169,-0.8461538461538461,-1.0,9,863,998,1575,23,0.0,0,2,21,25,0.021934710991314766,47,32,19,98,0,15,0,0.13514079737466833,0,5400,0,5758,1855,0,13013,-358,0.09872449615463465,381,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1092,10178,163,874,open
1575,org/apache/maven/lifecycle,org/apache/maven/lifecycle/DefaultLifecyclesTest.java,998,true,7,3,768,1,8,125,5,21,0.864406779661017,32,17,0.53125,0.2857142857142857,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,13,1,STYLE,0.08909730363423213,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.015046296296296295,0.0011574074074074073,0.0011574074074074073,-1.0,0.09210526315789473,0.003981994459833795,0.07398568019093078,0.35531440416941207,-0.5131578947368421,0.010550996483001172,0.026963657678780773,0.35531440416941207,-0.8461538461538461,-1.0,1,863,998,1575,23,0.0,0,2,21,25,0.021934710991314766,0,15,0,15,0,-15,0,0.03355704697986577,0,5400,0,5758,1855,0,13013,-358,0.09872449615463465,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1540,10178,163,874,open
1540,org/apache/maven/lifecycle,org/apache/maven/lifecycle/DefaultSchedulesTest.java,988,true,12,3,768,1,8,125,7,21,0.7868852459016393,33,19,0.5757575757575758,0.16666666666666666,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,13,1,STYLE,0.08909730363423213,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.015046296296296295,0.0011574074074074073,0.0011574074074074073,1.0,0.09210526315789473,0.003981994459833795,0.07398568019093078,0.35531440416941207,-0.5131578947368421,0.010550996483001172,0.026963657678780773,0.35531440416941207,-0.8461538461538461,1.0,1,828,988,1540,23,0.0,0,2,21,25,0.021934710991314766,17,0,0,17,0,17,0,0.20481927710843373,0,5400,0,5758,1855,0,13013,-358,0.09872449615463465,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1536,10178,163,874,close
1547,org/apache/maven/lifecycle/internal,org/apache/maven/lifecycle/internal/BuildLogItem.java,991,true,0,10,2823,2,8,296,1,62,0.740909090909091,160,23,0.14375,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,30,1,PERFORMANCE,0.009378663540445486,SIC_INNER_SHOULD_BE_STATIC,18,2,0,0.034722222222222224,0.0011574074074074073,0.0,0.0,0.25,0.015625,0.10326086956521739,0.331596779357607,-0.125,0.0,0.022274325908558032,0.331596779357607,0.6,1.0,3,835,991,1547,73,0.0,3,54,19,130,0.01919060039252721,15,11,0,26,0,4,0,0.012196557742491815,0,2569,0,650,60,0,3279,1919,0.042657028285136435,668,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1379,10178,15,726,close
1575,org/apache/maven/lifecycle/internal,org/apache/maven/lifecycle/internal/ConcurrentBuildLogger.java,998,true,27,4,2823,1,12,296,6,62,0.8617886178861789,75,29,0.38666666666666666,0.5925925925925926,17,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,30,1,PERFORMANCE,0.007033997655334115,WMI_WRONG_MAP_ITERATOR,18,2,1,0.034722222222222224,0.0011574074074074073,0.0011574074074074073,1.0,0.5,0.020833333333333332,0.10326086956521739,0.331596779357607,0.0,0.0,0.022274325908558032,0.331596779357607,0.6,1.0,4,835,991,1547,73,0.0,3,54,19,130,0.01919060039252721,44,15,0,59,0,29,0,0.025125338369296018,0,2569,0,650,60,0,3279,1919,0.042657028285136435,668,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1379,10178,15,726,close
1547,org/apache/maven/lifecycle/internal,org/apache/maven/lifecycle/internal/ConcurrentBuildLoggerTest.java,991,true,25,1,2823,1,8,296,5,62,0.7972972972972973,43,17,0.3953488372093023,0.56,29,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,30,3,STYLE,0.1735052754982415,DLS_DEAD_LOCAL_STORE,17,2,3,0.034722222222222224,0.003472222222222222,0.003472222222222222,1.0,0.04054054054054054,0.0018522383387248255,0.07398568019093078,0.35531440416941207,-0.9121621621621622,0.010550996483001172,0.026963657678780773,0.35531440416941207,0.6,1.0,1,835,991,1547,73,0.011494252873563218,3,54,19,130,0.01919060039252721,1,0,0,1,0,1,1,0.011494252873563218,1,2569,0,650,60,1,3279,1919,0.042657028285136435,163,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,874,10178,15,726,close
1547,org/apache/maven/lifecycle/internal,org/apache/maven/lifecycle/internal/ConcurrentBuildLoggerTest.java,991,true,25,1,2823,1,8,296,5,62,0.8243243243243243,43,17,0.3953488372093023,0.6,29,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,30,3,STYLE,0.1735052754982415,DLS_DEAD_LOCAL_STORE,17,2,3,0.034722222222222224,0.003472222222222222,0.003472222222222222,1.0,0.04054054054054054,0.0018522383387248255,0.07398568019093078,0.35531440416941207,-0.9121621621621622,0.010550996483001172,0.026963657678780773,0.35531440416941207,0.6,1.0,1,835,991,1547,73,0.011494252873563218,3,54,19,130,0.01919060039252721,1,0,0,1,0,1,1,0.011494252873563218,1,2569,0,650,60,1,3279,1919,0.042657028285136435,163,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,874,10178,15,726,close
1547,org/apache/maven/lifecycle/internal,org/apache/maven/lifecycle/internal/ConcurrentBuildLoggerTest.java,991,true,25,1,2823,1,0,296,5,62,0.7567567567567568,43,17,0.3953488372093023,1.0,29,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,30,3,STYLE,0.1735052754982415,DLS_DEAD_LOCAL_STORE,17,2,3,0.034722222222222224,0.003472222222222222,0.003472222222222222,1.0,0.04054054054054054,0.0018522383387248255,0.07398568019093078,0.35531440416941207,-0.9121621621621622,0.010550996483001172,0.026963657678780773,0.35531440416941207,0.6,1.0,1,835,991,1547,73,0.011494252873563218,3,54,19,130,0.01919060039252721,1,0,0,1,0,1,1,0.011494252873563218,1,2569,0,650,60,1,3279,1919,0.042657028285136435,163,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,874,10178,15,726,close
1423,org/apache/maven/lifecycle/internal,org/apache/maven/lifecycle/internal/DefaultLifecyclePluginAnalyzer.java,866,true,0,6,2823,3,9,296,1,62,0.5426356589147286,168,43,0.25595238095238093,1.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,30,1,PERFORMANCE,0.026963657678780773,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.034722222222222224,0.0011574074074074073,0.0,0.0,0.34782608695652173,0.01890359168241966,0.10326086956521739,0.331596779357607,-0.21739130434782608,0.0,0.022274325908558032,0.331596779357607,0.6,-1.0,3,711,866,1423,73,0.013793103448275862,3,54,19,130,0.01919060039252721,3,3,0,6,2,0,2,0.0127445049405122,4,2569,0,650,60,0,3279,1919,0.042657028285136435,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,726,10178,15,726,open
1575,org/apache/maven/lifecycle/internal,org/apache/maven/lifecycle/internal/ExecutionPlanItemTest.java,998,true,0,4,2823,2,12,296,1,62,0.6617647058823529,40,17,0.425,1.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,30,1,PERFORMANCE,0.026963657678780773,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.034722222222222224,0.0011574074074074073,0.0,0.0,0.34782608695652173,0.01890359168241966,0.10326086956521739,0.331596779357607,-0.21739130434782608,0.0,0.022274325908558032,0.331596779357607,0.6,1.0,2,863,998,1575,73,0.0,3,54,19,130,0.01919060039252721,47,0,0,47,0,47,0,0.002504796418674057,0,2569,0,650,60,0,3279,1919,0.042657028285136435,191,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,902,10178,15,726,close
1472,org/apache/maven/lifecycle/internal,org/apache/maven/lifecycle/internal/LifecycleStarter.java,920,true,50,2,2823,1,0,296,16,62,0.8333333333333334,139,26,0.18705035971223022,1.0,37,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,30,1,STYLE,0.010550996483001172,REC_CATCH_EXCEPTION,17,2,1,0.034722222222222224,0.0011574074074074073,0.0011574074074074073,1.0,0.4444444444444444,0.011757789535567312,0.07398568019093078,0.35531440416941207,0.0,0.010550996483001172,0.026963657678780773,0.35531440416941207,0.6,1.0,4,812,979,1524,73,0.0,3,54,19,130,0.01919060039252721,163,21,2,186,0,142,0,0.07784071769292017,0,2569,0,650,60,0,3279,1919,0.042657028285136435,761,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1472,10178,15,726,close
1575,org/apache/maven/lifecycle/internal,org/apache/maven/lifecycle/internal/LifecycleThreadedBuilder.java,998,true,15,4,2823,2,0,296,3,62,0.41379310344827586,122,33,0.27049180327868855,1.0,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,30,1,STYLE,0.005861664712778429,NP_LOAD_OF_KNOWN_NULL_VALUE,19,3,1,0.034722222222222224,0.0011574074074074073,0.0011574074074074073,1.0,0.8,0.007619047619047618,0.07398568019093078,0.35531440416941207,0.6,0.010550996483001172,0.026963657678780773,0.35531440416941207,0.6,1.0,3,760,920,1472,73,0.02,3,54,19,130,0.01919060039252721,2,6,1,9,1,-4,0,0.056252282623964034,1,2569,0,650,60,-1,3279,1919,0.042657028285136435,162,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,873,10178,15,726,close
1575,org/apache/maven/lifecycle/internal,org/apache/maven/lifecycle/internal/LifecycleWeaveBuilder.java,998,true,50,14,2823,4,20,296,17,62,0.29591836734693877,381,43,0.11286089238845144,0.54,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,30,2,PERFORMANCE,0.007033997655334115,WMI_WRONG_MAP_ITERATOR,18,2,1,0.034722222222222224,0.0023148148148148147,0.0011574074074074073,1.0,0.5,0.020833333333333332,0.10326086956521739,0.331596779357607,0.0,0.0,0.022274325908558032,0.331596779357607,0.6,1.0,11,804,971,1516,73,0.029702194357366773,3,54,19,130,0.01919060039252721,168,96,4,268,3,72,4,0.07562229744398005,7,2569,0,650,60,1,3279,1919,0.042657028285136435,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,726,10178,15,726,close
1575,org/apache/maven/lifecycle/internal,org/apache/maven/lifecycle/internal/LifecycleWeaveBuilder.java,998,true,0,14,2823,4,0,296,1,62,0.5693877551020409,381,43,0.11286089238845144,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,30,2,STYLE,0.010550996483001172,REC_CATCH_EXCEPTION,20,3,1,0.034722222222222224,0.0023148148148148147,0.0011574074074074073,1.0,0.4444444444444444,0.011757789535567312,0.07398568019093078,0.35531440416941207,0.0,0.010550996483001172,0.026963657678780773,0.35531440416941207,0.6,1.0,19,863,998,1575,73,0.029702194357366773,3,54,19,130,0.01919060039252721,168,96,4,268,3,72,4,0.07562229744398005,7,2569,0,650,60,1,3279,1919,0.042657028285136435,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,726,10178,15,726,close
