F61,F77,F88,F70,
48,10693,4577,13348,
24,10734,4592,13389,
22,10762,4598,13417,
22,10513,4439,13168,
9,6065,2791,8720,
4,3263,1405,5918,
2,1946,988,4601,
2,1946,988,4601,
6,3800,1487,6455,
1,1946,988,4601,
1,1946,988,4601,
2,288,204,2943,
8,2194,1098,4849,
1,1679,863,4334,
4,1885,944,4540,
35,10618,4539,13273,
35,10618,4539,13273,
35,10618,4539,13273,
3,1493,831,4148,
6,1897,958,4552,
6,1897,958,4552,
12,5810,2703,8465,
1,651,368,3306,
7,3893,1499,6548,
21,3925,1508,6580,
80,11106,4859,13761,
2,5810,2703,8465,
8,5582,2574,8237,
26,11106,4859,13761,
3,4517,1853,7172,
7,2166,1089,4821,
3,5953,2757,8608,
15,8173,3548,10828,
43,10854,4624,13509,
10,5206,2299,7861,
9,5079,2229,7734,
40,11083,4854,13738,
25,10892,4660,13547,
26,10576,4493,13231,
11,5577,2574,8232,
38,11083,4854,13738,
4,5810,2703,8465,
10,4780,2046,7435,
0,90,92,2745,
13,5810,2703,8465,
46,10571,4489,13226,
7,1634,853,4289,
51,11106,4859,13761,
17,10571,4489,13226,
21,11106,4859,13761,
13,2805,1234,5460,
38,5871,2741,8526,
27,11106,4859,13761,
9,3442,1431,6097,
9,3442,1431,6097,
97,11106,4859,13761,
20,11106,4859,13761,
5,3442,1431,6097,
5,3442,1431,6097,
38,11106,4859,13761,
12,6197,2856,8852,
8,1634,853,4289,
8,5810,2703,8465,
11,6601,2969,9256,
16,5984,2762,8639,
15,5810,2703,8465,
23,10892,4660,13547,
45,10571,4489,13226,
45,10571,4489,13226,
14,5810,2703,8465,
3,1615,850,4270,
3,1615,850,4270,
4,5035,2205,7690,
4,5035,2205,7690,
15,5810,2703,8465,
44,11106,4859,13761,
16,11106,4859,13761,
22,11106,4859,13761,
4,2103,1066,4758,
57,11106,4859,13761,
22,10892,4660,13547,
5,5810,2703,8465,
5,5810,2703,8465,
34,10268,4388,12923,
4,1308,785,3963,
13,9824,4313,12479,
19,7619,3457,10274,
4,1336,788,3991,
28,5223,2308,7878,
14,3125,1370,5780,
69,5220,2308,7875,
76,5810,2703,8465,
34,1453,823,4108,
28,1440,823,4095,
99,7619,3457,10274,
9,619,349,3274,
65,5810,2703,8465,
25,1371,802,4026,
30,1395,812,4050,
84,7619,3457,10274,
84,7619,3457,10274,
26,1383,811,4038,
144,11106,4859,13761,
144,11106,4859,13761,
144,11106,4859,13761,
7,3125,1370,5780,
49,5810,2703,8465,
107,11106,4859,13761,
43,10421,4427,13076,
12,4780,2046,7435,
64,4473,1827,7128,
64,4473,1827,7128,
64,4473,1827,7128,
64,4473,1827,7128,
129,4473,1827,7128,
127,4416,1816,7071,
129,4473,1827,7128,
121,4374,1805,7029,
0,126,99,2781,
0,126,99,2781,
77,3982,1519,6637,
5,158,120,2813,
193,9554,4271,12209,
193,9554,4271,12209,
12,5222,2308,7877,
10,4780,2046,7435,
44,10571,4489,13226,
49,11106,4859,13761,
49,11106,4859,13761,
49,11106,4859,13761,
79,10674,4561,13329,
26,5810,2703,8465,
26,5810,2703,8465,
2,4780,2046,7435,
25,6048,2783,8703,
2,3109,1360,5764,
31,11106,4859,13761,
9,5984,2762,8639,
6,5984,2762,8639,
17,5810,2703,8465,
15,4963,2161,7618,
32,10423,4427,13078,
32,10423,4427,13078,
32,10423,4427,13078,
32,10423,4427,13078,
13,8789,3757,11444,
16,9501,4203,12156,
13,8789,3757,11444,
13,8789,3757,11444,
5,5197,2299,7852,
7,5810,2703,8465,
3,5810,2703,8465,
17,5810,2703,8465,
23,7619,3457,10274,
16,5782,2663,8437,
16,5782,2663,8437,
47,10423,4427,13078,
47,10423,4427,13078,
17,11106,4859,13761,
11,5810,2703,8465,
31,10869,4641,13524,
44,8879,3790,11534,
44,8879,3790,11534,
16,5070,2218,7725,
49,8879,3790,11534,
49,8879,3790,11534,
32,7619,3457,10274,
32,7619,3457,10274,
0,98,93,2753,
28,3793,1487,6448,
28,3793,1487,6448,
28,3793,1487,6448,
28,3793,1487,6448,
15,5810,2703,8465,
7,3102,1356,5757,
31,9287,4052,11942,
3,1165,736,3820,
33,5810,2703,8465,
33,5810,2703,8465,
23,5810,2703,8465,
23,5810,2703,8465,
3,1165,736,3820,
2,1165,736,3820,
15,3856,1497,6511,
57,9287,4052,11942,
57,9287,4052,11942,
57,9287,4052,11942,
10,2994,1308,5649,
10,2994,1308,5649,
53,9287,4052,11942,
26,4560,1894,7215,
12,9350,4122,12005,
12,9350,4122,12005,
3,5810,2703,8465,
3,5810,2703,8465,
52,9350,4122,12005,
52,9350,4122,12005,
52,9350,4122,12005,
14,5810,2703,8465,
14,5810,2703,8465,
4,1971,1003,4626,
12,4560,1894,7215,
24,4643,1978,7298,
10,3100,1353,5755,
24,4643,1978,7298,
24,4643,1978,7298,
15,4587,1965,7242,
15,4587,1965,7242,
2,4620,1973,7275,
7,1076,683,3731,
14,4569,1917,7224,
23,4643,1978,7298,
19,4631,1977,7286,
7,1076,683,3731,
1,4398,1816,7053,
6,4643,1978,7298,
6,4643,1978,7298,
8,1492,831,4147,
10,2990,1302,5645,
10,2990,1302,5645,
14,5810,2703,8465,
42,7619,3457,10274,
30,10915,4682,13570,
6,4409,1816,7064,
43,10742,4595,13397,
43,10742,4595,13397,
33,7619,3457,10274,
43,10742,4595,13397,
22,5206,2299,7861,
18,11106,4859,13761,
12,10146,4374,12801,
17,2675,1194,5330,
135,11106,4859,13761,
41,5687,2607,8342,
41,5687,2607,8342,
10,1873,935,4528,
31,10281,4393,12936,
3,3668,1470,6323,
13,5810,2703,8465,
3,3668,1470,6323,
46,10336,4411,12991,
4,626,350,3281,
4,626,350,3281,
4,626,350,3281,
3,5810,2703,8465,
13,10146,4374,12801,
12,5813,2703,8468,
8,5813,2703,8468,
8,5813,2703,8468,
7,3503,1447,6158,
7,3503,1447,6158,
7,3503,1447,6158,
27,11106,4859,13761,
15,11106,4859,13761,
20,11106,4859,13761,
23,3392,1425,6047,
35,4562,1895,7217,
35,4562,1895,7217,
139,10615,4539,13270,
139,10615,4539,13270,
25,7073,3128,9728,
16,7619,3457,10274,
21,8557,3688,11212,
36,5810,2703,8465,
44,6299,2916,8954,
4,12,19,2667,
2,9,16,2664,
70,5810,2703,8465,
70,5810,2703,8465,
90,6752,3004,9407,
46,3266,1405,5921,
213,11106,4859,13761,
11,5947,2756,8602,
4,3352,1413,6007,
39,5810,2703,8465,
39,5810,2703,8465,
64,9297,4069,11952,
39,5810,2703,8465,
2,3611,1465,6266,
10,5086,2254,7741,
62,9981,4338,12636,
11,1817,878,4472,
9,5810,2703,8465,
47,11106,4859,13761,
33,9088,3852,11743,
24,11106,4859,13761,
34,7619,3457,10274,
9,3869,1498,6524,
9,3869,1498,6524,
9,5155,2289,7810,
9,5155,2289,7810,
9,5155,2289,7810,
9,5155,2289,7810,
17,7619,3457,10274,
14,7619,3457,10274,
14,4825,2106,7480,
3,1435,822,4090,
0,1438,822,4093,
21,10854,4624,13509,
21,10854,4624,13509,
154,11106,4859,13761,
21,2784,1206,5439,
21,2784,1206,5439,
5,4825,2106,7480,
1,4377,1810,7032,
1,4377,1810,7032,
7,5071,2218,7726,
17,8178,3549,10833,
32,11106,4859,13761,
13,11106,4859,13761,
9,5070,2218,7725,
1,3426,1430,6081,
15,11106,4859,13761,
37,9156,3881,11811,
13,11106,4859,13761,
5,3426,1430,6081,
17,10576,4493,13231,
17,10576,4493,13231,
12,5953,2757,8608,
15,7744,3481,10399,
8,4780,2046,7435,
20,6953,3083,9608,
10,6065,2791,8720,
1,2215,1101,4870,
1,2215,1101,4870,
167,11106,4859,13761,
22,2517,1183,5172,
23,2579,1184,5234,
63,5810,2703,8465,
1,995,619,3650,
16,2828,1240,5483,
24,5079,2229,7734,
46,10785,4602,13440,
2,1942,988,4597,
2,1127,712,3782,
11,3833,1490,6488,
11,3833,1490,6488,
39,11106,4859,13761,
39,11106,4859,13761,
21,7619,3457,10274,
25,7619,3457,10274,
33,11106,4859,13761,
13,3374,1417,6029,
13,3374,1417,6029,
28,8676,3733,11331,
12,3056,1332,5711,
28,8676,3733,11331,
5,5822,2712,8477,
17,8030,3526,10685,
6,5045,2207,7700,
41,9501,4203,12156,
24,9504,4207,12159,
41,9501,4203,12156,
2,4969,2176,7624,
35,11106,4859,13761,
2,4969,2176,7624,
11,5079,2229,7734,
15,8434,3661,11089,
15,8434,3661,11089,
15,8434,3661,11089,
14,5813,2703,8468,
14,5813,2703,8468,
14,5813,2703,8468,
13,5773,2635,8428,
48,11106,4859,13761,
13,5773,2635,8428,
2,2513,1183,5168,
2,2513,1183,5168,
23,9622,4279,12277,
4,5810,2703,8465,
4,5810,2703,8465,
4,5810,2703,8465,
4,5810,2703,8465,
13,9622,4279,12277,
14,5206,2299,7861,
4,1986,1015,4641,
1,2217,1101,4872,
5,5000,2191,7655,
0,5000,2191,7655,
4,5000,2191,7655,
6,5000,2191,7655,
3,5000,2191,7655,
6,5000,2191,7655,
3,1208,750,3863,
3,1208,750,3863,
4,4550,1876,7205,
9,2757,1201,5412,
9,2757,1201,5412,
9,2757,1201,5412,
9,2757,1201,5412,
9,2757,1201,5412,
26,2757,1201,5412,
1,2367,1173,5022,
3,5158,2292,7813,
1,2757,1201,5412,
16,5000,2191,7655,
16,5000,2191,7655,
16,5000,2191,7655,
16,5000,2191,7655,
7,5135,2273,7790,
7,5135,2273,7790,
7,5135,2273,7790,
7,5135,2273,7790,
9,7619,3457,10274,
9,5813,2703,8468,
9,5813,2703,8468,
22,10919,4684,13574,
25,10919,4684,13574,
25,10919,4684,13574,
9,3374,1417,6029,
6,2768,1203,5423,
25,3445,1432,6100,
7,651,368,3306,
52,7619,3457,10274,
62,8676,3733,11331,
2,3056,1332,5711,
41,9501,4203,12156,
11,3445,1432,6100,
58,11106,4859,13761,
41,9501,4203,12156,
20,5813,2703,8468,
36,7773,3487,10428,
25,7766,3485,10421,
56,11106,4859,13761,
112,11106,4859,13761,
112,11106,4859,13761,
2,5813,2703,8468,
13,685,373,3340,
3,641,366,3296,
7,685,373,3340,
7,685,373,3340,
3,640,365,3295,
3,640,365,3295,
0,183,149,2838,
4,683,373,3338,
4,683,373,3338,
4,683,373,3338,
4,683,373,3338,
4,683,373,3338,
4,683,373,3338,
47,10892,4660,13547,
38,10718,4589,13373,
1,2768,1203,5423,
10,5222,2308,7877,
17,7619,3457,10274,
17,7619,3457,10274,
55,10675,4561,13330,
53,10568,4489,13223,
39,9220,3959,11875,
22,10568,4489,13223,
26,11030,4793,13685,
2,5009,2201,7664,
2,5009,2201,7664,
2,5009,2201,7664,
20,11030,4793,13685,
0,1428,819,4083,
14,1555,839,4210,
1,2004,1027,4659,
1,2004,1027,4659,
1,2004,1027,4659,
1,2004,1027,4659,
7,5810,2703,8465,
19,10052,4361,12707,
11,5810,2703,8465,
32,10568,4489,13223,
32,10568,4489,13223,
40,8392,3655,11047,
49,10568,4489,13223,
5,5810,2703,8465,
5,5810,2703,8465,
17,7619,3457,10274,
17,7619,3457,10274,
