F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-float,F16-Thread,F16-JMeterProperty,F16-X509Certificate[],F16-AssertionResult,F16-long,F16-PreparedStatement,F16-NA,F16-CollectionProperty,F16-void,F16-int,F16-boolean,F16-PasswordAuthentication,F16-String,F16-Subject,F16-ParamMask,F16-HttpResponse,F16-Class<?>,F16-CookieManager,F16-List<HTTPSamplerBase>,F3-NA,F3-HttpRequestBase,F3-Set<String>,F3-JMeterTreeNode,F3-StringProperty,F3-CollectionProperty,F3-TestElementProperty,F3-PrintStream,F3-GenericController,F3-HashTree,F3-byte[],F3-boolean,F3-Object,F3-MenuIcon,F3-String,F3-long,F3-InterleaveControl.IGNORE_SUB_CONTROLLERS,F3-int,F3-String[],F3-Arguments,F7--,F7-++,F7-+=,F7-NA,F7-+,F12-long,F12-Integer,F12-int,F12-RemoteThreadsListener,F12-Object,F12-LinkedList<LoopIterationListener>,F12-NA,F12-ThreadLocal<Long>,F12-boolean,F12-JTextField,F12-Logger,F12-String,F12-SamplingStatCalculator,F12-JTree,F12-double,F12-JTextArea,F12-Class<?>,F12-RemoteSampleListener,F12-Set<String>,F12-BeanInfo,F17-static,F17-final,F17-NA,F2-StringBuilder,F2-NA,F2-Iterator<JButton>,F2-JTextComponent,F2-InputStream,F2-Entry<Object Object>,F2-AbstractButton,F2-JFileChooser,F2-Executors,F2-ExecutorService,F2-String,F2-HashTree,F2-MailerModel,F2-SystemSampler,F2-Long,F2-SaveService,F2-System,F2-Authorization,F2-File,F2-Throwable,F6-java.util.zip.GZIPInputStream,F6-java.io.ByteArrayOutputStream,F6-NA,F6-java.io.FileWriter,F6-org.apache.jmeter.config.StringProperty,F6-java.io.InputStreamReader,F6-org.apache.jmeter.protocol.http.modifier.TestElementProperty,F6-org.apache.jmeter.protocol.http.sampler.HTTPSamplerBase.CleanerThread,F6-java.io.PrintWriter,F6-java.io.PrintStream,F6-org.apache.jmeter.gui.action.ActionRouter,F6-java.io.File,F6-java.lang.String,F6-java.lang.StringBuilder,F6-org.apache.jmeter.protocol.http.util.CollectionProperty,F6-org.apache.jmeter.protocol.http.sampler.DefaultHttpRequestRetryHandler,F6-java.util.Date,F6-org.apache.jmeter.testelement.property.StringProperty,F6-org.apache.jmeter.config.CollectionProperty,F6-java.io.BufferedReader,F13-private,F13-NA,F13-public,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-cloneTree,F1-setResponseData,F1-NA,F1-setStyle,F1-setProperty,F1-trim,F1-getInstance,F1-getPropDefault,F1-getLoggerForClass,F1-addComponent,F1-debug,F1-execute,F1-getSelectedFile,F1-printStackTrace,F1-valueOf,F1-setSelected,F1-setDelay,F1-getKey,F1-exit,F1-setArguments,F5-java.util.zip.InflaterInputStream,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-java.io.OutputStreamWriter,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-javax.swing.JToggleButton,F5-javax.swing.Timer,F5-java.io.InputStreamReader,F5-java.io.Reader,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F9-label,F9-xAxisLabels,F9-startTime,F9-samplerLabel,F9-color,F9-time,F9-backColor,F9-chkBox,F9-yAxisLabel,F9-NA,F9-lineColor,F9-keyStore,F9-md5HexInput,F10-NA,F10-true,F19-NA,F19-abstract,F19-interface,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-HashTree,F4-String[],F4-Container,F4-boolean,F4-Future,F4-File[],F4-long,F4-JMeterProperty,F4-Node,F4-Object,F4-File,F4-void,F4-List,F4-StringBuilder,F4-Long,F4-String,F4-int,F4-JButton,F4-CallableStatement,F8-SSLManager,F8-RespTimeGraphLineBean,F8-BarGraph,F8-RespTimeGraphChart,F8-RespTimeGraphDataBean,F8-NA,F8-MD5HexAssertionGUI,F8-AxisGraph,F8-LineGraph,F11-ALWAYS_ENCODE,F11-APPLIABLE_CONFIG_CLASSES,F11-compareContent,F11-NA,F11-log,F11-firstTime,F11-ZERO,F11-LOCK,F11-maxThroughput,F11-logger,F11-PARENT,F11-USE_GROUP_NAME,F11-pct2Label,F11-serialVersionUID,F11-listener,F11-TEXT_HTML,F11-sumOfSquares,F11-CLEAR,F11-CONNECTOR_PREFIX_DEFAULT,F11-loopCount,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-dev-null@apache.org,F71-mblankestijn@apache.org,F71-fschumacher@apache.org,F71-jsalvata@apache.org,F71-dims@apache.org,F71-jeremy_a@apache.org,F71-seade@apache.org,F71-oros@apache.org,F71-woolfel@apache.org,F71-pmouawad@apache.org,F71-alf@apache.org,F71-fschumacher@unknown,F71-milamber@apache.org,F71-thads@apache.org,F71-rjung@apache.org,F71-sebb@apache.org,F71-mstover1@apache.org,F71-undera@apache.org,F71-pmouawad@unknown,F74,F73,F84,F146,category
8901,org/apache/jmeter/functions,org/apache/jmeter/functions/SetProperty.java,2888,true,15,5,140,1,8,248,4,49,0.6571428571428571,51,35,0.6862745098039216,0.13333333333333333,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,STYLE,0.09838709677419355,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.050143266475644696,0.0014326647564469914,0.0014326647564469914,-1.0,0.04918032786885246,0.002226743962836411,0.3609022556390977,0.42506765552712783,-0.9016393442622951,0.17419354838709677,0.13870967741935483,0.42506765552712783,-0.8285714285714286,-1.0,19,9120,3864,11775,84,0.0,0,3,81,87,0.009236578893651766,44,66,3,113,0,-22,0,0.005729552846749551,0,4665,0,2806,202,0,7673,1859,0.0763997293303633,127,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2781,14044,36,2690,open
8423,org/apache/jmeter/functions,org/apache/jmeter/functions/SplitFunction.java,2628,true,23,5,140,1,8,248,5,49,0.6589147286821705,65,43,0.6615384615384615,0.13043478260869565,18,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,STYLE,0.09838709677419355,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.050143266475644696,0.0014326647564469914,0.0014326647564469914,-1.0,0.04918032786885246,0.002226743962836411,0.3609022556390977,0.42506765552712783,-0.9016393442622951,0.17419354838709677,0.13870967741935483,0.42506765552712783,-0.8285714285714286,-1.0,11,5810,2703,8465,84,0.0,0,3,81,87,0.009236578893651766,148,19,0,167,0,129,0,0.04397511088326593,0,4665,0,2806,202,0,7673,1859,0.0763997293303633,127,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2781,14044,36,2690,open
8720,org/apache/jmeter/functions,org/apache/jmeter/functions/StringFromFile.java,2791,true,57,11,140,1,12,248,11,49,0.5929203539823009,207,86,0.41545893719806765,0.8947368421052632,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3,I18N,0.0935483870967742,DM_DEFAULT_ENCODING,19,1,2,0.050143266475644696,0.004297994269340974,0.0028653295128939827,0.0,0.5172413793103449,0.1248513674197384,0.5223880597014925,1.4082138753473947E-4,0.034482758620689655,0.03064516129032258,0.025806451612903226,1.4082138753473947E-4,-0.8285714285714286,-0.3333333333333333,19,3845,1491,6500,84,0.0,0,3,81,87,0.009236578893651766,115,170,13,298,0,-55,0,0.0941188778042284,0,4665,0,2806,202,0,7673,1859,0.0763997293303633,127,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2781,14044,36,2690,close
8720,org/apache/jmeter/functions,org/apache/jmeter/functions/StringFromFile.java,2791,true,55,11,140,1,8,248,13,49,0.6312684365781711,207,86,0.41545893719806765,0.07272727272727272,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3,STYLE,0.09838709677419355,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.050143266475644696,0.004297994269340974,0.0014326647564469914,-1.0,0.04918032786885246,0.002226743962836411,0.3609022556390977,0.42506765552712783,-0.9016393442622951,0.17419354838709677,0.13870967741935483,0.42506765552712783,-0.8285714285714286,-0.3333333333333333,25,5810,2703,8465,84,0.0,0,3,81,87,0.009236578893651766,115,170,13,298,0,-55,0,0.0941188778042284,0,4665,0,2806,202,0,7673,1859,0.0763997293303633,127,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2781,14044,36,2690,open
8720,org/apache/jmeter/functions,org/apache/jmeter/functions/StringFromFile.java,2791,true,57,11,140,1,8,248,11,49,0.41297935103244837,207,86,0.41545893719806765,0.05263157894736842,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3,STYLE,0.09838709677419355,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,2,0.050143266475644696,0.004297994269340974,0.0028653295128939827,0.0,0.04918032786885246,0.002226743962836411,0.3609022556390977,0.42506765552712783,-0.9016393442622951,0.17419354838709677,0.13870967741935483,0.42506765552712783,-0.8285714285714286,-0.3333333333333333,51,10573,4489,13228,84,0.0,0,3,81,87,0.009236578893651766,115,170,13,298,0,-55,0,0.0941188778042284,0,4665,0,2806,202,0,7673,1859,0.0763997293303633,127,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,2781,14044,36,2690,open
8458,org/apache/jmeter/functions,org/apache/jmeter/functions/UnEscape.java,2693,true,4,5,140,1,8,248,1,49,0.7228915662650602,38,29,0.7631578947368421,0.5,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,STYLE,0.09838709677419355,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.050143266475644696,0.0014326647564469914,0.0014326647564469914,-1.0,0.04918032786885246,0.002226743962836411,0.3609022556390977,0.42506765552712783,-0.9016393442622951,0.17419354838709677,0.13870967741935483,0.42506765552712783,-0.8285714285714286,-1.0,10,5803,2693,8458,84,0.0,0,3,81,87,0.009236578893651766,50,4,0,54,0,46,0,0.08137615971439253,0,4665,0,2806,202,0,7673,1859,0.0763997293303633,127,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2781,14044,36,2690,open
8455,org/apache/jmeter/functions,org/apache/jmeter/functions/UnEscapeHtml.java,2690,true,4,5,140,1,8,248,1,49,0.7415730337078652,38,35,0.9210526315789473,0.5,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,STYLE,0.09838709677419355,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.050143266475644696,0.0014326647564469914,0.0014326647564469914,-1.0,0.04918032786885246,0.002226743962836411,0.3609022556390977,0.42506765552712783,-0.9016393442622951,0.17419354838709677,0.13870967741935483,0.42506765552712783,-0.8285714285714286,-1.0,11,5800,2690,8455,84,0.0,0,3,81,87,0.009236578893651766,18,12,0,30,0,6,0,0.07462495460944464,0,4665,0,2806,202,0,7673,1859,0.0763997293303633,127,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2781,14044,36,2690,open
4521,org/apache/jmeter/functions,org/apache/jmeter/functions/UrlDecode.java,926,true,11,5,140,1,12,248,1,49,0.7011494252873564,46,26,0.5652173913043478,0.36363636363636365,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,STYLE,0.09838709677419355,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.050143266475644696,0.0014326647564469914,0.0014326647564469914,-1.0,0.04918032786885246,0.002226743962836411,0.3609022556390977,0.42506765552712783,-0.9016393442622951,0.17419354838709677,0.13870967741935483,0.42506765552712783,-0.8285714285714286,-1.0,2,1866,926,4521,84,0.0,0,3,81,87,0.009236578893651766,59,1,0,60,0,58,0,0.23998378803900225,0,4665,0,2806,202,0,7673,1859,0.0763997293303633,127,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2781,14044,36,2690,open
4521,org/apache/jmeter/functions,org/apache/jmeter/functions/UrlEncode.java,926,true,11,5,140,1,12,248,1,49,0.7011494252873564,46,26,0.5652173913043478,0.36363636363636365,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,STYLE,0.09838709677419355,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.050143266475644696,0.0014326647564469914,0.0014326647564469914,-1.0,0.04918032786885246,0.002226743962836411,0.3609022556390977,0.42506765552712783,-0.9016393442622951,0.17419354838709677,0.13870967741935483,0.42506765552712783,-0.8285714285714286,-1.0,2,1866,926,4521,84,0.0,0,3,81,87,0.009236578893651766,59,1,0,60,0,58,0,0.1358271057297854,0,4665,0,2806,202,0,7673,1859,0.0763997293303633,127,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2781,14044,36,2690,open
10004,org/apache/jmeter/functions,org/apache/jmeter/functions/Variable.java,3195,true,5,5,140,1,8,248,1,49,0.7222222222222222,40,33,0.825,0.4,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,STYLE,0.09838709677419355,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.050143266475644696,0.0014326647564469914,0.0014326647564469914,-1.0,0.04918032786885246,0.002226743962836411,0.3609022556390977,0.42506765552712783,-0.9016393442622951,0.17419354838709677,0.13870967741935483,0.42506765552712783,-0.8285714285714286,-1.0,9,5810,2703,8465,84,0.0,0,3,81,87,0.009236578893651766,5,6,26,37,0,-1,0,0.004446132393764188,0,4665,0,2806,202,0,7673,1859,0.0763997293303633,127,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2781,14044,36,2690,open
11856,org/apache/jmeter/functions,org/apache/jmeter/functions/XPath.java,3910,true,13,5,140,1,8,248,3,49,0.5952380952380952,57,44,0.7719298245614035,0.23076923076923078,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,STYLE,0.09838709677419355,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.050143266475644696,0.0014326647564469914,0.0014326647564469914,-1.0,0.04918032786885246,0.002226743962836411,0.3609022556390977,0.42506765552712783,-0.9016393442622951,0.17419354838709677,0.13870967741935483,0.42506765552712783,-0.8285714285714286,-1.0,4,3749,1480,6404,84,0.0,0,3,81,87,0.009236578893651766,122,49,0,171,0,73,0,0.05214308494169853,0,4665,0,2806,202,0,7673,1859,0.0763997293303633,127,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2781,14044,36,2690,open
7736,org/apache/jmeter/functions/gui,org/apache/jmeter/functions/gui/FunctionHelper.java,2242,true,0,7,122,4,12,7,1,4,0.6276595744680851,149,20,0.1342281879194631,1.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,PERFORMANCE,0.05161290322580645,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.0014326647564469914,0.0014326647564469914,0.0,0.0,0.71875,0.028878348214285716,0.7045454545454546,0.1677679897339876,0.4375,0.041935483870967745,0.03225806451612903,0.1677679897339876,-1.0,-1.0,7,2879,1274,5534,0,0.0,0,0,0,0,0.0,39,209,2,250,0,-170,0,0.0662187560497751,0,39,0,209,2,0,250,-170,0.0662187560497751,531,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3185,14044,531,3185,open
2781,org/apache/jmeter/gui,org/apache/jmeter/gui/GuiPackage.java,99,true,3,52,505,2,8,216,1,32,0.9965156794425087,401,379,0.9451371571072319,0.6666666666666666,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,STYLE,0.1338709677419355,BC_UNCONFIRMED_CAST,20,3,1,0.014326647564469915,0.0057306590257879654,0.0014326647564469914,-1.0,0.1686746987951807,0.006677311656263609,0.3609022556390977,0.42506765552712783,-0.6385542168674698,0.17419354838709677,0.13870967741935483,0.42506765552712783,-0.4,-0.5,8,859,449,3514,0,0.0,0,0,0,0,0.0,791,697,12,1500,0,94,0,0.13786445044945855,0,3264,0,2274,107,0,5645,990,0.1593698420180678,124,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2778,14044,111,2765,open
