F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-Comparable<String>,F16-Comparable<Boolean>,F16-Map<String String>,F16-List<ObjectName>,F16-SkipResult,F16-Object,F16-PreparedStatement,F16-NA,F16-void,F16-byte[],F16-int,F16-MimePartDataSource,F16-boolean,F16-Comparable<Date>,F16-GSSCredential,F16-String,F16-Method,F16-KeyManager[],F16-JspApplicationContext,F16-Void,F3-NA,F3-Session,F3-Integer,F3-PooledConnectionAndInfo,F3-Class<?>[],F3-InputStream,F3-ELContext,F3-byte[],F3-MappedHost[],F3-Object,F3-boolean,F3-Object[],F3-key.getSql(),F3-String,F3-long,F3-Reader,F3-int,F3-URL,F3-String[],F3-ObjectName,F7--,F7-&=,F7-++,F7-|=,F7-+=,F7-&,F7-NA,F7-+,F12-long,F12-int,F12-HashMap<String Method>,F12-NA,F12-AtomicInteger,F12-TemplatePathMatchComparator,F12-boolean,F12-byte[],F12-Comparator<Session>,F17-static,F17-static-final,F17-final,F17-NA,F2-StringBuilder,F2-InstanceKeyDataSource,F2-ELParser,F2-NA,F2-SimpleCharStream,F2-ByteArrayOutputStream,F2-MBeanServer,F2-Properties,F2-Object,F2-Connection,F2-String,F2-JDBCStore,F2-AccessibleObject,F2-CharArrayWriter,F2-Class<>,F2-Long,F2-System,F2-Map<String LockRecord>,F2-Statement,F2-File,F6-NA,F6-java.lang.Long,F6-org.apache.jasper.compiler.JspConfig.JspProperty,F6-java.io.InputStreamReader,F6-org.apache.catalina.startup.FailedContext,F6-java.io.FileInputStream,F6-org.apache.el.parser.Token,F6-java.io.PrintStream,F6-java.net.URL,F6-java.lang.Float,F6-java.lang.Integer,F6-java.io.File,F6-java.lang.String,F6-java.lang.StringBuilder,F6-org.apache.tomcat.jni.Library,F6-java.util.Date,F6-java.lang.Double,F6-java.lang.Throwable,F6-java.io.BufferedReader,F6-org.apache.el.parser.PropertyNotFoundException,F13-private,F13-NA,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-invoke,F1-ReInit,F1-delete,F1-NA,F1-jj_ntk,F1-prepareStatement,F1-jj_consume_token,F1-getString,F1-setAccessible,F1-getBytes,F1-longValue,F1-get,F1-append,F1-getConnection,F1-equals,F1-openNodeScope,F1-put,F1-currentTimeMillis,F1-toString,F1-list,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-java.util.logging.Logger,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.lang.Number,F5-java.io.Reader,F5-java.lang.AbstractStringBuilder,F5-javax.management.MBeanFeatureInfo,F5-java.io.OutputStream,F5-java.lang.Exception,F9-header,F9-cluster,F9-password,F9-encoding,F9-displayName,F9-username,F9-accessed,F9-sessionIdCol,F9-sessionAppCol,F9-locks,F9-attribute,F9-lastAccess,F9-size,F9-servletClass,F9-jaasConfiguration,F9-NA,F9-wrapper,F9-uniqueId,F9-membershipService,F9-message,F10-NA,F10-true,F19-NA,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-String[],F4-Integer,F4-boolean,F4-Constructor,F4-long,F4-E,F4-PreparedStatement,F4-LockRecord,F4-Token,F4-Connection,F4-Object,F4-byte[],F4-File,F4-void,F4-StringBuilder,F4-String,F4-int,F4-CharArrayWriter,F4-Method,F8-AccessLogValve,F8-StandardContext,F8-StandardWrapper,F8-AbstractCatalinaTask,F8-ResultSetProxy,F8-GatherState<A>,F8-StatementEntry,F8-MapMessage,F8-JAASRealm,F8-HostManagerServlet,F8-SingleSignOnEntry,F8-ContextService,F8-ChannelData,F8-CoordinationEvent,F8-JDBCStore,F8-NA,F8-FaultyMember,F8-ObjectReader,F8-ChannelCoordinator,F8-ResponseHeaderElement,F11-START_DATA,F11-INSTANCE,F11-type,F11-fnmap,F11-NA,F11-serialVersionUID,F11-comparator,F11-submittedCount,F11-hasHashCode,F11-hashCode,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-mturk@apache.org,F71-jboynes@apache.org,F71-fschumacher@apache.org,F71-remm@apache.org,F71-fhanik@apache.org,F71-kfujino@apache.org,F71-funkman@apache.org,F71-costin@apache.org,F71-kkolinko@apache.org,F71-jhook@apache.org,F71-markt@apache.org,F71-timw@apache.org,F71-billbarker@apache.org,F71-jfclere@apache.org,F71-rjung@apache.org,F71-pero@apache.org,F71-schultz@apache.org,F71-violetagg@apache.org,F71-markt@apache.org =  markt = Mark Emlyn David Thomas markt@apache.org@apache.org,F71-slaurent@apache.org,F74,F73,F84,F146,category
14838,org/apache/catalina/servlets,org/apache/catalina/servlets/DefaultServlet.java,1968,true,30,38,3,6,0,72,5,17,0.2578616352201258,1316,562,0.4270516717325228,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,10,BAD_PRACTICE,0.0062717770034843206,OS_OPEN_STREAM_EXCEPTION_PATH,19,3,1,0.015444015444015444,0.005515719801434087,5.515719801434088E-4,1.0,1.0,0.0,0.3076923076923077,0.6163151759730154,1.0,0.011149825783972125,0.046689895470383276,0.6163151759730154,0.21428571428571427,-0.4,86,14641,3291,17995,8,0.04302486187845304,0,5,3,13,0.10178185649525429,2228,594,95,2917,2,1634,3,0.17397659030165563,5,2861,0,1423,2648,1,6932,1438,0.14183913718286198,58,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,3411,17995,58,3411,close
14838,org/apache/catalina/servlets,org/apache/catalina/servlets/DefaultServlet.java,1968,true,15,38,3,6,0,72,4,17,0.7641509433962265,1316,562,0.4270516717325228,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,10,BAD_PRACTICE,0.0013937282229965157,RC_REF_COMPARISON_BAD_PRACTICE_BOOLEAN,16,2,1,0.015444015444015444,0.005515719801434087,5.515719801434088E-4,1.0,1.0,0.0,0.3076923076923077,0.6163151759730154,1.0,0.011149825783972125,0.046689895470383276,0.6163151759730154,0.21428571428571427,-0.4,37,6916,1154,10270,8,0.04302486187845304,0,5,3,13,0.10178185649525429,2228,594,95,2917,2,1634,3,0.17397659030165563,5,2861,0,1423,2648,1,6932,1438,0.14183913718286198,58,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,3411,17995,58,3411,close
14838,org/apache/catalina/servlets,org/apache/catalina/servlets/DefaultServlet.java,1968,true,42,38,3,6,20,72,14,17,0.7223719676549866,1316,562,0.4270516717325228,0.8571428571428571,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,10,BAD_PRACTICE,6.968641114982578E-4,RR_NOT_CHECKED,19,3,1,0.015444015444015444,0.005515719801434087,5.515719801434088E-4,-1.0,0.0,0.0,0.3076923076923077,0.6163151759730154,-1.0,0.011149825783972125,0.046689895470383276,0.6163151759730154,0.21428571428571427,-0.4,86,14641,3291,17995,8,0.04302486187845304,0,5,3,13,0.10178185649525429,2228,594,95,2917,2,1634,3,0.17397659030165563,5,2861,0,1423,2648,1,6932,1438,0.14183913718286198,58,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,3411,17995,58,3411,open
17995,org/apache/catalina/servlets,org/apache/catalina/servlets/WebdavServlet.java,3291,true,640,30,3,5,0,72,149,17,0.30077860528097494,1759,600,0.34110289937464466,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,12,PERFORMANCE,0.004878048780487805,DM_BOXED_PRIMITIVE_FOR_PARSING,16,1,4,0.015444015444015444,0.006618863761720904,0.002206287920573635,0.5,1.0,0.0,0.6235955056179775,0.3426181989319204,1.0,0.059930313588850176,0.020905923344947737,0.3426181989319204,0.21428571428571427,0.8333333333333334,63,14641,3291,17995,8,0.13333333333333333,0,5,3,13,0.10178185649525429,460,562,2431,3453,1,-102,1,0.16644956257499144,2,2861,0,1423,2648,0,6932,1438,0.14183913718286198,357,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,3710,17995,58,3411,close
17995,org/apache/catalina/servlets,org/apache/catalina/servlets/WebdavServlet.java,3291,true,640,30,3,5,0,72,149,17,0.3006093432633717,1759,600,0.34110289937464466,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,12,PERFORMANCE,0.037630662020905925,DM_NUMBER_CTOR,18,2,4,0.015444015444015444,0.006618863761720904,0.002206287920573635,0.5,0.9074074074074074,0.005251200274348421,0.6235955056179775,0.3426181989319204,0.8148148148148148,0.059930313588850176,0.020905923344947737,0.3426181989319204,0.21428571428571427,0.8333333333333334,63,14641,3291,17995,8,0.13333333333333333,0,5,3,13,0.10178185649525429,460,562,2431,3453,1,-102,1,0.16644956257499144,2,2861,0,1423,2648,0,6932,1438,0.14183913718286198,357,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,3710,17995,58,3411,close
17995,org/apache/catalina/servlets,org/apache/catalina/servlets/WebdavServlet.java,3291,true,200,30,3,5,22,72,53,17,0.5646580907244414,1759,600,0.34110289937464466,0.1075,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,12,PERFORMANCE,0.037630662020905925,DM_NUMBER_CTOR,20,3,1,0.015444015444015444,0.006618863761720904,5.515719801434088E-4,1.0,0.9074074074074074,0.005251200274348421,0.6235955056179775,0.3426181989319204,0.8148148148148148,0.059930313588850176,0.020905923344947737,0.3426181989319204,0.21428571428571427,0.8333333333333334,46,12348,2189,15702,8,0.13333333333333333,0,5,3,13,0.10178185649525429,460,562,2431,3453,1,-102,1,0.16644956257499144,2,2861,0,1423,2648,0,6932,1438,0.14183913718286198,357,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,3710,17995,58,3411,close
17995,org/apache/catalina/servlets,org/apache/catalina/servlets/WebdavServlet.java,3291,true,93,30,3,5,14,72,37,17,0.6099074700970436,1759,600,0.34110289937464466,0.11290322580645161,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,12,PERFORMANCE,0.037630662020905925,DM_NUMBER_CTOR,20,3,1,0.015444015444015444,0.006618863761720904,5.515719801434088E-4,1.0,0.9074074074074074,0.005251200274348421,0.6235955056179775,0.3426181989319204,0.8148148148148148,0.059930313588850176,0.020905923344947737,0.3426181989319204,0.21428571428571427,0.8333333333333334,63,14641,3291,17995,8,0.13333333333333333,0,5,3,13,0.10178185649525429,460,562,2431,3453,1,-102,1,0.16644956257499144,2,2861,0,1423,2648,0,6932,1438,0.14183913718286198,357,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,3710,17995,58,3411,close
17995,org/apache/catalina/servlets,org/apache/catalina/servlets/WebdavServlet.java,3291,true,36,30,3,5,0,72,12,17,0.5930941096817874,1759,600,0.34110289937464466,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,12,PERFORMANCE,0.037630662020905925,DM_NUMBER_CTOR,20,3,1,0.015444015444015444,0.006618863761720904,5.515719801434088E-4,1.0,0.9074074074074074,0.005251200274348421,0.6235955056179775,0.3426181989319204,0.8148148148148148,0.059930313588850176,0.020905923344947737,0.3426181989319204,0.21428571428571427,0.8333333333333334,63,14641,3291,17995,8,0.13333333333333333,0,5,3,13,0.10178185649525429,460,562,2431,3453,1,-102,1,0.16644956257499144,2,2861,0,1423,2648,0,6932,1438,0.14183913718286198,357,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,3710,17995,58,3411,close
17995,org/apache/catalina/servlets,org/apache/catalina/servlets/WebdavServlet.java,3291,true,320,30,3,5,8,72,75,17,0.3063642518618822,1759,600,0.34110289937464466,0.175,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,12,STYLE,0.008362369337979094,ICAST_INTEGER_MULTIPLY_CAST_TO_LONG,20,3,4,0.015444015444015444,0.006618863761720904,0.002206287920573635,0.5,0.4166666666666667,0.008101851851851851,0.23809523809523808,0.21276141142251953,-0.16666666666666666,0.012543554006968641,0.06968641114982578,0.21276141142251953,0.21428571428571427,0.8333333333333334,63,14641,3291,17995,8,0.13333333333333333,0,5,3,13,0.10178185649525429,460,562,2431,3453,1,-102,1,0.16644956257499144,2,2861,0,1423,2648,0,6932,1438,0.14183913718286198,357,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,3710,17995,58,3411,open
17995,org/apache/catalina/servlets,org/apache/catalina/servlets/WebdavServlet.java,3291,true,0,30,3,5,8,72,1,17,0.8442789438050101,1759,600,0.34110289937464466,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,12,BAD_PRACTICE,0.004181184668989547,SE_BAD_FIELD,16,2,0,0.015444015444015444,0.006618863761720904,0.0,0.0,0.6666666666666666,0.007168458781362008,0.3076923076923077,0.6163151759730154,0.3333333333333333,0.011149825783972125,0.046689895470383276,0.6163151759730154,0.21428571428571427,0.8333333333333334,63,14641,3291,17995,8,0.13333333333333333,0,5,3,13,0.10178185649525429,460,562,2431,3453,1,-102,1,0.16644956257499144,2,2861,0,1423,2648,0,6932,1438,0.14183913718286198,357,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,3710,17995,58,3411,close
17995,org/apache/catalina/servlets,org/apache/catalina/servlets/WebdavServlet.java,3291,true,0,30,3,5,8,72,1,17,0.8442789438050101,1759,600,0.34110289937464466,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,12,BAD_PRACTICE,0.004181184668989547,SE_BAD_FIELD,16,2,0,0.015444015444015444,0.006618863761720904,0.0,0.0,0.6666666666666666,0.007168458781362008,0.3076923076923077,0.6163151759730154,0.3333333333333333,0.011149825783972125,0.046689895470383276,0.6163151759730154,0.21428571428571427,0.8333333333333334,63,14641,3291,17995,8,0.13333333333333333,0,5,3,13,0.10178185649525429,460,562,2431,3453,1,-102,1,0.16644956257499144,2,2861,0,1423,2648,0,6932,1438,0.14183913718286198,357,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,3710,17995,58,3411,close
17995,org/apache/catalina/servlets,org/apache/catalina/servlets/WebdavServlet.java,3291,true,1280,30,3,5,20,72,297,17,0.331668923493568,1759,600,0.34110289937464466,0.11119481646825398,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,12,STYLE,0.0132404181184669,SF_SWITCH_NO_DEFAULT,19,2,4,0.015444015444015444,0.006618863761720904,0.002206287920573635,0.5,0.3157894736842105,0.007202216066481994,0.23809523809523808,0.21276141142251953,-0.3684210526315789,0.012543554006968641,0.06968641114982578,0.21276141142251953,0.21428571428571427,0.8333333333333334,63,14641,3291,17995,8,0.13333333333333333,0,5,3,13,0.10178185649525429,460,562,2431,3453,1,-102,1,0.16644956257499144,2,2861,0,1423,2648,0,6932,1438,0.14183913718286198,357,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,3710,17995,58,3411,close
17995,org/apache/catalina/servlets,org/apache/catalina/servlets/WebdavServlet.java,3291,true,320,30,3,5,22,72,69,17,0.17129316181448884,1759,600,0.34110289937464466,0.2468521897810219,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28,12,STYLE,0.0132404181184669,SF_SWITCH_NO_DEFAULT,19,2,1,0.015444015444015444,0.006618863761720904,5.515719801434088E-4,1.0,0.3157894736842105,0.007202216066481994,0.23809523809523808,0.21276141142251953,-0.3684210526315789,0.012543554006968641,0.06968641114982578,0.21276141142251953,0.21428571428571427,0.8333333333333334,63,14641,3291,17995,8,0.13333333333333333,0,5,3,13,0.10178185649525429,460,562,2431,3453,1,-102,1,0.16644956257499144,2,2861,0,1423,2648,0,6932,1438,0.14183913718286198,357,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,3710,17995,58,3411,close
