F61,F77,F88,F70,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
3,13825,1721,17716,
40,17035,2324,20926,
3,13825,1721,17716,
3,13825,1721,17716,
40,17035,2324,20926,
40,17035,2324,20926,
18,17373,2414,21264,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
12,11769,1398,15660,
12,11769,1398,15660,
12,11769,1398,15660,
40,17035,2324,20926,
8,14104,1793,17995,
8,14104,1793,17995,
40,17035,2324,20926,
3,13825,1721,17716,
40,17035,2324,20926,
40,17035,2324,20926,
3,13825,1721,17716,
40,17035,2324,20926,
4,13825,1721,17716,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
3,12763,1545,16654,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
4,13825,1721,17716,
17,2580,351,6471,
30,2973,397,6864,
27,2937,393,6828,
30,2973,397,6864,
30,2973,397,6864,
24,2882,388,6773,
40,17035,2324,20926,
15,2973,397,6864,
15,2973,397,6864,
40,17035,2324,20926,
40,17035,2324,20926,
7,14123,1804,18014,
7,14123,1804,18014,
7,14123,1804,18014,
7,14123,1804,18014,
7,14107,1793,17998,
7,14107,1793,17998,
6,14107,1793,17998,
6,14107,1793,17998,
6,14107,1793,17998,
10,14107,1793,17998,
40,17035,2324,20926,
10,6473,848,10364,
10,6473,848,10364,
10,14107,1793,17998,
40,17035,2324,20926,
40,17035,2324,20926,
7,14547,1881,18438,
40,17035,2324,20926,
3,13825,1721,17716,
3,13825,1721,17716,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
6,9192,1100,13083,
6,9192,1100,13083,
7,9192,1100,13083,
11,9192,1100,13083,
11,9192,1100,13083,
11,9192,1100,13083,
4,9192,1100,13083,
4,9192,1100,13083,
4,9192,1100,13083,
4,9192,1100,13083,
6,9192,1100,13083,
40,17035,2324,20926,
5,12088,1447,15979,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
14,7897,980,11788,
8,14082,1792,17973,
40,17035,2324,20926,
3,8206,1006,12097,
3,8206,1006,12097,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
12,10366,1205,14257,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
0,4586,642,8477,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
14,16183,2118,20074,
12,16183,2118,20074,
12,16183,2118,20074,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
6,13882,1742,17773,
11,7897,980,11788,
40,17035,2324,20926,
4,13825,1721,17716,
40,17035,2324,20926,
40,17035,2324,20926,
3,12763,1545,16654,
12,12763,1545,16654,
12,12763,1545,16654,
12,12763,1545,16654,
16,10972,1294,14863,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
33,17803,2558,21694,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
37,20713,4484,24604,
0,1092,140,4983,
40,17035,2324,20926,
40,17035,2324,20926,
3,13430,1645,17321,
3,13430,1645,17321,
40,17035,2324,20926,
18,13430,1645,17321,
28,13430,1645,17321,
28,13430,1645,17321,
28,13430,1645,17321,
28,13430,1645,17321,
28,13430,1645,17321,
28,13430,1645,17321,
28,13430,1645,17321,
28,13430,1645,17321,
40,17035,2324,20926,
29,21971,4949,25862,
50,18442,2792,22333,
50,18442,2792,22333,
50,18442,2792,22333,
50,18442,2792,22333,
50,18442,2792,22333,
50,18442,2792,22333,
50,18442,2792,22333,
39,14194,1818,18085,
40,17035,2324,20926,
21,11146,1331,15037,
28,11146,1331,15037,
28,11146,1331,15037,
28,11146,1331,15037,
8,3315,445,7206,
28,11146,1331,15037,
28,11146,1331,15037,
28,11146,1331,15037,
28,11146,1331,15037,
28,11146,1331,15037,
40,17035,2324,20926,
4,14066,1791,17957,
40,17035,2324,20926,
40,17035,2324,20926,
20,7879,980,11770,
20,7879,980,11770,
20,7879,980,11770,
15,4798,686,8689,
40,17035,2324,20926,
40,17035,2324,20926,
22,14205,1820,18096,
22,14205,1820,18096,
22,14205,1820,18096,
12,15976,2076,19867,
5,14570,1889,18461,
13,15976,2076,19867,
0,2410,329,6301,
0,2410,329,6301,
0,2410,329,6301,
0,2410,329,6301,
15,15976,2076,19867,
15,15976,2076,19867,
12,15976,2076,19867,
4,9466,1122,13357,
12,15976,2076,19867,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
40,17035,2324,20926,
4,9763,1141,13654,
3,9747,1140,13638,
6,10769,1255,14660,
6,10769,1255,14660,
6,10769,1255,14660,
12,11989,1428,15880,
40,17035,2324,20926,
4,11769,1398,15660,
4,11769,1398,15660,
40,17035,2324,20926,
28,21971,4949,25862,
27,14188,1817,18079,
27,14188,1817,18079,
27,14188,1817,18079,
27,14188,1817,18079,
27,14188,1817,18079,
27,14188,1817,18079,
27,14188,1817,18079,
26,14183,1816,18074,
5,19545,3058,23436,
5,19545,3058,23436,
34,18902,2920,22793,
14,10820,1269,14711,
7,18950,2932,22841,
7,18950,2932,22841,
7,18950,2932,22841,
8,10820,1269,14711,
8,10820,1269,14711,
8,10820,1269,14711,
8,10820,1269,14711,
16,16155,2112,20046,
16,16155,2112,20046,
16,16155,2112,20046,
7,12874,1562,16765,
41,19265,2999,23156,
23,16155,2112,20046,
6,6439,845,10330,
23,16155,2112,20046,
23,16155,2112,20046,
23,16155,2112,20046,
23,16155,2112,20046,
23,16155,2112,20046,
16,15897,2064,19788,
22,18950,2932,22841,
22,18950,2932,22841,
7,12242,1471,16133,
6,12217,1468,16108,
13,16155,2112,20046,
7,12242,1471,16133,
9,14639,1905,18530,
14,14639,1905,18530,
9,10278,1183,14169,
9,10278,1183,14169,
9,10820,1269,14711,
9,10820,1269,14711,
14,16155,2112,20046,
19,19265,2999,23156,
20,19265,2999,23156,
3,3776,520,7667,
3,3776,520,7667,
3,3776,520,7667,
2,3776,520,7667,
2,3776,520,7667,
20,16155,2112,20046,
20,16155,2112,20046,
20,16155,2112,20046,
4,7993,989,11884,
20,16155,2112,20046,
13,12529,1515,16420,
1,1510,199,5401,
6,12529,1515,16420,
6,12529,1515,16420,
6,12529,1515,16420,
6,12529,1515,16420,
7,14917,1957,18808,
9,14917,1957,18808,
9,14917,1957,18808,
16,19265,2999,23156,
6,8632,1057,12523,
9,5748,792,9639,
9,5748,792,9639,
29,19265,2999,23156,
22,18451,2799,22342,
11,18950,2932,22841,
6,14976,1963,18867,
0,588,75,4479,
33,18931,2927,22822,
0,1510,199,5401,
11,12242,1471,16133,
27,19265,2999,23156,
27,19265,2999,23156,
27,19265,2999,23156,
28,19265,2999,23156,
16,15110,1985,19001,
16,15110,1985,19001,
28,19265,2999,23156,
0,1510,199,5401,
9,18461,2804,22352,
10,18461,2804,22352,
9,18461,2804,22352,
15,14488,1864,18379,
18,18544,2830,22435,
14,17975,2617,21866,
0,1510,199,5401,
3,1697,221,5588,
0,1735,223,5626,
0,1735,223,5626,
7,3736,514,7627,
11,6109,817,10000,
2,1735,223,5626,
7,3736,514,7627,
10,3736,514,7627,
11,6510,852,10401,
53,10332,1201,14223,
53,10332,1201,14223,
53,10332,1201,14223,
53,10332,1201,14223,
53,10332,1201,14223,
53,10332,1201,14223,
53,10332,1201,14223,
53,10332,1201,14223,
53,10332,1201,14223,
3,1725,222,5616,
2,758,92,4649,
25,5759,792,9650,
14,4006,558,7897,
32,7339,937,11230,
32,7339,937,11230,
32,7339,937,11230,
17,7339,937,11230,
17,7339,937,11230,
14,7339,937,11230,
19,2316,320,6207,
7,1214,161,5105,
20,2316,320,6207,
20,2316,320,6207,
20,2316,320,6207,
20,2316,320,6207,
20,2316,320,6207,
14,1875,250,5766,
7,2309,320,6200,
15,2311,320,6202,
11,1899,254,5790,
11,1899,254,5790,
11,1899,254,5790,
11,1899,254,5790,
11,1899,254,5790,
10,1875,250,5766,
4,1899,254,5790,
8,1899,254,5790,
8,1899,254,5790,
36,7752,971,11643,
36,7752,971,11643,
36,6716,874,10607,
7,881,110,4772,
7,881,110,4772,
33,5872,799,9763,
33,5872,799,9763,
33,5872,799,9763,
33,5872,799,9763,
15,2318,320,6209,
14,2317,320,6208,
16,2318,320,6209,
16,2318,320,6209,
11,2275,316,6166,
18,2306,320,6197,
18,2306,320,6197,
2,2306,320,6197,
19,2306,320,6197,
19,2306,320,6197,
21,2306,320,6197,
21,2306,320,6197,
21,2306,320,6197,
21,2306,320,6197,
21,2306,320,6197,
21,2306,320,6197,
11,1875,250,5766,
4,1254,166,5145,
4,1254,166,5145,
4,1254,166,5145,
5,1254,166,5145,
5,1254,166,5145,
5,1254,166,5145,
5,1254,166,5145,
5,1254,166,5145,
5,1254,166,5145,
5,1254,166,5145,
5,1254,166,5145,
5,1254,166,5145,
5,1254,166,5145,
12,1416,188,5307,
6,1389,186,5280,
7,21971,4949,25862,
5,1370,182,5261,
6,1235,162,5126,
12,1235,162,5126,
12,1235,162,5126,
5,1235,162,5126,
5,1235,162,5126,
6,3760,517,7651,
6,3760,517,7651,
18,3760,517,7651,
18,3760,517,7651,
18,3760,517,7651,
18,3760,517,7651,
18,3760,517,7651,
18,3760,517,7651,
18,3760,517,7651,
18,3760,517,7651,
51,7947,984,11838,
18,4157,573,8048,
19,4157,573,8048,
19,4157,573,8048,
12,3845,533,7736,
13,4224,589,8115,
24,4224,589,8115,
24,4224,589,8115,
24,4224,589,8115,
24,4224,589,8115,
24,4224,589,8115,
24,4224,589,8115,
24,4224,589,8115,
24,4224,589,8115,
24,4224,589,8115,
9,1794,231,5685,
64,10332,1201,14223,
26,4325,606,8216,
64,10332,1201,14223,
46,8285,1021,12176,
59,9889,1154,13780,
42,10332,1201,14223,
42,10332,1201,14223,
46,10332,1201,14223,
46,10332,1201,14223,
46,10332,1201,14223,
46,10332,1201,14223,
6,1320,178,5211,
6,1320,178,5211,
28,5866,799,9757,
22,4252,592,8143,
22,4252,592,8143,
22,4252,592,8143,
22,4252,592,8143,
28,5866,799,9757,
28,5866,799,9757,
28,5866,799,9757,
10,2122,292,6013,
28,5866,799,9757,
11,5585,778,9476,
54,10332,1201,14223,
54,10332,1201,14223,
54,10332,1201,14223,
54,10332,1201,14223,
54,10332,1201,14223,
54,10332,1201,14223,
17,10035,1158,13926,
22,10151,1166,14042,
14,8499,1043,12390,
24,10332,1201,14223,
16,10332,1201,14223,
16,10332,1201,14223,
49,10332,1201,14223,
49,10332,1201,14223,
22,14205,1820,18096,
22,14205,1820,18096,
35,17702,2503,21593,
15,4883,700,8774,
5,2669,365,6560,
21,11106,1321,14997,
21,11106,1321,14997,
19,16278,2133,20169,
29,15063,1980,18954,
29,15063,1980,18954,
40,17035,2324,20926,
37,4109,564,8000,
28,4087,564,7978,
28,4087,564,7978,
28,4087,564,7978,
37,4109,564,8000,
6,4109,564,8000,
6,4109,564,8000,
6,4109,564,8000,
6,4109,564,8000,
6,4109,564,8000,
5,4083,564,7974,
5,4083,564,7974,
7,4109,564,8000,
7,4109,564,8000,
7,4109,564,8000,
7,4109,564,8000,
7,4109,564,8000,
7,4109,564,8000,
7,4109,564,8000,
5,4083,564,7974,
7,4109,564,8000,
5,4083,564,7974,
5,4083,564,7974,
5,4083,564,7974,
5,4083,564,7974,
7,4109,564,8000,
7,4109,564,8000,
5,4083,564,7974,
5,4083,564,7974,
7,4109,564,8000,
7,4109,564,8000,
7,4109,564,8000,
7,4109,564,8000,
7,4109,564,8000,
0,1958,265,5849,
0,1958,265,5849,
0,1958,265,5849,
10,3520,490,7411,
13,3520,490,7411,
8,2635,361,6526,
4,3520,490,7411,
1,3477,484,7368,
12,3520,490,7411,
12,3520,490,7411,
8,4883,700,8774,
8,4883,700,8774,
1,3363,455,7254,
7,3363,455,7254,
0,3532,490,7423,
2,1417,189,5308,
8,3363,455,7254,
8,3363,455,7254,
8,3363,455,7254,
17,11469,1371,15360,
13,8908,1078,12799,
17,11469,1371,15360,
70,10699,1244,14590,
40,6547,860,10438,
1,418,53,4309,
70,10699,1244,14590,
70,10699,1244,14590,
70,10699,1244,14590,
70,10699,1244,14590,
40,17035,2324,20926,
5,5234,743,9125,
5,5234,743,9125,
1,3519,490,7410,
1,3519,490,7410,
4,3519,490,7410,
1,3519,490,7410,
2,3519,490,7410,
2,3519,490,7410,
14,1329,179,5220,
14,1329,179,5220,
58,5750,792,9641,
58,5750,792,9641,
58,5750,792,9641,
58,5750,792,9641,
33,4221,588,8112,
58,5750,792,9641,
33,4221,588,8112,
58,5750,792,9641,
58,5750,792,9641,
4,2962,396,6853,
24,1899,254,5790,
58,6981,912,10872,
24,1899,254,5790,
24,1899,254,5790,
45,4006,558,7897,
45,4006,558,7897,
31,5225,743,9116,
31,5225,743,9116,
31,5225,743,9116,
31,5225,743,9116,
4,524,69,4415,
19,5665,788,9556,
3,418,53,4309,
19,5665,788,9556,
19,5665,788,9556,
5,964,123,4855,
5,964,123,4855,
5,964,123,4855,
5,964,123,4855,
5,964,123,4855,
5,964,123,4855,
40,17035,2324,20926,
5,2805,378,6696,
5,2805,378,6696,
5,2805,378,6696,
3,3740,514,7631,
4,511,68,4402,
15,3740,514,7631,
4,511,68,4402,
15,3740,514,7631,
243,18264,2717,22155,
40,2494,341,6385,
162,10989,1297,14880,
126,9313,1109,13204,
231,17290,2394,21181,
231,17290,2394,21181,
231,17290,2394,21181,
231,17290,2394,21181,
231,17290,2394,21181,
221,16314,2136,20205,
180,11650,1389,15541,
136,9817,1145,13708,
192,12955,1575,16846,
218,16091,2104,19982,
207,14205,1820,18096,
114,8503,1043,12394,
140,10157,1166,14048,
221,16314,2136,20205,
231,17290,2394,21181,
5,211,29,4102,
114,8503,1043,12394,
231,17290,2394,21181,
222,16393,2152,20284,
0,669,82,4560,
0,669,82,4560,
0,669,82,4560,
5,709,85,4600,
5,709,85,4600,
5,709,85,4600,
8,904,115,4795,
5,709,85,4600,
34,2475,337,6366,
5,2851,384,6742,
25,12102,1448,15993,
41,11845,1408,15736,
29,9852,1148,13743,
51,12102,1448,15993,
28,9799,1143,13690,
42,11899,1414,15790,
52,12168,1462,16059,
52,12168,1462,16059,
28,9799,1143,13690,
3,3740,514,7631,
59,8495,1043,12386,
110,12102,1448,15993,
34,2475,337,6366,
92,10844,1273,14735,
30,12042,1435,15933,
120,13798,1714,17689,
38,12713,1538,16604,
4,8233,1013,12124,
34,2475,337,6366,
34,2475,337,6366,
34,2475,337,6366,
16,10950,1292,14841,
12,2475,337,6366,
15,4006,558,7897,
3,2475,337,6366,
5,3740,514,7631,
5,3740,514,7631,
104,18983,2940,22874,
104,18983,2940,22874,
109,19531,3056,23422,
21,11956,1422,15847,
21,11956,1422,15847,
130,5556,776,9447,
366,12468,1503,16359,
725,21969,4942,25860,
588,17885,2581,21776,
588,17885,2581,21776,
521,16093,2104,19984,
588,17885,2581,21776,
521,16093,2104,19984,
569,17321,2404,21212,
638,18980,2939,22871,
107,3896,539,7787,
67,14432,1847,18323,
25,8257,1016,12148,
25,8257,1016,12148,
3,2196,304,6087,
9,5227,743,9118,
58,14363,1840,18254,
0,418,53,4309,
0,418,53,4309,
0,418,53,4309,
17,4666,656,8557,
2,709,85,4600,
2,709,85,4600,
2,709,85,4600,
2,709,85,4600,
2,709,85,4600,
12,6925,904,10816,
15,2122,292,6013,
15,2122,292,6013,
9,2049,283,5940,
78,10397,1208,14288,
78,10397,1208,14288,
61,14205,1820,18096,
61,14205,1820,18096,
43,15210,1995,19101,
0,418,53,4309,
0,418,53,4309,
0,418,53,4309,
0,2233,312,6124,
10,8253,1015,12144,
21,14205,1820,18096,
21,14205,1820,18096,
37,14205,1820,18096,
4,9852,1148,13743,
5,9852,1148,13743,
1,1725,222,5616,
4,2805,378,6696,
4,2805,378,6696,
0,1015,125,4906,
3,1417,189,5308,
3,2301,319,6192,
23,13975,1765,17866,
23,13975,1765,17866,
4,4868,697,8759,
12,11178,1341,15069,
101,13833,1722,17724,
101,13833,1722,17724,
101,13833,1722,17724,
101,13833,1722,17724,
14,3740,514,7631,
14,3740,514,7631,
14,3740,514,7631,
14,3740,514,7631,
9,3740,514,7631,
6,3782,523,7673,
6,3782,523,7673,
122,14363,1840,18254,
10,1212,160,5103,
171,19531,3056,23422,
307,21969,4942,25860,
307,21969,4942,25860,
18,5632,785,9523,
12,5819,796,9710,
2,2122,292,6013,
2,2122,292,6013,
8,5584,778,9475,
9,5585,778,9476,
9,5585,778,9476,
3,795,98,4686,
3,795,98,4686,
1,418,53,4309,
8,795,98,4686,
4,795,98,4686,
0,709,85,4600,
13,8495,1043,12386,
4,2475,337,6366,
34,14205,1820,18096,
31,14205,1820,18096,
34,17555,2447,21446,
1,2475,337,6366,
17,13408,1641,17299,
26,14363,1840,18254,
55,10907,1283,14798,
55,10907,1283,14798,
34,8384,1029,12275,
55,10907,1283,14798,
5,2196,304,6087,
45,12132,1459,16023,
45,12132,1459,16023,
47,6756,879,10647,
40,17035,2324,20926,
172,19781,3214,23672,
181,20376,3618,24267,
138,15213,1995,19104,
184,20385,3620,24276,
132,15014,1969,18905,
172,19781,3214,23672,
135,15060,1980,18951,
102,11520,1374,15411,
102,11520,1374,15411,
1,2774,377,6665,
2,2774,377,6665,
49,20721,4517,24612,
49,20721,4517,24612,
0,1019,126,4910,
0,1019,126,4910,
0,308,38,4199,
0,1019,126,4910,
1,1019,126,4910,
3,21971,4949,25862,
1,1019,126,4910,
8,4343,609,8234,
10,11463,1370,15354,
14,4926,707,8817,
33,11463,1370,15354,
33,11463,1370,15354,
33,11463,1370,15354,
3,298,38,4189,
24,11463,1370,15354,
26,11500,1373,15391,
3,5227,743,9118,
7,8584,1049,12475,
18,11500,1373,15391,
19,9142,1097,13033,
12,11479,1372,15370,
15,10640,1237,14531,
15,10640,1237,14531,
17,11479,1372,15370,
13,11479,1372,15370,
2,3718,511,7609,
2,3718,511,7609,
14,10640,1237,14531,
14,10640,1237,14531,
16,11479,1372,15370,
12,11479,1372,15370,
16,10640,1237,14531,
16,10640,1237,14531,
18,11479,1372,15370,
18,11479,1372,15370,
18,11479,1372,15370,
18,11479,1372,15370,
9,11479,1372,15370,
9,11479,1372,15370,
9,11479,1372,15370,
16,10640,1237,14531,
12,11479,1372,15370,
10,11479,1372,15370,
10,11479,1372,15370,
10,11479,1372,15370,
10,11479,1372,15370,
10,11479,1372,15370,
20,11479,1372,15370,
20,11479,1372,15370,
12,11479,1372,15370,
20,11479,1372,15370,
20,11479,1372,15370,
20,11479,1372,15370,
20,11479,1372,15370,
20,11479,1372,15370,
20,11479,1372,15370,
11,11479,1372,15370,
11,11479,1372,15370,
11,11479,1372,15370,
10,11479,1372,15370,
10,11479,1372,15370,
10,11479,1372,15370,
16,11479,1372,15370,
16,11479,1372,15370,
16,11479,1372,15370,
10,11479,1372,15370,
5,11479,1372,15370,
1,2343,322,6234,
14,11418,1365,15309,
14,11418,1365,15309,
13,11429,1367,15320,
13,11429,1367,15320,
27,11293,1356,15184,
27,11293,1356,15184,
27,11293,1356,15184,
27,11293,1356,15184,
2,1130,146,5021,
5,1954,264,5845,
5,1954,264,5845,
5,1954,264,5845,
7,11293,1356,15184,
7,11293,1356,15184,
7,11293,1356,15184,
6,11350,1359,15241,
6,11350,1359,15241,
6,11350,1359,15241,
6,11350,1359,15241,
10,11350,1359,15241,
8,11350,1359,15241,
8,11350,1359,15241,
8,11350,1359,15241,
12,11350,1359,15241,
12,11350,1359,15241,
12,11350,1359,15241,
12,11350,1359,15241,
12,11350,1359,15241,
12,11350,1359,15241,
12,11350,1359,15241,
12,11350,1359,15241,
12,11350,1359,15241,
36,11350,1359,15241,
36,11350,1359,15241,
36,11350,1359,15241,
36,11350,1359,15241,
36,11350,1359,15241,
36,11350,1359,15241,
36,11350,1359,15241,
36,11350,1359,15241,
2,11350,1359,15241,
5,11350,1359,15241,
5,11350,1359,15241,
5,11350,1359,15241,
5,11350,1359,15241,
5,11350,1359,15241,
5,11350,1359,15241,
5,11350,1359,15241,
6,21971,4949,25862,
6,21971,4949,25862,
6,21971,4949,25862,
5,11350,1359,15241,
5,11350,1359,15241,
5,11350,1359,15241,
5,11350,1359,15241,
5,11350,1359,15241,
5,11350,1359,15241,
5,11350,1359,15241,
8,11350,1359,15241,
12,11328,1358,15219,
5,11292,1356,15183,
0,2851,384,6742,
3,11292,1356,15183,
3,11292,1356,15183,
6,11292,1356,15183,
7,11292,1356,15183,
5,11292,1356,15183,
5,11292,1356,15183,
5,11292,1356,15183,
5,11292,1356,15183,
4,10329,1200,14220,
9,10329,1200,14220,
6,11292,1356,15183,
7,11292,1356,15183,
4,11292,1356,15183,
4,11292,1356,15183,
5,11292,1356,15183,
4,11292,1356,15183,
4,11292,1356,15183,
5,11292,1356,15183,
5,11292,1356,15183,
8,11292,1356,15183,
4,11292,1356,15183,
4,11292,1356,15183,
5,11292,1356,15183,
4,11292,1356,15183,
9,11292,1356,15183,
5,11292,1356,15183,
4,11292,1356,15183,
5,11292,1356,15183,
3,8094,997,11985,
3,8094,997,11985,
3,8094,997,11985,
3,8094,997,11985,
11,11292,1356,15183,
11,11292,1356,15183,
11,11292,1356,15183,
15,11292,1356,15183,
15,11292,1356,15183,
15,11292,1356,15183,
15,11292,1356,15183,
15,11292,1356,15183,
15,11292,1356,15183,
15,11292,1356,15183,
15,11292,1356,15183,
15,11292,1356,15183,
15,11292,1356,15183,
15,11292,1356,15183,
15,11292,1356,15183,
15,11292,1356,15183,
15,11292,1356,15183,
15,11292,1356,15183,
3,11292,1356,15183,
9,11292,1356,15183,
9,11292,1356,15183,
9,11292,1356,15183,
9,11292,1356,15183,
9,11292,1356,15183,
10,21971,4949,25862,
10,21971,4949,25862,
10,21971,4949,25862,
9,11292,1356,15183,
9,11292,1356,15183,
9,11292,1356,15183,
9,11292,1356,15183,
9,11292,1356,15183,
9,11292,1356,15183,
12,11292,1356,15183,
3,3301,440,7192,
2,7788,975,11679,
4,11292,1356,15183,
6,11292,1356,15183,
8,11292,1356,15183,
7,11292,1356,15183,
5,11004,1300,14895,
5,11004,1300,14895,
4,3691,504,7582,
4,3691,504,7582,
6,11328,1358,15219,
6,11328,1358,15219,
6,11328,1358,15219,
6,11328,1358,15219,
8,11328,1358,15219,
8,11328,1358,15219,
8,11328,1358,15219,
9,11328,1358,15219,
9,11328,1358,15219,
9,11328,1358,15219,
9,11328,1358,15219,
9,11328,1358,15219,
9,11328,1358,15219,
9,11328,1358,15219,
9,11328,1358,15219,
9,11328,1358,15219,
9,11328,1358,15219,
9,11328,1358,15219,
9,11328,1358,15219,
9,11328,1358,15219,
9,11328,1358,15219,
9,11328,1358,15219,
9,11328,1358,15219,
9,11328,1358,15219,
9,11328,1358,15219,
9,11328,1358,15219,
9,11328,1358,15219,
9,11328,1358,15219,
2,5235,743,9126,
9,11328,1358,15219,
9,11328,1358,15219,
2,11328,1358,15219,
4,11328,1358,15219,
4,11328,1358,15219,
4,11328,1358,15219,
4,11328,1358,15219,
4,11328,1358,15219,
10,21971,4949,25862,
10,21971,4949,25862,
10,21971,4949,25862,
4,11328,1358,15219,
4,11328,1358,15219,
4,11328,1358,15219,
4,11328,1358,15219,
4,11328,1358,15219,
4,11328,1358,15219,
4,11328,1358,15219,
9,11328,1358,15219,
7,11328,1358,15219,
7,11328,1358,15219,
7,11328,1358,15219,
4,10515,1219,14406,
6,11328,1358,15219,
8,11028,1303,14919,
8,11028,1303,14919,
8,11028,1303,14919,
6,11028,1303,14919,
6,11028,1303,14919,
6,11028,1303,14919,
6,11028,1303,14919,
6,11028,1303,14919,
6,11028,1303,14919,
6,11028,1303,14919,
6,11028,1303,14919,
6,11028,1303,14919,
0,298,38,4189,
8,11028,1303,14919,
10,11028,1303,14919,
10,11028,1303,14919,
10,11028,1303,14919,
10,11028,1303,14919,
5,21971,4949,25862,
4,21971,4949,25862,
3,4812,687,8703,
3,4812,687,8703,
3,4812,687,8703,
2,4812,687,8703,
2,4812,687,8703,
5,4812,687,8703,
5,4812,687,8703,
4,4812,687,8703,
3,4812,687,8703,
21,11090,1319,14981,
16,11090,1319,14981,
16,11090,1319,14981,
3,4696,661,8587,
5,11090,1319,14981,
5,11090,1319,14981,
5,11090,1319,14981,
5,11090,1319,14981,
5,11090,1319,14981,
