F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-float,F16-DocData,F16-char[],F16-long,F16-Iterator<Number>,F16-Object,F16-NA,F16-void,F16-int,F16-double,F16-Query,F16-Iterator<BytesRef>,F16-boolean,F16-Collection<ContentStream>,F16-String,F16-Iterator<String>,F16-NamedList,F16-Void,F16-byte,F16-BytesRef,F3-NA,F3-CharSequence,F3-int[],F3-Class,F3-StringBuilder,F3-Among[],F3-null,F3-boolean,F3-FileInputStream,F3-char,F3-String,F3-long,F3-CharStream,F3-int,F3-ValueSource,F3-char[],F3-getBoost(),F3-long[],F3-Path,F3-Comparable,F7-^,F7-++,F7-%,F7-&,F7-*,F7-+,F7-^=,F7--,F7-/,F7--=,F7-+=,F7-NA,F7-*=,F12-long,F12-int,F12-BytesRef,F12-NA,F12-FST,F12-boolean,F12-Logger,F12-NamedList,F12-String,F12-Scorer,F12-TermsEnum,F12-List<String>,F12-double,F12-Token,F12-Charset,F12-QParser,F12-Boolean,F12-IndexInput,F12-SolrParams,F12-List<AnalysisPhase>,F17-abstract,F17-static,F17-final,F17-static-final,F17-NA,F2-Path,F2-StringBuilder,F2-Class,F2-HungarianStemmer,F2-StandardSyntaxParser,F2-NA,F2-QueryParserTokenManager,F2-Integer,F2-List<String>,F2-Files,F2-QueryParser,F2-Object,F2-String,F2-PorterStemmer,F2-Long,F2-System,F2-Float,F2-Character,F2-File,F2-HTMLStripCharFilter,F6-NA,F6-java.lang.Long,F6-org.apache.lucene.queryparser.surround.parser.Token,F6-java.io.InputStreamReader,F6-java.io.FileInputStream,F6-java.util.Properties,F6-java.util.HashMap,F6-java.lang.UnsupportedOperationException,F6-java.io.DataInputStream,F6-org.apache.solr.parser.Token,F6-org.apache.lucene.codecs.simpletext.AlreadyClosedException,F6-java.lang.Character,F6-java.lang.Integer,F6-java.io.File,F6-java.lang.StringBuilder,F6-org.apache.solr.search.HashQParserPlugin.ZeroHash,F6-org.apache.solr.client.solrj.impl.ZkStateReader,F6-java.util.Date,F6-java.lang.Double,F6-org.apache.solr.client.solrj.impl.BasicHeader,F13-private,F13-NA,F13-protected,F13-public,F18-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-NA,F14-final,F1-size,F1-getLatestSchema,F1-NA,F1-add,F1-jj_ntk,F1-r_mark_regions,F1-getClass,F1-clone,F1-jj_consume_token,F1-iterator,F1-find_among_b,F1-get,F1-equals,F1-append,F1-compareTo,F1-slice_from,F1-charAt,F1-load,F1-getName,F1-toString,F5-java.util.AbstractMap,F5-java.util.zip.InflaterInputStream,F5-java.lang.Object,F5-SolrQueryRequestBase,F5-NA,F5-java.lang.Error,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.io.FilterInputStream,F5-FastInputStream,F5-java.lang.Number,F5-java.lang.Throwable,F5-java.lang.RuntimeException,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-TermVectorsReader,F9-bits,F9-request,F9-name,F9-a,F9-field,F9-map,F9-indexedField,F9-numDeadServersToTry,F9-nvPairs,F9-expirationThresholdMilllis,F9-saveAs,F9-min,F9-source,F9-NA,F9-copy2Dir,F9-cached,F9-params,F9-servers,F9-sources,F9-length,F10-NA,F10-true,F19-NA,F19-abstract,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-Integer,F4-boolean,F4-InputStream,F4-File[],F4-long,F4-QueryNode,F4-char,F4-Token,F4-Object,F4-SrndQuery,F4-Float,F4-void,F4-double,F4-StringBuilder,F4-Path,F4-int,F4-String,F4-Class,F4-Iterator,F8-DocumentsWriterFlushControl,F8-LocalFsFile,F8-TernaryTree,F8-BytesHash,F8-ReaderWrapper,F8-DirectoryFile,F8-Correction,F8-ToParentBlockJoinFieldComparator,F8-MockDirectoryWrapper,F8-HashCollector,F8-SolrCore,F8-TVTerms,F8-ExpiringCachedDocCollection,F8-NA,F8-ShardRequestAndParams,F8-ElevationObj,F8-Frame,F8-Block,F8-Req,F8-CompoundToken,F11-val,F11-term,F11-scorer,F11-NA,F11-collection,F11-log,F11-startOffset,F11-failedPings,F11-field,F11-EOF,F11-start,F11-token,F11-replica,F11-propertyName,F11-endOffset,F11-vs,F11-UTF_8,F11-fst,F11-query,F11-comp,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-ryan@apache.org,F71-chrism@apache.org,F71-anshum@apache.org,F71-shalin@apache.org,F71-rmuir@apache.org,F71-sarowe@apache.org,F71-simonw@apache.org,F71-hossman@apache.org,F71-jpountz@apache.org,F71-buschmi@apache.org,F71-markrmiller@apache.org,F71-noble@apache.org,F71-yonik@apache.org,F71-mikemccand@apache.org,F71-shaie@apache.org,F71-rjernst@apache.org,F71-romseygeek@apache.org,F71-erick@apache.org,F71-dweiss@apache.org,F71-uschindler@apache.org,F74,F73,F84,F146,category
13888,org/apache/lucene/queries/function/valuesource,org/apache/lucene/queries/function/valuesource/IntFieldSource.java,1157,true,5,5,1968,3,4,259,2,91,0.8942307692307693,67,20,0.29850746268656714,0.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,4,BAD_PRACTICE,0.012917115177610334,NP_EQUALS_SHOULD_HANDLE_NULL_ARGUMENT,11,2,2,0.012664393570384803,9.74184120798831E-4,4.870920603994155E-4,-1.0,0.0,0.0,0.13266998341625208,0.2761328796198629,-0.7916666666666666,0.0032292787944025836,0.019106566200215284,0.2761328796198629,-0.9615384615384616,-1.0,16,10640,1237,14531,64,0.0,0,15,49,79,7.854809586311127E-4,270,40,0,310,0,230,0,0.011157186993656781,0,5544,0,374,30,0,5948,5170,0.021045814103652864,1417,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,5308,25862,384,4275,open
13888,org/apache/lucene/queries/function/valuesource,org/apache/lucene/queries/function/valuesource/IntFieldSource.java,1157,true,0,5,1968,3,5,259,1,91,0.5096153846153846,67,20,0.29850746268656714,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,4,PERFORMANCE,0.06646932185145317,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.012664393570384803,9.74184120798831E-4,0.0,0.0,0.29959514170040485,0.011657660709439957,0.32689655172413795,0.16718586835420737,-0.26720647773279355,0.004036598493003229,0.06001076426264801,0.16718586835420737,-0.9615384615384616,-1.0,18,11479,1372,15370,64,0.0,0,15,49,79,7.854809586311127E-4,270,40,0,310,0,230,0,0.011157186993656781,0,5544,0,374,30,0,5948,5170,0.021045814103652864,1417,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,5308,25862,384,4275,open
13888,org/apache/lucene/queries/function/valuesource,org/apache/lucene/queries/function/valuesource/IntFieldSource.java,1157,true,0,5,1968,3,6,259,1,91,0.5192307692307693,67,20,0.29850746268656714,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,4,PERFORMANCE,0.029601722282023683,URF_UNREAD_FIELD,20,3,0,0.012664393570384803,9.74184120798831E-4,0.0,0.0,0.36363636363636365,0.01285583103764922,0.32689655172413795,0.16718586835420737,-0.2,0.004036598493003229,0.06001076426264801,0.16718586835420737,-0.9615384615384616,-1.0,18,11479,1372,15370,64,0.0,0,15,49,79,7.854809586311127E-4,270,40,0,310,0,230,0,0.011157186993656781,0,5544,0,374,30,0,5948,5170,0.021045814103652864,1417,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,5308,25862,384,4275,open
15370,org/apache/lucene/queries/function/valuesource,org/apache/lucene/queries/function/valuesource/LinearFloatFunction.java,1372,true,5,6,1968,2,4,259,2,91,0.9361702127659575,60,24,0.4,0.4,9,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,3,BAD_PRACTICE,0.004036598493003229,EQ_GETCLASS_AND_CLASS_CONSTANT,16,2,3,0.012664393570384803,7.306380905991232E-4,7.306380905991232E-4,-1.0,0.0,0.0,0.13266998341625208,0.2761328796198629,-0.7333333333333333,0.0032292787944025836,0.019106566200215284,0.2761328796198629,-0.9615384615384616,-1.0,9,11479,1372,15370,64,0.0,0,15,49,79,7.854809586311127E-4,74,2,0,76,0,72,0,0.009820870552738139,0,5544,0,374,30,0,5948,5170,0.021045814103652864,1249,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,5140,25862,384,4275,open
15370,org/apache/lucene/queries/function/valuesource,org/apache/lucene/queries/function/valuesource/LinearFloatFunction.java,1372,true,5,6,1968,2,0,259,2,91,0.9574468085106383,60,24,0.4,1.0,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,3,STYLE,0.017491926803013993,FE_FLOATING_POINT_EQUALITY,20,3,3,0.012664393570384803,7.306380905991232E-4,7.306380905991232E-4,-1.0,0.35384615384615387,0.005196342119419043,0.3889216263995286,0.5912033041944769,-0.12307692307692308,0.01829924650161464,0.1652314316469322,0.5912033041944769,-0.9615384615384616,-1.0,9,11479,1372,15370,64,0.0,0,15,49,79,7.854809586311127E-4,74,2,0,76,0,72,0,0.009820870552738139,0,5544,0,374,30,0,5948,5170,0.021045814103652864,1249,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,5140,25862,384,4275,open
15370,org/apache/lucene/queries/function/valuesource,org/apache/lucene/queries/function/valuesource/LinearFloatFunction.java,1372,true,5,6,1968,2,4,259,2,91,0.9361702127659575,60,24,0.4,0.5,9,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,3,BAD_PRACTICE,0.012917115177610334,NP_EQUALS_SHOULD_HANDLE_NULL_ARGUMENT,11,2,3,0.012664393570384803,7.306380905991232E-4,7.306380905991232E-4,-1.0,0.0,0.0,0.13266998341625208,0.2761328796198629,-0.7916666666666666,0.0032292787944025836,0.019106566200215284,0.2761328796198629,-0.9615384615384616,-1.0,9,11479,1372,15370,64,0.0,0,15,49,79,7.854809586311127E-4,74,2,0,76,0,72,0,0.009820870552738139,0,5544,0,374,30,0,5948,5170,0.021045814103652864,1249,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,5140,25862,384,4275,open
15370,org/apache/lucene/queries/function/valuesource,org/apache/lucene/queries/function/valuesource/LongFieldSource.java,1372,true,5,9,1968,3,4,259,2,91,0.9140625,86,20,0.23255813953488372,0.6,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1,BAD_PRACTICE,0.012917115177610334,NP_EQUALS_SHOULD_HANDLE_NULL_ARGUMENT,11,2,1,0.012664393570384803,2.4354603019970775E-4,2.4354603019970775E-4,-1.0,0.0,0.0,0.13266998341625208,0.2761328796198629,-0.7916666666666666,0.0032292787944025836,0.019106566200215284,0.2761328796198629,-0.9615384615384616,-1.0,16,10640,1237,14531,64,0.0,0,15,49,79,7.854809586311127E-4,250,38,0,288,0,212,0,0.009452215750375442,0,5544,0,374,30,0,5948,5170,0.021045814103652864,1417,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,5308,25862,384,4275,open
15370,org/apache/lucene/queries/function/valuesource,org/apache/lucene/queries/function/valuesource/MaxDocValueSource.java,1372,true,3,6,1968,1,4,259,1,91,0.8888888888888888,34,21,0.6176470588235294,0.6666666666666666,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1,BAD_PRACTICE,0.012917115177610334,NP_EQUALS_SHOULD_HANDLE_NULL_ARGUMENT,11,2,1,0.012664393570384803,2.4354603019970775E-4,2.4354603019970775E-4,-1.0,0.0,0.0,0.13266998341625208,0.2761328796198629,-0.7916666666666666,0.0032292787944025836,0.019106566200215284,0.2761328796198629,-0.9615384615384616,-1.0,12,11479,1372,15370,64,0.0,0,15,49,79,7.854809586311127E-4,80,2,0,82,0,78,0,0.002298696071841663,0,5544,0,374,30,0,5948,5170,0.021045814103652864,1417,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,5308,25862,384,4275,open
11055,org/apache/lucene/queries/function/valuesource,org/apache/lucene/queries/function/valuesource/MultiBoolFunction.java,925,true,5,8,1968,2,4,259,2,91,0.9009009009009009,77,20,0.2597402597402597,0.6,5,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1,BAD_PRACTICE,0.012917115177610334,NP_EQUALS_SHOULD_HANDLE_NULL_ARGUMENT,11,2,1,0.012664393570384803,2.4354603019970775E-4,2.4354603019970775E-4,-1.0,0.0,0.0,0.13266998341625208,0.2761328796198629,-0.7916666666666666,0.0032292787944025836,0.019106566200215284,0.2761328796198629,-0.9615384615384616,-1.0,10,11479,1372,15370,64,0.0,0,15,49,79,7.854809586311127E-4,162,1,0,163,0,161,0,0.004737851704971313,0,5544,0,374,30,0,5948,5170,0.021045814103652864,1417,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,5308,25862,384,4275,open
12202,org/apache/lucene/queries/function/valuesource,org/apache/lucene/queries/function/valuesource/MultiFloatFunction.java,1023,true,3,9,1968,2,4,259,1,91,0.336283185840708,72,29,0.4027777777777778,0.6666666666666666,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2,MALICIOUS_CODE,0.024757804090419805,EI_EXPOSE_REP2,18,2,1,0.012664393570384803,4.870920603994155E-4,2.4354603019970775E-4,-1.0,0.16304347826086957,0.011371691871455576,0.35185185185185186,0.16067158142928858,-0.6086956521739131,0.0034983853606027986,0.03336921420882669,0.16067158142928858,-0.9615384615384616,-1.0,10,11479,1372,15370,64,0.0,0,15,49,79,7.854809586311127E-4,187,14,3,204,0,173,0,0.03199373936081245,0,5544,0,374,30,0,5948,5170,0.021045814103652864,1249,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,5140,25862,384,4275,open
12202,org/apache/lucene/queries/function/valuesource,org/apache/lucene/queries/function/valuesource/MultiFloatFunction.java,1023,true,5,9,1968,2,4,259,2,91,0.9557522123893806,72,29,0.4027777777777778,0.5,8,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2,BAD_PRACTICE,0.012917115177610334,NP_EQUALS_SHOULD_HANDLE_NULL_ARGUMENT,11,2,1,0.012664393570384803,4.870920603994155E-4,2.4354603019970775E-4,-1.0,0.0,0.0,0.13266998341625208,0.2761328796198629,-0.7916666666666666,0.0032292787944025836,0.019106566200215284,0.2761328796198629,-0.9615384615384616,-1.0,10,11479,1372,15370,64,0.0,0,15,49,79,7.854809586311127E-4,187,14,3,204,0,173,0,0.03199373936081245,0,5544,0,374,30,0,5948,5170,0.021045814103652864,1249,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,5140,25862,384,4275,open
13843,org/apache/lucene/queries/function/valuesource,org/apache/lucene/queries/function/valuesource/MultiFunction.java,1156,true,5,11,1968,2,4,259,2,91,0.9675324675324676,102,33,0.3235294117647059,0.6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2,BAD_PRACTICE,0.012917115177610334,NP_EQUALS_SHOULD_HANDLE_NULL_ARGUMENT,11,2,1,0.012664393570384803,4.870920603994155E-4,2.4354603019970775E-4,-1.0,0.0,0.0,0.13266998341625208,0.2761328796198629,-0.7916666666666666,0.0032292787944025836,0.019106566200215284,0.2761328796198629,-0.9615384615384616,-1.0,10,11479,1372,15370,64,0.0,0,15,49,79,7.854809586311127E-4,215,0,0,215,0,215,0,0.026156085121085384,0,5544,0,374,30,0,5948,5170,0.021045814103652864,1249,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,5140,25862,384,4275,open
