F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-float,F16-Thread,F16-JMeterProperty,F16-X509Certificate[],F16-AssertionResult,F16-long,F16-NA,F16-CollectionProperty,F16-void,F16-int,F16-boolean,F16-PasswordAuthentication,F16-String,F16-Integer,F16-ReportPage,F16-ParamMask,F16-Class<?>,F16-ReportGuiPackage,F16-CookieManager,F16-List<HTTPSamplerBase>,F3-NA,F3-JMeterTreeNode,F3-StringProperty,F3-CollectionProperty,F3-TextMessage,F3-TestElementProperty,F3-AbstractThreadGroup,F3-GenericController,F3-byte[],F3-boolean,F3-Object,F3-MenuIcon,F3-JMeterFileFilter,F3-double,F3-String,F3-long,F3-InterleaveControl.IGNORE_SUB_CONTROLLERS,F3-int,F3-String[],F3-Date,F7--,F7-++,F7-NA,F7-+,F12-long,F12-Integer,F12-int,F12-Object,F12-NA,F12-ThreadLocal<Long>,F12-boolean,F12-JTextField,F12-Logger,F12-String[],F12-String,F12-SamplingStatCalculator,F12-JTree,F12-double,F12-Random,F12-JTextArea,F12-JMeterEngine,F12-RemoteSampleListener,F12-Set<String>,F12-BeanInfo,F17-static,F17-final,F17-NA,F2-StringBuilder,F2-TransferSupport,F2-NA,F2-Integer,F2-JTextComponent,F2-RespTimeGraphChart,F2-InputStream,F2-Entry<Object Object>,F2-AbstractButton,F2-JFileChooser,F2-Header,F2-Connection,F2-String,F2-HashTree,F2-MailerModel,F2-Long,F2-System,F2-Authorization,F2-Statement,F2-File,F6-java.util.Random,F6-java.util.zip.GZIPInputStream,F6-java.io.ByteArrayOutputStream,F6-NA,F6-java.io.FileWriter,F6-org.apache.jmeter.config.StringProperty,F6-java.io.InputStreamReader,F6-org.apache.jmeter.protocol.http.modifier.TestElementProperty,F6-org.apache.jmeter.protocol.http.sampler.HTTPSamplerBase.CleanerThread,F6-java.io.PrintWriter,F6-java.io.File,F6-java.io.OutputStreamWriter,F6-java.lang.String,F6-java.lang.StringBuilder,F6-org.apache.jmeter.protocol.http.util.CollectionProperty,F6-org.apache.jmeter.protocol.http.sampler.DefaultHttpRequestRetryHandler,F6-java.util.Date,F6-org.apache.jmeter.testelement.property.StringProperty,F6-org.apache.jmeter.config.CollectionProperty,F6-java.io.BufferedReader,F13-private,F13-NA,F13-public,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-cloneTree,F1-getTopValue,F1-setResponseData,F1-NA,F1-setStyle,F1-setProperty,F1-trim,F1-compareToIgnoreCase,F1-getText,F1-getPropDefault,F1-getLoggerForClass,F1-addComponent,F1-debug,F1-getSelectedFile,F1-getDropLocation,F1-valueOf,F1-exit,F1-getKey,F1-length,F1-setText,F5-java.util.zip.InflaterInputStream,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-java.io.OutputStreamWriter,F5-AbstractTestElement,F5-java.util.AbstractSequentialList,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-javax.swing.JToggleButton,F5-javax.swing.Timer,F5-java.io.Reader,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-java.util.AbstractSet,F9-factory,F9-label,F9-data,F9-xAxisLabels,F9-startTime,F9-samplerLabel,F9-color,F9-time,F9-backColor,F9-chkBox,F9-barrier,F9-NA,F9-lineColor,F9-random,F9-md5HexInput,F9-length,F10-NA,F10-true,F19-NA,F19-abstract,F19-interface,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-HashTree,F4-String[],F4-Integer,F4-Container,F4-boolean,F4-File[],F4-long,F4-PreparedStatement,F4-DropLocation,F4-JMeterProperty,F4-Node,F4-Object,F4-File,F4-void,F4-StringBuilder,F4-Long,F4-String,F4-int,F4-JButton,F8-RespTimeGraphLineBean,F8-BarGraph,F8-RespTimeGraphChart,F8-RespTimeGraphDataBean,F8-RandomTimer,F8-NA,F8-MD5HexAssertionGUI,F8-AxisGraph,F8-LineGraph,F8-HC4TrustAllSSLSocketFactory,F8-BarrierWrapper,F11-ALWAYS_ENCODE,F11-APPLIABLE_CONFIG_CLASSES,F11-compareContent,F11-NA,F11-log,F11-firstTime,F11-ZERO,F11-LOCK,F11-maxThroughput,F11-CONDITION,F11-serialVersionUID,F11-listener,F11-TEXT_HTML,F11-COLUMN_RESOURCE_NAMES,F11-sumOfSquares,F11-CLEAR,F11-NORMAL_CHARACTER_REGEX,F11-rand,F11-CONNECTOR_PREFIX_DEFAULT,F11-loopCount,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-dev-null@apache.org,F71-mblankestijn@apache.org,F71-jsalvata@apache.org,F71-dims@apache.org,F71-jeremy_a@apache.org,F71-seade@apache.org,F71-oros@apache.org,F71-woolfel@apache.org,F71-pmouawad@apache.org,F71-alf@apache.org,F71-milamber@apache.org,F71-thads@apache.org,F71-sebb@apache.org,F71-mstover1@apache.org,F74,F73,F84,F146,category
13709,org/apache/jmeter/modifiers,org/apache/jmeter/modifiers/CounterConfig.java,3959,true,0,25,275,3,12,47,1,10,0.32098765432098764,161,40,0.2484472049689441,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,PERFORMANCE,0.050488599348534204,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.008298755186721992,0.0027662517289073307,0.0,0.0,0.7096774193548387,0.020603537981269508,0.7346938775510204,0.14927532170109292,0.41935483870967744,0.03908794788273615,0.04071661237785016,0.14927532170109292,0.6666666666666666,0.0,9,3382,1416,7861,0,0.0,0,0,0,0,0.0,262,31,15,308,0,231,0,0.07040020268336844,0,656,0,137,72,0,865,519,0.034152441429214,123,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4601,14044,123,4601,open
7734,org/apache/jmeter/modifiers,org/apache/jmeter/modifiers/JSR223PreProcessor.java,1346,true,0,1,275,1,5,47,1,10,0.6530612244897959,25,17,0.68,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,STYLE,0.19218241042345277,RI_REDUNDANT_INTERFACES,20,3,0,0.008298755186721992,0.0013831258644536654,0.0,0.0,0.8813559322033898,0.004753075135149252,0.48866498740554154,0.393477898753242,0.7627118644067796,0.1986970684039088,0.23289902280130292,0.393477898753242,0.6666666666666666,1.0,6,3255,1346,7734,0,0.0,0,0,0,0,0.0,30,3,3,36,0,27,0,0.06581212343058217,0,656,0,137,72,0,865,519,0.034152441429214,284,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4762,14044,123,4601,open
13738,org/apache/jmeter/modifiers,org/apache/jmeter/modifiers/UserParameters.java,3971,true,0,15,275,1,5,47,1,10,0.19473684210526315,103,63,0.6116504854368932,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,STYLE,0.19218241042345277,RI_REDUNDANT_INTERFACES,20,3,0,0.008298755186721992,0.0013831258644536654,0.0,0.0,0.8813559322033898,0.004753075135149252,0.48866498740554154,0.393477898753242,0.7627118644067796,0.1986970684039088,0.23289902280130292,0.393477898753242,0.6666666666666666,1.0,38,9259,3971,13738,0,0.0,0,0,0,0,0.0,298,19,4,321,0,279,0,0.06539912124717193,0,656,0,137,72,0,865,519,0.034152441429214,372,0,0,0,0,1,0,0,0,0,0,0,1,1,1,4850,14044,123,4601,open
12309,org/apache/jmeter/modifiers/gui,org/apache/jmeter/modifiers/gui/CounterConfigGui.java,3404,true,17,8,306,1,8,21,4,7,0.6967741935483871,105,32,0.3047619047619048,0.17647058823529413,18,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,STYLE,0.14332247557003258,BC_UNCONFIRMED_CAST,20,3,1,0.005532503457814661,0.0013831258644536654,0.0013831258644536654,-1.0,0.2840909090909091,0.009244693839218632,0.48866498740554154,0.393477898753242,-0.3977272727272727,0.1986970684039088,0.23289902280130292,0.393477898753242,0.0,-1.0,25,9068,3777,13547,0,0.0,0,0,0,0,0.0,126,47,6,179,0,79,0,0.04732666512648916,0,258,0,101,9,0,368,157,0.05956516551023591,123,0,0,0,0,1,0,0,0,1,0,0,0,1,1,4601,14044,123,4601,open
13738,org/apache/jmeter/modifiers/gui,org/apache/jmeter/modifiers/gui/UserParametersGui.java,3971,true,22,13,306,6,8,21,3,7,0.23383084577114427,288,51,0.17708333333333334,0.18181818181818182,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,STYLE,0.14332247557003258,BC_UNCONFIRMED_CAST,20,3,1,0.005532503457814661,0.004149377593360996,0.0013831258644536654,-1.0,0.2840909090909091,0.009244693839218632,0.48866498740554154,0.393477898753242,-0.3977272727272727,0.1986970684039088,0.23289902280130292,0.393477898753242,0.0,0.3333333333333333,25,8752,3610,13231,0,0.0,0,0,0,0,0.0,132,54,3,189,0,78,0,0.07180366589398267,0,258,0,101,9,0,368,157,0.05956516551023591,123,0,0,0,0,1,0,0,0,1,0,0,0,1,1,4601,14044,123,4601,open
13738,org/apache/jmeter/modifiers/gui,org/apache/jmeter/modifiers/gui/UserParametersGui.java,3971,true,20,13,306,6,8,21,4,7,0.3283582089552239,288,51,0.17708333333333334,0.15,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,STYLE,0.14332247557003258,BC_UNCONFIRMED_CAST,20,3,1,0.005532503457814661,0.004149377593360996,0.0013831258644536654,1.0,0.2840909090909091,0.009244693839218632,0.48866498740554154,0.393477898753242,-0.3977272727272727,0.1986970684039088,0.23289902280130292,0.393477898753242,0.0,0.3333333333333333,10,3753,1691,8232,0,0.0,0,0,0,0,0.0,132,54,3,189,0,78,0,0.07180366589398267,0,258,0,101,9,0,368,157,0.05956516551023591,123,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4601,14044,123,4601,close
13738,org/apache/jmeter/modifiers/gui,org/apache/jmeter/modifiers/gui/UserParametersGui.java,3971,true,0,13,306,6,14,21,1,7,0.39800995024875624,288,51,0.17708333333333334,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,PERFORMANCE,0.050488599348534204,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.005532503457814661,0.004149377593360996,0.0,0.0,0.7096774193548387,0.020603537981269508,0.7346938775510204,0.14927532170109292,0.41935483870967744,0.03908794788273615,0.04071661237785016,0.14927532170109292,0.0,0.3333333333333333,37,9259,3971,13738,0,0.0,0,0,0,0,0.0,132,54,3,189,0,78,0,0.07180366589398267,0,258,0,101,9,0,368,157,0.05956516551023591,123,0,0,0,0,1,0,0,0,1,0,0,0,1,1,4601,14044,123,4601,open
12235,org/apache/jmeter/monitor/util,org/apache/jmeter/monitor/util/MemoryBenchmark.java,3392,true,80,1,163,1,12,6,6,2,0.36153846153846153,98,20,0.20408163265306123,0.0875,93,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,STYLE,0.0016286644951140066,UC_USELESS_OBJECT,17,2,1,0.0013831258644536654,0.0013831258644536654,0.0013831258644536654,1.0,1.0,0.0,0.48866498740554154,0.393477898753242,1.0,0.1986970684039088,0.23289902280130292,0.393477898753242,1.0,1.0,4,3986,1820,8465,0,0.0,0,0,0,0,0.0,109,6,1,116,0,103,0,0.08926979911951623,0,213,0,20,1,0,234,193,0.09609225100043331,2762,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7241,14044,2262,6741,close
13726,org/apache/jmeter/protocol/ftp/sampler,org/apache/jmeter/protocol/ftp/sampler/FTPSampler.java,3964,true,135,18,192,1,0,18,25,1,0.6501547987616099,248,37,0.14919354838709678,1.0,62,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,I18N,0.08306188925081433,DM_DEFAULT_ENCODING,19,1,1,0.0027662517289073307,0.0027662517289073307,0.0013831258644536654,1.0,0.6274509803921569,0.11687812379853903,0.631578947368421,1.5602351961370065E-4,0.27450980392156865,0.030944625407166124,0.029315960912052116,1.5602351961370065E-4,0.0,0.0,8,2956,1163,7435,0,0.0,0,0,0,0,0.0,77,150,3,230,0,-73,0,0.05863464804165869,0,77,0,150,3,0,230,-73,0.05863464804165869,369,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4847,14044,369,4847,close
13761,org/apache/jmeter/protocol/http/config,org/apache/jmeter/protocol/http/config/MultipartUrlConfig.java,3976,true,36,10,75,1,20,10,8,1,0.7853107344632768,94,63,0.6702127659574468,0.3888888888888889,23,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,STYLE,0.02280130293159609,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,20,3,1,0.0013831258644536654,0.0013831258644536654,0.0013831258644536654,1.0,0.2857142857142857,0.00927643784786642,0.48866498740554154,0.393477898753242,-0.42857142857142855,0.1986970684039088,0.23289902280130292,0.393477898753242,1.0,1.0,5,4160,1879,8639,0,0.0,0,0,0,0,0.0,177,178,4,359,0,-1,0,0.06637147898981408,0,177,0,178,4,0,359,-1,0.06637147898981408,634,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5112,14044,634,5112,close
8720,org/apache/jmeter/protocol/http/config/gui,org/apache/jmeter/protocol/http/config/gui/HttpDefaultsGui.java,1908,true,33,10,585,3,8,45,9,6,0.391705069124424,155,33,0.2129032258064516,0.06060606060606061,34,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,STYLE,0.14332247557003258,BC_UNCONFIRMED_CAST,20,3,1,0.0013831258644536654,0.0013831258644536654,0.0013831258644536654,-1.0,0.2840909090909091,0.009244693839218632,0.48866498740554154,0.393477898753242,-0.3977272727272727,0.1986970684039088,0.23289902280130292,0.393477898753242,-1.0,-1.0,12,3986,1820,8465,0,0.0,0,0,0,0,0.0,178,246,5,429,0,-68,0,0.06401902536965677,0,1063,0,850,28,0,1941,213,0.06351338203153245,107,0,0,0,0,0,0,0,0,1,0,1,0,1,0,4585,14044,107,4585,open
8720,org/apache/jmeter/protocol/http/control,org/apache/jmeter/protocol/http/control/AuthManager.java,1908,true,44,21,1279,4,12,183,8,23,0.8271186440677966,199,58,0.2914572864321608,0.2727272727272727,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,I18N,0.08306188925081433,DM_DEFAULT_ENCODING,19,1,1,0.027662517289073305,0.004149377593360996,0.0013831258644536654,1.0,0.6274509803921569,0.11687812379853903,0.631578947368421,1.5602351961370065E-4,0.27450980392156865,0.030944625407166124,0.029315960912052116,1.5602351961370065E-4,0.2,1.0,38,8747,3606,13226,0,0.0,0,0,0,0,0.0,542,318,9,869,0,224,0,0.05865490069234045,0,2932,0,828,285,0,4045,2104,0.0965845648374433,412,0,0,1,0,1,0,0,0,1,0,0,0,1,1,4890,14044,119,4597,close
8720,org/apache/jmeter/protocol/http/control,org/apache/jmeter/protocol/http/control/AuthManager.java,1908,true,14,21,1279,4,8,183,3,23,0.7423728813559322,199,58,0.2914572864321608,0.42857142857142855,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,I18N,0.08306188925081433,DM_DEFAULT_ENCODING,19,1,1,0.027662517289073305,0.004149377593360996,0.0013831258644536654,1.0,0.6274509803921569,0.11687812379853903,0.631578947368421,1.5602351961370065E-4,0.27450980392156865,0.030944625407166124,0.029315960912052116,1.5602351961370065E-4,0.2,1.0,38,8747,3606,13226,0,0.0,0,0,0,0,0.0,542,318,9,869,0,224,0,0.05865490069234045,0,2932,0,828,285,0,4045,2104,0.0965845648374433,412,0,0,1,0,1,0,0,0,1,0,0,0,1,1,4890,14044,119,4597,close
