F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-String[],F16-Boolean,F16-Object,F16-NA,F16-ExecRow,F16-Conglomerate,F16-void,F16-GroupFetchScanController,F16-int,F16-ScanController,F16-Properties,F16-boolean,F16-PrintWriter,F16-RandomAccessFile,F16-String,F16-SQLException,F16-FileOutputStream,F16-TupleDescriptor,F16-Void,F16-ExecIndexRow,F3-NA,F3-int[],F3-Integer,F3-Long,F3-ResultSet,F3-InputStream,F3-TransactionController,F3-null,F3-byte[],F3-boolean,F3-Object[],F3-char,F3-String,F3-long,F3-ExecRow,F3-int,F3-PrintWriter,F3-SQLException,F3-QualifiedIdentifier,F3-Connection,F7-|,F7--,F7-/,F7-++,F7--=,F7---,F7-+=,F7-&,F7-NA,F7-+,F12-long,F12-int,F12-NA,F12-LocalizedResource,F12-boolean,F12-LocalizedOutput,F12-SQLException,F12-int[],F12-String[],F12-byte[],F12-String,F12-Connection,F12-ArrayList<ResultSet>,F12-Hashtable,F12-ConnectionEnv,F12-PrintStream,F12-Class[],F12-Statement,F12-ResultSet,F12-TypeDescriptor,F17-final,F17-static,F17-NA,F17-final-final,F2-ResultSet,F2-JDBCDisplayUtil,F2-BrokeredConnection,F2-NA,F2-UCode_CharStream,F2-Integer,F2-StringBuffer,F2-Properties,F2-Object,F2-Connection,F2-String,F2-ij,F2-PreparedStatement,F2-DataDictionaryImpl,F2-System,F2-SQLParserTokenManager,F2-DRDAConnThread,F2-Hashtable<Integer String>,F2-Statement,F2-File,F6-java.io.RandomAccessFile,F6-org.apache.derby.impl.sql.compile.IsNullNode,F6-NA,F6-java.lang.Long,F6-java.io.FileWriter,F6-java.io.FileOutputStream,F6-java.io.InputStreamReader,F6-org.apache.derby.impl.tools.ij.TokenMgrError,F6-org.apache.derby.impl.sql.compile.FromList,F6-java.util.Properties,F6-java.io.FileInputStream,F6-java.io.PrintWriter,F6-java.lang.Integer,F6-java.io.File,F6-java.lang.Boolean,F6-java.lang.String,F6-org.apache.derby.impl.sql.execute.rts.XPLAINResultSetTimingsDescriptor,F6-java.lang.StringBuffer,F6-java.util.Vector<java.lang.String>,F6-org.apache.derby.impl.tools.ij.Token,F13-private,F13-NA,F13-public,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-NA,F14-final,F1-executeQuery,F1-ReInit,F1-size,F1-NA,F1-getBoolean,F1-generateCsSQLException,F1-prepareStatement,F1-jj_consume_token,F1-next,F1-getDefaultConn,F1-readChar,F1-get,F1-append,F1-equals,F1-getProperty,F1-put,F1-qualifiedIdentifier,F1-toString,F1-jjStopAtPos,F1-newException,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-javax.naming.InitialContext,F5-java.io.OutputStreamWriter,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.lang.Number,F5-java.util.Date,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.RuntimeException,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-java.lang.Exception,F5-java.util.Dictionary,F9-indexName,F9-isXAConnection_,F9-password,F9-traceDirectory,F9-description,F9-containerId,F9-databaseName,F9-user,F9-serviceType,F9-cachedCharLength,F9-array,F9-unclosableInternalReader,F9-dataSourceName,F9-NA,F9-retrieveMessageText,F9-uuidFactory,F9-backupRoot,F9-loginTimeout,F9-portNumber,F9-length,F10-NA,F10-true,F19-NA,F19-interface,F19-abstract,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-String[],F4-boolean,F4-InputStream,F4-long,F4-StringBuffer,F4-ResultSet,F4-Statement,F4-PreparedStatement,F4-KeyStore,F4-char,F4-Token,F4-Connection,F4-Object,F4-void,F4-double,F4-QualifiedIdentifier,F4-int,F4-String,F4-SQLException,F8-EmbeddedBaseDataSource,F8-DRDAServerStarter,F8-DDdependableFinder,F8-PermDescriptor,F8-TemporaryClob,F8-UpdateServiceProperties,F8-AuthenticationServiceBase,F8-ClientConnection,F8-RealHashScanStatistics,F8-ClientBaseDataSourceRoot,F8-DoubleProperties,F8-BaseDataFileFactory,F8-DRDAProtocolExceptionInfo,F8-AliasDescriptor,F8-mtTime,F8-RealTableScanStatistics,F8-NA,F8-MeteredStream,F8-ByteArray,F8-StatementKey,F11-ignoreWebLogic,F11-langUtil,F11-scanned,F11-NA,F11-rowResult,F11-DS_GET_CONN_TYPES,F11-file,F11-propFile,F11-urlCheck,F11-displayColumns,F11-resultSet,F11-actions,F11-CONTAINER_KEY_MEMORY_USAGE,F11-catalogType,F11-num_pages,F11-kind,F11-used,F11-serialVersionUID,F11-portingOnly,F11-out,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-mamta@apache.org,F71-djd@apache.org,F71-lilywei@apache.org,F71-davidvc@apache.org,F71-kmarsden@apache.org,F71-rhillegas@apache.org,F71-bakksjo@apache.org,F71-mikem@apache.org,F71-myrnavl@apache.org,F71-kristwaa@apache.org,F71-dag@apache.org,F71-kahatlen@apache.org,F71-bandaram@apache.org,F71-oysteing@apache.org,F71-suresht@apache.org,F71-dyre@apache.org,F71-bernt@apache.org,F71-fuzzylogic@apache.org,F71-bpendleton@apache.org,F71-coar@apache.org,F74,F73,F84,F146,category
8134,org/apache/derby/iapi/services/io,org/apache/derby/iapi/services/io/ArrayUtil.java,3429,true,7,23,2365,1,0,299,3,39,0.6009389671361502,284,66,0.2323943661971831,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,STYLE,0.028686868686868688,PZLA_PREFER_ZERO_LENGTH_ARRAYS,20,3,1,0.005847953216374269,7.309941520467836E-4,3.654970760233918E-4,-1.0,0.0,0.0,0.027436140018921477,0.1290974944245563,-1.0,0.00808080808080808,0.0036363636363636364,0.1290974944245563,-0.75,-1.0,16,7546,3429,8134,3,0.0,0,10,-7,13,0.012106056997697864,51,21,1,73,0,30,0,0.1439602271522095,0,3321,0,623,954,0,4898,2698,0.06060737947827187,262,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,849,8135,52,639,open
8134,org/apache/derby/iapi/services/io,org/apache/derby/iapi/services/io/ArrayUtil.java,3429,true,9,23,2365,1,0,299,2,39,0.4953051643192488,284,66,0.2323943661971831,1.0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,STYLE,0.028686868686868688,PZLA_PREFER_ZERO_LENGTH_ARRAYS,20,3,1,0.005847953216374269,7.309941520467836E-4,3.654970760233918E-4,-1.0,0.0,0.0,0.027436140018921477,0.1290974944245563,-1.0,0.00808080808080808,0.0036363636363636364,0.1290974944245563,-0.75,-1.0,16,7547,3429,8135,3,0.0,0,10,-7,13,0.012106056997697864,51,21,1,73,0,30,0,0.1439602271522095,0,3321,0,623,954,0,4898,2698,0.06060737947827187,262,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,849,8135,52,639,open
2843,org/apache/derby/iapi/services/io,org/apache/derby/iapi/services/io/DynamicByteArrayOutputStream.java,1446,true,3,17,2365,1,0,299,1,39,0.5502008032128514,168,28,0.16666666666666666,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,MALICIOUS_CODE,0.006868686868686869,EI_EXPOSE_REP,18,2,1,0.005847953216374269,7.309941520467836E-4,3.654970760233918E-4,-1.0,0.0,0.0,0.022727272727272728,0.11970557851239669,-1.0,0.0,4.0404040404040404E-4,0.11970557851239669,-0.75,-1.0,8,7547,3429,8135,3,0.0,0,10,-7,13,0.012106056997697864,6,0,0,6,0,6,0,2.1651660862818686E-5,0,3321,0,623,954,0,4898,2698,0.06060737947827187,126,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,713,8135,52,639,open
2843,org/apache/derby/iapi/services/io,org/apache/derby/iapi/services/io/DynamicByteArrayOutputStream.java,1446,true,4,17,2365,1,0,299,1,39,0.23293172690763053,168,28,0.16666666666666666,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,MALICIOUS_CODE,0.007272727272727273,EI_EXPOSE_REP2,18,2,1,0.005847953216374269,7.309941520467836E-4,3.654970760233918E-4,-1.0,0.0,0.0,0.022727272727272728,0.11970557851239669,-1.0,0.0,4.0404040404040404E-4,0.11970557851239669,-0.75,-1.0,8,7547,3429,8135,3,0.0,0,10,-7,13,0.012106056997697864,6,0,0,6,0,6,0,2.1651660862818686E-5,0,3321,0,623,954,0,4898,2698,0.06060737947827187,126,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,713,8135,52,639,open
8134,org/apache/derby/iapi/services/io,org/apache/derby/iapi/services/io/FileUtil.java,3429,true,45,21,2365,1,12,299,7,39,0.99457111834962,651,131,0.2012288786482335,0.9333333333333333,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,STYLE,0.02585858585858586,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,20,3,1,0.005847953216374269,7.309941520467836E-4,3.654970760233918E-4,1.0,0.046875,0.001116943359375,0.027436140018921477,0.1290974944245563,-0.90625,0.00808080808080808,0.0036363636363636364,0.1290974944245563,-0.75,1.0,6,1238,826,1826,3,0.0,0,10,-7,13,0.012106056997697864,475,135,22,632,0,340,0,0.21054679745462165,0,3321,0,623,954,0,4898,2698,0.06060737947827187,164,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,751,8135,52,639,close
8134,org/apache/derby/iapi/services/io,org/apache/derby/iapi/services/io/FileUtil.java,3429,true,12,21,2365,1,0,299,5,39,0.8599348534201955,651,131,0.2012288786482335,1.0,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,I18N,0.006868686868686869,DM_CONVERT_CASE,20,3,1,0.005847953216374269,7.309941520467836E-4,3.654970760233918E-4,1.0,0.17647058823529413,0.0726643598615917,0.07575757575757576,0.0014205002224847293,-0.6470588235294118,0.0016161616161616162,4.0404040404040404E-4,0.0014205002224847293,-0.75,1.0,6,1238,826,1826,3,0.0,0,10,-7,13,0.012106056997697864,475,135,22,632,0,340,0,0.21054679745462165,0,3321,0,623,954,0,4898,2698,0.06060737947827187,164,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,751,8135,52,639,close
713,org/apache/derby/iapi/services/io,org/apache/derby/iapi/services/io/FormatIdInputStream.java,138,true,0,14,2365,1,8,299,1,39,0.6434108527131783,171,35,0.2046783625730994,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,CORRECTNESS,0.0056565656565656566,UWF_UNWRITTEN_FIELD,12,2,0,0.005847953216374269,7.309941520467836E-4,0.0,0.0,0.0,0.0,0.02631578947368421,0.12035456644365423,-1.0,0.0,0.0012121212121212121,0.12035456644365423,-0.75,-1.0,10,7546,3429,8134,3,0.0,0,10,-7,13,0.012106056997697864,87,0,0,87,0,87,0,0.07099373027085625,0,3321,0,623,954,0,4898,2698,0.06060737947827187,117,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,704,8135,52,639,open
8134,org/apache/derby/iapi/services/io,org/apache/derby/iapi/services/io/FormatIdOutputStream.java,3429,true,70,5,2365,1,0,299,17,39,0.8495934959349594,170,34,0.2,1.0,49,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,BAD_PRACTICE,0.007676767676767677,OS_OPEN_STREAM,16,2,1,0.005847953216374269,3.654970760233918E-4,3.654970760233918E-4,-1.0,0.0,0.0,0.00963855421686747,0.004380456387733975,-1.0,0.0016161616161616162,0.0,0.004380456387733975,-0.75,-1.0,6,7547,3429,8135,3,0.0,0,10,-7,13,0.012106056997697864,58,0,0,58,0,58,0,2.566371681415929E-4,0,3321,0,623,954,0,4898,2698,0.06060737947827187,126,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,713,8135,52,639,open
8134,org/apache/derby/iapi/services/io,org/apache/derby/iapi/services/io/FormatableHashtable.java,3429,true,12,11,2365,1,0,299,5,39,0.449438202247191,89,57,0.6404494382022472,1.0,8,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,STYLE,0.0056565656565656566,UCF_USELESS_CONTROL_FLOW,20,3,1,0.005847953216374269,3.654970760233918E-4,3.654970760233918E-4,-1.0,0.0,0.0,0.027436140018921477,0.1290974944245563,-1.0,0.00808080808080808,0.0036363636363636364,0.1290974944245563,-0.75,-1.0,8,7547,3429,8135,3,0.0,0,10,-7,13,0.012106056997697864,10,0,0,10,0,10,0,3.433299572554203E-5,0,3321,0,623,954,0,4898,2698,0.06060737947827187,126,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,713,8135,52,639,open
8134,org/apache/derby/iapi/services/io,org/apache/derby/iapi/services/io/FormatableIntHolder.java,3429,true,10,8,2365,1,0,299,3,39,0.673469387755102,59,69,1.1694915254237288,1.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,STYLE,0.028686868686868688,PZLA_PREFER_ZERO_LENGTH_ARRAYS,20,3,1,0.005847953216374269,3.654970760233918E-4,3.654970760233918E-4,-1.0,0.0,0.0,0.027436140018921477,0.1290974944245563,-1.0,0.00808080808080808,0.0036363636363636364,0.1290974944245563,-0.75,-1.0,6,7546,3429,8134,3,0.0,0,10,-7,13,0.012106056997697864,9,0,0,9,0,9,0,3.8499709113308923E-5,0,3321,0,623,954,0,4898,2698,0.06060737947827187,609,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1196,8135,52,639,open
1196,org/apache/derby/iapi/services/io,org/apache/derby/iapi/services/io/FormatableLongHolder.java,407,true,10,8,2365,1,0,299,3,39,0.6417910447761194,59,56,0.9491525423728814,1.0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,STYLE,0.028686868686868688,PZLA_PREFER_ZERO_LENGTH_ARRAYS,20,3,1,0.005847953216374269,3.654970760233918E-4,3.654970760233918E-4,-1.0,0.0,0.0,0.027436140018921477,0.1290974944245563,-1.0,0.00808080808080808,0.0036363636363636364,0.1290974944245563,-0.75,-1.0,7,7546,3429,8134,3,0.0,0,10,-7,13,0.012106056997697864,11,5,9,25,0,6,0,0.0012377066778738713,0,3321,0,623,954,0,4898,2698,0.06060737947827187,609,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1196,8135,52,639,open
851,org/apache/derby/iapi/services/loader,org/apache/derby/iapi/services/loader/ClassInspector.java,223,true,14,26,575,1,0,66,4,9,0.4492862509391435,764,371,0.4856020942408377,1.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,STYLE,0.03636363636363636,BC_UNCONFIRMED_CAST,20,3,1,0.0010964912280701754,0.0010964912280701754,3.654970760233918E-4,-1.0,0.022222222222222223,5.432098765432099E-4,0.027436140018921477,0.1290974944245563,-0.9555555555555556,0.00808080808080808,0.0036363636363636364,0.1290974944245563,-1.0,-1.0,32,7547,3429,8135,0,0.0,0,0,0,0,0.0,267,50,1,318,0,217,0,0.13895529738362156,0,359,0,69,19,0,447,290,0.022735958487109,126,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,713,8135,126,713,open
