F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-String[],F16-Boolean,F16-Object,F16-NA,F16-ExecRow,F16-Conglomerate,F16-void,F16-GroupFetchScanController,F16-int,F16-ScanController,F16-Properties,F16-boolean,F16-PrintWriter,F16-RandomAccessFile,F16-String,F16-SQLException,F16-FileOutputStream,F16-TupleDescriptor,F16-Void,F16-ExecIndexRow,F3-NA,F3-int[],F3-Integer,F3-Long,F3-PrintStream,F3-ResultSet,F3-InputStream,F3-TransactionController,F3-null,F3-byte[],F3-boolean,F3-Object[],F3-char,F3-String,F3-long,F3-int,F3-PrintWriter,F3-SQLException,F3-QualifiedIdentifier,F3-Connection,F7-|,F7--,F7-/,F7-++,F7--=,F7---,F7-+=,F7-&,F7-NA,F7-+,F12-long,F12-int,F12-NA,F12-LocalizedResource,F12-boolean,F12-LocalizedOutput,F12-SQLException,F12-int[],F12-String[],F12-byte[],F12-String,F12-Connection,F12-ArrayList<ResultSet>,F12-Hashtable,F12-ConnectionEnv,F12-PrintStream,F12-Class[],F12-Statement,F12-ResultSet,F12-TypeDescriptor,F17-static,F17-final,F17-NA,F17-final-final,F2-ResultSet,F2-SystemProcedures,F2-JDBCDisplayUtil,F2-BrokeredConnection,F2-NA,F2-UCode_CharStream,F2-Integer,F2-StringBuffer,F2-Properties,F2-Connection,F2-String,F2-ij,F2-PreparedStatement,F2-DataDictionaryImpl,F2-System,F2-SQLParserTokenManager,F2-DRDAConnThread,F2-Hashtable<Integer String>,F2-Statement,F2-File,F6-java.io.RandomAccessFile,F6-org.apache.derby.impl.sql.compile.IsNullNode,F6-NA,F6-java.lang.Long,F6-java.io.FileWriter,F6-java.io.FileOutputStream,F6-java.io.InputStreamReader,F6-org.apache.derby.impl.sql.compile.FromList,F6-java.util.Properties,F6-java.io.FileInputStream,F6-java.io.PrintWriter,F6-java.lang.Integer,F6-java.io.File,F6-java.lang.Boolean,F6-java.lang.String,F6-org.apache.derby.impl.sql.execute.rts.XPLAINResultSetTimingsDescriptor,F6-java.lang.StringBuffer,F6-java.lang.StringBuilder,F6-java.util.Vector<java.lang.String>,F6-org.apache.derby.impl.tools.ij.Token,F13-private,F13-NA,F13-public,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-NA,F14-final,F1-executeQuery,F1-ReInit,F1-size,F1-NA,F1-getBoolean,F1-generateCsSQLException,F1-prepareStatement,F1-jj_consume_token,F1-next,F1-getDefaultConn,F1-readChar,F1-get,F1-append,F1-equals,F1-getProperty,F1-put,F1-qualifiedIdentifier,F1-toString,F1-jjStopAtPos,F1-newException,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-javax.naming.InitialContext,F5-java.io.OutputStreamWriter,F5-IndexInput,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.lang.Number,F5-java.util.Date,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.RuntimeException,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-java.lang.Exception,F5-java.util.Dictionary,F9-indexName,F9-isXAConnection_,F9-password,F9-traceDirectory,F9-description,F9-containerId,F9-databaseName,F9-user,F9-serviceType,F9-cachedCharLength,F9-array,F9-unclosableInternalReader,F9-dataSourceName,F9-NA,F9-retrieveMessageText,F9-uuidFactory,F9-backupRoot,F9-loginTimeout,F9-portNumber,F9-length,F10-NA,F10-true,F19-NA,F19-interface,F19-abstract,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-Pkgnamcsn,F4-boolean,F4-InputStream,F4-long,F4-StringBuffer,F4-ResultSet,F4-Statement,F4-PreparedStatement,F4-KeyStore,F4-char,F4-Token,F4-Connection,F4-Object,F4-void,F4-double,F4-QualifiedIdentifier,F4-int,F4-String,F4-SQLException,F8-DRDAServerStarter,F8-DDdependableFinder,F8-BasicClientDataSource40,F8-PermDescriptor,F8-TemporaryClob,F8-UpdateServiceProperties,F8-AuthenticationServiceBase,F8-ClientConnection,F8-RealHashScanStatistics,F8-DoubleProperties,F8-BasicEmbeddedDataSource40,F8-BaseDataFileFactory,F8-DRDAProtocolExceptionInfo,F8-AliasDescriptor,F8-mtTime,F8-RealTableScanStatistics,F8-NA,F8-MeteredStream,F8-ByteArray,F8-StatementKey,F11-ignoreWebLogic,F11-langUtil,F11-scanned,F11-NA,F11-rowResult,F11-DS_GET_CONN_TYPES,F11-file,F11-propFile,F11-urlCheck,F11-displayColumns,F11-resultSet,F11-actions,F11-CONTAINER_KEY_MEMORY_USAGE,F11-catalogType,F11-num_pages,F11-kind,F11-used,F11-portingOnly,F11-currentConnEnv,F11-out,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-mamta@apache.org,F71-djd@apache.org,F71-lilywei@apache.org,F71-davidvc@apache.org,F71-kmarsden@apache.org,F71-rhillegas@apache.org,F71-bakksjo@apache.org,F71-mikem@apache.org,F71-myrnavl@apache.org,F71-kristwaa@apache.org,F71-dag@apache.org,F71-kahatlen@apache.org,F71-bandaram@apache.org,F71-oysteing@apache.org,F71-suresht@apache.org,F71-dyre@apache.org,F71-bernt@apache.org,F71-fuzzylogic@apache.org,F71-bpendleton@apache.org,F71-coar@apache.org,F74,F73,F84,F146,category
1034,org/apache/derby/catalog,org/apache/derby/catalog/SystemProcedures.java,479,true,13,82,977,2,8,154,3,16,0.880302393952121,1360,772,0.5676470588235294,0.7692307692307693,12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,27,SECURITY,0.015556441962504986,SQL_PREPARED_STATEMENT_GENERATED_FROM_NONCONSTANT_STRING,15,3,4,0.010484454085321764,0.009761388286334056,0.0014461315979754157,-1.0,0.02564102564102564,0.012491781722550952,0.017543859649122806,4.66688885610684E-5,-0.9487179487179487,0.0,3.9888312724371757E-4,4.66688885610684E-5,-1.0,-1.0,23,2876,1894,3164,15,0.5555555555555556,0,0,15,15,0.03703703703703704,705,54,191,950,0,651,15,0.21659208007575204,15,1265,0,320,611,15,2196,945,0.08520699989165066,116,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,403,8135,116,403,open
1288,org/apache/derby/catalog/types,org/apache/derby/catalog/types/AggregateAliasInfo.java,671,true,5,11,1308,1,8,193,1,16,0.75,69,73,1.0579710144927537,0.4,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,STYLE,0.09134423613881133,DLS_DEAD_LOCAL_STORE,17,2,1,0.006146059291395517,3.6153289949385393E-4,3.6153289949385393E-4,-1.0,0.017467248908296942,4.290536030968135E-4,0.013133208255159476,0.03753460930898659,-0.9650655021834061,0.0043877143996808934,0.0011966493817311527,0.03753460930898659,-1.0,-1.0,2,1002,682,1290,1,0.0,0,0,1,1,0.004166666666666667,82,0,0,82,0,82,0,0.3650475341651812,0,942,0,177,99,0,1218,765,0.08401760313801881,951,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1239,8135,9,296,open
8134,org/apache/derby/catalog/types,org/apache/derby/catalog/types/BaseTypeIdImpl.java,3610,true,21,20,1308,1,12,193,8,16,0.3392857142857143,304,136,0.4473684210526316,0.5311355311355311,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,STYLE,0.02473075388911049,SF_SWITCH_NO_DEFAULT,19,2,1,0.006146059291395517,3.6153289949385393E-4,3.6153289949385393E-4,-1.0,0.0,0.0,0.013133208255159476,0.03753460930898659,-1.0,0.0043877143996808934,0.0011966493817311527,0.03753460930898659,-1.0,-1.0,26,7846,3610,8134,1,0.0,0,0,1,1,0.004166666666666667,487,82,42,611,0,405,0,0.14816861747244475,0,942,0,177,99,0,1218,765,0.08401760313801881,425,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,713,8135,9,296,open
4132,org/apache/derby/catalog/types,org/apache/derby/catalog/types/OldRoutineType.java,2334,true,0,4,1308,1,5,193,1,16,0.5945945945945946,44,16,0.36363636363636365,1.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,17,1,BAD_PRACTICE,0.0031910650179497405,SE_NO_SUITABLE_CONSTRUCTOR_FOR_EXTERNALIZATION,16,2,0,0.006146059291395517,3.6153289949385393E-4,0.0,0.0,0.0,0.0,0.0024271844660194173,0.0019023131892732597,-1.0,0.0,3.9888312724371757E-4,0.0019023131892732597,-1.0,-1.0,2,3844,2334,4132,1,0.0,0,0,1,1,0.004166666666666667,41,0,0,41,0,41,0,0.19523809523809524,0,942,0,177,99,0,1218,765,0.08401760313801881,425,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,713,8135,9,296,open
956,org/apache/derby/catalog/types,org/apache/derby/catalog/types/RoutineAliasInfo.java,442,true,50,24,1308,1,0,193,13,16,0.8734693877551021,314,102,0.3248407643312102,1.0,30,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,STYLE,0.02473075388911049,SF_SWITCH_NO_DEFAULT,19,2,1,0.006146059291395517,3.6153289949385393E-4,3.6153289949385393E-4,-1.0,0.0,0.0,0.013133208255159476,0.03753460930898659,-1.0,0.0043877143996808934,0.0011966493817311527,0.03753460930898659,-1.0,-1.0,24,7846,3610,8134,1,0.0,0,0,1,1,0.004166666666666667,95,8,0,103,0,87,0,0.06510309897638893,0,942,0,177,99,0,1218,765,0.08401760313801881,425,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,713,8135,9,296,open
4740,org/apache/derby/catalog/types,org/apache/derby/catalog/types/RowMultiSetImpl.java,2547,true,7,10,1308,1,12,193,2,16,0.4479638009049774,87,95,1.0919540229885059,0.7142857142857143,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,CORRECTNESS,0.002792181890706023,DMI_INVOKING_TOSTRING_ON_ARRAY,10,2,2,0.006146059291395517,0.0010845986984815619,7.230657989877079E-4,-1.0,0.0,0.0,0.008695652173913044,3.78414755946487E-4,-1.0,3.9888312724371757E-4,0.0,3.78414755946487E-4,-1.0,-1.0,5,4452,2547,4740,1,0.0,0,0,1,1,0.004166666666666667,5,17,0,22,0,-12,0,0.07975612790842353,0,942,0,177,99,0,1218,765,0.08401760313801881,425,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,713,8135,9,296,open
4740,org/apache/derby/catalog/types,org/apache/derby/catalog/types/RowMultiSetImpl.java,2547,true,7,10,1308,1,12,193,2,16,0.4479638009049774,87,95,1.0919540229885059,0.7142857142857143,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,CORRECTNESS,0.002792181890706023,DMI_INVOKING_TOSTRING_ON_ARRAY,10,2,2,0.006146059291395517,0.0010845986984815619,7.230657989877079E-4,-1.0,0.0,0.0,0.008695652173913044,3.78414755946487E-4,-1.0,3.9888312724371757E-4,0.0,3.78414755946487E-4,-1.0,-1.0,5,4452,2547,4740,1,0.0,0,0,1,1,0.004166666666666667,5,17,0,22,0,-12,0,0.07975612790842353,0,942,0,177,99,0,1218,765,0.08401760313801881,425,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,713,8135,9,296,open
8134,org/apache/derby/catalog/types,org/apache/derby/catalog/types/BaseTypeIdImpl.java,3610,true,8,20,1308,1,9,193,3,16,0.43253968253968256,304,136,0.4473684210526316,0.5357142857142857,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,STYLE,7.977662544874351E-4,EQ_DOESNT_OVERRIDE_EQUALS,17,2,2,0.006146059291395517,3.6153289949385393E-4,7.230657989877079E-4,-1.0,0.0,0.0,0.013133208255159476,0.03753460930898659,-1.0,0.0043877143996808934,0.0011966493817311527,0.03753460930898659,-1.0,-1.0,26,7846,3610,8134,1,0.0,0,0,1,1,0.004166666666666667,487,82,42,611,0,405,0,0.14816861747244475,0,942,0,177,99,0,1218,765,0.08401760313801881,425,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,713,8135,9,296,open
2919,org/apache/derby/catalog/types,org/apache/derby/catalog/types/TypeDescriptorImpl.java,1677,true,16,29,1308,1,0,193,9,16,0.7788778877887789,306,237,0.7745098039215687,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,BAD_PRACTICE,7.977662544874351E-4,BC_EQUALS_METHOD_SHOULD_WORK_FOR_ALL_OBJECTS,16,2,3,0.006146059291395517,0.0025307302964569776,0.0010845986984815619,-1.0,0.0,0.0,0.0024271844660194173,0.0019023131892732597,-1.0,0.0,3.9888312724371757E-4,0.0019023131892732597,-1.0,-1.0,35,7847,3610,8135,1,0.0,0,0,1,1,0.004166666666666667,39,23,10,72,0,16,0,0.037780778573804366,0,942,0,177,99,0,1218,765,0.08401760313801881,531,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,819,8135,9,296,open
2919,org/apache/derby/catalog/types,org/apache/derby/catalog/types/TypeDescriptorImpl.java,1677,true,4,29,1308,1,8,193,2,16,0.9851485148514851,306,237,0.7745098039215687,0.75,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,STYLE,0.035899481451934584,BC_UNCONFIRMED_CAST,20,3,2,0.006146059291395517,0.0025307302964569776,7.230657989877079E-4,-1.0,0.022222222222222223,5.432098765432099E-4,0.013133208255159476,0.03753460930898659,-0.9555555555555556,0.0043877143996808934,0.0011966493817311527,0.03753460930898659,-1.0,-1.0,7,3883,2342,4171,1,0.0,0,0,1,1,0.004166666666666667,39,23,10,72,0,16,0,0.037780778573804366,0,942,0,177,99,0,1218,765,0.08401760313801881,531,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,819,8135,9,296,open
2919,org/apache/derby/catalog/types,org/apache/derby/catalog/types/TypeDescriptorImpl.java,1677,true,4,29,1308,1,8,193,2,16,0.9966996699669967,306,237,0.7745098039215687,0.75,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,STYLE,0.035899481451934584,BC_UNCONFIRMED_CAST,20,3,2,0.006146059291395517,0.0025307302964569776,7.230657989877079E-4,-1.0,0.022222222222222223,5.432098765432099E-4,0.013133208255159476,0.03753460930898659,-0.9555555555555556,0.0043877143996808934,0.0011966493817311527,0.03753460930898659,-1.0,-1.0,7,3883,2342,4171,1,0.0,0,0,1,1,0.004166666666666667,39,23,10,72,0,16,0,0.037780778573804366,0,942,0,177,99,0,1218,765,0.08401760313801881,531,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,819,8135,9,296,open
2919,org/apache/derby/catalog/types,org/apache/derby/catalog/types/TypeDescriptorImpl.java,1677,true,16,29,1308,1,0,193,9,16,0.7788778877887789,306,237,0.7745098039215687,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,BAD_PRACTICE,0.001994415636218588,HE_EQUALS_USE_HASHCODE,14,1,3,0.006146059291395517,0.0025307302964569776,0.0010845986984815619,-1.0,0.0,0.0,0.0024271844660194173,0.0019023131892732597,-1.0,0.0,3.9888312724371757E-4,0.0019023131892732597,-1.0,-1.0,35,7846,3610,8134,1,0.0,0,0,1,1,0.004166666666666667,39,23,10,72,0,16,0,0.037780778573804366,0,942,0,177,99,0,1218,765,0.08401760313801881,531,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,819,8135,9,296,open
