F61,F77,F88,F70,
8,5391,2421,8237,
26,10915,4706,13761,
3,4326,1700,7172,
7,1975,936,4821,
3,5762,2604,8608,
15,7982,3395,10828,
43,10663,4471,13509,
10,5015,2146,7861,
9,4888,2076,7734,
39,10892,4701,13738,
25,10701,4507,13547,
25,10385,4340,13231,
10,5386,2421,8232,
37,10892,4701,13738,
4,5619,2550,8465,
8,4589,1893,7435,
6,5793,2609,8639,
13,5619,2550,8465,
45,10380,4336,13226,
6,1443,700,4289,
50,10915,4706,13761,
17,10380,4336,13226,
21,10915,4706,13761,
12,2614,1081,5460,
37,5680,2588,8526,
27,10915,4706,13761,
8,3251,1278,6097,
8,3251,1278,6097,
96,10915,4706,13761,
20,10915,4706,13761,
4,3251,1278,6097,
4,3251,1278,6097,
37,10915,4706,13761,
11,6006,2703,8852,
7,1443,700,4289,
7,5619,2550,8465,
10,6410,2816,9256,
16,5793,2609,8639,
15,5619,2550,8465,
23,10701,4507,13547,
45,10380,4336,13226,
45,10380,4336,13226,
14,5619,2550,8465,
3,1424,697,4270,
3,1424,697,4270,
4,4844,2052,7690,
4,4844,2052,7690,
14,5619,2550,8465,
42,10915,4706,13761,
16,10915,4706,13761,
22,10915,4706,13761,
3,1912,913,4758,
57,10915,4706,13761,
22,10701,4507,13547,
5,5619,2550,8465,
5,5619,2550,8465,
33,10077,4235,12923,
4,1117,632,3963,
13,9633,4160,12479,
19,7428,3304,10274,
3,1145,635,3991,
27,5032,2155,7878,
13,2934,1217,5780,
66,5029,2155,7875,
73,5619,2550,8465,
31,1262,670,4108,
25,1249,670,4095,
96,7428,3304,10274,
5,428,196,3274,
61,5619,2550,8465,
21,1180,649,4026,
26,1204,659,4050,
80,7428,3304,10274,
80,7428,3304,10274,
22,1192,658,4038,
140,10915,4706,13761,
140,10915,4706,13761,
140,10915,4706,13761,
6,2934,1217,5780,
47,5619,2550,8465,
105,10915,4706,13761,
43,10230,4274,13076,
11,4589,1893,7435,
61,4282,1674,7128,
61,4282,1674,7128,
61,4282,1674,7128,
61,4282,1674,7128,
121,4282,1674,7128,
119,4225,1663,7071,
121,4282,1674,7128,
113,4183,1652,7029,
12,4267,1671,7113,
12,4267,1671,7113,
67,3791,1366,6637,
183,9363,4118,12209,
183,9363,4118,12209,
12,5031,2155,7877,
10,4589,1893,7435,
44,10380,4336,13226,
49,10915,4706,13761,
49,10915,4706,13761,
49,10915,4706,13761,
77,10483,4408,13329,
24,5619,2550,8465,
24,5619,2550,8465,
2,4589,1893,7435,
24,5857,2630,8703,
2,2918,1207,5764,
30,10915,4706,13761,
9,5793,2609,8639,
6,5793,2609,8639,
13,5619,2550,8465,
11,4772,2008,7618,
30,10232,4274,13078,
30,10232,4274,13078,
30,10232,4274,13078,
30,10232,4274,13078,
12,8598,3604,11444,
15,9310,4050,12156,
12,8598,3604,11444,
12,8598,3604,11444,
4,5006,2146,7852,
6,5619,2550,8465,
3,5619,2550,8465,
16,5619,2550,8465,
22,7428,3304,10274,
15,5591,2510,8437,
15,5591,2510,8437,
46,10232,4274,13078,
46,10232,4274,13078,
17,10915,4706,13761,
10,5619,2550,8465,
30,10678,4488,13524,
41,8688,3637,11534,
41,8688,3637,11534,
14,4879,2065,7725,
49,8688,3637,11534,
49,8688,3637,11534,
28,7428,3304,10274,
28,7428,3304,10274,
24,3602,1334,6448,
24,3602,1334,6448,
24,3602,1334,6448,
24,3602,1334,6448,
14,5619,2550,8465,
5,2911,1203,5757,
30,9096,3899,11942,
3,974,583,3820,
33,5619,2550,8465,
33,5619,2550,8465,
22,5619,2550,8465,
22,5619,2550,8465,
2,974,583,3820,
2,974,583,3820,
14,3665,1344,6511,
56,9096,3899,11942,
56,9096,3899,11942,
56,9096,3899,11942,
8,2803,1155,5649,
8,2803,1155,5649,
51,9096,3899,11942,
24,4369,1741,7215,
12,9159,3969,12005,
11,9159,3969,12005,
3,5619,2550,8465,
3,5619,2550,8465,
49,9159,3969,12005,
49,9159,3969,12005,
49,9159,3969,12005,
14,5619,2550,8465,
14,5619,2550,8465,
4,1780,850,4626,
10,4369,1741,7215,
22,4452,1825,7298,
8,2909,1200,5755,
22,4452,1825,7298,
22,4452,1825,7298,
13,4396,1812,7242,
13,4396,1812,7242,
2,4429,1820,7275,
5,885,530,3731,
12,4378,1764,7224,
21,4452,1825,7298,
17,4440,1824,7286,
5,885,530,3731,
1,4207,1663,7053,
6,4452,1825,7298,
6,4452,1825,7298,
6,1301,678,4147,
10,2799,1149,5645,
10,2799,1149,5645,
14,5619,2550,8465,
40,7428,3304,10274,
29,10724,4529,13570,
5,4218,1663,7064,
42,10551,4442,13397,
42,10551,4442,13397,
32,7428,3304,10274,
42,10551,4442,13397,
21,5015,2146,7861,
18,10915,4706,13761,
12,9955,4221,12801,
16,2484,1041,5330,
134,10915,4706,13761,
40,5496,2454,8342,
40,5496,2454,8342,
9,1682,782,4528,
31,10090,4240,12936,
3,3477,1317,6323,
13,5619,2550,8465,
3,3477,1317,6323,
45,10145,4258,12991,
3,435,197,3281,
3,435,197,3281,
3,435,197,3281,
3,5619,2550,8465,
13,9955,4221,12801,
9,5622,2550,8468,
8,5622,2550,8468,
8,5622,2550,8468,
7,3312,1294,6158,
7,3312,1294,6158,
7,3312,1294,6158,
27,10915,4706,13761,
15,10915,4706,13761,
20,10915,4706,13761,
21,3201,1272,6047,
33,4371,1742,7217,
33,4371,1742,7217,
137,10424,4386,13270,
137,10424,4386,13270,
25,6882,2975,9728,
16,7428,3304,10274,
21,8366,3535,11212,
35,5619,2550,8465,
43,6108,2763,8954,
59,5619,2550,8465,
59,5619,2550,8465,
79,6561,2851,9407,
35,3075,1252,5921,
202,10915,4706,13761,
11,5756,2603,8602,
4,3161,1260,6007,
37,5619,2550,8465,
37,5619,2550,8465,
62,9106,3916,11952,
37,5619,2550,8465,
2,3420,1312,6266,
9,4895,2101,7741,
61,9790,4185,12636,
11,1626,725,4472,
9,5619,2550,8465,
46,10915,4706,13761,
32,8897,3699,11743,
23,10915,4706,13761,
34,7428,3304,10274,
9,3678,1345,6524,
9,3678,1345,6524,
8,4964,2136,7810,
8,4964,2136,7810,
8,4964,2136,7810,
8,4964,2136,7810,
16,7428,3304,10274,
14,7428,3304,10274,
14,4634,1953,7480,
2,1244,669,4090,
0,1247,669,4093,
21,10663,4471,13509,
21,10663,4471,13509,
151,10915,4706,13761,
20,2593,1053,5439,
20,2593,1053,5439,
4,4634,1953,7480,
1,4186,1657,7032,
1,4186,1657,7032,
7,4880,2065,7726,
17,7987,3396,10833,
32,10915,4706,13761,
12,10915,4706,13761,
9,4879,2065,7725,
1,3235,1277,6081,
14,10915,4706,13761,
37,8965,3728,11811,
12,10915,4706,13761,
5,3235,1277,6081,
17,10385,4340,13231,
17,10385,4340,13231,
12,5762,2604,8608,
15,7553,3328,10399,
8,4589,1893,7435,
20,6762,2930,9608,
10,5874,2638,8720,
1,2024,948,4870,
1,2024,948,4870,
164,10915,4706,13761,
19,2326,1030,5172,
20,2388,1031,5234,
60,5619,2550,8465,
164,10915,4706,13761,
0,804,466,3650,
16,2637,1087,5483,
24,4888,2076,7734,
45,10594,4449,13440,
1,1751,835,4597,
2,936,559,3782,
11,3642,1337,6488,
11,3642,1337,6488,
39,10915,4706,13761,
39,10915,4706,13761,
21,7428,3304,10274,
23,7428,3304,10274,
33,10915,4706,13761,
12,3183,1264,6029,
12,3183,1264,6029,
27,8485,3580,11331,
11,2865,1179,5711,
27,8485,3580,11331,
5,5631,2559,8477,
17,7839,3373,10685,
6,4854,2054,7700,
41,9310,4050,12156,
24,9313,4054,12159,
41,9310,4050,12156,
1,4778,2023,7624,
35,10915,4706,13761,
1,4778,2023,7624,
11,4888,2076,7734,
15,8243,3508,11089,
15,8243,3508,11089,
15,8243,3508,11089,
14,5622,2550,8468,
14,5622,2550,8468,
14,5622,2550,8468,
13,5582,2482,8428,
48,10915,4706,13761,
13,5582,2482,8428,
2,2322,1030,5168,
2,2322,1030,5168,
23,9431,4126,12277,
4,5619,2550,8465,
4,5619,2550,8465,
4,5619,2550,8465,
4,5619,2550,8465,
13,9431,4126,12277,
9,5015,2146,7861,
3,1795,862,4641,
1,2026,948,4872,
5,4809,2038,7655,
0,4809,2038,7655,
3,4809,2038,7655,
5,4809,2038,7655,
3,4809,2038,7655,
6,4809,2038,7655,
1,1017,597,3863,
1,1017,597,3863,
3,4359,1723,7205,
9,2566,1048,5412,
9,2566,1048,5412,
9,2566,1048,5412,
9,2566,1048,5412,
9,2566,1048,5412,
25,2566,1048,5412,
1,2176,1020,5022,
3,4967,2139,7813,
1,2566,1048,5412,
16,4809,2038,7655,
16,4809,2038,7655,
16,4809,2038,7655,
16,4809,2038,7655,
7,4944,2120,7790,
7,4944,2120,7790,
7,4944,2120,7790,
7,4944,2120,7790,
9,7428,3304,10274,
9,5622,2550,8468,
9,5622,2550,8468,
22,10728,4531,13574,
25,10728,4531,13574,
25,10728,4531,13574,
8,3183,1264,6029,
5,2577,1050,5423,
23,3254,1279,6100,
5,460,215,3306,
50,7428,3304,10274,
60,8485,3580,11331,
2,2865,1179,5711,
41,9310,4050,12156,
10,3254,1279,6100,
57,10915,4706,13761,
41,9310,4050,12156,
19,5622,2550,8468,
35,7582,3334,10428,
25,7575,3332,10421,
56,10915,4706,13761,
111,10915,4706,13761,
111,10915,4706,13761,
2,5622,2550,8468,
12,494,220,3340,
2,450,213,3296,
6,494,220,3340,
6,494,220,3340,
2,449,212,3295,
2,449,212,3295,
3,492,220,3338,
3,492,220,3338,
3,492,220,3338,
3,492,220,3338,
3,492,220,3338,
3,492,220,3338,
47,10701,4507,13547,
38,10527,4436,13373,
0,2577,1050,5423,
9,5031,2155,7877,
16,7428,3304,10274,
16,7428,3304,10274,
53,10484,4408,13330,
51,10377,4336,13223,
37,9029,3806,11875,
21,10377,4336,13223,
25,10839,4640,13685,
2,4818,2048,7664,
2,4818,2048,7664,
2,4818,2048,7664,
20,10839,4640,13685,
0,1237,666,4083,
14,1364,686,4210,
1,1813,874,4659,
1,1813,874,4659,
1,1813,874,4659,
1,1813,874,4659,
7,5619,2550,8465,
19,9861,4208,12707,
11,5619,2550,8465,
32,10377,4336,13223,
32,10377,4336,13223,
36,8201,3502,11047,
45,10377,4336,13223,
4,5619,2550,8465,
4,5619,2550,8465,
16,7428,3304,10274,
16,7428,3304,10274,
