F72,F54,F53,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-StringBuffer,F16-Boolean,F16-Object,F16-void,F16-Process,F16-int,F16-URL,F16-boolean,F16-Enumeration,F16-URL[],F16-String,F16-InputStream,F16-Resource,F16-Reader,F16-PrintStream,F16-Iterator<Resource>,F16-File,F16-Map<URL Location>,F16-DateFormat,F3-Class,F3-Integer,F3-Long,F3-PrintStream,F3-File,F3-InputStream,F3-Project,F3-byte[],F3-null,F3-boolean,F3-Object,F3-FileInputStream,F3-FileOutputStream,F3-char,F3-nestedTask.getTaskName(),F3-String,F3-long,F3-int,F3-Project.MSG_DEBUG,F7--,F7-/,F7-++,F7-+=,F7-*,F7-+,F12-long,F12-int,F12-List<ResourceComparator>,F12-Object,F12-List<NameEntry>,F12-boolean,F12-String,F12-AssertionFailedError,F12-Vector<Object>,F12-URL,F12-File,F12-Feature,F12-Mapper,F12-Vector<FileSelector>,F12-FileUtils,F12-ArrayList,F12-Collection<Resource>,F12-Union,F12-Path,F17-final,F17-static,F17-static-final,F2-AbstractFileSetTest,F2-Process,F2-Document,F2-Thread,F2-Vector<String>,F2-ByteArrayOutputStream,F2-StringBuffer,F2-DateFormatFactory,F2-Properties,F2-Object,F2-String,F2-Iterator,F2-Map,F2-Hashtable,F2-BufferedReader,F2-System,F2-MockProject,F2-OutputStream,F2-File,F6-java.io.BufferedWriter,F6-org.apache.tools.zip.ZipLong,F6-java.lang.Long,F6-org.apache.tools.ant.taskdefs.FileResource,F6-java.io.InputStreamReader,F6-java.io.FileOutputStream,F6-java.io.FileInputStream,F6-java.util.Properties,F6-java.io.PrintStream,F6-java.io.ByteArrayInputStream,F6-java.lang.Integer,F6-org.apache.tools.ant.util.LayoutPreservingProperties,F6-java.io.FileReader,F6-java.io.File,F6-java.util.ArrayList<org.apache.tools.ant.types.PatternSet.NameEntry>,F6-java.lang.String,F6-java.lang.StringBuffer,F6-org.apache.tools.ant.types.Path,F6-java.io.BufferedReader,F13-private,F13-protected,F13-public,F18-private,F18-public,F14-static-final,F14-static,F1-delete,F1-close,F1-next,F1-assertEquals,F1-write,F1-getInstance,F1-get,F1-listFiles,F1-equals,F1-getProperty,F1-resolveFile,F1-put,F1-load,F1-createTempFile,F1-log,F1-toString,F1-list,F1-getInputStream,F1-assertTrue,F5-java.util.AbstractMap,F5-DataType,F5-java.lang.Object,F5-java.io.Writer,F5-Task,F5-java.io.OutputStreamWriter,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.io.FilterInputStream,F5-java.io.InputStreamReader,F5-java.lang.Number,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.RuntimeException,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-EnumeratedAttribute,F5-java.text.DateFormat,F9-srcDir,F9-anonymousSchema,F9-failOnError,F9-ignoreSystemclasses,F9-uname,F9-replyto,F9-extDirs,F9-keys,F9-lastmodified,F9-dateTime,F9-trim,F9-out,F9-className,F9-nowarn,F9-port,F9-buildfile,F9-length,F9-dir,F9-env,F10-true,F19-abstract,F19-interface,F15-private,F15-protected,F15-public,F4-String[],F4-boolean,F4-InputStream,F4-File[],F4-long,F4-Process,F4-StringBuffer,F4-AbstractFileSet,F4-Enumeration,F4-DateFormat,F4-Node,F4-Object,F4-byte[],F4-File,F4-Element,F4-void,F4-String,F4-int,F4-SecurityManager,F8-PropertyChecker,F8-Length,F8-GenerateKey,F8-Get,F8-BFT,F8-Checksum,F8-Touch,F8-Execute,F8-Resource,F8-SchemaValidate,F8-MailMessage,F8-Rmic,F8-Available,F8-ReferenceChecker,F8-AbstractFileSet,F8-FixCRLF,F8-AntTypeDefinition,F8-EmailTask,F8-Javac,F11-msg,F11-nested,F11-refid,F11-WEBLOGIC_DEPLOY_CLASS_NAME,F11-classname,F11-FILE_UTILS,F11-method,F11-excludesFileList,F11-type,F11-error,F11-ref,F11-unlessCond,F11-cache,F11-from,F11-name,F11-dir,F11-to,F11-selectorsList,F11-resourceComparators,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F140,F47,F141,F46,F142,F49,F143,F48,F126,F127,F128,F129,F50,F52,F51,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F138,F139,F83,F71-kevj@apache.org,F71-dev-null@apache.org,F71-jskeet@apache.org,F71-donaldp@apache.org,F71-antoine@apache.org,F71-jkf@apache.org,F71-stevel@apache.org,F71-jglick@apache.org,F71-bodewig@apache.org,F71-stefano@apache.org,F71-umagesh@apache.org,F71-sbailliez@apache.org,F71-ehatcher@apache.org,F71-costin@apache.org,F71-rubys@apache.org,F71-peterreilly@apache.org,F71-hibou@apache.org,F71-conor@apache.org,F71-mbenson@apache.org,F71-jhm@apache.org,F74,F85,F73,F84,F146,F147,category
5687,org/apache/tools/ant/taskdefs,cass,org/apache/tools/ant/taskdefs/Expand.java,3326,true,176,22,23315,1,16,3202,39,399,0.6477495107632094,306,155,0.5065359477124183,0.36079545454545453,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,1,BAD_PRACTICE,0.06427990235964198,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,1,0.30874097834803527,8.019246190858059E-4,8.019246190858059E-4,-1.0,0.06329113924050633,0.002371414837365807,0.16470588235294117,0.2136282264283817,-0.8734177215189873,0.0024410089503661514,0.03173311635475997,0.2136282264283817,-0.625974025974026,-1.0,114,12249,4784,12822,275,0.0,20,20,255,315,18763,583,474460,0.010247630128854952,98343,31,0.07675159766546463,38,684,548,35,1267,652,0.003022955953519825,545,0,136,0,0.10779583668765462,0,76852,0,53381,6675,0,136908,23471,0.0774373428932122,277020,178677,160,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,732,1,13497,3,575,574,open
3772,org/apache/tools/ant/taskdefs,cass,org/apache/tools/ant/taskdefs/FilterTest.java,2678,true,25,13,23315,1,16,3202,4,399,0.8771929824561403,77,19,0.24675324675324675,0.4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,4,I18N,0.13506916192026036,DM_DEFAULT_ENCODING,19,1,3,0.30874097834803527,0.0032076984763432237,0.0024057738572574178,-1.0,0.18072289156626506,0.07403106401509653,0.1631578947368421,0.0018835809514521284,-0.6385542168674698,0.0,0.025223759153783564,0.0018835809514521284,-0.625974025974026,-1.0,14,12422,4836,12995,275,0.0,20,20,255,315,18763,583,474460,0.010247630128854952,98343,31,0.07675159766546463,38,75,146,1,222,652,0.003022955953519825,545,0,-71,0,0.05240116663831582,0,76852,0,53381,6675,0,136908,23471,0.0774373428932122,277020,178677,3078,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,3653,1,13497,3,575,574,open
3772,org/apache/tools/ant/taskdefs,cass,org/apache/tools/ant/taskdefs/FilterTest.java,2678,true,3,13,23315,1,4,3202,1,399,0.3684210526315789,77,19,0.24675324675324675,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,4,CORRECTNESS,0.06834825061025224,IJU_TEARDOWN_NO_SUPER,7,2,1,0.30874097834803527,0.0032076984763432237,8.019246190858059E-4,-1.0,0.7619047619047619,0.015117157974300834,0.6517857142857143,0.342328337585034,0.5238095238095238,0.0,0.059397884458909686,0.342328337585034,-0.625974025974026,-1.0,15,12460,4850,13033,275,0.0,20,20,255,315,18763,583,474460,0.010247630128854952,98343,31,0.07675159766546463,38,75,146,1,222,652,0.003022955953519825,545,0,-71,0,0.05240116663831582,0,76852,0,53381,6675,0,136908,23471,0.0774373428932122,277020,178677,3078,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,3653,1,13497,3,575,574,open
3772,org/apache/tools/ant/taskdefs,cass,org/apache/tools/ant/taskdefs/FilterTest.java,2678,true,25,13,23315,1,16,3202,4,399,0.8771929824561403,77,19,0.24675324675324675,0.4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,4,BAD_PRACTICE,0.01871440195280716,OS_OPEN_STREAM_EXCEPTION_PATH,19,3,3,0.30874097834803527,0.0032076984763432237,0.0024057738572574178,-1.0,0.391304347826087,0.00952741020793951,0.16470588235294117,0.2136282264283817,-0.21739130434782608,0.0024410089503661514,0.03173311635475997,0.2136282264283817,-0.625974025974026,-1.0,14,12422,4836,12995,275,0.0,20,20,255,315,18763,583,474460,0.010247630128854952,98343,31,0.07675159766546463,38,75,146,1,222,652,0.003022955953519825,545,0,-71,0,0.05240116663831582,0,76852,0,53381,6675,0,136908,23471,0.0774373428932122,277020,178677,3078,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,3653,1,13497,3,575,574,open
3772,org/apache/tools/ant/taskdefs,cass,org/apache/tools/ant/taskdefs/FilterTest.java,2678,true,25,13,23315,1,8,3202,4,399,0.9736842105263158,77,19,0.24675324675324675,0.92,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,4,BAD_PRACTICE,0.06427990235964198,RV_RETURN_VALUE_IGNORED_BAD_PRACTICE,16,2,3,0.30874097834803527,0.0032076984763432237,0.0024057738572574178,-1.0,0.06329113924050633,0.002371414837365807,0.16470588235294117,0.2136282264283817,-0.8734177215189873,0.0024410089503661514,0.03173311635475997,0.2136282264283817,-0.625974025974026,-1.0,15,12460,4850,13033,275,0.0,20,20,255,315,18763,583,474460,0.010247630128854952,98343,31,0.07675159766546463,38,75,146,1,222,652,0.003022955953519825,545,0,-71,0,0.05240116663831582,0,76852,0,53381,6675,0,136908,23471,0.0774373428932122,277020,178677,3078,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,3653,1,13497,3,575,574,open
4049,org/apache/tools/ant/taskdefs,cass,org/apache/tools/ant/taskdefs/FixCRLF.java,2811,true,3,17,23315,5,6,3202,1,399,0.160431654676259,385,232,0.6025974025974026,0.8333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,2,BAD_PRACTICE,0.04963384865744508,NM_CONFUSING,19,3,0,0.30874097834803527,0.0016038492381716118,4.0096230954290296E-4,-0.5,0.04918032786885246,0.0018704649287825852,0.16470588235294117,0.2136282264283817,-0.9016393442622951,0.0024410089503661514,0.03173311635475997,0.2136282264283817,-0.625974025974026,-1.0,109,12870,5072,13443,275,0.0,20,20,255,315,18763,583,474460,0.010247630128854952,98343,31,0.07675159766546463,38,1781,1821,263,3865,652,0.003022955953519825,545,0,-40,0,0.15168382894523919,0,76852,0,53381,6675,0,136908,23471,0.0774373428932122,277020,178677,38,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,610,1,13497,3,575,574,open
4049,org/apache/tools/ant/taskdefs,cass,org/apache/tools/ant/taskdefs/FixCRLF.java,2811,true,0,17,23315,5,0,3202,1,399,0.6057553956834533,385,232,0.6025974025974026,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,2,I18N,0.13506916192026036,DM_DEFAULT_ENCODING,19,1,1,0.30874097834803527,0.0016038492381716118,8.019246190858059E-4,-1.0,0.18072289156626506,0.07403106401509653,0.1631578947368421,0.0018835809514521284,-0.6385542168674698,0.0,0.025223759153783564,0.0018835809514521284,-0.625974025974026,-1.0,20,4544,3225,5117,275,0.0,20,20,255,315,18763,583,474460,0.010247630128854952,98343,31,0.07675159766546463,38,1781,1821,263,3865,652,0.003022955953519825,545,0,-40,0,0.15168382894523919,0,76852,0,53381,6675,0,136908,23471,0.0774373428932122,277020,178677,38,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,610,1,13497,3,575,574,open
3772,org/apache/tools/ant/taskdefs,cass,org/apache/tools/ant/taskdefs/FixCrLfTest.java,2678,true,3,38,23315,1,4,3202,1,399,0.2054794520547945,147,26,0.17687074829931973,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,2,CORRECTNESS,0.06834825061025224,IJU_TEARDOWN_NO_SUPER,7,2,1,0.30874097834803527,0.0016038492381716118,8.019246190858059E-4,1.0,0.7619047619047619,0.015117157974300834,0.6517857142857143,0.342328337585034,0.5238095238095238,0.0,0.059397884458909686,0.342328337585034,-0.625974025974026,0.0,31,11145,4534,11718,275,0.0,20,20,255,315,18763,583,474460,0.010247630128854952,98343,31,0.07675159766546463,38,69,239,21,329,652,0.003022955953519825,545,0,-170,0,0.06838952462307676,0,76852,0,53381,6675,0,136908,23471,0.0774373428932122,277020,178677,3078,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,3653,1,13497,3,575,574,close
3772,org/apache/tools/ant/taskdefs,cass,org/apache/tools/ant/taskdefs/FixCrLfTest.java,2678,true,25,38,23315,1,12,3202,5,399,0.91324200913242,147,26,0.17687074829931973,0.32,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,2,BAD_PRACTICE,0.01871440195280716,OS_OPEN_STREAM_EXCEPTION_PATH,19,3,1,0.30874097834803527,0.0016038492381716118,8.019246190858059E-4,-1.0,0.391304347826087,0.00952741020793951,0.16470588235294117,0.2136282264283817,-0.21739130434782608,0.0024410089503661514,0.03173311635475997,0.2136282264283817,-0.625974025974026,0.0,31,11145,4534,11718,275,0.0,20,20,255,315,18763,583,474460,0.010247630128854952,98343,31,0.07675159766546463,38,69,239,21,329,652,0.003022955953519825,545,0,-170,0,0.06838952462307676,0,76852,0,53381,6675,0,136908,23471,0.0774373428932122,277020,178677,3078,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,3653,1,13497,3,575,574,open
7797,org/apache/tools/ant/taskdefs,cass,org/apache/tools/ant/taskdefs/GUnzipTest.java,3952,true,3,10,23315,1,4,3202,1,399,0.5633802816901409,38,20,0.5263157894736842,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,1,CORRECTNESS,0.06834825061025224,IJU_TEARDOWN_NO_SUPER,7,2,1,0.30874097834803527,8.019246190858059E-4,8.019246190858059E-4,-1.0,0.7619047619047619,0.015117157974300834,0.6517857142857143,0.342328337585034,0.5238095238095238,0.0,0.059397884458909686,0.342328337585034,-0.625974025974026,-1.0,18,12460,4850,13033,275,0.0,20,20,255,315,18763,583,474460,0.010247630128854952,98343,31,0.07675159766546463,38,39,116,1,156,652,0.003022955953519825,545,0,-77,0,0.044514819691429966,0,76852,0,53381,6675,0,136908,23471,0.0774373428932122,277020,178677,3078,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,3653,1,13497,3,575,574,open
8861,org/apache/tools/ant/taskdefs,cass,org/apache/tools/ant/taskdefs/GenerateKey.java,4278,true,3,13,23315,3,6,3202,1,399,0.6706443914081146,216,144,0.6666666666666666,0.8333333333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,2,BAD_PRACTICE,0.04963384865744508,NM_CONFUSING,19,3,0,0.30874097834803527,0.0016038492381716118,4.0096230954290296E-4,-0.5,0.04918032786885246,0.0018704649287825852,0.16470588235294117,0.2136282264283817,-0.9016393442622951,0.0024410089503661514,0.03173311635475997,0.2136282264283817,-0.625974025974026,-1.0,66,12603,4898,13176,275,0.0,20,20,255,315,18763,583,474460,0.010247630128854952,98343,31,0.07675159766546463,38,778,478,37,1293,652,0.003022955953519825,545,0,300,0,0.08753952424716542,0,76852,0,53381,6675,0,136908,23471,0.0774373428932122,277020,178677,160,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,732,1,13497,3,575,574,open
8861,org/apache/tools/ant/taskdefs,cass,org/apache/tools/ant/taskdefs/GenerateKey.java,4278,true,80,13,23315,3,8,3202,17,399,0.8687350835322196,216,144,0.6666666666666666,0.425,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,2,STYLE,8.136696501220504E-4,RCN_REDUNDANT_COMPARISON_OF_NULL_AND_NONNULL_VALUE,20,3,1,0.30874097834803527,0.0016038492381716118,8.019246190858059E-4,-1.0,0.0,0.0,0.15135135135135136,0.21152525749282464,-1.0,0.0016273393002441008,0.043938161106590726,0.21152525749282464,-0.625974025974026,-1.0,66,12603,4898,13176,275,0.0,20,20,255,315,18763,583,474460,0.010247630128854952,98343,31,0.07675159766546463,38,778,478,37,1293,652,0.003022955953519825,545,0,300,0,0.08753952424716542,0,76852,0,53381,6675,0,136908,23471,0.0774373428932122,277020,178677,160,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,732,1,13497,3,575,574,open
