F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-ArtifactResolutionException,F16-RepositoryBase,F16-RepositoryPolicy,F16-Plugin,F16-Object,F16-char,F16-ActivationFile,F16-NA,F16-Dependency,F16-Prerequisites,F16-void,F16-boolean,F16-ReportSet,F16-Repository,F16-String,F16-Date,F16-ConfigurationContainer,F16-PluginConfiguration,F16-Model,F16-Settings,F3-NA,F3-Class,F3-Integer,F3-DefaultBeanConfigurationRequest,F3-ArtifactRepository,F3-ArrayList<Artifact>,F3-File,F3-RepositoryMetadata,F3-InputStream,F3-null,F3-CompletionService<ProjectSegment>,F3-ProjectSegment,F3-XmlPullParser,F3-String,F3-int,F3-MavenSession,F3-String[],F3-Artifact,F3-TaskSegment,F3-CLIManager.LOG_FILE,F7--,F7-+=,F7-NA,F7-+,F12-File,F12-NA,F12-boolean,F12-String,F12-ThreadOutputMuxer,F12-List<String>,F17-static,F17-NA,F2-LifecycleMappingsXpp3Reader,F2-NA,F2-Integer,F2-Byte,F2-ByteArrayOutputStream,F2-Arrays,F2-StringTokenizer,F2-Short,F2-List<Exception>,F2-HashMap<String Artifact>,F2-MavenXpp3Reader,F2-String,F2-Iterator,F2-Collections,F2-Double,F2-ArtifactTransferEvent,F2-Long,F2-Float,F2-List,F2-File,F6-org.apache.maven.plugin.DefaultRepositoryRequest,F6-NA,F6-org.apache.maven.model.io.xpp3.RepositoryBase,F6-org.apache.maven.lifecycle.internal.Plugin,F6-org.apache.maven.lifecycle.internal.ThreadOutputMuxer,F6-java.io.PrintStream,F6-org.apache.maven.model.io.xpp3.InputLocation,F6-org.apache.maven.model.io.xpp3.PatternSet,F6-org.apache.maven.model.io.xpp3.ModelBase,F6-java.lang.Integer,F6-org.apache.maven.model.io.xpp3.ConfigurationContainer,F6-java.io.File,F6-java.util.HashMap<java.lang.String java.lang.String>,F6-org.apache.maven.model.io.xpp3.FileSet,F6-org.apache.maven.model.io.xpp3.XmlPullParserException,F6-org.apache.maven.settings.DefaultProjectBuildingRequest,F6-java.util.Date,F6-org.apache.maven.model.io.xpp3.PluginContainer,F6-org.apache.maven.model.io.xpp3.PluginConfiguration,F6-org.apache.maven.plugin.lifecycle.io.xpp3.XmlPullParserException,F13-private,F13-NA,F13-public,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-NA,F14-final,F1-shortValue,F1-doubleValue,F1-startTag,F1-getAttributeValue,F1-getAttributeCount,F1-delete,F1-NA,F1-getId,F1-intValue,F1-getBasedir,F1-getPluginRepositories,F1-longValue,F1-get,F1-equals,F1-floatValue,F1-charAt,F1-getTouchfile,F1-getDependencies,F1-getName,F1-byteValue,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.lang.Number,F5-java.util.AbstractList,F5-java.lang.AbstractStringBuilder,F5-java.util.HashSet,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.text.DateFormat,F9-request,F9-artifacts,F9-start,F9-buildStartTime,F9-username,F9-dependency,F9-project,F9-executionPlanItem,F9-upstreamProject,F9-remoteRepositories,F9-dependant,F9-cpc,F9-graph,F9-stop,F9-plugin,F9-pomArtifact,F9-originatingArtifact,F9-NA,F9-relocatedArtifact,F9-dataBuffer,F10-NA,F19-NA,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-Integer,F4-boolean,F4-Exception,F4-long,F4-Date,F4-float,F4-char,F4-Object,F4-File,F4-void,F4-double,F4-List,F4-StringBuilder,F4-int,F4-String,F4-Build,F4-short,F4-Iterator,F4-byte,F8-CacheRecord,F8-Dependency,F8-SettingsAdapter,F8-ClasspathGraphVisitor,F8-MojoExecution,F8-MetadataResolutionResult,F8-Authentication,F8-DefaultProjectBuilderConfiguration,F8-NA,F8-ArtifactTransferEvent,F8-DependencyLogEntry,F8-ProjectBuilder,F11-artifactExists,F11-NA,F11-artifactUri,F11-DEFAULT_USER_SETTINGS_FILE,F11-messages,F11-threadOutputMuxer,F11-userMavenConfigurationHome,F11-EMPTY_PROJECT_GROUP_ID,F11-alias,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-handyande@apache.org,F71-ogusakov@apache.org,F71-vsiveton@apache.org,F71-brett@apache.org,F71-hboutemy@apache.org,F71-kenney@apache.org,F71-sisbell@apache.org,F71-mkleint@apache.org,F71-carlos@apache.org,F71-evenisse@apache.org,F71-olamy@apache.org,F71-jvanzyl@apache.org,F71-brianf@apache.org,F71-ifedorenko@apache.org,F71-bentmann@apache.org,F71-pgier@apache.org,F71-krosenvold@apache.org,F71-joakime@apache.org,F71-trygvis@apache.org,F71-jdcasey@apache.org,F74,F73,F84,F146,category
3585,org/apache/maven/artifact/versioning,org/apache/maven/artifact/versioning/ComparableVersion.java,764,true,0,7,1472,6,12,87,1,16,0.5407725321888412,317,77,0.24290220820189273,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,4,BAD_PRACTICE,0.11248454882571075,SE_NO_SERIALVERSIONID,19,3,0,0.00663716814159292,0.004424778761061947,0.0,0.0,0.04395604395604396,0.003001707868269878,0.1402439024390244,0.17284173989156812,-0.9120879120879121,0.009888751545117428,0.027194066749072928,0.17284173989156812,0.6666666666666666,0.5,7,2336,764,3585,11,0.0,0,5,6,16,0.04171952078928823,414,35,1,450,0,379,0,0.12366305902081225,0,4635,0,1215,18,0,5868,3420,0.17244095576933055,224,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1472,10178,22,1270,close
3585,org/apache/maven/artifact/versioning,org/apache/maven/artifact/versioning/ComparableVersion.java,764,true,3,7,1472,6,16,87,1,16,0.37124463519313305,317,77,0.24290220820189273,0.3333333333333333,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,4,STYLE,0.0012360939431396785,SF_SWITCH_NO_DEFAULT,19,2,1,0.00663716814159292,0.004424778761061947,0.0011061946902654867,1.0,1.0,0.0,0.05778894472361809,0.4931046897048161,1.0,0.007416563658838072,0.022249690976514216,0.4931046897048161,0.6666666666666666,0.5,7,2336,764,3585,11,0.0,0,5,6,16,0.04171952078928823,414,35,1,450,0,379,0,0.12366305902081225,0,4635,0,1215,18,0,5868,3420,0.17244095576933055,224,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1472,10178,22,1270,close
4561,org/apache/maven/artifact/versioning,org/apache/maven/artifact/versioning/ManagedVersionMap.java,1380,true,0,2,1472,1,8,87,1,16,0.6071428571428571,33,18,0.5454545454545454,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,2,BAD_PRACTICE,0.11248454882571075,SE_NO_SERIALVERSIONID,19,3,0,0.00663716814159292,0.0022123893805309734,0.0,0.0,0.04395604395604396,0.003001707868269878,0.1402439024390244,0.17284173989156812,-0.9120879120879121,0.009888751545117428,0.027194066749072928,0.17284173989156812,0.6666666666666666,1.0,6,3312,1380,4561,11,0.0,0,5,6,16,0.04171952078928823,82,1,0,83,0,81,0,0.09699166548106748,0,4635,0,1215,18,0,5868,3420,0.17244095576933055,553,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1801,10178,22,1270,close
4561,org/apache/maven/artifact/versioning,org/apache/maven/artifact/versioning/ManagedVersionMap.java,1380,true,12,2,1472,1,12,87,3,16,0.8571428571428571,33,18,0.5454545454545454,0.5,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,2,PERFORMANCE,0.00865265760197775,WMI_WRONG_MAP_ITERATOR,18,2,1,0.00663716814159292,0.0022123893805309734,0.0011061946902654867,1.0,0.5714285714285714,0.022263450834879406,0.15384615384615385,0.38838696062771794,0.14285714285714285,0.007416563658838072,0.03584672435105068,0.38838696062771794,0.6666666666666666,1.0,4,2336,764,3585,11,0.0,0,5,6,16,0.04171952078928823,82,1,0,83,0,81,0,0.09699166548106748,0,4635,0,1215,18,0,5868,3420,0.17244095576933055,553,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1801,10178,22,1270,close
4237,org/apache/maven/cli,org/apache/maven/cli/CLIReportingUtils.java,1178,true,23,7,1122,1,16,92,4,20,0.3177570093457944,150,25,0.16666666666666666,0.5652173913043478,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10,4,PERFORMANCE,0.02595797280593325,DM_BOXED_PRIMITIVE_FOR_PARSING,16,1,1,0.011061946902654867,0.004424778761061947,0.0011061946902654867,1.0,0.047619047619047616,0.004122861265718408,0.15384615384615385,0.38838696062771794,-0.9047619047619048,0.007416563658838072,0.03584672435105068,0.38838696062771794,0.6,1.0,9,1103,567,2352,68,0.2692307692307692,2,10,58,80,0.051709720814166936,260,690,28,978,3,-430,4,0.17582908694107136,7,3032,0,1691,275,1,4998,1341,0.12361437015759502,8,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1256,10178,8,1256,close
4237,org/apache/maven/cli,org/apache/maven/cli/CLIReportingUtils.java,1178,true,9,7,1122,1,8,92,2,20,0.49065420560747663,150,25,0.16666666666666666,0.6666666666666666,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10,4,PERFORMANCE,0.002472187886279357,DM_GC,16,1,2,0.011061946902654867,0.004424778761061947,0.0022123893805309734,1.0,1.0,0.0,0.15384615384615385,0.38838696062771794,1.0,0.007416563658838072,0.03584672435105068,0.38838696062771794,0.6,1.0,37,2988,1178,4237,68,0.2692307692307692,2,10,58,80,0.051709720814166936,260,690,28,978,3,-430,4,0.17582908694107136,7,3032,0,1691,275,1,4998,1341,0.12361437015759502,8,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1256,10178,8,1256,close
4237,org/apache/maven/cli,org/apache/maven/cli/CLIReportingUtils.java,1178,true,12,7,1122,1,10,92,4,20,0.6915887850467289,150,25,0.16666666666666666,0.5833333333333334,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10,4,PERFORMANCE,0.14956736711990112,UPM_UNCALLED_PRIVATE_METHOD,20,3,1,0.011061946902654867,0.004424778761061947,0.0011061946902654867,1.0,0.024793388429752067,0.0021980614836294094,0.15384615384615385,0.38838696062771794,-0.9504132231404959,0.007416563658838072,0.03584672435105068,0.38838696062771794,0.6,1.0,37,2988,1178,4237,68,0.2692307692307692,2,10,58,80,0.051709720814166936,260,690,28,978,3,-430,4,0.17582908694107136,7,3032,0,1691,275,1,4998,1341,0.12361437015759502,8,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1256,10178,8,1256,close
4237,org/apache/maven/cli,org/apache/maven/cli/CLIReportingUtils.java,1178,true,9,7,1122,1,7,92,2,20,0.4485981308411215,150,25,0.16666666666666666,0.6111111111111112,10,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10,4,PERFORMANCE,0.14956736711990112,UPM_UNCALLED_PRIVATE_METHOD,20,3,2,0.011061946902654867,0.004424778761061947,0.0022123893805309734,1.0,0.024793388429752067,0.0021980614836294094,0.15384615384615385,0.38838696062771794,-0.9504132231404959,0.007416563658838072,0.03584672435105068,0.38838696062771794,0.6,1.0,37,2988,1178,4237,68,0.2692307692307692,2,10,58,80,0.051709720814166936,260,690,28,978,3,-430,4,0.17582908694107136,7,3032,0,1691,275,1,4998,1341,0.12361437015759502,8,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1256,10178,8,1256,close
2025,org/apache/maven/cli,org/apache/maven/cli/ExecutionEventLogger.java,494,true,12,18,1122,1,8,92,1,20,0.6224188790560472,248,23,0.09274193548387097,0.6666666666666666,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10,1,PERFORMANCE,0.002472187886279357,DM_GC,16,1,1,0.011061946902654867,0.0011061946902654867,0.0011061946902654867,1.0,1.0,0.0,0.15384615384615385,0.38838696062771794,1.0,0.007416563658838072,0.03584672435105068,0.38838696062771794,0.6,1.0,9,776,494,2025,68,0.0,2,10,58,80,0.051709720814166936,53,14,7,74,0,39,0,0.12872137060414787,0,3032,0,1691,275,0,4998,1341,0.12361437015759502,12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1260,10178,8,1256,close
9482,org/apache/maven/cli,org/apache/maven/cli/MavenCli.java,2217,true,26,27,1122,4,16,92,5,20,0.24734982332155478,851,75,0.0881316098707403,0.6923076923076923,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10,2,I18N,0.016069221260815822,DM_DEFAULT_ENCODING,19,1,1,0.011061946902654867,0.0022123893805309734,0.0011061946902654867,1.0,0.46153846153846156,0.2485207100591716,0.46153846153846156,0.0,0.3076923076923077,0.0,0.007416563658838072,0.0,0.6,1.0,29,549,431,1798,68,0.15118243243243243,2,10,58,80,0.051709720814166936,1982,536,235,2753,3,1446,12,0.127396426310263,16,3032,1,1691,275,9,4998,1341,0.12361437015759502,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1257,164,8,1256,close
9482,org/apache/maven/cli,org/apache/maven/cli/MavenCli.java,2217,true,0,27,1122,4,12,92,1,20,0.37014134275618377,851,75,0.0881316098707403,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10,2,PERFORMANCE,0.029666254635352288,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.011061946902654867,0.0022123893805309734,0.0,0.0,0.625,0.02130681818181818,0.15384615384615385,0.38838696062771794,0.4166666666666667,0.007416563658838072,0.03584672435105068,0.38838696062771794,0.6,1.0,202,8233,2217,9482,68,0.15118243243243243,2,10,58,80,0.051709720814166936,1982,536,235,2753,3,1446,12,0.127396426310263,16,3032,1,1691,275,9,4998,1341,0.12361437015759502,9,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1257,164,8,1256,close
1880,org/apache/maven/cli,org/apache/maven/cli/PrintStreamLogger.java,456,true,0,10,1122,3,12,92,1,20,0.42780748663101603,128,23,0.1796875,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10,1,PERFORMANCE,0.029666254635352288,SIC_INNER_SHOULD_BE_STATIC_ANON,20,3,0,0.011061946902654867,0.0011061946902654867,0.0,0.0,0.625,0.02130681818181818,0.15384615384615385,0.38838696062771794,0.4166666666666667,0.007416563658838072,0.03584672435105068,0.38838696062771794,0.6,1.0,3,631,456,1880,68,0.05973025048169557,2,10,58,80,0.051709720814166936,30,55,0,85,3,-25,28,0.11143612221969976,31,3032,0,1691,275,25,4998,1341,0.12361437015759502,53,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1301,10178,8,1256,close
1364,org/apache/maven/configuration,org/apache/maven/configuration/DefaultBeanConfiguratorTest.java,108,true,8,6,172,4,8,39,1,11,0.918918918918919,96,21,0.21875,0.75,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,6,STYLE,0.06798516687268233,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.00663716814159292,0.00663716814159292,0.0011061946902654867,-1.0,0.03636363636363636,0.001668634395907123,0.05778894472361809,0.4931046897048161,-0.6,0.007416563658838072,0.022249690976514216,0.4931046897048161,-0.3333333333333333,-0.3333333333333333,1,115,108,1364,40,0.0847457627118644,0,0,40,40,0.0865643982838452,10,0,0,10,0,10,10,0.0847457627118644,10,223,0,0,0,10,223,223,0.24820277195655086,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1280,10178,32,1280,open
1364,org/apache/maven/configuration,org/apache/maven/configuration/DefaultBeanConfiguratorTest.java,108,true,8,6,172,4,8,39,1,11,0.5675675675675675,96,21,0.21875,0.75,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,6,6,STYLE,0.06798516687268233,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,20,3,1,0.00663716814159292,0.00663716814159292,0.0011061946902654867,-1.0,0.03636363636363636,0.001668634395907123,0.05778894472361809,0.4931046897048161,-0.6,0.007416563658838072,0.022249690976514216,0.4931046897048161,-0.3333333333333333,-0.3333333333333333,1,115,108,1364,40,0.0847457627118644,0,0,40,40,0.0865643982838452,10,0,0,10,0,10,10,0.0847457627118644,10,223,0,0,0,10,223,223,0.24820277195655086,32,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1280,10178,32,1280,open
