F72,F54,F55,F25,F26,F62,F65,F64,F67,F34,F66,F69,F68,F101,F102,F103,F104,F105,F107,F108,F16-String[],F16-SQLWarning,F16-char[],F16-Object,F16-NA,F16-ExecRow,F16-void,F16-int,F16-ScanController,F16-Properties,F16-TabInfoImpl,F16-boolean,F16-PrintWriter,F16-Serializable,F16-String,F16-TupleDescriptor,F16-Void,F16-ClientXAConnection,F16-Connection,F16-ExecIndexRow,F3-NA,F3-int[],F3-ResultSet,F3-InputStream,F3-TransactionController,F3-null,F3-byte[],F3-boolean,F3-char,F3-String,F3-long,F3-ExecRow,F3-SQLWarning,F3-int,F3-PrintWriter,F3-SQLException,F3-QualifiedIdentifier,F3-PreparedStatement,F3-Pkgnamcsn,F3-Connection,F7-|,F7--,F7-/,F7-++,F7---,F7--=,F7-+=,F7-&,F7-NA,F7-*,F7-+,F12-long,F12-int,F12-NA,F12-LocalizedResource,F12-boolean,F12-int[],F12-LocalizedOutput,F12-MaterialStatement,F12-SQLException,F12-String[],F12-Agent,F12-String,F12-Section,F12-Connection,F12-InputStream,F12-Hashtable,F12-ConnectionEnv,F12-ProductLevel,F12-PrintStream,F12-ArrayList,F17-final,F17-static,F17-NA,F17-final-final,F2-ResultSet,F2-Class,F2-JDBCDisplayUtil,F2-BrokeredConnection,F2-NA,F2-Runtime,F2-UCode_CharStream,F2-StringBuffer,F2-Properties,F2-Object,F2-Connection,F2-String,F2-ij,F2-PreparedStatement,F2-System,F2-SQLParserTokenManager,F2-DRDAConnThread,F2-Hashtable<Integer String>,F2-Statement,F2-File,F6-java.util.Random,F6-java.lang.IllegalArgumentException,F6-NA,F6-java.io.FileWriter,F6-java.io.InputStreamReader,F6-java.io.FileOutputStream,F6-org.apache.derby.impl.tools.ij.TokenMgrError,F6-java.util.Vector,F6-java.util.Properties,F6-java.io.FileInputStream,F6-org.apache.derby.impl.sql.depend.BasicDependency,F6-java.io.PrintWriter,F6-org.apache.derby.impl.store.access.RAMTransaction,F6-java.lang.Integer,F6-java.io.File,F6-org.apache.derby.impl.store.raw.xact.XactId,F6-java.lang.String,F6-java.lang.Boolean,F6-java.lang.StringBuffer,F6-org.apache.derby.impl.tools.ij.Token,F13-private,F13-NA,F13-public,F13-protected,F18-private,F18-NA,F18-public,F14-static-final,F14-static,F14-NA,F14-final,F1-executeQuery,F1-ReInit,F1-size,F1-NA,F1-getBoolean,F1-prepareStatement,F1-jj_consume_token,F1-compare,F1-next,F1-getDefaultConn,F1-readChar,F1-get,F1-append,F1-equals,F1-getProperty,F1-put,F1-qualifiedIdentifier,F1-toString,F1-executeUpdate,F1-jjStopAtPos,F5-java.util.AbstractMap,F5-java.lang.Object,F5-NA,F5-java.io.Writer,F5-javax.naming.InitialContext,F5-java.io.OutputStreamWriter,F5-java.lang.Thread,F5-java.io.FilterOutputStream,F5-java.util.Hashtable,F5-java.io.InputStream,F5-java.lang.Number,F5-java.util.Date,F5-java.io.Reader,F5-java.util.AbstractList,F5-java.lang.RuntimeException,F5-java.lang.AbstractStringBuilder,F5-java.io.OutputStream,F5-java.lang.Exception,F5-java.util.Dictionary,F9-password,F9-traceDirectory,F9-description,F9-containerId,F9-databaseName,F9-user,F9-columnBitMap,F9-serviceType,F9-cachedCharLength,F9-array,F9-unclosableInternalReader,F9-dataSourceName,F9-NA,F9-retrieveMessageText,F9-objectType,F9-uuidFactory,F9-backupRoot,F9-loginTimeout,F9-portNumber,F9-length,F10-NA,F10-true,F19-NA,F19-interface,F19-abstract,F15-NA,F15-private,F15-protected,F15-public,F0-NA,F4-NA,F4-String[],F4-boolean,F4-InputStream,F4-long,F4-SQLWarning,F4-StringBuffer,F4-ResultSet,F4-Statement,F4-PreparedStatement,F4-KeyStore,F4-char,F4-Token,F4-Connection,F4-Object,F4-void,F4-QualifiedIdentifier,F4-int,F4-String,F4-SQLException,F8-CatalogRowFactory,F8-PermDescriptor,F8-DDColumnDependableFinder,F8-TemporaryClob,F8-UpdateServiceProperties,F8-AuthenticationServiceBase,F8-FormatableArrayHolder,F8-EmbeddedSimpleDataSource,F8-ClientBaseDataSourceRoot,F8-IndexDescriptorImpl,F8-DoubleProperties,F8-BaseDataFileFactory,F8-DRDAProtocolExceptionInfo,F8-mtTime,F8-PredicateWrapper,F8-ColumnMapping,F8-NA,F8-UnaryOperatorNode,F8-ByteArray,F8-ijRowResult,F11-agent_,F11-savepointName_,F11-ignoreWebLogic,F11-skipJava,F11-scanned,F11-NA,F11-materialStatement_,F11-actions,F11-CONTAINER_KEY_MEMORY_USAGE,F11-catalogType,F11-num_pages,F11-numPreds,F11-kind,F11-used,F11-serialVersionUID,F11-binaryStream_,F11-currentConnEnv,F11-columnWidths,F11-pwList,F11-asciiStream_,F94,F95,F21,F109,F20,F23,F22,F79,F111,F112,F113,F116,F117,F118,F119,F120,F110,F121,F122,F123,F114,F115,F61,F77,F88,F70,F41,F40,F43,F42,F45,F44,F46,F126,F127,F128,F129,F36,F130,F35,F131,F38,F132,F37,F133,F134,F39,F135,F136,F137,F83,F71-mamta@apache.org,F71-djd@apache.org,F71-lilywei@apache.org,F71-davidvc@apache.org,F71-kmarsden@apache.org,F71-rhillegas@apache.org,F71-bakksjo@apache.org,F71-mikem@apache.org,F71-myrnavl@apache.org,F71-kristwaa@apache.org,F71-dag@apache.org,F71-kahatlen@apache.org,F71-bandaram@apache.org,F71-oysteing@apache.org,F71-abrown@apache.org,F71-suresht@apache.org,F71-bernt@apache.org,F71-fuzzylogic@apache.org,F71-bpendleton@apache.org,F71-coar@apache.org,F74,F73,F84,F146,category
1417,org/apache/derby/impl/drda,org/apache/derby/impl/drda/DRDAConnThread.java,299,true,41,205,10894,2,20,964,10,58,0.6328380229739698,5817,2984,0.5129791988997765,0.3902439024390244,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,40,STYLE,0.09834805993084902,DLS_DEAD_LOCAL_STORE,20,3,4,0.054733218588640276,0.013769363166953529,0.001376936316695353,-1.0,0.17578125,0.003714928260216346,0.1513840830449827,0.21341504798294664,-0.6484375,0.010756819054936612,0.058778332693046484,0.21341504798294664,-0.8616352201257862,-0.85,3,310,236,1306,33,0.06290956749672345,1,30,3,64,0.0020221466219585912,4055,2667,345,7067,22,1388,25,0.12240398022969617,48,12653,1,4476,1751,3,18880,8177,0.07250273778175292,131,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1126,8135,127,1122,open
1417,org/apache/derby/impl/drda,org/apache/derby/impl/drda/DRDAConnThread.java,299,true,26,205,10894,2,20,964,6,58,0.5738223205817262,5817,2984,0.5129791988997765,0.6538461538461539,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,40,STYLE,0.09834805993084902,DLS_DEAD_LOCAL_STORE,20,3,2,0.054733218588640276,0.013769363166953529,6.884681583476765E-4,-1.0,0.17578125,0.003714928260216346,0.1513840830449827,0.21341504798294664,-0.6484375,0.010756819054936612,0.058778332693046484,0.21341504798294664,-0.8616352201257862,-0.85,3,310,236,1306,33,0.06290956749672345,1,30,3,64,0.0020221466219585912,4055,2667,345,7067,22,1388,25,0.12240398022969617,48,12653,1,4476,1751,3,18880,8177,0.07250273778175292,131,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1126,8135,127,1122,open
1417,org/apache/derby/impl/drda,org/apache/derby/impl/drda/DRDAConnThread.java,299,true,26,205,10894,2,20,964,6,58,0.5724523132047634,5817,2984,0.5129791988997765,0.4230769230769231,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,40,STYLE,0.09834805993084902,DLS_DEAD_LOCAL_STORE,20,3,2,0.054733218588640276,0.013769363166953529,6.884681583476765E-4,-1.0,0.17578125,0.003714928260216346,0.1513840830449827,0.21341504798294664,-0.6484375,0.010756819054936612,0.058778332693046484,0.21341504798294664,-0.8616352201257862,-0.85,3,310,236,1306,33,0.06290956749672345,1,30,3,64,0.0020221466219585912,4055,2667,345,7067,22,1388,25,0.12240398022969617,48,12653,1,4476,1751,3,18880,8177,0.07250273778175292,131,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1126,8135,127,1122,open
1417,org/apache/derby/impl/drda,org/apache/derby/impl/drda/DRDAConnThread.java,299,true,56,205,10894,2,12,964,12,58,0.2902307935504268,5817,2984,0.5129791988997765,0.21428571428571427,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,40,STYLE,0.09834805993084902,DLS_DEAD_LOCAL_STORE,20,3,1,0.054733218588640276,0.013769363166953529,3.4423407917383823E-4,-1.0,0.17578125,0.003714928260216346,0.1513840830449827,0.21341504798294664,-0.6484375,0.010756819054936612,0.058778332693046484,0.21341504798294664,-0.8616352201257862,-0.85,3,310,236,1306,33,0.06290956749672345,1,30,3,64,0.0020221466219585912,4055,2667,345,7067,22,1388,25,0.12240398022969617,48,12653,1,4476,1751,3,18880,8177,0.07250273778175292,131,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1126,8135,127,1122,open
1417,org/apache/derby/impl/drda,org/apache/derby/impl/drda/DRDAConnThread.java,299,true,6,205,10894,2,8,964,1,58,0.9371904310253978,5817,2984,0.5129791988997765,0.6666666666666666,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,40,PERFORMANCE,0.00384172109104879,DM_GC,16,1,1,0.054733218588640276,0.013769363166953529,3.4423407917383823E-4,-1.0,0.0,0.0,0.289198606271777,0.2857938467154214,-1.0,0.00384172109104879,0.029197080291970802,0.2857938467154214,-0.8616352201257862,-0.85,3,310,236,1306,33,0.06290956749672345,1,30,3,64,0.0020221466219585912,4055,2667,345,7067,22,1388,25,0.12240398022969617,48,12653,1,4476,1751,3,18880,8177,0.07250273778175292,131,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1126,8135,127,1122,open
1417,org/apache/derby/impl/drda,org/apache/derby/impl/drda/DRDAConnThread.java,299,true,86,205,10894,2,20,964,34,58,0.8761724101591316,5817,2984,0.5129791988997765,0.5465116279069767,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,40,PERFORMANCE,7.68344218209758E-4,DM_STRING_TOSTRING,20,3,1,0.054733218588640276,0.013769363166953529,3.4423407917383823E-4,-1.0,0.0,0.0,0.289198606271777,0.2857938467154214,-1.0,0.00384172109104879,0.029197080291970802,0.2857938467154214,-0.8616352201257862,-0.85,3,310,236,1306,33,0.06290956749672345,1,30,3,64,0.0020221466219585912,4055,2667,345,7067,22,1388,25,0.12240398022969617,48,12653,1,4476,1751,3,18880,8177,0.07250273778175292,131,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1126,8135,127,1122,open
1417,org/apache/derby/impl/drda,org/apache/derby/impl/drda/DRDAConnThread.java,299,true,98,205,10894,2,38,964,27,58,0.2088734323954052,5817,2984,0.5129791988997765,0.4030612244897959,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,40,MT_CORRECTNESS,0.0034575489819439107,LI_LAZY_INIT_STATIC,14,2,4,0.054733218588640276,0.013769363166953529,0.001376936316695353,-1.0,0.2222222222222222,0.011522633744855966,0.2891566265060241,0.1843416244675358,-0.5555555555555556,0.009220130618517095,0.009220130618517095,0.1843416244675358,-0.8616352201257862,-0.85,116,6123,2587,7119,33,0.06290956749672345,1,30,3,64,0.0020221466219585912,4055,2667,345,7067,22,1388,25,0.12240398022969617,48,12653,1,4476,1751,3,18880,8177,0.07250273778175292,131,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1126,8135,127,1122,open
1417,org/apache/derby/impl/drda,org/apache/derby/impl/drda/DRDAConnThread.java,299,true,12,205,10894,2,10,964,4,58,0.058804932026557066,5817,2984,0.5129791988997765,0.20833333333333334,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,40,MT_CORRECTNESS,0.0034575489819439107,LI_LAZY_INIT_STATIC,14,2,1,0.054733218588640276,0.013769363166953529,3.4423407917383823E-4,-1.0,0.2222222222222222,0.011522633744855966,0.2891566265060241,0.1843416244675358,-0.5555555555555556,0.009220130618517095,0.009220130618517095,0.1843416244675358,-0.8616352201257862,-0.85,3,310,236,1306,33,0.06290956749672345,1,30,3,64,0.0020221466219585912,4055,2667,345,7067,22,1388,25,0.12240398022969617,48,12653,1,4476,1751,3,18880,8177,0.07250273778175292,131,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1126,8135,127,1122,open
1417,org/apache/derby/impl/drda,org/apache/derby/impl/drda/DRDAConnThread.java,299,true,3,205,10894,2,8,964,1,58,0.14732848561492254,5817,2984,0.5129791988997765,0.6666666666666666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,40,BAD_PRACTICE,0.005378409527468306,NM_CONFUSING,19,3,0,0.054733218588640276,0.013769363166953529,1.7211703958691912E-4,-0.5,0.07142857142857142,0.001745435016111708,0.1358313817330211,0.5053182062282564,-0.8571428571428571,0.006915097963887821,0.020361121782558587,0.5053182062282564,-0.8616352201257862,-0.85,155,7139,3154,8135,33,0.06290956749672345,1,30,3,64,0.0020221466219585912,4055,2667,345,7067,22,1388,25,0.12240398022969617,48,12653,1,4476,1751,3,18880,8177,0.07250273778175292,131,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1126,8135,127,1122,open
1417,org/apache/derby/impl/drda,org/apache/derby/impl/drda/DRDAConnThread.java,299,true,14,205,10894,2,12,964,4,58,0.6400042154073138,5817,2984,0.5129791988997765,0.5714285714285714,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,40,STYLE,0.020745293891663467,NP_LOAD_OF_KNOWN_NULL_VALUE,16,2,1,0.054733218588640276,0.013769363166953529,3.4423407917383823E-4,-1.0,0.3148148148148148,0.005530934543280222,0.1513840830449827,0.21341504798294664,-0.37037037037037035,0.010756819054936612,0.058778332693046484,0.21341504798294664,-0.8616352201257862,-0.85,3,310,236,1306,33,0.06290956749672345,1,30,3,64,0.0020221466219585912,4055,2667,345,7067,22,1388,25,0.12240398022969617,48,12653,1,4476,1751,3,18880,8177,0.07250273778175292,131,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1126,8135,127,1122,open
1417,org/apache/derby/impl/drda,org/apache/derby/impl/drda/DRDAConnThread.java,299,true,123,205,10894,2,12,964,28,58,0.6353672673622088,5817,2984,0.5129791988997765,0.2845528455284553,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,40,CORRECTNESS,0.0072992700729927005,NP_NULL_ON_SOME_PATH,6,1,4,0.054733218588640276,0.013769363166953529,0.001376936316695353,-1.0,0.10526315789473684,0.004484896451655454,0.12195121951219512,0.2155912961707118,-0.7894736842105263,0.0,0.005762581636573185,0.2155912961707118,-0.8616352201257862,-0.85,3,310,236,1306,33,0.06290956749672345,1,30,3,64,0.0020221466219585912,4055,2667,345,7067,22,1388,25,0.12240398022969617,48,12653,1,4476,1751,3,18880,8177,0.07250273778175292,131,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1126,8135,127,1122,open
1417,org/apache/derby/impl/drda,org/apache/derby/impl/drda/DRDAConnThread.java,299,true,477,205,10894,2,12,964,121,58,0.2808515122773738,5817,2984,0.5129791988997765,0.3081761006289308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,40,CORRECTNESS,0.0072992700729927005,NP_NULL_ON_SOME_PATH,6,1,2,0.054733218588640276,0.013769363166953529,6.884681583476765E-4,-1.0,0.10526315789473684,0.004484896451655454,0.12195121951219512,0.2155912961707118,-0.7894736842105263,0.0,0.005762581636573185,0.2155912961707118,-0.8616352201257862,-0.85,3,310,236,1306,33,0.06290956749672345,1,30,3,64,0.0020221466219585912,4055,2667,345,7067,22,1388,25,0.12240398022969617,48,12653,1,4476,1751,3,18880,8177,0.07250273778175292,131,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1126,8135,127,1122,open
